代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,外資 連續 買賣 日數,外資 連續 買賣 張數,外資 連續 買賣 佔 成交 (%),外資 連續 買賣 佔發 行量 (%),投信 連續 買賣 日數,投信 連續 買賣 張數,投信 連續 買賣 佔 成交 (%),投信 連續 買賣 佔發 行量 (%),自營 商 連續 買賣 日數,自營 商 連續 買賣 張數,自營 商 連續 買賣 佔 成交 (%),自營 商 連續 買賣 佔發 行量 (%),三大 法人 連續 買賣 日數,三大 法人 連續 買賣 張數,三大 法人 連續 買賣 佔 成交 (%),三大 法人 連續 買賣 佔發 行量 (%)
00931B,統一美債20年,13.34,-0.04,-0.3,06/09,17,48194,50.2,2.19,0,0,0.0,0.0,10,11744,21.7,0.53,17,59228,61.7,2.69
6546,正基,76.3,2.9,3.95,06/09,17,2323,9.35,3.48,0,0,0.0,0.0,1,13,1.58,0.02,1,36,4.31,0.05
00900,富邦特選高股息30,19.42,0.72,3.85,06/09,15,48887,26.7,2.82,0,0,0.0,0.0,47,266588,37.1,15.4,47,478085,66.6,27.6
6412,群電,88.9,-1.4,-1.55,06/09,15,14704,20.1,3.67,-7,-14952,-33.5,-3.73,-3,-218,-1.13,-0.05,1,854,10.7,0.21
00958B,永豐ESG銀行債15+,9.23,-0.02,-0.22,06/09,14,5819,45.1,3.87,0,0,0.0,0.0,1,581,87.3,0.39,11,6112,56.2,4.07
5607,遠雄港,52.6,0.2,0.38,06/09,14,2820,24.9,0.76,0,0,0.0,0.0,4,33,0.95,0.01,14,2849,25.1,0.77
00740B,富邦全球投等債,38.5,-0.12,-0.31,06/09,13,18126,57.7,0.83,0,0,0.0,0.0,-13,-15325,-48.8,-0.71,-1,-620,-36.2,-0.03
7610,聯友金屬-創,1915.0,135.0,7.58,06/09,13,881,17.5,1.81,0,0,0.0,0.0,-1,-1,-0.48,0.0,13,857,17.0,1.76
00981B,第一金優選非投債,9.15,0.01,0.11,06/09,12,47979,28.1,3.29,0,0,0.0,0.0,-5,-9704,-15.2,-0.67,-1,-1272,-14.7,-0.09
1598,岱宇,21.25,0.25,1.19,06/09,12,1357,28.6,0.76,0,0,0.0,0.0,-1,-6,-1.27,0.0,12,1363,28.8,0.76
1626,艾美特-KY,10.05,0.0,0.0,06/09,12,214,11.6,0.14,0,0,0.0,0.0,-1,-2,-2.25,0.0,-1,-1,-1.12,0.0
00857B,永豐20年美公債,23.07,-0.06,-0.26,06/09,11,16639,54.6,2.84,0,0,0.0,0.0,8,5193,22.1,0.88,41,52541,54.6,8.95
1268,漢來美食,170.0,2.5,1.49,06/09,11,62,18.9,0.15,0,0,0.0,0.0,0,0,0.0,0.0,11,62,18.9,0.15
1506,正道,10.15,0.1,1.0,06/09,11,327,5.37,0.11,0,0,0.0,0.0,-1,-6,-1.61,0.0,11,305,5.01,0.1
2609,陽明,51.6,-0.1,-0.19,06/09,11,187849,34.7,5.38,-8,-182203,-38.2,-5.22,-2,-243,-0.19,-0.01,-2,-27139,-21.1,-0.78
6757,台灣虎航,52.7,0.5,0.96,06/09,11,15686,34.4,3.41,-6,-20220,-56.5,-4.4,-1,-16,-0.3,0.0,-4,-6772,-29.1,-1.47
8349,恒耀,42.45,0.95,2.29,06/09,11,659,24.8,0.32,0,0,0.0,0.0,-1,-1,-0.14,0.0,11,658,24.8,0.32
2027,大成鋼,42.9,1.1,2.63,06/09,10,81085,29.9,3.14,-6,-49142,-27.3,-1.9,-4,-2017,-1.82,-0.08,1,3974,15.0,0.15
4167,松瑞藥,20.45,0.1,0.49,06/09,10,2944,19.4,0.95,0,0,0.0,0.0,1,6,0.27,0.0,10,3070,20.2,0.99
4306,炎洲,15.1,0.15,1.0,06/09,10,6354,24.7,0.94,0,0,0.0,0.0,-1,-99,-3.76,-0.01,10,6250,24.3,0.92
