排名,代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,當日 買賣超 佔 發行 張數,2日 買賣超 佔 發行 張數,3日 買賣超 佔 發行 張數,5日 買賣超 佔 發行 張數,10日 買賣超 佔 發行 張數,1個月 買賣超 佔 發行 張數,3個月 買賣超 佔 發行 張數,半年 買賣超 佔 發行 張數,1年 買賣超 佔 發行 張數,3年 買賣超 佔 發行 張數,10年 買賣超 佔 發行 張數,今年 買賣超 佔 發行 張數
1,3090,日電貿,302.5,27.5,10.0,06/17,0.67,1.2,1.8,4.09,4.14,5.72,6.63,4.39,8.92,10.1,10.1,3.99
2,3026,禾伸堂,896.0,81.0,9.94,06/17,1.3,1.68,1.88,1.91,2.0,3.4,9.64,9.41,9.81,10.0,9.16,9.41
3,4722,國精化,264.0,24.0,10.0,06/17,0.84,1.89,1.89,1.89,2.06,2.06,1.03,1.84,1.61,2.14,-3.04,1.05
4,00988A,主動統一全球創新,22.52,-0.16,-0.71,06/17,0.0,0.4,1.18,1.42,0.66,1.76,1.74,1.93,,,,1.93
5,4915,致伸,76.0,0.3,0.4,06/17,0.06,0.36,0.86,1.21,1.19,0.73,-0.9,-0.2,-4.14,13.6,14.4,-0.41
6,6271,同欣電,225.0,0.5,0.22,06/17,0.0,0.32,0.71,1.17,1.08,1.51,1.49,1.96,2.16,-1.12,-2.58,1.98
7,6173,信昌電,300.5,13.5,4.7,06/17,0.0,0.17,0.35,1.15,1.15,1.15,1.15,1.15,1.15,1.15,-2.68,1.15
8,6182,合晶,114.0,7.0,6.54,06/17,1.07,1.08,1.08,1.08,1.08,2.08,2.09,2.07,2.06,0.47,0.98,2.09
9,4958,臻鼎-KY,639.0,15.0,2.4,06/17,0.08,0.25,0.46,1.07,0.72,1.22,2.66,-1.54,1.33,0.53,3.68,2.27
10,1210,大成,55.1,-0.5,-0.9,06/17,0.03,0.13,0.39,1.07,3.94,5.1,3.67,3.13,2.38,6.44,5.81,3.11
11,5483,中美晶,182.5,7.5,4.29,06/17,0.7,0.87,0.87,0.98,-0.03,-0.41,0.99,0.63,1.22,8.27,8.29,0.78
12,3624,光頡,146.0,4.0,2.82,06/17,0.0,0.96,0.96,0.96,-1.94,-1.44,2.57,2.57,2.57,-7.05,2.57,2.57
13,3211,順達,428.0,-9.5,-2.17,06/17,-0.03,0.43,0.76,0.93,0.1,-4.38,-10.5,-9.73,-18.0,8.65,8.65,-14.2
14,006201,元大富櫃50,48.23,0.01,0.02,06/17,0.17,0.24,0.32,0.93,1.79,2.45,2.51,-0.37,-5.61,-6.78,-77.6,0.05
15,6488,環球晶,1100.0,55.0,5.26,06/17,0.67,0.87,0.93,0.93,0.65,1.83,3.85,7.91,7.08,7.77,8.0,6.9
16,6515,穎崴,9450.0,-495.0,-4.98,06/17,0.02,0.03,0.46,0.89,1.16,-1.03,-0.86,3.98,8.03,0.46,,2.26
17,2327,國巨*,984.0,34.0,3.58,06/17,0.14,0.3,0.34,0.88,1.47,2.49,4.15,5.99,6.03,6.35,6.24,5.59
18,6683,雍智科技,1640.0,-85.0,-4.93,06/17,0.0,1.04,1.41,0.83,0.86,-4.07,1.77,2.72,1.55,2.06,,3.1
19,3008,大立光,5145.0,285.0,5.86,06/17,0.36,0.46,0.58,0.82,0.9,1.35,0.27,2.65,2.65,2.2,2.1,1.27
20,1402,遠東新,28.8,0.25,0.88,06/17,0.15,0.4,0.4,0.81,3.21,0.07,-0.09,-1.24,-1.79,-3.68,2.4,-1.16
21,9910,豐泰,72.8,-5.2,-6.67,06/17,-0.05,0.19,0.19,0.79,2.77,3.63,4.28,4.56,4.25,4.32,4.32,4.17
22,2382,廣達,374.0,11.5,3.17,06/17,0.02,0.07,0.08,0.75,3.38,7.52,7.36,7.36,6.25,4.78,8.91,7.28
23,3131,弘塑,3245.0,-70.0,-2.11,06/17,0.14,0.15,0.29,0.75,1.22,2.09,-0.95,-0.72,-6.24,-3.53,-3.53,-1.87
24,8150,南茂,94.9,0.3,0.32,06/17,0.0,-0.01,-0.01,0.7,1.44,1.58,3.18,3.11,3.18,2.55,3.18,3.26
25,8021,尖點,542.0,24.0,4.63,06/17,0.0,-0.07,-0.32,0.68,0.96,0.36,-2.36,-2.77,-2.44,-2.44,-2.46,0.8
26,2379,瑞昱,745.0,67.0,9.88,06/17,0.03,0.12,0.14,0.61,3.26,5.24,2.14,1.14,0.01,5.59,12.0,0.91
27,5871,中租-KY,115.0,-1.5,-1.29,06/17,0.0,0.13,0.16,0.61,3.13,5.19,4.09,-1.95,-2.85,6.66,7.15,2.2
28,8996,高力,1515.0,135.0,9.78,06/17,0.14,0.29,0.35,0.61,2.56,2.42,3.59,5.85,4.44,4.38,4.31,5.04
29,6890,來億-KY,228.0,0.5,0.22,06/17,0.0,0.0,0.02,0.61,4.61,5.31,5.3,5.31,5.67,,,4.95
30,8454,富邦媒,315.0,-6.0,-1.87,06/17,0.0,0.0,0.02,0.57,3.51,4.51,4.55,4.83,4.52,4.54,4.56,4.83
31,9941,裕融,81.4,-0.2,-0.25,06/17,-0.02,0.0,0.02,0.57,3.78,5.1,3.09,5.78,5.27,5.48,5.47,4.88
32,3443,創意,5075.0,155.0,3.15,06/17,0.11,0.19,0.19,0.55,0.6,0.45,2.88,2.84,4.51,-1.03,8.43,3.2
33,6223,旺矽,6420.0,-25.0,-0.39,06/17,-0.01,0.0,-0.01,0.55,0.96,0.5,1.92,0.24,5.09,15.7,15.3,0.55
34,2855,統一證,51.6,-1.0,-1.9,06/17,0.0,0.04,0.06,0.54,3.85,4.51,4.67,4.69,4.23,5.03,4.93,4.7
35,2597,潤弘,183.5,-4.0,-2.13,06/17,0.0,0.04,0.06,0.53,3.37,4.56,4.53,4.52,2.28,4.45,4.62,4.52
36,2542,興富發,45.45,0.4,0.89,06/17,0.0,0.08,0.08,0.53,2.7,3.8,3.11,2.41,3.45,0.29,-0.15,2.65
37,1560,中砂,687.0,8.0,1.18,06/17,0.0,0.0,0.12,0.53,0.45,-0.06,-1.77,-2.3,-4.28,1.61,2.95,-3.43
38,6670,復盛應用,300.5,13.0,4.52,06/17,0.15,0.38,0.42,0.51,0.5,0.5,0.45,-2.98,-3.69,7.31,,-0.15
39,2344,華邦電,199.0,2.0,1.02,06/17,0.03,0.24,0.34,0.5,0.14,1.63,3.47,4.86,8.33,7.63,8.42,4.94
40,6510,精測,3540.0,40.0,1.14,06/17,0.06,0.02,0.2,0.49,0.07,-2.08,-5.15,-1.46,3.44,11.8,7.25,-1.32
41,3042,晶技,224.0,-5.0,-2.18,06/17,0.0,-0.03,0.15,0.49,0.66,3.24,2.0,-0.67,-7.01,1.81,2.77,0.17
42,2883,凱基金,30.2,0.5,1.68,06/17,0.0,0.04,0.05,0.47,3.71,4.12,3.7,3.98,6.83,4.79,8.19,3.78
43,2105,正新,29.7,-2.45,-7.62,06/17,-0.02,0.08,0.09,0.47,2.74,3.58,3.8,-1.54,-4.23,5.33,4.6,-1.28
44,00923,群益台ESG低碳50,42.67,0.01,0.02,06/17,0.11,0.11,0.46,0.46,0.46,0.81,0.81,0.69,0.46,1.63,,0.93
45,5425,台半,108.0,9.7,9.87,06/17,0.0,0.0,0.0,0.45,0.15,0.55,0.06,0.52,0.46,-7.35,-1.48,0.53
46,7828,創新服務,2070.0,70.0,3.5,06/17,0.0,0.01,0.11,0.42,0.76,1.72,,,,,,
47,4938,和碩,83.0,0.0,0.0,06/17,-0.05,-0.04,-0.04,0.38,2.95,4.23,4.2,-0.02,-2.36,3.33,4.05,2.15
48,6274,台燿,1670.0,60.0,3.73,06/17,0.18,0.27,0.41,0.38,1.17,3.25,5.31,-1.74,5.76,12.2,6.57,-5.38
