排名,代號,名稱,成交,漲跌 價,漲跌 幅,更新 日期,當日 增減 (%),2日 增減 (%),3日 增減 (%),5日 增減 (%),10日 增減 (%),1個月 增減 (%),3個月 增減 (%),半年 增減 (%),1年 增減 (%),今年 增減 (%)
1,6160,欣技,16.55,-0.05,-0.3,06/23,,,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2,00685L,群益臺灣加權正2,318.55,-11.0,-3.34,06/23,-57.3,-89.7,-91.2,-95.6,-95.8,-93.8,-94.7,-93.5,-90.5,-93.7
3,00852L,國泰美國道瓊正2,33.65,0.07,0.21,06/23,0.0,0.0,-92.2,-92.4,-92.4,-92.6,-92.6,-92.6,-94.0,-92.6
4,00939,統一台灣高息動能,21.82,-0.14,-0.64,06/23,-21.9,-35.0,-56.1,-65.6,-74.4,-78.8,223.0,44.2,163.0,43.8
5,00981A,主動統一台股增長,31.6,-0.63,-1.95,06/23,-0.55,-4.44,-18.6,-64.2,-68.6,-64.2,-33.8,85.3,18179.0,171.0
6,4523,永彰,29.9,-0.35,-1.16,06/23,-27.6,-47.6,-50.7,-61.9,-61.6,-60.5,-54.7,-26.5,-44.7,-31.2
7,00946,群益科技高息成長,15.46,-0.39,-2.46,06/23,-33.1,-60.5,-60.5,-60.5,-60.5,-57.1,24.5,-82.6,-77.9,-83.5
8,5016,松和,25.05,0.2,0.8,06/23,0.0,0.0,0.0,-58.6,-61.3,-56.4,,,243.0,
9,2397,友通,59.5,-2.1,-3.41,06/23,-58.4,-58.4,-58.5,-58.4,-63.9,-63.9,-78.3,-84.5,-30.8,-84.2
10,8070,長華*,58.6,1.7,2.99,06/23,-34.5,-49.1,-58.8,-58.1,-60.6,-63.3,-58.7,-82.4,-79.5,-81.5
11,00916,國泰全球品牌50,24.85,-0.52,-2.05,06/23,0.0,0.0,-56.0,-56.4,-50.8,589.0,377.0,220.0,-10.9,220.0
12,8032,光菱,46.1,-0.55,-1.18,06/23,-9.59,-14.8,-50.9,-54.0,-55.4,-51.5,-53.5,-63.2,-52.2,-63.0
13,6569,醫揚,112.5,0.0,0.0,06/23,-3.05,-5.92,-8.63,-52.8,-50.2,-48.6,-46.9,-54.1,-29.4,-54.1
14,5291,邑昇,62.7,-1.9,-2.94,06/23,7.39,7.39,-8.7,-50.7,-75.8,-72.2,-27.3,162.0,48.8,159.0
15,00890B,凱基ESGBBB債15+,32.53,-0.02,-0.06,06/23,0.0,0.0,0.0,-50.4,-50.4,-50.4,-50.4,-10.5,-59.9,-10.5
16,2327,國巨*,1020.0,-45.0,-4.23,06/23,-2.79,-10.3,-11.2,-50.0,-49.7,-55.9,-16.5,-53.8,-38.8,-66.7
17,00923,群益台ESG低碳50,44.15,-0.48,-1.08,06/23,-43.6,-43.6,-49.5,-49.5,-49.8,-76.2,-66.7,51.3,-83.4,51.3
18,00768B,復華20年美債,50.35,-0.25,-0.49,06/23,0.0,0.0,-47.7,-47.7,-47.7,-47.7,-47.7,-87.0,-74.5,-87.0
19,6922,宸曜,180.0,-5.5,-2.96,06/23,-46.0,-46.0,-46.0,-47.0,-48.5,-47.7,-44.0,-32.5,10.3,-42.5
20,3607,谷崧,16.6,-0.35,-2.06,06/23,-38.4,-39.1,-39.1,-46.0,-47.8,-46.7,-45.8,-44.9,-68.6,-46.5
21,00992A,主動群益科技創新,18.95,-0.47,-2.42,06/23,-0.76,-11.0,-35.1,-45.7,-52.6,-14.1,165.0,,,3356.0
22,8440,綠電,21.8,-0.25,-1.13,06/23,0.0,0.0,-4.71,-45.6,-45.8,-56.5,-58.9,-63.5,-52.7,-60.2
23,2867,三商壽,8.72,0.03,0.35,06/23,-0.35,-0.33,-0.33,-45.2,-56.6,-56.0,848.0,,,
24,3530,晶相光,73.6,0.2,0.27,06/23,-42.7,-43.9,-42.3,-45.0,-49.7,-49.0,-57.1,-56.9,-41.0,-60.5
25,5515,建國,41.8,-0.2,-0.48,06/23,-0.81,-0.81,0.14,-44.1,-50.6,-50.2,-46.2,-36.3,-27.0,-36.7
26,3094,聯傑,41.15,-0.65,-1.56,06/23,-6.85,-28.7,-36.6,-43.9,-44.6,-51.6,-21.0,4.98,82.9,10.1
27,1817,凱撒衛,40.45,0.0,0.0,06/23,-41.3,-41.3,-43.1,-43.1,-55.8,-54.1,-39.3,-44.2,-66.8,-43.7
28,2360,致茂,2265.0,-45.0,-1.95,06/23,-7.75,-22.7,-37.1,-42.0,-42.8,-23.2,-34.1,-71.1,-58.5,-59.1
29,4952,凌通,58.0,-2.5,-4.13,06/23,-28.3,-32.9,-32.5,-41.8,-31.0,-37.4,-40.5,70.0,-5.61,70.0
30,2408,南亞科,454.5,-50.5,-10.0,06/23,-13.7,-27.4,-37.2,-41.1,-34.1,-55.6,-42.9,-38.4,-55.5,-23.3
31,2606,裕民,61.7,-0.3,-0.48,06/23,-21.3,-28.5,-40.1,-40.8,-33.4,-32.4,-33.1,-46.2,-65.5,-52.1
32,00935,野村臺灣新科技50,63.2,-1.0,-1.56,06/23,-31.3,-32.5,-39.8,-39.8,-48.8,-50.8,-24.8,12.1,-1.86,18.9
33,9934,成霖,10.2,-0.15,-1.45,06/23,-1.42,-2.08,-4.15,-39.7,-45.4,-49.5,-41.3,-57.6,-74.3,-57.7
34,1725,元禎,37.05,-4.1,-9.96,06/23,-18.5,-34.4,-34.4,-39.3,-44.4,-51.8,-19.0,6.62,-3.33,4.32
35,6465,威潤,68.5,-2.0,-2.84,06/23,0.0,-1.56,-1.56,-38.8,-49.2,-74.4,,,,
36,8039,台虹,145.5,-7.5,-4.9,06/23,-8.44,-12.7,-15.6,-38.4,-29.5,-25.5,-14.6,-29.5,-36.8,-26.1
37,009802,富邦旗艦50,19.92,-0.24,-1.19,06/23,0.0,0.0,0.0,-38.3,-64.9,-44.2,6.03,6.03,-77.0,6.03
38,8131,福懋科,74.8,-4.0,-5.08,06/23,2.8,-4.39,-5.31,-38.1,-45.7,-71.3,-65.8,-51.9,58.8,-58.8
39,3189,景碩,727.0,-69.0,-8.67,06/23,-10.3,-24.7,-33.4,-37.9,-33.4,-58.0,-86.8,-57.3,-69.2,-56.6
40,1904,正隆,21.7,-0.85,-3.77,06/23,0.0,-4.76,-31.4,-37.0,-37.9,-38.7,-50.2,-42.0,-69.9,-43.5
41,2337,旺宏,172.0,-13.5,-7.28,06/23,-12.3,-26.1,-34.8,-35.9,-26.6,-42.9,-32.1,-85.4,-85.3,-86.1
42,3356,奇偶,60.3,-1.2,-1.95,06/23,-7.68,-19.0,-22.5,-35.8,-16.9,12.2,-14.3,-46.5,-75.2,-45.5
43,00864B,中信美國公債0-1,46.0,0.02,0.04,06/23,0.0,-3.64,-3.64,-35.1,-39.7,-37.0,87.3,63.5,-1.29,63.5
44,00987B,野村10+澳洲公債,15.85,-0.08,-0.5,06/23,-35.1,-35.1,-35.1,-35.1,-35.1,-35.1,-0.82,,,
45,006208,富邦台50,254.35,-3.1,-1.2,06/23,-24.4,-23.0,-28.2,-34.2,-34.2,-43.2,-46.8,-41.7,-77.2,-20.3
46,00730,富邦臺灣優質高息,28.7,-0.58,-1.98,06/23,-33.9,-33.9,-33.9,-33.9,-33.9,-40.6,-40.6,-38.3,-20.5,-34.5
47,1598,岱宇,19.7,-0.15,-0.76,06/23,-9.58,-11.4,-11.5,-33.1,-34.7,-38.0,-22.8,2.46,0.12,2.58
48,4966,譜瑞-KY,661.0,-34.0,-4.89,06/23,-7.39,-13.5,-23.2,-33.0,-41.9,-51.7,-49.1,57.3,356.0,26.2
49,00956,中信日經高股息,12.16,-0.15,-1.22,06/23,0.0,-32.9,-32.9,-32.9,-32.9,-32.9,-35.1,57.0,-5.01,57.0
50,3702,大聯大,108.0,-4.5,-4.0,06/23,-2.37,-5.44,-11.8,-32.8,-31.3,-33.3,19.2,82.9,19.0,109.0
51,3374,精材,303.5,27.5,9.96,06/23,-8.99,-18.9,-21.5,-32.8,-40.0,11.2,10.6,-49.5,-51.8,-49.8
52,3071,協禧,34.0,0.4,1.19,06/23,-5.28,-30.2,-29.0,-32.0,-29.7,-42.6,-10.9,-15.7,35.8,-15.7
53,8150,南茂,106.5,-7.5,-6.58,06/23,-5.75,-27.4,-30.0,-32.0,-28.4,-50.9,-19.5,-35.7,-40.6,-49.8
54,8163,達方,42.5,-2.8,-6.18,06/23,-12.8,-11.7,-16.4,-31.9,-35.0,-46.9,-50.0,-31.9,26.2,-39.4
55,4721,美琪瑪,96.5,-4.0,-3.98,06/23,-0.82,-7.85,-19.5,-30.9,-54.6,-54.2,-30.7,-55.1,-32.1,-56.3
56,3122,笙泉,31.75,-0.1,-0.31,06/23,0.0,0.0,0.0,-30.8,-53.8,-67.3,-91.5,-97.6,-97.3,-97.6
57,1612,宏泰,37.6,-0.65,-1.7,06/23,-25.0,-27.5,-27.8,-30.7,-35.9,-27.6,-33.7,-50.3,-59.7,-51.6
58,3511,矽瑪,24.0,-0.35,-1.44,06/23,0.0,-2.37,-23.4,-30.6,-31.4,-20.4,-25.9,-34.8,26.1,-34.9
59,3042,晶技,190.5,-7.5,-3.79,06/23,-14.4,-18.5,-30.1,-30.5,26.7,38.9,16.5,-54.4,-64.2,-52.3
60,6776,展碁國際,58.3,-0.8,-1.35,06/23,-22.5,-22.3,-19.0,-30.4,-31.3,-46.0,-53.6,-41.6,154.0,-37.5
61,3669,圓展,35.0,-0.85,-2.37,06/23,-24.8,-24.8,-25.0,-30.3,-32.8,-33.0,-5.04,95.6,12.3,118.0
62,3402,漢科,139.5,-2.5,-1.76,06/23,-4.35,-15.4,-16.5,-30.2,-30.5,-35.6,21.7,39.0,99.9,39.1
63,5351,鈺創,91.0,-8.8,-8.82,06/23,-7.01,-11.5,-25.1,-30.0,-31.4,-38.4,-22.1,-62.9,-62.4,-65.4
64,2489,瑞軒,47.35,-3.35,-6.61,06/23,-2.49,-12.7,-22.1,-29.8,-34.1,-31.9,131.0,596.0,400.0,648.0
65,4550,長佳,24.25,-0.25,-1.02,06/23,0.0,0.0,0.0,-29.7,-29.7,-29.7,-29.7,-29.7,-46.9,-29.7
66,2316,楠梓電,217.5,-8.5,-3.76,06/23,0.27,-8.45,-19.2,-29.7,-38.9,-29.8,15.4,36.6,83.1,31.9
67,00937B,群益ESG投等債20+,14.89,-0.05,-0.33,06/23,0.01,0.01,0.03,-29.5,-32.9,-52.0,-62.8,-67.0,-78.9,-66.6
68,2428,興勤,301.5,-9.5,-3.05,06/23,0.34,-17.3,-28.5,-29.0,-34.4,-34.3,-67.8,-80.4,36.3,-79.9
69,3311,閎暉,39.35,-0.9,-2.24,06/23,-26.4,-27.4,-26.2,-28.6,-29.5,-31.5,-49.2,-65.4,164.0,-65.5
70,1472,三洋實業,89.0,0.4,0.45,06/23,-15.2,-27.4,-27.4,-28.4,-27.4,-28.5,-23.5,-26.6,-56.2,-28.5
71,5230,雷笛克光學,20.5,-1.0,-4.65,06/23,-3.67,-3.67,-4.84,-28.3,-27.4,-31.4,-25.8,-60.9,-76.8,-60.9
72,00670L,富邦NASDAQ正2,211.4,-6.6,-3.03,06/23,0.0,0.0,0.37,-28.2,-27.9,-25.0,-31.2,37.8,342.0,36.0
73,009803,玉山市值動能50,22.42,-0.3,-1.32,06/23,0.0,0.0,0.0,-27.9,21.9,48.9,44.8,-20.4,25.3,-20.4
74,2059,川湖,7475.0,-75.0,-0.99,06/23,-4.44,-12.7,-17.7,-27.6,-3.45,-23.8,-53.2,-75.4,-55.4,-74.1
75,1301,台塑,49.55,-2.85,-5.44,06/23,-18.1,-26.1,-24.6,-27.6,-9.0,-1.93,-50.3,-47.1,-54.7,-50.3
76,2478,大毅,223.5,-12.0,-5.1,06/23,-0.95,-16.3,-14.8,-27.6,70.0,58.7,-11.9,-42.4,421.0,-42.8
77,8096,擎亞,150.5,-7.0,-4.44,06/23,-12.6,-17.0,-24.2,-27.5,-27.0,-32.2,-45.1,-71.7,-65.2,-72.0
78,2462,良得電,25.45,-0.05,-0.2,06/23,-20.0,-19.6,-20.1,-27.5,-30.0,-35.1,12.4,29.0,16.1,29.0
79,4541,晟田,48.5,-2.5,-4.9,06/23,-7.81,-4.35,-4.35,-27.4,-32.8,-34.1,-40.7,-68.0,-16.9,-66.8
80,6757,台灣虎航,61.3,2.4,4.07,06/23,-15.5,-17.4,-19.2,-27.4,-42.0,-58.7,-54.3,-57.1,-4.31,-49.7
81,00851,台新全球AI,74.35,0.15,0.2,06/23,-27.3,-27.3,-27.3,-27.3,-27.3,-27.3,-27.3,-62.8,-80.5,-62.8
82,1735,日勝化,22.55,-0.65,-2.8,06/23,-0.91,-13.7,-19.2,-27.2,-32.0,-39.8,-35.7,301.0,341.0,217.0
83,1584,精剛,19.35,-0.2,-1.02,06/23,-1.16,-6.34,-17.5,-27.1,-31.0,-37.0,-54.2,-73.5,-71.5,-73.4
84,2401,凌陽,32.8,-1.2,-3.53,06/23,0.84,-4.99,-11.1,-27.1,-26.7,-9.78,-42.1,-55.0,-0.27,-53.7
85,8917,欣泰,51.9,-0.8,-1.52,06/23,-2.97,-15.5,-15.5,-26.8,-28.4,-28.4,-2.97,388.0,157.0,388.0
86,00668,國泰美國道瓊,59.6,0.3,0.51,06/23,0.0,0.0,-26.7,-26.7,-26.7,-26.7,-27.6,-28.4,-72.5,-28.4
87,6903,巨漢,381.0,-1.0,-0.26,06/23,-6.91,-10.2,-16.2,-26.5,-42.2,-54.1,-13.1,-3.83,-10.7,-11.1
88,8341,日友,79.3,0.0,0.0,06/23,-15.8,-16.2,-26.9,-26.4,-32.2,-41.1,-53.4,87.0,29.1,82.2
89,2230,泰茂,26.2,-0.4,-1.5,06/23,-8.06,-7.51,-7.9,-26.4,-26.3,-21.7,-45.2,-59.1,-54.5,-59.4
90,00830,國泰費城半導體,99.3,-1.3,-1.29,06/23,-6.9,-12.9,-13.7,-26.2,-15.7,-3.13,-11.0,215.0,102.0,135.0
91,00896,中信綠能及電動車,28.11,-0.44,-1.54,06/23,0.0,0.0,-23.4,-26.1,-4.54,93.3,42.4,68.8,29.4,68.8
92,2610,華航,22.3,0.5,2.29,06/23,-1.67,-8.66,-10.6,-25.9,-32.9,-84.2,-85.0,-83.1,-78.1,-78.9
93,2383,台光電,5700.0,-125.0,-2.15,06/23,-9.78,-10.2,-15.6,-25.9,-7.19,-30.8,-63.9,-72.9,-94.2,-72.3
94,3060,銘異,39.45,-2.2,-5.28,06/23,-4.21,-9.16,-9.12,-25.8,-33.2,-51.6,-53.0,-66.6,-27.5,-65.3
95,4744,皇將,26.85,-0.75,-2.72,06/23,-9.61,-17.3,-19.4,-25.8,-25.6,-20.7,41.4,53.1,208.0,52.7
96,4991,環宇-KY,536.0,-28.0,-4.96,06/23,-13.7,-18.6,-23.9,-25.8,-55.0,-2.73,-31.0,-64.1,-86.6,-32.0
97,3413,京鼎,312.0,-9.0,-2.8,06/23,-5.17,-4.73,-4.39,-25.7,-24.4,-25.0,-34.0,5.93,273.0,-10.8
98,3438,類比科,75.4,-3.1,-3.95,06/23,-1.64,-18.6,-22.5,-25.5,-25.9,4.65,-5.59,30.8,42.9,-0.74
99,1526,日馳,14.4,-0.2,-1.37,06/23,0.0,-0.81,-1.02,-25.3,-24.6,-17.5,-9.14,69.7,147.0,70.9
100,6005,群益證,39.75,-0.05,-0.13,06/23,-7.91,-9.36,-24.0,-25.0,-37.3,-59.3,26.5,30.9,-66.3,7.24
101,2069,運錩,18.95,-0.1,-0.52,06/23,0.0,0.68,0.9,-24.9,-31.6,-53.0,-48.6,-1.54,2.53,-1.54
102,6715,嘉基,569.0,51.0,9.85,06/23,-3.67,-6.25,-6.25,-24.8,-27.2,-27.9,75.9,36.3,-25.3,32.9
103,8358,金居,657.0,-34.0,-4.92,06/23,-24.7,-22.4,-22.4,-24.6,-28.7,-34.5,-67.5,-57.3,-68.5,-56.2
