排名,代號,名稱,成交,漲跌 價,漲跌 幅,成交 張數,更新 日期,當日 增減 張數,2日 增減 張數,3日 增減 張數,5日 增減 張數,10日 增減 張數,1個月 增減 張數,3個月 增減 張數,半年 增減 張數,1年 增減 張數,今年 增減 張數
1,2344,華邦電,197.0,8.0,4.23,355003,06/16,137,1567,2501,2750,-1157.0,2067.0,-4048.0,-21847.0,1895.0,-23933.0
2,3702,大聯大,109.0,1.5,1.4,10028,06/16,261,954,2435,2594,2559.0,2026.0,2643.0,2695.0,2702.0,2698.0
3,00664R,國泰臺灣加權反1,1.65,0.0,0.0,18260,06/16,19,104,983,2058,2036.0,1931.0,1887.0,1758.0,1913.0,1979.0
4,3481,群創,53.3,1.9,3.7,140022,06/16,-4754,-13915,-9160,1916,-6611.0,-11852.0,-2668.0,1054.0,1789.0,-6645.0
5,1714,和桐,17.95,1.25,7.49,32707,06/16,-86,906,1487,1726,1810.0,1807.0,1812.0,1812.0,1809.0,1808.0
6,00631L,元大台灣50正2,37.31,0.24,0.65,210803,06/16,918,852,1644,1423,1065.0,1277.0,16017.0,15337.0,13568.0,16385.0
7,1802,台玻,68.2,0.8,1.19,91188,06/16,224,1285,1352,1375,620.0,407.0,-5946.0,-5211.0,1602.0,-4954.0
8,6173,信昌電,287.0,-17.0,-5.59,33271,06/16,449,987,1136,1295,1241.0,916.0,1252.0,619.0,1408.0,487.0
9,5328,華容,51.2,4.65,9.99,37318,06/16,695,1347,1343,1162,1274.0,1772.0,1844.0,1245.0,1843.0,1306.0
10,1303,南亞,115.0,-2.0,-1.71,107797,06/16,401,865,1234,1027,283.0,1230.0,1317.0,-2685.0,2696.0,-1718.0
11,6182,合晶,107.0,9.3,9.52,19531,06/16,634,724,927,927,1426.0,2110.0,2352.0,2169.0,3028.0,2042.0
12,1605,華新,39.15,-0.85,-2.12,48696,06/16,440,629,841,861,430.0,427.0,861.0,-243.0,-3246.0,-376.0
13,8042,金山電,192.5,5.0,2.67,27538,06/16,238,257,358,816,810.0,301.0,757.0,404.0,881.0,482.0
14,2408,南亞科,425.0,29.5,7.46,170527,06/16,374,339,772,572,-900.0,44.0,1830.0,-13419.0,-14461.0,-14548.0
15,00637L,元大滬深300正2,21.89,0.01,0.05,19604,06/16,66,185,585,566,-537.0,-1124.0,1834.0,-1572.0,8486.0,-2928.0
16,2485,兆赫,60.5,-3.2,-5.02,13734,06/16,-59,42,391,565,256.0,-164.0,-3722.0,-1433.0,1110.0,-119.0
17,2367,燿華,60.7,-2.1,-3.34,31703,06/16,525,-1011,390,539,481.0,544.0,-158.0,1643.0,2400.0,2267.0
18,2472,立隆電,347.5,-38.5,-9.97,18051,06/16,523,485,532,510,446.0,511.0,537.0,516.0,584.0,506.0
19,3624,光頡,142.0,12.5,9.65,44331,06/16,251,344,367,386,459.0,533.0,611.0,473.0,643.0,398.0
20,1815,富喬,94.8,-0.3,-0.32,24510,06/16,-9,315,246,385,334.0,210.0,-760.0,-2704.0,-12426.0,-4355.0
21,8110,華東,58.4,0.9,1.57,26269,06/16,5,3,18,385,-788.0,891.0,-2150.0,-10245.0,1020.0,-6079.0
22,2327,國巨*,950.0,10.0,1.06,79608,06/16,2,169,359,359,-699.0,-589.0,117.0,-7.0,340.0,137.0
23,6821,聯寶,60.7,-6.6,-9.81,1867,06/16,-34,-70,337,348,180.0,524.0,596.0,596.0,596.0,596.0
24,2890,永豐金,35.3,0.1,0.28,46626,06/16,0,347,373,344,380.0,373.0,347.0,291.0,26.0,265.0
25,2324,仁寶,37.4,-0.45,-1.19,59725,06/16,42,-224,-176,312,-860.0,574.0,432.0,332.0,349.0,308.0
26,6199,天品,92.3,5.2,5.97,902,06/16,299,308,308,308,311.0,309.0,303.0,308.0,314.0,309.0
27,2426,鼎元,68.9,-5.9,-7.89,31512,06/16,67,35,161,306,358.0,235.0,439.0,403.0,430.0,410.0
28,2478,大毅,207.0,18.5,9.81,16113,06/16,156,146,141,295,386.0,445.0,456.0,451.0,500.0,464.0
29,8028,昇陽半導體,314.0,-4.5,-1.41,9731,06/16,209,225,275,275,114.0,-612.0,275.0,-1351.0,275.0,-1520.0
30,3105,穩懋,493.0,-18.0,-3.52,21685,06/16,-50,43,141,271,-163.0,-310.0,-278.0,-676.0,210.0,-653.0
31,3441,聯一光,81.0,7.3,9.91,13279,06/16,85,69,-64,266,249.0,244.0,278.0,246.0,273.0,243.0
32,8473,山林水,49.5,-2.0,-3.88,1810,06/16,-27,-14,145,264,432.0,917.0,909.0,910.0,919.0,917.0
33,6285,啟碁,265.5,-9.0,-3.28,19543,06/16,89,-101,312,260,186.0,283.0,363.0,546.0,504.0,541.0
34,00673R,期元大S&P原油反1,14.03,0.05,0.36,17005,06/16,53,116,230,252,358.0,282.0,-18176.0,830.0,-16061.0,823.0
35,4916,事欣科,99.0,-0.5,-0.5,7504,06/16,-380,-499,249,251,210.0,430.0,304.0,179.0,-302.0,186.0
36,2606,裕民,61.1,-3.3,-5.12,22778,06/16,243,243,243,228,225.0,213.0,243.0,39.0,243.0,71.0
37,4958,臻鼎-KY,624.0,34.0,5.76,43586,06/16,77,121,183,217,306.0,-360.0,17.0,19.0,294.0,-2.0
