排名,代號,名稱,成交,漲跌 價,漲跌 幅,更新 日期,當日 增減 (%),2日 增減 (%),3日 增減 (%),5日 增減 (%),10日 增減 (%),1個月 增減 (%),3個月 增減 (%),半年 增減 (%),1年 增減 (%),今年 增減 (%)
1,00998A,主動復華金融股息,16.37,0.1,0.61,06/10,0.0,0.0,19.3,2138.0,2138.0,2138.0,,,,
2,2911,麗嬰房,8.0,-0.55,-6.43,06/10,20.5,135.0,135.0,488.0,,,,,,
3,6708,天擎,38.75,-0.95,-2.39,06/10,250.0,250.0,250.0,250.0,,,,,,
4,2483,百容,31.5,-2.1,-6.25,06/10,3.53,55.0,108.0,230.0,222.0,221.0,276.0,407.0,337.0,407.0
5,2883,凱基金,28.2,-0.85,-2.93,06/10,14.5,42.7,66.7,219.0,216.0,340.0,577.0,334.0,207.0,606.0
6,5210,寶碩,30.95,-0.15,-0.48,06/10,66.7,8.7,13.6,212.0,,,,,,
7,00403A,主動統一升級50,10.04,-0.37,-3.55,06/10,30.9,51.1,57.1,211.0,176.0,,,,,
8,009803,玉山市值動能50,21.1,-0.89,-4.05,06/10,0.0,42.9,173.0,179.0,74.5,71.1,25.8,94.1,374.0,-6.76
9,2855,統一證,51.3,-2.7,-5.0,06/10,25.4,68.8,109.0,172.0,135.0,138.0,371.0,196.0,36.6,231.0
10,7788,松川精密,258.5,23.5,10.0,06/10,2.47,36.1,97.6,131.0,131.0,277.0,,,,
11,7791,皇家可口,62.9,-0.7,-1.1,06/10,-4.0,41.2,75.6,106.0,177.0,620.0,,,,
12,6217,中探針,233.0,-18.5,-7.36,06/10,23.6,39.1,37.6,104.0,135.0,277.0,205.0,-15.7,125.0,-15.6
13,2114,鑫永銓,88.6,-0.4,-0.45,06/10,2.5,16.6,37.5,89.4,79.7,87.9,208.0,325.0,122.0,325.0
14,6226,光鼎,12.35,-0.75,-5.73,06/10,146.0,163.0,88.3,85.2,5550.0,,,,,
15,3356,奇偶,55.2,-4.8,-8.0,06/10,25.1,25.7,46.5,83.5,97.9,48.4,3.94,-26.0,-58.8,-17.5
16,009816,凱基台灣TOP50,14.66,-0.5,-3.3,06/10,21.9,34.8,59.0,78.5,50.0,68.0,163.0,,,
17,00878,國泰永續高股息,31.6,-0.71,-2.2,06/10,21.0,36.2,38.0,77.0,46.5,36.7,63.5,24.5,0.96,50.1
18,8105,凌巨,20.7,-0.95,-4.39,06/10,22.9,50.6,53.9,76.1,77.7,111.0,27.7,151.0,98.4,134.0
19,3311,閎暉,37.35,-2.45,-6.16,06/10,1.69,11.2,20.1,75.6,32.6,-7.56,-25.0,-46.9,354.0,-45.5
20,00916,國泰全球品牌50,27.55,-1.45,-5.0,06/10,5.31,20.8,65.1,74.6,1591.0,1591.0,1070.0,685.0,119.0,685.0
21,7714,創泓科技,130.5,-7.0,-5.09,06/10,5.48,13.2,37.5,71.1,67.4,87.8,133.0,,,542.0
22,4923,力士,43.5,-1.95,-4.29,06/10,11.9,34.9,60.4,69.8,45.0,86.1,225.0,143.0,160.0,143.0
23,1708,東鹼,46.5,1.15,2.54,06/10,7.54,26.3,38.0,67.5,65.1,71.7,144.0,79.1,138.0,106.0
24,3163,波若威,884.0,-98.0,-9.98,06/10,17.3,22.7,27.4,64.3,26.8,63.8,189.0,2.28,-49.9,96.9
25,6263,普萊德,162.0,0.0,0.0,06/10,10.1,20.1,26.7,64.3,185.0,276.0,360.0,260.0,269.0,286.0
26,2009,第一銅,39.0,-1.55,-3.82,06/10,4.49,11.1,21.2,64.3,59.8,33.7,16.1,-3.68,16.1,5.51
27,00842B,台新美元銀行債,30.42,0.16,0.53,06/10,63.6,63.6,63.6,63.6,63.6,63.6,80.0,80.0,,80.0
28,4904,遠傳,106.5,1.0,0.95,06/10,10.1,24.1,25.2,62.6,57.1,26.9,134.0,-17.0,-78.0,83.6
29,3042,晶技,214.0,-14.5,-6.35,06/10,33.1,45.1,55.3,62.4,38.0,84.9,26.9,-45.5,-54.9,-45.4
30,4163,鐿鈦,109.0,-8.0,-6.84,06/10,11.0,21.7,29.2,60.4,105.0,168.0,174.0,171.0,93.7,168.0
31,7757,金色三麥,102.5,0.5,0.49,06/10,14.3,14.3,14.3,60.0,700.0,,,,,
32,2369,菱生,31.1,-1.25,-3.86,06/10,13.7,20.7,38.5,58.9,54.1,-6.17,-0.42,-18.3,70.8,-4.2
33,2108,南帝,28.25,-0.95,-3.25,06/10,7.95,12.5,20.8,58.7,62.2,38.5,61.8,71.7,-14.3,76.6
34,5488,松普,12.1,-0.85,-6.56,06/10,2.56,14.2,22.8,56.3,149.0,962.0,2307.0,802.0,-65.6,802.0
35,7786,東方風能,120.5,0.0,0.0,06/10,4.04,9.64,8.43,56.2,,,,,,
36,8210,勤誠,1445.0,-65.0,-4.3,06/10,0.46,-5.12,19.1,54.3,57.5,110.0,69.6,191.0,42.2,231.0
37,2916,滿心,42.15,-0.45,-1.06,06/10,3.76,20.0,36.0,54.2,217.0,345.0,331.0,368.0,17.4,368.0
38,6020,大展證,21.65,-0.85,-3.78,06/10,0.0,4.55,4.55,53.3,21.1,188.0,109.0,109.0,,109.0
39,2105,正新,34.55,0.35,1.02,06/10,7.98,17.3,27.3,52.3,109.0,74.2,38.9,-15.4,6.0,-35.4
40,6735,美達科技,91.4,-5.3,-5.48,06/10,2.24,3.26,6.74,52.1,111.0,185.0,171.0,57.9,368.0,62.9
41,9136,巨騰-DR,14.85,-1.35,-8.33,06/10,-0.1,0.0,2.42,51.8,89.0,88.3,-4.24,34.3,0.1,34.3
42,2420,新巨,63.2,-1.0,-1.56,06/10,10.8,17.2,35.4,51.2,59.2,2.41,1.55,29.4,1.43,33.2
43,7610,聯友金屬-創,1725.0,-190.0,-9.92,06/10,0.0,0.0,0.0,48.5,19.5,,,,,
44,5236,凌陽創新,152.0,-8.0,-5.0,06/10,7.69,10.2,20.0,48.0,53.4,-25.7,-45.6,-34.9,-32.8,-44.6
45,3014,聯陽,136.5,-4.0,-2.85,06/10,4.63,20.3,36.7,46.4,23.0,-5.77,20.8,133.0,181.0,78.8
46,6265,方土昶,56.3,0.8,1.44,06/10,8.28,17.8,14.3,45.9,-0.92,-19.9,33.1,31.9,210.0,21.2
