排名,代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,當日 買賣超 佔 成交,2日 買賣超 佔 成交,3日 買賣超 佔 成交,5日 買賣超 佔 成交,10日 買賣超 佔 成交,1個月 買賣超 佔 成交,3個月 買賣超 佔 成交,半年 買賣超 佔 成交,1年 買賣超 佔 成交,3年 買賣超 佔 成交,10年 買賣超 佔 成交,今年 買賣超 佔 成交
1,7747,昕奇雲端,126.0,0.0,0.0,06/24,-99.9,-97.1,-95.9,-93.2,-79.6,-73.6,-41.8,-24.2,,,,-26.4
2,2891C,中信金丙特,62.7,0.0,0.0,06/24,-82.7,-55.7,-70.7,-71.4,-26.5,-19.1,-19.3,-24.4,-23.9,-9.57,,-24.7
3,020025,統一亞洲半導體N,44.62,-0.75,-1.65,06/24,-37.9,-45.7,-24.0,-62.3,-46.8,-27.1,-4.07,-12.6,-10.2,29.4,,-12.3
4,00984D,主動聯博全球非投,10.11,0.02,0.2,06/24,-29.7,-41.4,-48.2,-61.1,-50.0,-57.0,-54.0,,,,,
5,910322,康師傅-DR,20.9,0.1,0.48,06/24,-64.5,-10.1,-13.9,-60.3,-73.7,-56.2,-30.3,-15.8,-10.2,-1.46,-0.3,-3.52
6,020039,元大加權N,14.72,-0.38,-2.52,06/24,-100.0,-89.6,-71.9,-55.1,23.3,52.6,52.7,33.3,35.4,,,32.9
7,00985D,主動貝萊德優投等,10.24,0.06,0.59,06/24,-73.5,-66.1,-61.4,-55.0,-55.3,-38.4,,,,,,
8,020037,元大金融高股息N,11.0,-0.09,-0.81,06/24,-100.0,-100.0,-100.0,-53.3,0.0,17.4,11.9,1.56,4.03,3.11,,2.17
9,009821,野村稀土關鍵資源,15.03,-0.67,-4.27,06/24,-68.5,-65.1,-53.6,-51.6,,,,,,,,
10,020040,元大上櫃ESG龍頭N,12.43,0.0,0.0,06/24,,,0.0,-50.3,-48.3,-46.3,-0.87,1.26,8.67,,,0.19
11,4915,致伸,74.3,-0.9,-1.2,06/24,-57.2,-58.5,-49.0,-49.0,-28.4,-16.2,-23.0,-22.4,-13.9,-1.56,0.03,-22.7
12,00685L,群益臺灣加權正2,304.2,-14.35,-4.5,06/24,-60.8,-56.8,-50.5,-47.3,-33.9,-40.1,-34.1,-27.6,-20.1,-13.7,,-28.1
