排名,代號,名稱,成交,漲跌 價,漲跌 幅,更新 日期,當日 增減 張數,2日 增減 張數,3日 增減 張數,5日 增減 張數,10日 增減 張數,1個月 增減 張數,3個月 增減 張數,半年 增減 張數,1年 增減 張數,今年 增減 張數
1,2303,聯電,118.5,-9.0,-7.06,06/10,-14625,-22876,-60632,-235318,-307188,-297057,-189628.0,-552343.0,-796765.0,-314174.0
2,2609,陽明,50.6,-1.0,-1.94,06/10,-11157,-40076,-62676,-95771,-107384,-103153,-26073.0,-126949.0,-49913.0,-70775.0
3,3481,群創,44.3,-4.8,-9.78,06/10,-3431,-64835,-65074,-73866,-35208,16851,-67019.0,433822.0,438742.0,285288.0
4,2884,玉山金,33.65,-0.55,-1.61,06/10,-7560,-5153,-3895,-56781,-71150,-41169,-19673.0,104520.0,210174.0,29872.0
5,2356,英業達,66.2,-4.4,-6.23,06/10,-2181,584,-8048,-30473,3482,-28947,-100954.0,-29323.0,-60587.0,-61132.0
6,00940,元大台灣價值高息,12.04,-0.32,-2.59,06/10,0,-9742,-15878,-28314,-28294,-35719,11205.0,15466.0,25006.0,33853.0
7,2834,臺企銀,16.95,-0.15,-0.88,06/10,4163,7353,10201,-27517,-26314,24411,226496.0,271769.0,220993.0,271609.0
8,1314,中石化,7.73,-0.05,-0.64,06/10,-2722,-2291,-16120,-21125,-20553,-8324,85951.0,36044.0,36172.0,33728.0
9,2610,華航,19.55,0.05,0.26,06/10,-267,-602,-2298,-21083,-166975,-167501,-111613.0,-175783.0,-62358.0,-109930.0
10,5347,世界,152.5,-8.5,-5.28,06/10,-10675,-15191,-14393,-18774,-19563,-14181,4801.0,-13131.0,-11482.0,-15750.0
11,00988A,主動統一全球創新,19.82,-1.08,-5.17,06/10,-1305,-4233,-6049,-16265,-51310,17010,34557.0,50894.0,,44497.0
12,00981A,主動統一台股增長,29.89,-1.34,-4.29,06/10,-7001,-7023,-7999,-16006,43929,150046,187458.0,296346.0,336309.0,299951.0
13,2324,仁寶,37.1,-1.35,-3.51,06/10,-5141,12857,30692,-13802,-236923,-241525,-241341.0,-142419.0,167754.0,-116797.0
14,2801,彰銀,22.35,0.05,0.22,06/10,-1255,-2236,-12501,-13726,7741,34331,36554.0,41946.0,24113.0,34188.0
15,2344,華邦電,149.0,-7.5,-4.79,06/10,-933,-2028,-3940,-12637,-23430,-26846,119134.0,135258.0,85313.0,133468.0
16,6176,瑞儀,89.1,-2.7,-2.94,06/10,-1636,-4594,-5965,-12394,-15709,-10343,21971.0,9719.0,14734.0,16895.0
17,00882,中信中國高股息,15.76,-0.05,-0.32,06/10,0,-8567,-11667,-11667,-10267,-8567,-8969.0,-8447.0,-27506.0,-11118.0
18,5880,合庫金,23.8,-0.05,-0.21,06/10,-2657,-7430,-9517,-11089,902,45383,101298.0,115998.0,90479.0,124962.0
19,1402,遠東新,27.65,-0.05,-0.18,06/10,5024,8033,4940,-10716,-182614,-171787,2583.0,18453.0,32609.0,19068.0
20,8422,可寧衛*,30.25,0.65,2.2,06/10,917,-3060,-4638,-10006,-14328,-10958,-15583.0,52094.0,77452.0,-13635.0
21,3711,日月光投控,539.0,-30.0,-5.27,06/10,-3431,-4178,-5630,-9796,-19674,-4822,29145.0,23930.0,-35067.0,28527.0
22,00632R,元大台灣50反1,10.82,0.33,3.15,06/10,-56,-983,-4400,-9153,-5821,8248,40855.0,46782.0,92842.0,55927.0
23,1722,台肥,47.3,-0.3,-0.63,06/10,-2310,-3530,-5300,-8828,-11246,-6611,13223.0,12704.0,16142.0,14792.0
24,6116,彩晶,14.4,-1.2,-7.69,06/10,-1558,-1869,-2269,-8465,2312,-13175,-5933.0,112347.0,91815.0,111004.0
25,9105,泰金寶-DR,9.23,-0.48,-4.94,06/10,-2014,-2958,-5475,-7500,-8841,-24473,-21378.0,-29980.0,60.0,-28440.0
26,1216,統一,74.4,0.3,0.4,06/10,-1116,-2215,-2434,-7333,3104,-4072,57541.0,134890.0,184821.0,99267.0
27,2633,台灣高鐵,25.8,0.4,1.57,06/10,43,-192,-148,-7078,-86455,-75886,-25962.0,19453.0,6840.0,16182.0
28,6278,台表科,188.0,-10.5,-5.29,06/10,-1610,-1907,-2516,-6717,-8421,6148,13985.0,15672.0,11312.0,13327.0
29,6239,力成,303.0,-18.0,-5.61,06/10,10,-25,-25,-6618,-9853,-18035,7640.0,-439.0,-8735.0,7524.0
30,2301,光寶科,213.0,-11.0,-4.91,06/10,-211,-1436,-3061,-6491,-6678,645,-12343.0,11442.0,6937.0,22833.0
31,2313,華通,259.0,-17.0,-6.16,06/10,-2940,-3361,-3964,-6221,-757,-5507,-8235.0,5756.0,-8458.0,-4700.0
32,1710,東聯,14.25,-0.4,-2.73,06/10,-1262,-2737,-5532,-6064,-9008,-6298,7515.0,10315.0,8198.0,10694.0
33,00991A,主動復華未來50,18.63,-0.97,-4.95,06/10,-489,-378,-299,-5998,-7889,840,64416.0,,,90915.0
34,2892,第一金,30.55,0.05,0.16,06/10,66,-1304,914,-5927,3608,20301,26160.0,-30483.0,-6112.0,21111.0
35,2474,可成,204.5,-15.5,-7.05,06/10,-136,-790,-1599,-4952,-31503,-31231,-27521.0,-25645.0,-3468.0,-21397.0
36,2897,王道銀行,10.4,-0.1,-0.95,06/10,-496,-715,-2252,-4867,-4756,-4163,-8458.0,-3505.0,-2032.0,-385.0
37,2867,三商壽,8.16,-0.11,-1.33,06/10,547,-225,-3619,-4748,-5399,3161,8903.0,8903.0,8903.0,8903.0
38,2449,京元電子,272.0,-19.0,-6.53,06/10,5388,7979,8612,-4703,-43600,-7178,39683.0,22394.0,34633.0,41954.0
39,00915,凱基優選高股息30,30.0,-0.62,-2.02,06/10,-2643,-2786,-2764,-4640,-1877,-3901,1188.0,-462.0,-7288.0,-357.0
40,2354,鴻準,56.3,-2.5,-4.25,06/10,955,1736,3193,-4592,-7953,8888,28218.0,32992.0,53298.0,33200.0
41,1326,台化,46.2,-2.05,-4.25,06/10,922,969,937,-4338,-2169,4100,-59240.0,-52649.0,-89467.0,-62467.0
42,1227,佳格,28.35,-0.25,-0.87,06/10,-612,-732,-1986,-4169,-4149,-2451,1277.0,3353.0,10084.0,3583.0
43,2886,兆豐金,43.4,-0.15,-0.34,06/10,-90,-3873,-4206,-4103,-5183,4907,10404.0,22357.0,-72419.0,26902.0
44,1313,聯成,11.05,0.25,2.31,06/10,-1421,-2037,-2698,-3779,-6173,-6793,5999.0,20474.0,15995.0,20252.0
45,0056,元大高股息,49.62,-1.63,-3.18,06/10,2870,4301,10191,-3675,-10388,-37635,15392.0,-44236.0,23844.0,-40848.0
46,6488,環球晶,775.0,-28.0,-3.49,06/10,-41,224,274,-3585,-5349,-4912,-10519.0,-2412.0,-5046.0,-2712.0
47,6412,群電,87.0,-1.9,-2.14,06/10,-781,-2198,-2329,-3510,-4508,-4551,-283.0,-1644.0,4088.0,460.0
48,00939,統一台灣高息動能,20.71,-0.33,-1.57,06/10,-307,-307,-745,-3434,-3483,-3339,12323.0,11059.0,11282.0,10979.0
49,2845,遠東銀,12.8,0.0,0.0,06/10,-1107,-1065,-1668,-3370,7366,34414,47456.0,62777.0,54040.0,66677.0
50,2357,華碩,796.0,-54.0,-6.35,06/10,-297,-584,-409,-3357,-8142,-9008,3485.0,35362.0,43967.0,21886.0
51,2027,大成鋼,42.5,-0.4,-0.93,06/10,67,114,-1978,-3195,-32373,-72301,-56587.0,35737.0,36796.0,-1152.0
52,00942B,台新美A公司債20+,14.33,0.06,0.42,06/10,0,0,-3000,-3000,-3000,-500,1000.0,1006.0,-2892.0,970.0
53,00719B,元大美債1-3,30.92,0.08,0.26,06/10,0,0,-3000,-2995,-2965,-2962,-1863.0,-328.0,1077.0,985.0
54,2104,國際中橡,10.55,-0.05,-0.47,06/10,25,-536,-2123,-2953,-3471,-4657,-1755.0,3086.0,4123.0,1222.0
55,6257,矽格,203.5,-5.0,-2.4,06/10,-248,-2235,-2454,-2919,-4876,-4110,-4839.0,-1717.0,3632.0,-1943.0
56,00646,元大S&P500,73.15,-0.55,-0.75,06/10,0,-955,-1165,-2894,-2310,1810,11648.0,12094.0,10299.0,12663.0
57,6757,台灣虎航,53.6,0.9,1.71,06/10,-201,-758,-1166,-2825,-5078,-4527,-3921.0,-6731.0,5452.0,-2424.0
58,4763,材料*-KY,44.25,-1.1,-2.43,06/10,-166,-909,-2120,-2812,-2650,-79,-9139.0,-2588.0,84739.0,-4210.0
59,2881,富邦金,122.5,-2.5,-2.0,06/10,1843,3316,4628,-2754,-101426,-185429,-92734.0,-153881.0,-31184.0,-94678.0
60,1102,亞泥,34.4,0.5,1.47,06/10,968,1177,455,-2743,-110670,-103150,-40815.0,35767.0,35070.0,22576.0
61,1513,中興電,164.5,-5.0,-2.95,06/10,317,376,-2788,-2659,888,10867,22820.0,16027.0,6949.0,19271.0
62,2408,南亞科,333.0,-30.0,-8.26,06/10,-490,3087,-1786,-2590,-21127,-15592,9393.0,-7143.0,-41923.0,7656.0
63,0052,富邦科技,58.25,-1.9,-3.16,06/10,-2275,-2275,-2234,-2487,-3673,-3576,-23324.0,11186.0,19804.0,8996.0
64,2332,友訊,15.6,0.25,1.63,06/10,11,85,-112,-2477,-2759,-5511,-1723.0,-2407.0,-12537.0,-2247.0
65,00753L,中信中國50正2,9.24,-0.14,-1.49,06/10,-1090,-2698,-2498,-2467,-3173,-2675,-7622.0,-4380.0,-18838.0,-5834.0
66,2637,慧洋-KY,76.0,-1.4,-1.81,06/10,-661,-943,-2247,-2459,-3496,-4000,-3623.0,-23980.0,-43704.0,-12453.0
67,1312,國喬,13.2,-0.55,-4.0,06/10,-796,-1080,-1868,-2419,-5261,-2269,19889.0,24292.0,24908.0,23461.0
68,6548,長科*,81.8,-4.7,-5.43,06/10,-84,-98,-148,-2401,-7631,-7018,949.0,565.0,3602.0,-2968.0
69,3702,大聯大,109.0,-1.5,-1.36,06/10,96,-305,-1185,-2393,-1851,3997,18786.0,18979.0,11580.0,18610.0
70,5483,中美晶,143.5,-10.0,-6.51,06/10,-291,-536,-690,-2318,-3822,902,-7501.0,-10183.0,-1633.0,-6305.0
71,3324,雙鴻,1010.0,-100.0,-9.01,06/10,2,-288,-397,-2218,-2790,-901,3920.0,3728.0,-485.0,4044.0
72,4906,正文,41.55,-3.5,-7.77,06/10,-519,-602,-1313,-2187,-5044,-11414,15138.0,19405.0,20459.0,17554.0
73,3380,明泰,33.3,-1.4,-4.03,06/10,-39,83,-1,-2158,-5201,-3585,-265.0,-3980.0,1259.0,-4085.0
74,00922,國泰台灣領袖50,38.34,-1.31,-3.3,06/10,0,200,200,-2100,-2169,-7477,-39707.0,-25562.0,-16910.0,-17107.0
75,2887,台新新光金,28.9,-0.65,-2.2,06/10,-6580,-4475,-600,-2097,54791,41952,149813.0,225266.0,-993523.0,57284.0
76,2481,強茂,135.5,-10.5,-7.19,06/10,381,-1004,-873,-2094,3305,2174,-3429.0,-26111.0,1921.0,-24554.0
77,6213,聯茂,254.0,-3.0,-1.17,06/10,-573,-909,-1306,-2069,-3126,734,682.0,-10905.0,2121.0,-6090.0
78,1308,亞聚,13.45,0.05,0.37,06/10,-201,-1530,-1661,-2014,-2472,-2699,13242.0,17020.0,13840.0,17619.0
79,6005,群益證,38.25,-2.4,-5.9,06/10,-1571,-1476,-1819,-2013,-20578,-23103,19892.0,18271.0,-49218.0,11874.0
80,2646,星宇航空,20.15,-0.05,-0.25,06/10,-313,-882,411,-1948,-6340,-11865,-11410.0,10448.0,77611.0,9950.0
81,009819,中信數據及電力,10.2,-0.25,-2.39,06/10,-97,-582,-3580,-1884,2935,562,,,,
82,3264,欣銓,211.5,-5.0,-2.31,06/10,-309,-683,-1212,-1884,-837,-1575,1948.0,1080.0,-894.0,565.0
83,4919,新唐,159.0,-15.5,-8.88,06/10,-343,-1763,-1815,-1860,-2960,-1279,5693.0,12042.0,12394.0,11624.0
84,2520,冠德,35.6,3.2,9.88,06/10,131,-20,-578,-1808,-2128,-3558,3695.0,-31817.0,6233.0,-5713.0
85,2451,創見,293.0,-13.0,-4.25,06/10,-1013,-656,-1225,-1790,-2011,-5311,7305.0,6817.0,1883.0,5810.0
86,2014,中鴻,17.5,-0.2,-1.13,06/10,116,-23,-721,-1766,-7284,-13675,-36564.0,-24717.0,-9366.0,-25003.0
87,2838,聯邦銀,21.65,-0.15,-0.69,06/10,63,-94,-998,-1640,-844,568,2800.0,-2666.0,6438.0,-855.0
88,6214,精誠,143.5,0.5,0.35,06/10,11,-115,-281,-1569,-1996,-2981,-3124.0,-1391.0,-844.0,-2958.0
89,2317,鴻海,263.0,-14.5,-5.23,06/10,808,2231,-2198,-1564,-4022,-38936,-4253.0,16571.0,-37687.0,18436.0
90,1907,永豐餘,26.1,0.55,2.15,06/10,7,-485,-1714,-1480,-1644,-1636,3448.0,7899.0,6111.0,6871.0
91,2406,國碩,35.85,0.85,2.43,06/10,763,1413,674,-1432,-2792,-2863,-3984.0,-5932.0,-1761.0,-4418.0
92,4966,譜瑞-KY,662.0,-29.0,-4.2,06/10,-299,-459,-712,-1400,-1767,-3719,-873.0,2421.0,3565.0,2035.0
93,2103,台橡,21.05,0.0,0.0,06/10,-3,-529,-1215,-1389,-1288,-4224,420.0,3943.0,3875.0,3749.0
