排名,代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,當日 買賣超 佔 發行 張數,2日 買賣超 佔 發行 張數,3日 買賣超 佔 發行 張數,5日 買賣超 佔 發行 張數,10日 買賣超 佔 發行 張數,1個月 買賣超 佔 發行 張數,3個月 買賣超 佔 發行 張數,半年 買賣超 佔 發行 張數,1年 買賣超 佔 發行 張數,3年 買賣超 佔 發行 張數,10年 買賣超 佔 發行 張數,今年 買賣超 佔 發行 張數
1,8047,星雲,52.4,2.2,4.38,06/09,-0.02,4.78,4.77,4.86,4.92,4.68,4.95,3.87,4.21,4.47,4.47,4.01
2,3550,聯穎,25.9,2.35,9.98,06/09,0.35,1.52,1.11,3.59,4.1,4.96,6.33,6.14,5.43,7.47,8.29,7.21
3,2609,陽明,51.6,-0.1,-0.19,06/09,0.55,0.89,2.05,3.43,5.28,5.54,2.91,7.91,2.71,7.07,12.3,5.09
4,2481,強茂,146.0,-2.5,-1.68,06/09,-0.69,-1.05,1.14,3.39,-5.39,0.63,4.99,13.2,9.46,9.71,-6.64,15.3
5,6176,瑞儀,91.8,-2.3,-2.44,06/09,0.08,0.44,1.38,3.21,4.95,3.96,-1.36,4.46,2.57,-8.66,-11.6,0.5
6,2241,艾姆勒,39.7,0.8,2.06,06/09,0.44,1.81,2.66,3.06,1.2,0.96,-1.18,-2.05,1.56,-6.2,,-1.98
7,3441,聯一光,59.1,5.3,9.85,06/09,0.35,0.51,2.49,3.05,2.13,1.85,1.45,2.84,0.91,4.23,2.82,1.68
8,4741,泓瀚,76.0,6.9,9.99,06/09,0.37,1.58,2.04,3.03,2.39,3.71,2.88,3.04,3.06,3.5,,3.0
9,4931,新盛力,279.5,13.0,4.88,06/09,2.88,2.63,2.15,3.02,2.68,9.41,6.03,-7.05,11.2,12.0,,-7.43
10,2404,漢唐,1190.0,80.0,7.21,06/09,0.16,0.61,1.47,3.01,3.47,8.96,2.42,2.26,7.72,6.35,11.4,3.18
11,3357,臺慶科,298.0,15.0,5.3,06/09,-0.29,1.78,2.95,2.85,0.94,1.59,1.94,4.02,1.73,2.93,,3.61
12,00634R,富邦上証反1,3.14,0.01,0.32,06/09,0.0,2.74,2.74,2.77,2.77,2.91,4.92,2.49,3.23,8.88,33.7,3.15
13,6409,旭隼,915.0,15.0,1.67,06/09,-0.41,1.81,2.27,2.74,2.34,-0.77,-3.23,-7.35,-16.2,-15.1,3.74,-5.32
14,00715L,期街口布蘭特正2,53.05,-4.05,-7.09,06/09,-0.43,-0.34,0.16,2.72,2.63,0.81,0.14,34.2,54.8,184.0,,16.4
15,8996,高力,1330.0,120.0,9.92,06/09,0.28,1.66,1.3,2.67,1.67,0.76,-0.12,-0.1,-2.03,0.22,1.13,8.23
16,2303,聯電,127.5,6.5,5.37,06/09,0.02,0.25,0.89,2.66,3.28,3.82,5.45,13.6,20.4,5.29,-3.94,10.8
17,3147,大綜,312.5,28.0,9.84,06/09,-0.08,0.05,1.99,2.65,3.99,5.43,5.53,4.98,-0.43,0.97,,5.29
18,3036,文曄,250.0,0.0,0.0,06/09,0.36,1.38,1.75,2.59,3.49,1.53,3.53,2.42,3.85,1.13,-7.22,5.4
19,3702,大聯大,110.5,2.5,2.31,06/09,0.29,1.11,1.61,2.54,3.31,2.83,13.6,9.36,10.7,12.8,9.18,15.5
20,00982B,FT投資級債20+,9.81,-0.04,-0.41,06/09,0.03,2.08,2.22,2.26,2.59,4.27,7.7,8.59,8.73,,,8.57
