排名,代號,名稱,成交,漲跌 價,漲跌 幅,成交 張數,更新 日期,當日 增減 (%),2日 增減 (%),3日 增減 (%),5日 增減 (%),10日 增減 (%),1個月 增減 (%),3個月 增減 (%),半年 增減 (%),1年 增減 (%),今年 增減 (%)
1,00897,富邦基因免疫生技,10.71,0.14,1.32,2322,06/26,0.0,4.17,4067.0,733.0,558.0,558.0,127.0,-32.8,17.9,-36.2
2,00864B,中信美國公債0-1,46.32,0.06,0.13,1944,06/26,0.0,0.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,-62.7,4000.0
3,00859B,群益0-1年美債,40.83,0.02,0.05,3471,06/26,0.0,32.5,1667.0,1667.0,2550.0,2550.0,430.0,279.0,,279.0
4,00898,國泰基因免疫革命,8.96,0.11,1.24,1177,06/26,-3.73,-1.9,1092.0,812.0,812.0,869.0,343.0,86.7,-47.6,86.7
5,6226,光鼎,18.25,1.65,9.94,48789,06/26,87.3,197.0,225.0,244.0,324.0,503.0,,,,
6,00682U,期元大美元指數,20.88,0.09,0.43,11,06/26,300.0,300.0,200.0,300.0,140.0,300.0,100.0,100.0,-52.0,100.0
7,3226,龍鋒,44.6,0.0,0.0,1,06/26,0.0,200.0,200.0,200.0,50.0,0.0,-66.7,-82.4,-88.9,-82.4
8,6730,常廣,37.5,-0.3,-0.79,5,06/26,200.0,200.0,200.0,200.0,,,,,,
9,00928,中信上櫃ESG30,36.33,-2.37,-6.12,781,06/26,140.0,162.0,174.0,62.4,209.0,36.4,809.0,2569.0,299.0,2412.0
10,00851,台新全球AI,71.0,-1.65,-2.27,16,06/26,0.0,0.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,-33.3
11,00876,元大全球5G,101.0,-2.3,-2.23,465,06/26,33.3,33.3,100.0,300.0,300.0,0.0,-95.7,-95.1,100.0,-95.5
12,6615,慧智,36.25,-0.2,-0.55,37,06/26,0.0,0.0,100.0,450.0,450.0,0.0,,,,
13,00762,元大全球AI,117.0,-2.65,-2.21,250,06/26,1.04,90.2,86.5,47.0,126.0,79.6,29.3,-35.3,-27.1,-32.2
14,3045,台灣大,118.5,-1.5,-1.25,9856,06/26,208.0,180.0,85.4,124.0,-28.6,-55.5,-49.4,-34.4,-87.3,-52.1
15,00986A,主動台新龍頭成長,15.19,-0.29,-1.87,593,06/26,45.2,48.8,84.8,52.5,48.8,38.6,-35.1,-84.9,,-83.5
16,00770,國泰北美科技,66.4,-1.6,-2.35,612,06/26,0.0,77.8,84.6,-5.88,6.67,92.0,-64.4,-21.3,-90.8,-22.6
17,00674R,期元大S&P黃金反1,30.59,-0.23,-0.75,447,06/26,4.07,43.3,78.3,123.0,145.0,304.0,-39.9,-74.1,-94.9,-73.7
18,4938,和碩,81.0,-5.0,-5.81,23507,06/26,-2.24,53.1,72.8,79.4,163.0,162.0,128.0,77.3,327.0,72.7
19,00701,國泰股利精選30,39.21,-1.21,-2.99,1394,06/26,-24.4,-17.1,70.0,88.9,61.9,-61.4,-74.0,-87.1,-75.4,-89.1
20,00893,國泰智能電動車,45.24,-0.84,-1.82,1289,06/26,4.76,4.76,69.2,-19.5,-20.5,-33.3,-70.4,-80.6,-88.3,-79.2
21,1730,花仙子,53.6,-0.1,-0.19,152,06/26,23.5,68.0,68.0,740.0,282.0,223.0,740.0,600.0,223.0,600.0
22,00970B,新光BBB投等債20+,9.56,0.0,0.0,2164,06/26,0.0,67.3,67.3,67.3,-20.6,-5.28,-11.9,-34.1,-93.1,-34.1
23,00953B,群益優選非投等債,9.68,0.02,0.21,47995,06/26,9.55,41.4,62.5,63.6,68.5,40.8,57.7,124.0,414.0,149.0
24,006208,富邦台50,238.7,-9.4,-3.79,10068,06/26,16.2,15.7,60.9,41.1,15.3,106.0,-17.4,-34.9,-69.5,-30.4
25,1438,三地開發,22.8,-1.1,-4.6,207,06/26,5.43,38.7,60.7,58.5,76.5,282.0,101.0,-13.4,-59.5,-13.1
26,009812,野村日本東證,12.23,-0.17,-1.37,571,06/26,33.3,60.0,60.0,33.3,-70.4,-71.4,-87.5,-75.0,,-82.2
27,00954,中信日本半導體,21.5,-1.08,-4.78,4924,06/26,41.0,53.0,57.2,18.0,104.0,46.7,-16.5,47.3,719.0,54.2
28,1234,黑松,34.95,-0.2,-0.57,558,06/26,22.2,43.5,57.1,57.1,57.1,73.7,-15.4,-76.9,-86.3,-76.9
29,1718,中纖,11.15,1.0,9.85,153433,06/26,-16.4,54.0,56.9,61.7,62.2,25.5,28.0,8.0,-33.3,10.4
30,00683L,期元大美元指正2,22.14,-0.15,-0.67,250,06/26,51.5,74.4,56.2,127.0,54.6,11.9,-70.6,-69.5,-81.5,-69.5
31,8906,花王,28.75,-0.05,-0.17,69,06/26,10.9,20.2,53.8,81.0,57.1,74.4,32.4,-35.3,-42.6,-35.3
32,4530,宏易,27.85,2.5,9.86,164,06/26,31.0,48.6,52.8,52.8,112.0,224.0,,,,
33,1617,榮星,17.25,0.2,1.17,1516,06/26,7.95,52.9,52.6,56.7,54.6,56.7,75.3,-4.23,14.4,-4.66
34,3588,通嘉,71.6,-0.4,-0.56,4146,06/26,11.3,25.0,52.4,93.9,87.3,100.0,98.0,92.5,65.7,90.8
35,00850,元大臺灣ESG永續,88.05,-4.15,-4.5,1101,06/26,50.0,50.0,50.0,-14.3,-14.3,-40.0,-33.3,-50.0,-85.7,-45.5
36,2751,王座,51.8,-1.3,-2.45,20,06/26,-25.0,-25.0,50.0,50.0,50.0,0.0,-25.0,200.0,,200.0
37,00947,台新臺灣IC設計,38.07,-2.86,-6.99,18918,06/26,8.75,37.2,49.6,125.0,226.0,273.0,559.0,2254.0,1618.0,1733.0
38,6971,惠民實業,28.0,-0.1,-0.36,25,06/26,22.7,31.7,45.9,80.0,31.7,63.6,,,,
39,5274,信驊,15615.0,-1730.0,-9.97,551,06/26,22.5,47.8,43.2,49.5,30.8,43.2,52.8,23.6,-18.1,-4.23
40,3130,一零四,220.5,-1.0,-0.45,90,06/26,0.0,42.9,42.9,42.9,66.7,150.0,150.0,-23.1,-41.2,-23.1
41,1515,力山,30.5,0.8,2.69,8162,06/26,4.46,30.2,41.9,50.1,52.7,45.9,78.3,56.3,13.7,53.7
42,00757,統一FANG+,122.35,-4.1,-3.24,4292,06/26,38.4,49.3,41.8,7.96,-7.63,-23.1,-50.9,-49.1,-80.7,-45.3
43,00685L,群益臺灣加權正2,280.35,-24.7,-8.1,17044,06/26,18.2,21.1,41.3,76.2,84.9,288.0,486.0,1087.0,368.0,1177.0
44,3501,維熹,40.0,-0.45,-1.11,684,06/26,8.1,26.1,38.5,54.1,59.6,84.5,20.7,133.0,87.4,135.0
45,00921,兆豐龍頭等權重,22.4,-0.66,-2.86,144,06/26,38.5,38.5,38.5,800.0,500.0,1700.0,100.0,-53.8,-75.0,-53.8
46,6023,元大期,99.5,-0.3,-0.3,348,06/26,16.9,17.4,38.1,48.7,50.3,48.0,55.1,-11.6,58.5,-11.3
47,2064,晉椿,13.9,0.0,0.0,0,06/26,0.0,34.5,34.5,34.5,50.0,160.0,-9.3,25.8,-76.5,21.9
48,00903,富邦元宇宙,20.22,-0.84,-3.99,261,06/26,33.3,33.3,33.3,41.2,71.4,243.0,60.0,-25.0,-41.5,4.35
49,8481,政伸,41.35,-0.55,-1.31,21,06/26,0.0,0.0,33.3,33.3,33.3,-33.3,-42.9,0.0,-66.7,0.0
50,00922,國泰台灣領袖50,39.57,-1.67,-4.05,28185,06/26,14.0,14.4,32.9,33.2,11.5,38.6,-64.9,31.4,72.8,83.3
51,6195,詩肯,24.65,-2.35,-8.7,244,06/26,32.6,32.6,32.6,10.9,-16.4,24.5,154.0,15.1,24.5,22.0
52,00631L,元大台灣50正2,35.26,-2.9,-7.6,664206,06/26,10.4,12.4,32.2,33.8,28.4,76.7,5085.0,6537.0,3022.0,7226.0
53,009821,野村稀土關鍵資源,14.23,-0.38,-2.6,58119,06/26,-2.95,1.43,31.5,579.0,,,,,,
54,009804,聯邦台精彩50,23.16,-1.1,-4.53,1582,06/26,17.5,28.2,30.6,38.2,-11.3,60.2,-11.3,17.5,281.0,124.0
55,6708,天擎,40.6,0.6,1.5,73,06/26,20.0,20.0,30.4,76.5,100.0,,,,,
56,1326,台化,54.2,-5.3,-8.91,46433,06/26,-6.28,9.57,30.4,42.0,18.7,-8.07,-24.4,-24.1,-26.8,-24.0
57,00692,富邦公司治理,89.2,-3.35,-3.62,2136,06/26,6.12,1.96,30.0,-1.89,-5.45,-25.7,8.33,-25.7,-21.2,-16.1
58,00881,國泰台灣科技龍頭,52.7,-2.65,-4.79,20295,06/26,13.5,16.3,30.0,31.9,7.72,30.7,34.0,-4.84,41.9,0.36
59,6128,上福,20.0,-0.55,-2.68,130,06/26,2.73,16.9,27.5,53.8,124.0,503.0,957.0,1225.0,283.0,994.0
60,00737,國泰AI機器人,36.91,-0.54,-1.44,139,06/26,19.6,19.6,27.1,-3.17,-10.3,7.02,32.6,-19.7,0.0,-20.8
61,00679B,元大美債20年,27.44,0.07,0.26,63125,06/26,29.5,21.8,26.4,23.4,8.37,-0.63,-4.09,-59.9,-77.7,-59.2
