代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,外資 連續 買賣 日數,外資 連續 買賣 張數,外資 連續 買賣 佔 成交 (%),外資 連續 買賣 佔發 行量 (%),投信 連續 買賣 日數,投信 連續 買賣 張數,投信 連續 買賣 佔 成交 (%),投信 連續 買賣 佔發 行量 (%),自營 商 連續 買賣 日數,自營 商 連續 買賣 張數,自營 商 連續 買賣 佔 成交 (%),自營 商 連續 買賣 佔發 行量 (%),三大 法人 連續 買賣 日數,三大 法人 連續 買賣 張數,三大 法人 連續 買賣 佔 成交 (%),三大 法人 連續 買賣 佔發 行量 (%)
00931B,統一美債20年,13.67,0.11,0.81,06/18,24,62692,50.2,2.92,0,0,0.0,0.0,-1,-408,-5.65,-0.02,24,80098,64.1,3.74
7610,聯友金屬-創,2315.0,210.0,9.98,06/18,20,1980,21.0,4.08,0,0,0.0,0.0,-1,-1,-0.06,0.0,20,1952,20.7,4.02
1626,艾美特-KY,9.97,-0.18,-1.77,06/18,19,280,9.95,0.19,0,0,0.0,0.0,-1,-3,-0.87,0.0,6,68,8.37,0.05
00857B,永豐20年美公債,23.62,0.18,0.77,06/18,18,22330,49.4,3.96,0,0,0.0,0.0,2,380,8.54,0.07,2,2526,56.8,0.45
4551,智伸科,221.5,20.0,9.93,06/18,17,4860,16.7,4.22,0,0,0.0,0.0,6,184,1.24,0.16,5,2516,18.1,2.18
4536,拓凱,163.0,-2.0,-1.21,06/18,16,871,22.2,0.96,0,0,0.0,0.0,-1,0,-0.05,0.0,16,887,22.6,0.98
2867,三商壽,8.74,0.12,1.39,06/18,15,109953,32.3,1.86,0,0,0.0,0.0,2,1115,2.97,0.02,15,133183,39.1,2.26
2897,王道銀行,10.5,-0.05,-0.47,06/18,14,42986,39.2,1.53,0,0,0.0,0.0,0,0,0.0,0.0,14,40689,37.1,1.45
8240,華宏,56.9,0.6,1.07,06/18,13,1306,15.3,1.31,0,0,0.0,0.0,-4,-6,-0.25,-0.01,13,1247,14.6,1.25
4590,富田-創,78.0,0.0,0.0,06/18,12,592,26.0,1.08,0,0,0.0,0.0,3,2,0.47,0.0,12,591,26.0,1.08
6491,晶碩,327.5,16.0,5.14,06/18,11,2216,39.0,2.84,1,50,6.67,0.06,1,12,1.64,0.02,11,2229,39.3,2.86
7760,享溫馨,33.6,1.0,3.07,06/18,11,181,18.3,0.27,0,0,0.0,0.0,-15,-289,-18.3,-0.44,-2,-28,-10.9,-0.04
1313,聯成,11.6,0.4,3.57,06/18,10,9283,22.4,0.7,0,0,0.0,0.0,-2,-18,-0.21,0.0,10,9223,22.2,0.69
1909,榮成,10.2,0.15,1.49,06/18,10,11927,22.3,0.9,0,0,0.0,0.0,1,11,0.21,0.0,10,11922,22.2,0.9
8358,金居,700.0,60.0,9.38,06/18,10,5846,21.3,2.31,-2,-13,-0.17,-0.01,2,990,13.2,0.39,10,5899,21.5,2.34
00939,統一台灣高息動能,21.95,0.23,1.06,06/18,9,14105,25.5,1.16,0,0,0.0,0.0,-1,-1010,-15.7,-0.08,54,278165,55.4,22.8
5292,華懋,228.5,2.5,1.11,06/18,9,193,12.0,0.46,0,0,0.0,0.0,2,9,5.9,0.02,2,44,29.1,0.1
5324,士開,12.1,0.0,0.0,06/18,9,1445,44.5,0.64,0,0,0.0,0.0,0,0,0.0,0.0,9,1445,44.5,0.64
5434,崇越,475.5,-2.5,-0.52,06/18,9,2491,29.4,1.29,-5,-569,-11.5,-0.29,2,7,0.38,0.0,9,1941,22.9,1.0
6277,宏正,72.4,-0.4,-0.55,06/18,9,652,25.0,0.55,0,0,0.0,0.0,4,7,0.78,0.01,9,654,25.1,0.55
2360,致茂,2310.0,80.0,3.59,06/18,8,3970,19.2,0.93,-5,-2389,-21.7,-0.56,-2,-3,-0.06,0.0,1,107,5.41,0.03
2618,長榮航,42.55,0.0,0.0,06/18,8,200438,34.8,3.71,-2,-15446,-5.99,-0.29,3,1036,0.34,0.02,6,166369,33.5,3.08
2634,漢翔,47.2,0.0,0.0,06/18,8,6718,24.3,0.71,0,0,0.0,0.0,1,19,0.67,0.0,8,6696,24.2,0.71
2637,慧洋-KY,77.4,0.0,0.0,06/18,8,18576,33.0,2.49,-2,-250,-2.42,-0.03,-4,-181,-0.88,-0.02,7,10083,21.9,1.35
2718,全心投控,51.0,0.4,0.79,06/18,8,67,10.5,0.08,0,0,0.0,0.0,1,0,0.37,0.0,8,67,10.5,0.08
2801,彰銀,22.85,-0.1,-0.44,06/18,8,143575,40.4,1.22,-2,-201,-0.31,0.0,1,73,0.19,0.0,8,144374,40.6,1.23
2887E,台新新光戊特一,50.7,0.1,0.2,06/18,8,235,11.5,0.05,0,0,0.0,0.0,0,0,0.0,0.0,8,235,11.5,0.05
2887I,台新新光辛特,9.5,0.04,0.42,06/18,8,10767,20.1,0.35,0,0,0.0,0.0,0,0,0.0,0.0,8,10767,20.1,0.35
3114,好德,47.75,4.3,9.9,06/18,8,346,3.92,0.53,0,0,0.0,0.0,6,496,9.14,0.76,8,852,9.66,1.31
3149,正達,95.0,1.3,1.39,06/18,8,4641,10.9,2.05,0,0,0.0,0.0,2,11,0.08,0.0,8,4652,10.9,2.06
5011,久陽,21.6,1.0,4.85,06/18,8,1214,9.42,1.21,0,0,0.0,0.0,0,0,0.0,0.0,8,1214,9.42,1.21
00680L,元大美債20正2,7.11,0.09,1.28,06/18,7,6871,5.63,0.42,0,0,0.0,0.0,32,375768,53.8,22.7,26,322905,56.6,19.5
00696B,富邦美債20年,29.47,0.24,0.82,06/18,7,5119,35.4,0.78,0,0,0.0,0.0,-3,-2694,-40.8,-0.41,7,2542,17.6,0.39
00735,國泰臺韓科技,118.4,3.35,2.91,06/18,7,2525,9.79,2.48,0,0,0.0,0.0,3,1555,17.1,1.53,3,2806,30.9,2.76
00756B,群益投等新興公債,31.81,0.01,0.03,06/18,7,416,28.2,0.03,0,0,0.0,0.0,4,95,10.1,0.01,21,1701,38.1,0.11
00795B,中信美國公債20年,27.2,0.22,0.82,06/18,7,10917,26.1,0.65,1,50,0.57,0.0,2,3503,25.7,0.21,24,100170,57.1,5.93
1718,中纖,9.86,0.07,0.72,06/18,7,5171,6.95,0.31,0,0,0.0,0.0,7,3245,4.36,0.19,7,8416,11.3,0.5
2506,太設,8.96,-0.07,-0.78,06/18,7,164,15.0,0.04,0,0,0.0,0.0,0,0,0.0,0.0,7,168,15.3,0.04
3034,聯詠,516.0,1.0,0.19,06/18,7,4924,13.4,0.81,-2,-2075,-12.0,-0.34,6,1261,3.95,0.21,-1,-67,-0.66,-0.01
3147,大綜,327.0,-3.0,-0.91,06/18,7,935,14.2,2.14,0,0,0.0,0.0,3,120,7.91,0.27,7,1103,16.8,2.52
3374,精材,251.0,6.5,2.66,06/18,7,4111,12.3,1.51,-3,-601,-3.99,-0.22,2,919,8.33,0.34,2,1917,17.4,0.71
