代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,外資 連續 買賣 日數,外資 連續 買賣 張數,外資 連續 買賣 佔 成交 (%),外資 連續 買賣 佔發 行量 (%),投信 連續 買賣 日數,投信 連續 買賣 張數,投信 連續 買賣 佔 成交 (%),投信 連續 買賣 佔發 行量 (%),自營 商 連續 買賣 日數,自營 商 連續 買賣 張數,自營 商 連續 買賣 佔 成交 (%),自營 商 連續 買賣 佔發 行量 (%),三大 法人 連續 買賣 日數,三大 法人 連續 買賣 張數,三大 法人 連續 買賣 佔 成交 (%),三大 法人 連續 買賣 佔發 行量 (%)
00931B,統一美債20年,13.88,0.0,0.0,06/29,30,80135,51.4,3.74,0,0,0.0,0.0,3,2955,17.3,0.14,30,97694,62.6,4.56
5324,士開,12.2,0.1,0.83,06/29,15,3271,52.5,1.44,0,0,0.0,0.0,0,0,0.0,0.0,15,3271,52.5,1.44
2360,致茂,2080.0,45.0,2.21,06/29,14,5896,17.6,1.39,-11,-4103,-17.1,-0.96,1,1,0.06,0.0,3,182,3.12,0.04
2801,彰銀,23.55,0.15,0.64,06/29,14,192019,38.7,1.63,-1,-193,-0.89,0.0,-4,-2242,-2.45,-0.02,14,190370,38.4,1.62
2887E,台新新光戊特一,51.1,0.3,0.59,06/29,14,566,15.3,0.11,0,0,0.0,0.0,0,0,0.0,0.0,14,566,15.3,0.11
00696B,富邦美債20年,29.91,-0.01,-0.03,06/29,13,40685,64.3,6.08,0,0,0.0,0.0,-9,-10997,-19.8,-1.64,13,29805,47.1,4.45
00756B,群益投等新興公債,32.01,-0.1,-0.31,06/29,13,187794,98.9,12.5,0,0,0.0,0.0,3,101,0.05,0.01,27,189150,98.1,12.6
00795B,中信美國公債20年,27.6,-0.02,-0.07,06/29,13,44706,39.8,2.79,0,0,0.0,0.0,3,9607,24.3,0.6,30,136547,55.5,8.53
2506,太設,8.79,0.01,0.11,06/29,13,312,9.08,0.08,0,0,0.0,0.0,0,0,0.0,0.0,13,318,9.26,0.08
00757,統一FANG+,125.3,2.95,2.41,06/29,12,6798,24.8,2.37,0,0,0.0,0.0,1,96,5.35,0.03,11,7103,27.4,2.48
00983A,主動中信ARK創新,12.04,0.32,2.73,06/29,12,30068,40.1,22.2,0,0,0.0,0.0,39,66880,38.8,49.3,40,123107,66.1,90.7
00694B,富邦美債1-3,42.07,0.05,0.12,06/29,10,1309,48.2,3.35,0,0,0.0,0.0,-11,-1186,-42.0,-3.04,4,86,7.64,0.22
8487,愛爾達-創,77.6,-0.1,-0.13,06/29,10,96,18.7,0.36,0,0,0.0,0.0,0,0,0.0,0.0,10,107,20.9,0.4
6414,樺漢,360.0,-1.5,-0.41,06/29,9,6796,45.9,4.66,-11,-3553,-17.8,-2.44,-2,-62,-2.2,-0.04,3,902,21.0,0.62
00739,元大MSCI A股,29.25,-0.15,-0.51,06/29,8,344,32.2,1.32,0,0,0.0,0.0,-1,-158,-81.0,-0.61,-1,-2,-0.97,-0.01
00772B,中信高評級公司債,34.27,0.01,0.03,06/29,8,18397,56.9,0.54,0,0,0.0,0.0,3,3630,27.0,0.11,40,81448,55.0,2.4
00862B,中信投資級公司債,32.25,-0.01,-0.03,06/29,8,1049,31.1,0.12,0,0,0.0,0.0,1,0,0.02,0.0,8,583,17.3,0.07
00933B,國泰10Y+金融債,16.31,0.01,0.06,06/29,8,60600,51.3,0.93,0,0,0.0,0.0,3,12997,23.4,0.2,8,75875,64.2,1.17
00950B,凱基A級公司債,14.35,0.01,0.07,06/29,8,97076,81.4,2.37,0,0,0.0,0.0,-1,-270,-10.3,-0.01,5,94638,88.6,2.31
00958B,永豐ESG銀行債15+,9.48,0.01,0.11,06/29,8,3576,47.5,2.8,0,0,0.0,0.0,3,1308,54.6,1.02,24,12129,55.6,9.49
00984B,大華優利美A債15,16.72,0.01,0.06,06/29,8,6516,35.2,4.57,0,0,0.0,0.0,3,3253,45.8,2.28,30,43696,66.8,30.7
6173,信昌電,282.5,6.5,2.36,06/29,8,1508,11.3,0.88,0,0,0.0,0.0,-3,-425,-12.1,-0.25,1,116,12.6,0.07
8446,華研,88.0,1.1,1.27,06/29,8,102,19.2,0.19,0,0,0.0,0.0,0,0,0.0,0.0,8,102,19.2,0.19
00885,富邦越南,18.98,0.1,0.53,06/29,7,9385,29.5,1.49,0,0,0.0,0.0,9,9547,26.5,1.51,9,18767,52.1,2.98
00937B,群益ESG投等債20+,15.12,-0.01,-0.07,06/29,7,331482,50.8,1.91,0,0,0.0,0.0,3,108361,31.2,0.63,8,477576,69.2,2.76
