排名,代號,名稱,成交,漲跌 價,漲跌 幅,成交 張數,更新 日期,當日 增減 張數,2日 增減 張數,3日 增減 張數,5日 增減 張數,10日 增減 張數,1個月 增減 張數,3個月 增減 張數,半年 增減 張數,1年 增減 張數,今年 增減 張數
1,00664R,國泰臺灣加權反1,1.64,-0.01,-0.61,18642,06/17,53,-1419,-4792,-22850,-6298.0,-15589.0,-13077.0,-12316.0,-13619.0,-6479.0
2,00403A,主動統一升級50,10.75,0.05,0.47,337857,06/17,-3328,-12526,-23465,-19573,-38632.0,-87215.0,,,,
3,00632R,元大台灣50反1,10.16,-0.03,-0.29,131560,06/17,-2830,4847,6237,-11830,-12619.0,-7662.0,32579.0,67521.0,90000.0,57989.0
4,00673R,期元大S&P原油反1,14.85,0.82,5.84,41432,06/17,-3074,-4773,-7265,-10051,-19801.0,-34264.0,42301.0,75432.0,-6737.0,73589.0
5,009816,凱基台灣TOP50,15.55,0.04,0.26,121794,06/17,-246,-767,-3919,-5980,-1084.0,1683.0,-14259.0,,,
6,2892,第一金,32.5,0.7,2.2,65780,06/17,-738,-1386,-4634,-5958,-4603.0,-2158.0,275.0,3010.0,5600.0,56.0
7,1605,華新,38.7,-0.45,-1.15,36776,06/17,-1049,-645,-2709,-5698,-29947.0,16327.0,13201.0,-336.0,34880.0,-536.0
8,6116,彩晶,18.25,1.65,9.94,31780,06/17,1209,978,-444,-4820,-13420.0,-6064.0,-7037.0,129.0,-2431.0,1234.0
9,00992A,主動群益科技創新,18.65,0.14,0.76,49503,06/17,-404,-1557,-2478,-4558,-5667.0,-31025.0,12807.0,,,19558.0
10,00631L,元大台灣50正2,37.51,0.2,0.54,213210,06/17,3651,477,-2433,-4380,17065.0,43058.0,173832.0,173247.0,170434.0,174398.0
11,2801,彰銀,22.95,0.15,0.66,26549,06/17,736,-33,-2260,-3730,2860.0,-4101.0,2656.0,4250.0,781.0,5520.0
12,2489,瑞軒,48.6,2.7,5.88,59390,06/17,-467,-146,19,-3603,-7525.0,3058.0,18610.0,40173.0,37285.0,41052.0
13,1802,台玻,69.3,1.1,1.61,71855,06/17,-326,-1727,-1988,-3434,-9756.0,-5973.0,5008.0,-1277.0,34509.0,-3150.0
14,2884,玉山金,35.5,0.3,0.85,60281,06/17,124,-187,-1288,-2756,-3412.0,-4914.0,1863.0,-2510.0,1140.0,-2710.0
15,00648R,元大S&P500反1,3.98,0.03,0.76,75,06/17,-4,10,22,-2543,-452.0,-47.0,-696.0,-5257.0,-2081.0,-5799.0
16,2887,台新新光金,32.6,0.3,0.93,102012,06/17,-122,-162,-5219,-2451,-326.0,-2387.0,-7206.0,-36241.0,9675.0,-36769.0
17,3042,晶技,224.0,-5.0,-2.18,28680,06/17,-2961,-3509,-4887,-2321,928.0,9443.0,20964.0,20470.0,21971.0,20254.0
18,2915,潤泰全,52.4,0.2,0.38,2851,06/17,40,-54,-253,-2257,-2256.0,-69.0,748.0,-2092.0,2545.0,-2161.0
19,00650L,復華香港正2,15.64,-0.17,-1.08,5685,06/17,-867,-664,-762,-2238,-2008.0,395.0,75.0,-6078.0,-10363.0,-5377.0
20,00715L,期街口布蘭特正2,37.89,-3.9,-9.33,19298,06/17,-104,-1104,-2726,-2149,-1835.0,2464.0,-9659.0,-54056.0,-29391.0,-30387.0
21,6282,康舒,57.4,-0.3,-0.52,18756,06/17,-478,-915,-1064,-1989,-3614.0,-1158.0,-5177.0,1884.0,12573.0,-660.0
22,6163,華電網,50.7,-0.6,-1.17,1047,06/17,-7,-154,-1614,-1909,-2424.0,-3995.0,-419.0,-1688.0,17674.0,-3413.0
23,3714,富采,65.9,1.6,2.49,9910,06/17,-699,-928,-1007,-1901,-4670.0,729.0,16736.0,20105.0,22875.0,19701.0
24,2371,大同,28.0,-0.05,-0.18,9457,06/17,-232,-194,-31,-1717,-1774.0,-11792.0,-11143.0,-24699.0,-22581.0,-21509.0
25,2812,台中銀,19.85,0.1,0.51,27486,06/17,231,-1233,-925,-1716,-1404.0,-876.0,869.0,1744.0,1689.0,1686.0
26,00676R,富邦臺灣加權反1,5.61,-0.01,-0.18,8130,06/17,-429,-105,-500,-1673,-4200.0,-784.0,2125.0,6848.0,5418.0,6755.0
27,9904,寶成,26.45,0.25,0.95,19911,06/17,-505,411,616,-1669,-3439.0,-249.0,7224.0,1418.0,-1998.0,966.0
28,1717,長興,71.1,1.1,1.57,6810,06/17,95,-137,-234,-1560,-2630.0,-5859.0,-637.0,10562.0,18042.0,10392.0
29,00753L,中信中國50正2,9.24,-0.13,-1.39,10011,06/17,381,845,381,-1559,-4609.0,-3686.0,7572.0,5103.0,-4644.0,2794.0
