排名,代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,當日 賣出 佔 成交,2日 賣出 佔 成交,3日 賣出 佔 成交,5日 賣出 佔 成交,10日 賣出 佔 成交,1個月 賣出 佔 成交,3個月 賣出 佔 成交,半年 賣出 佔 成交,1年 賣出 佔 成交,3年 賣出 佔 成交,10年 賣出 佔 成交,今年 賣出 佔 成交
1,2924,宏太-KY,17.35,0.0,0.0,06/18,,,100.0,14.3,3.13,1.47,1.09,0.63,1.16,4.4,3.05,0.64
2,910322,康師傅-DR,21.25,-0.05,-0.23,06/18,78.1,93.8,92.5,84.4,88.1,72.7,54.9,28.9,17.1,2.25,0.85,31.5
3,8464,億豐,358.0,8.5,2.43,06/18,84.8,84.3,83.5,80.9,80.2,82.4,71.0,33.5,19.2,7.35,2.42,41.1
4,00870B,元大15年EM主權債,28.75,0.03,0.1,06/18,88.7,88.9,82.8,60.6,34.8,32.5,0.6,1.04,1.63,3.42,,1.01
5,5871,中租-KY,114.0,-1.0,-0.87,06/18,84.1,83.5,80.1,75.7,62.1,62.7,57.8,50.0,51.6,58.8,55.6,53.9
6,4915,致伸,75.9,-0.1,-0.13,06/18,78.2,74.9,76.9,64.6,55.8,50.7,54.2,56.4,51.4,44.7,33.7,56.3
7,1590,亞德客-KY,1380.0,60.0,4.55,06/18,78.8,77.7,76.3,76.7,80.1,79.4,75.2,72.2,73.3,72.4,54.4,72.2
8,2912,統一超,223.5,-5.5,-2.4,06/18,87.5,79.2,75.4,72.0,69.4,68.7,61.6,61.2,62.4,63.9,67.5,61.0
9,5876,上海商銀,42.5,-0.3,-0.7,06/18,83.2,78.4,73.5,61.7,51.1,59.7,59.6,53.8,56.3,56.9,,58.9
10,1216,統一,74.5,-1.5,-1.97,06/18,79.6,77.4,73.2,62.0,59.5,69.0,60.7,60.9,60.9,62.5,65.8,60.1
11,1101,台泥,24.5,-0.05,-0.2,06/18,69.5,70.6,72.2,58.8,62.7,57.7,55.6,48.2,46.1,48.1,45.6,49.0
12,9917,中保科,117.0,-0.5,-0.43,06/18,78.0,71.3,69.4,61.1,51.6,44.1,40.6,20.0,13.2,3.38,1.78,27.6
13,2206,三陽工業,61.6,-0.3,-0.48,06/18,79.6,71.7,69.2,64.5,53.2,43.7,39.7,39.2,40.7,30.0,23.4,39.8
14,2886,兆豐金,45.5,0.4,0.89,06/18,76.7,72.8,69.1,67.1,63.2,67.4,57.1,55.4,52.0,50.6,48.5,55.1
15,2838,聯邦銀,22.75,0.3,1.34,06/18,87.2,76.4,68.4,58.6,51.1,47.4,46.3,41.6,44.2,44.3,34.5,41.8
16,3036,文曄,222.5,-1.5,-0.67,06/18,70.0,69.2,67.3,70.0,46.5,40.3,45.4,47.2,49.6,41.2,37.0,46.1
17,2908,特力,20.8,0.0,0.0,06/18,61.8,70.4,67.3,53.5,37.4,19.8,21.5,26.7,20.4,17.6,22.0,27.7
18,2395,研華,494.0,5.5,1.13,06/18,70.5,71.0,66.2,61.5,62.6,59.6,50.8,50.2,57.3,65.7,68.5,49.6
19,2633,台灣高鐵,26.15,0.0,0.0,06/18,84.0,80.9,66.0,66.3,64.7,84.4,78.2,75.3,70.2,57.7,,75.8
20,8415,大國鋼,34.45,-0.9,-2.55,06/18,80.8,75.7,65.6,47.1,40.0,35.8,28.7,18.3,11.4,3.14,,20.8
21,2330,台積電,2410.0,25.0,1.05,06/18,58.6,64.2,64.9,60.4,65.4,65.5,63.2,62.0,57.3,57.3,60.0,63.1
22,00908,富邦入息REITs+,14.82,-0.21,-1.4,06/18,64.3,61.5,64.0,41.5,16.8,11.1,13.7,14.4,11.1,9.95,,14.8
23,3130,一零四,224.0,0.0,0.0,06/18,58.9,61.0,64.0,45.0,45.3,41.5,38.8,39.0,40.6,46.5,45.6,38.2
24,4904,遠傳,108.5,-1.0,-0.91,06/18,76.3,69.6,63.0,60.0,62.9,68.2,64.7,61.2,54.7,55.4,56.2,62.0
25,2609,陽明,51.3,-0.3,-0.58,06/18,74.3,65.9,62.9,59.0,37.2,31.5,40.8,37.0,37.2,30.0,17.9,38.0
26,9904,寶成,26.15,-0.3,-1.13,06/18,74.8,64.1,62.4,56.3,56.7,57.9,60.6,40.5,20.2,6.37,2.73,44.8
27,6412,群電,91.6,-0.9,-0.97,06/18,69.2,66.9,62.1,53.5,33.1,26.9,30.1,31.8,37.6,41.6,35.1,32.0
28,9941,裕融,81.4,0.0,0.0,06/18,62.3,60.0,61.8,51.1,48.7,49.3,44.6,29.4,18.7,7.4,3.4,33.8
29,2412,中華電,144.0,-1.5,-1.03,06/18,69.6,69.9,61.3,60.0,57.5,61.5,51.5,47.8,46.0,41.9,40.2,47.9
30,2317,鴻海,268.5,-3.5,-1.29,06/18,72.4,65.8,61.0,55.2,51.6,38.2,39.1,41.6,38.0,39.5,40.6,42.0
31,2015,豐興,60.7,-1.5,-2.41,06/18,76.6,63.4,61.0,43.4,42.3,42.0,38.6,40.6,46.3,41.6,38.4,40.4
32,9911,櫻花,82.5,-0.4,-0.48,06/18,71.1,64.1,60.6,60.8,50.2,49.2,45.0,21.0,14.1,3.38,0.92,24.4
33,1712,興農,39.3,-0.35,-0.88,06/18,69.9,66.2,60.3,55.9,57.5,54.2,49.8,42.5,42.6,35.8,24.4,42.4
34,9921,巨大,74.1,-1.1,-1.46,06/18,69.2,60.9,60.2,51.3,45.3,49.7,49.8,26.0,15.4,4.82,2.0,33.7
35,3443,創意,4860.0,-215.0,-4.24,06/18,76.4,65.2,60.1,56.6,51.3,44.1,38.0,35.2,31.6,31.7,21.6,35.3
36,4560,強信-KY,33.1,0.05,0.15,06/18,64.7,62.9,59.8,59.7,61.1,58.4,55.8,54.3,52.7,50.7,,54.4
37,2451,創見,311.5,0.5,0.16,06/18,65.9,66.2,59.7,51.8,40.0,36.4,35.1,32.1,32.4,34.5,35.1,32.6
38,3231,緯創,161.5,-1.0,-0.62,06/18,74.0,60.7,59.6,56.0,48.7,34.8,36.8,38.0,35.6,31.0,35.6,38.8
39,6121,新普,417.5,10.0,2.45,06/18,68.1,65.8,59.6,42.5,32.8,29.2,40.0,39.1,44.1,42.0,34.4,40.1
40,3217,優群,170.0,0.5,0.29,06/18,56.3,54.4,59.5,45.3,33.7,23.5,23.0,27.2,27.9,24.4,14.0,27.0
41,6951,青新-創,78.8,0.2,0.25,06/18,50.0,65.4,59.1,44.6,36.7,29.1,26.1,9.38,6.51,,,12.1
42,2607,榮運,49.55,-0.45,-0.9,06/18,75.7,64.3,58.7,51.5,53.6,56.6,53.6,44.2,42.9,35.6,18.9,50.3
43,2474,可成,202.5,-3.0,-1.46,06/18,62.4,60.5,58.6,51.7,39.8,46.4,46.2,47.3,50.8,53.3,45.8,48.4
44,2345,智邦,2435.0,-60.0,-2.4,06/18,72.3,63.7,58.4,58.1,57.2,57.3,52.8,49.8,48.3,52.9,37.2,50.7
45,6670,復盛應用,287.5,-13.0,-4.33,06/18,73.9,60.4,58.0,58.0,56.2,55.2,49.8,45.0,49.6,46.6,,47.7
46,2612,中航,53.7,-0.7,-1.29,06/18,60.2,57.7,58.0,45.6,40.2,37.1,37.4,35.6,29.8,27.1,19.4,35.7
47,6477,安集,32.05,-0.5,-1.54,06/18,61.2,50.1,57.8,40.9,38.9,34.9,36.0,30.2,25.8,22.0,,30.9
48,3665,貿聯-KY,2100.0,10.0,0.48,06/18,80.1,66.3,57.5,55.0,55.5,50.6,43.4,42.1,41.2,39.0,30.9,41.4
49,7799,禾榮科,362.0,5.0,1.4,06/18,74.4,67.8,57.4,53.7,38.0,37.0,38.4,14.8,,,,22.0
50,2637,慧洋-KY,77.4,0.0,0.0,06/18,55.0,49.8,56.9,43.1,29.3,30.2,36.7,33.9,33.6,33.6,24.3,34.5
51,2882,國泰金,115.5,2.0,1.76,06/18,62.6,58.1,56.4,48.5,52.1,44.2,50.6,50.4,52.1,50.4,45.4,52.2
52,2723,美食-KY,66.9,-0.1,-0.15,06/18,55.8,53.4,56.2,37.2,39.1,38.2,38.9,41.0,51.0,46.8,40.5,40.3
53,1210,大成,54.7,-0.4,-0.73,06/18,50.1,57.9,56.2,54.1,53.7,56.4,48.5,44.9,42.0,34.7,24.6,44.7
54,2605,新興,31.0,-1.45,-4.47,06/18,72.1,57.3,55.9,46.4,47.2,43.4,29.7,29.2,28.7,27.7,22.0,29.2
55,3380,明泰,34.95,-0.45,-1.27,06/18,69.1,54.6,55.8,49.2,46.8,32.7,32.2,31.5,32.5,31.3,20.7,31.3
56,2204,中華,55.3,-0.9,-1.6,06/18,68.8,60.7,55.8,45.2,39.8,34.9,43.8,43.5,41.1,35.0,32.2,43.3
57,2357,華碩,789.0,-14.0,-1.74,06/18,58.5,52.3,55.7,49.8,43.4,38.1,44.6,51.5,51.5,48.8,54.2,49.7
