Unnamed: 0_level_0_Unnamed: 0_level_1,Unnamed: 1_level_0_Unnamed: 1_level_1,Unnamed: 2_level_0_Unnamed: 2_level_1,交易口數與契約金額_多方,交易口數與契約金額_多方,交易口數與契約金額_空方,交易口數與契約金額_空方,交易口數與契約金額_多空淨額,交易口數與契約金額_多空淨額,未平倉餘額_多方,未平倉餘額_多方,未平倉餘額_空方,未平倉餘額_空方,未平倉餘額_多空淨額,未平倉餘額_多空淨額
1,臺股期貨,自營商,13215,114680970,12619,109230550,596,5450420,9637,83142240,4191,36228407,5446,46913833
1,臺股期貨,投信,2611,22525790,897,7737534,1714,14788256,59541,513040994,5667,48830272,53874,464210722
1,臺股期貨,外資,121288,1057735361,117764,1026847511,3524,30887851,11990,103321967,77491,667820783,-65501,-564498816
2,電子期貨,自營商,84,945817,69,772567,15,173250,46,513434,177,1975646,-131,-1462212
2,電子期貨,投信,5,55852,0,0,5,55852,172,1919898,0,0,172,1919898
2,電子期貨,外資,185,2075147,198,2226891,-13,-151743,37,413001,257,2868685,-220,-2455684
3,金融期貨,自營商,86,245813,124,353448,-38,-107635,50,141875,154,437252,-104,-295377
3,金融期貨,投信,0,0,0,0,0,0,12,34085,0,0,12,34085
3,金融期貨,外資,282,803806,286,815235,-4,-11429,164,465826,187,531155,-23,-65329
4,小型臺指期貨,自營商,23215,50435598,22526,49079457,689,1356141,2048,4448878,15895,34333081,-13847,-29884203
4,小型臺指期貨,投信,0,0,9,19402,-9,-19402,90,193874,91,196028,-1,-2154
4,小型臺指期貨,外資,274666,599320877,269700,588944750,4966,10376127,5026,10826828,1168,2522445,3858,8304383
5,微型臺指期貨,自營商,42735,18529921,43131,18927860,-396,-397939,3442,1497738,55507,23969562,-52065,-22471824
5,微型臺指期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
5,微型臺指期貨,外資,326251,142550551,319440,139690934,6811,2859617,9393,4047020,660,284375,8733,3762645
6,小型電子期貨,自營商,256,357438,214,302345,42,55093,269,375318,354,493907,-85,-118589
6,小型電子期貨,投信,0,0,0,0,0,0,64,89298,0,0,64,89298
6,小型電子期貨,外資,1024,1445359,1051,1481918,-27,-36559,12,16743,25,34882,-13,-18139
7,小型金融期貨,自營商,103,73585,135,96252,-32,-22667,6,4261,32,22717,-26,-18456
7,小型金融期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
7,小型金融期貨,外資,258,184015,255,181914,3,2101,2,1420,2,1414,0,6
8,股票期貨,自營商,75207,40181152,51221,28528390,23986,11652762,89330,24780966,362185,232333937,-272855,-207552971
8,股票期貨,投信,50,10082,10050,2451652,-10000,-2441570,20682,12593907,255,44411,20427,12549496
8,股票期貨,外資,367945,260163728,335179,235210108,32766,24953620,172261,144322223,722986,406611259,-550725,-262289036
9,ETF期貨,自營商,9296,4172470,9781,4123382,-485,49088,12238,3739772,36644,21620233,-24406,-17880461
9,ETF期貨,投信,98,99070,0,0,98,99070,4404,3533600,50,19725,4354,3513875
9,ETF期貨,外資,12831,8989632,11986,8743830,845,245801,18263,14541091,4051,2598351,14212,11942740
10,櫃買指數期貨,自營商,0,0,0,0,0,0,0,0,0,0,0,0
10,櫃買指數期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
10,櫃買指數期貨,外資,0,0,0,0,0,0,0,0,0,0,0,0
11,非金電期貨,自營商,45,65143,41,59224,4,5919,87,125100,63,90631,24,34469
11,非金電期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
11,非金電期貨,外資,27,39037,28,40440,-1,-1403,2,2872,21,30160,-19,-27288
12,富櫃200期貨,自營商,1,950,2,1878,-1,-928,25,23753,23,21852,2,1901
12,富櫃200期貨,投信,0,0,0,0,0,0,24,22802,0,0,24,22802
