排名,代號,名稱,成交,漲跌 價,漲跌 幅,更新 日期,當日 增減 (%),2日 增減 (%),3日 增減 (%),5日 增減 (%),10日 增減 (%),1個月 增減 (%),3個月 增減 (%),半年 增減 (%),1年 增減 (%),今年 增減 (%)
1,00882,中信中國高股息,15.55,0.03,0.19,06/22,1.57,110.0,120.0,536.0,8.62,21.8,37.2,14.7,-50.4,13.4
2,6614,資拓宏宇,40.15,-0.75,-1.83,06/22,386.0,386.0,467.0,467.0,,,,,,
3,00998A,主動復華金融股息,16.89,0.01,0.06,06/22,0.0,0.0,0.0,278.0,539.0,11888.0,,,,
4,8472,夠麻吉,83.9,-1.6,-1.87,06/22,0.0,0.0,0.0,200.0,200.0,200.0,,,,
5,4924,欣厚-KY,12.5,1.1,9.65,06/22,0.0,27.3,75.0,180.0,1300.0,,,,,
6,3443,創意,4755.0,-105.0,-2.16,06/22,1.7,50.7,118.0,169.0,122.0,156.0,146.0,151.0,-24.8,132.0
7,6936,永鴻生技,33.0,-0.4,-1.2,06/22,0.0,66.7,66.7,150.0,-88.4,-92.6,-86.5,-61.5,,-64.3
8,6525,捷敏-KY,155.0,12.0,8.39,06/22,17.2,16.4,43.5,147.0,188.0,243.0,297.0,301.0,314.0,301.0
9,7610,聯友金屬-創,2505.0,190.0,8.21,06/22,11.2,116.0,116.0,116.0,143.0,177.0,,,,
10,7757,金色三麥,99.6,-0.4,-0.4,06/22,16.7,31.2,50.0,110.0,200.0,2000.0,,,,
11,3491,昇達科,1470.0,-90.0,-5.77,06/22,15.4,20.2,34.2,102.0,147.0,89.7,117.0,43.2,72.9,70.9
12,4904,遠傳,108.0,-0.5,-0.46,06/22,21.9,65.8,95.1,94.9,133.0,178.0,305.0,86.6,-58.0,242.0
13,5210,寶碩,29.8,-0.2,-0.67,06/22,0.0,0.0,0.0,90.6,177.0,,,,,
14,7788,松川精密,281.5,-10.5,-3.6,06/22,15.6,44.2,81.1,87.4,288.0,341.0,,,,
15,1590,亞德客-KY,1395.0,15.0,1.09,06/22,4.17,33.5,49.8,78.9,83.5,19.2,32.7,-26.6,-37.1,-26.1
16,3652,精聯,42.7,2.5,6.22,06/22,22.8,41.6,51.0,77.2,103.0,87.3,164.0,169.0,-4.82,167.0
17,3090,日電貿,335.5,3.0,0.9,06/22,2.15,10.4,33.4,71.9,56.2,9.8,4.47,0.39,265.0,-17.2
18,6708,天擎,40.55,0.75,1.88,06/22,9.09,20.0,33.3,71.4,500.0,,,,,
19,3556,禾瑞亞,75.8,1.8,2.43,06/22,32.5,87.7,87.7,65.7,54.5,105.0,378.0,1255.0,298.0,1255.0
20,6831,邁科,817.0,44.0,5.69,06/22,45.3,56.6,46.1,65.6,124.0,189.0,,,,
21,00999A,主動野村臺灣高息,11.43,0.12,1.06,06/22,0.0,0.0,59.3,59.3,29.7,28.8,,,,
22,00942B,台新美A公司債20+,14.46,-0.01,-0.07,06/22,39.5,57.6,57.6,57.6,-37.3,-15.5,101.0,63.3,-20.6,97.7
23,2890,永豐金,39.8,0.0,0.0,06/22,50.2,45.2,75.0,56.6,46.3,12.2,-6.55,-6.05,-83.1,-9.74
24,6907,雅特力-KY,145.5,10.0,7.38,06/22,12.2,38.8,39.7,55.1,78.8,322.0,,,,
25,6725,矽科宏晟,346.0,-21.0,-5.72,06/22,1.55,2.6,50.4,53.9,53.9,114.0,116.0,,,
26,00888,永豐台灣ESG,38.74,2.07,5.64,06/22,53.7,53.7,53.6,53.6,86.5,81.3,741.0,854.0,165.0,854.0
27,6290,良維,318.0,-1.5,-0.47,06/22,17.4,32.0,40.0,52.2,48.4,9.17,68.2,40.4,186.0,43.3
28,7791,皇家可口,62.2,-0.4,-0.64,06/22,33.7,38.2,39.8,51.9,200.0,373.0,,,,
29,6419,京晨科,152.5,3.0,2.01,06/22,0.0,0.0,14.9,51.5,19.0,35.1,22.0,163.0,,108.0
30,6834,天二科技,111.5,10.0,9.85,06/22,3.98,5.38,12.4,50.4,45.4,34.1,6.42,-14.6,56.7,-13.9
31,4760,勤凱,382.0,7.0,1.87,06/22,14.7,29.0,36.1,47.3,69.7,82.2,160.0,-11.8,227.0,-20.1
32,2855,統一證,52.0,-0.2,-0.38,06/22,14.3,18.8,29.0,46.5,313.0,328.0,722.0,528.0,133.0,554.0
33,6026,福邦證,17.15,0.1,0.59,06/22,9.6,17.6,48.1,46.3,28.2,-0.45,56.6,122.0,25.2,122.0
34,4976,佳凌,40.95,-2.95,-6.72,06/22,9.05,34.5,41.8,46.2,83.2,69.1,26.8,51.2,99.5,56.1
35,6615,慧智,34.3,-0.2,-0.58,06/22,0.0,18.2,18.2,44.4,44.4,44.4,,,,
36,4749,新應材,966.0,-25.0,-2.52,06/22,19.9,27.2,28.0,43.7,84.3,63.8,50.3,32.1,637.0,38.8
37,2527,宏璟,39.25,-0.55,-1.38,06/22,4.44,6.1,24.8,41.9,48.2,40.0,5.57,31.5,-8.9,34.5
38,2537,聯上發,11.1,-0.9,-7.5,06/22,1.46,7.93,16.1,38.7,57.4,65.0,33.9,3.9,-12.0,4.41
39,2464,盟立,173.0,1.0,0.58,06/22,12.6,18.5,55.3,38.5,23.1,3.74,-6.8,-47.5,-3.59,-46.2
40,6971,惠民實業,28.55,0.75,2.7,06/22,0.0,37.5,37.5,37.5,37.5,100.0,,,,
41,1568,倉佑,43.3,-2.75,-5.97,06/22,16.0,36.4,36.4,36.4,36.4,50.3,56.1,103.0,16.7,103.0
42,4915,致伸,76.3,0.4,0.53,06/22,6.87,14.4,22.4,36.2,38.8,40.3,231.0,471.0,164.0,365.0
43,7751,竑騰,1490.0,5.0,0.34,06/22,5.0,10.5,10.5,35.5,40.0,250.0,35.5,10.5,,-10.6
44,6913,鴻呈,125.5,-0.5,-0.4,06/22,0.0,3.49,9.48,35.1,10.1,-48.1,-31.4,-58.0,3.4,-57.3
45,8464,億豐,346.0,-12.0,-3.35,06/22,22.4,27.5,32.6,34.8,35.4,3.28,-57.1,-79.8,392.0,-80.9
46,6690,安碁資訊,179.5,0.5,0.28,06/22,11.9,11.9,11.9,33.9,21.0,50.0,5.63,-48.3,-59.9,-48.3
47,2886,兆豐金,44.75,-0.75,-1.65,06/22,14.1,38.9,59.4,33.6,18.8,15.1,30.0,188.0,-48.4,181.0
48,1218,泰山,17.8,-0.1,-0.56,06/22,3.7,12.6,21.2,33.1,38.0,29.7,-4.1,-47.4,121.0,-47.4
49,6226,光鼎,12.5,0.1,0.81,06/22,19.2,24.2,29.7,33.1,242.0,,,,,
50,6570,維田,54.9,0.3,0.55,06/22,0.76,3.1,9.02,33.0,41.5,14.7,-52.3,-66.2,-76.1,-61.3
51,4933,友輝,68.4,1.0,1.48,06/22,-2.65,-1.29,-2.99,32.7,28.3,-21.4,22.0,-25.6,28.9,-25.8
52,3083,網龍,29.2,-0.35,-1.18,06/22,1.29,5.19,11.5,31.8,61.1,70.8,76.8,85.1,32.3,85.1
53,1303,南亞,152.5,13.5,9.71,06/22,-0.55,21.8,30.2,31.2,38.3,-63.8,-90.7,-95.8,-97.3,-96.0
54,6405,悅城,68.5,-3.0,-4.2,06/22,25.3,24.5,23.1,31.1,44.4,79.0,112.0,113.0,47.1,83.9
55,4764,雙鍵,332.0,-6.5,-1.92,06/22,5.12,8.51,24.5,30.8,51.3,185.0,58.0,158.0,1780.0,105.0
56,3661,世芯-KY,4325.0,-55.0,-1.26,06/22,14.2,24.2,27.7,30.7,56.2,63.8,-25.0,71.9,75.4,84.1
57,4973,廣穎,191.5,-2.0,-1.03,06/22,8.57,22.7,30.4,30.4,19.3,-5.36,113.0,-43.5,-1.44,-43.1
58,2105,正新,30.05,0.4,1.35,06/22,-0.51,1.96,8.39,30.2,93.2,202.0,105.0,7.54,50.2,-1.88
59,1476,儒鴻,317.0,-10.0,-3.06,06/22,-5.85,-2.79,4.47,29.5,34.9,-6.21,76.9,-38.3,35.0,-41.4
