排名,代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,當日 買賣超 佔 發行 張數,2日 買賣超 佔 發行 張數,3日 買賣超 佔 發行 張數,5日 買賣超 佔 發行 張數,10日 買賣超 佔 發行 張數,1個月 買賣超 佔 發行 張數,3個月 買賣超 佔 發行 張數,半年 買賣超 佔 發行 張數,1年 買賣超 佔 發行 張數,3年 買賣超 佔 發行 張數,10年 買賣超 佔 發行 張數,今年 買賣超 佔 發行 張數
1,00983A,主動中信ARK創新,11.35,0.31,2.81,06/12,1.91,9.4,9.38,8.94,9.53,13.6,29.0,29.0,,,,29.2
2,2413,環科,61.2,3.7,6.43,06/12,0.46,1.8,6.26,6.69,5.32,6.55,4.43,6.9,5.62,8.61,8.19,6.38
3,3624,光頡,118.0,8.0,7.27,06/12,2.76,-0.29,7.12,6.61,5.38,8.18,11.1,14.5,11.6,15.0,10.1,12.3
4,2406,國碩,39.0,-0.4,-1.02,06/12,4.58,5.85,6.34,6.15,6.15,7.05,13.0,12.8,18.4,18.9,11.6,15.1
5,3550,聯穎,29.05,0.45,1.57,06/12,0.1,3.43,4.17,5.69,8.81,9.12,10.9,10.5,9.65,11.6,12.5,11.4
6,3152,璟德,221.0,20.0,9.95,06/12,2.12,3.25,4.56,4.95,5.21,7.97,9.37,8.0,6.12,3.87,0.46,9.14
7,8047,星雲,51.5,-0.8,-1.53,06/12,0.1,0.05,0.03,4.81,5.01,4.77,4.74,3.63,4.27,4.5,4.5,4.03
8,6278,台表科,211.0,19.0,9.9,06/12,0.65,1.64,2.92,4.31,5.29,0.19,-2.05,-0.51,-1.28,-2.74,-1.71,1.23
9,4542,科嶠,335.5,30.5,10.0,06/12,-0.09,-0.18,3.07,4.07,4.99,3.65,3.24,5.3,3.5,6.23,6.11,4.94
10,4971,IET-KY,538.0,20.0,3.86,06/12,0.07,1.39,2.85,3.95,2.43,1.98,1.74,-2.04,0.84,3.93,3.87,-2.13
11,009801,中信美國創新科技,12.12,0.3,2.54,06/12,1.09,2.76,2.73,3.74,4.4,5.72,11.7,18.3,49.9,,,17.7
12,5351,鈺創,88.7,4.4,5.22,06/12,2.27,0.58,3.47,3.66,2.31,0.66,3.79,6.77,12.6,13.5,7.86,8.42
13,4741,泓瀚,78.0,-3.0,-3.7,06/12,-0.76,-1.21,2.0,3.58,4.9,6.22,4.89,5.04,4.99,5.67,,5.01
14,00984B,大華優利美A債15,16.45,0.11,0.67,06/12,1.8,2.0,2.14,3.56,6.82,18.9,63.1,45.3,52.8,,,49.8
15,6672,騰輝電子-KY,221.0,7.5,3.51,06/12,1.36,0.68,0.97,3.32,2.85,-2.23,-8.15,-6.07,-5.04,-14.3,,-3.98
16,00661,元大日經225,85.85,3.0,3.62,06/12,0.15,1.48,1.75,3.25,3.53,4.73,5.45,5.55,8.45,16.7,,5.51
17,8096,擎亞,132.5,11.5,9.5,06/12,1.92,1.69,2.22,3.18,5.31,13.8,8.37,5.96,8.28,7.86,7.69,17.9
18,2355,敬鵬,61.6,2.9,4.94,06/12,1.73,3.14,3.14,3.18,-1.39,-0.92,1.55,5.81,4.37,-2.45,-16.2,5.78
19,00954,中信日本半導體,19.93,1.48,8.02,06/12,-0.02,0.67,2.03,3.17,4.41,4.56,6.35,8.7,17.5,,,8.7
20,5425,台半,101.0,9.1,9.9,06/12,1.62,1.56,2.42,3.04,-0.65,0.89,2.45,6.26,3.66,3.86,-3.06,7.51
21,8112,至上,98.8,3.3,3.46,06/12,3.33,2.6,2.85,3.01,3.4,2.86,-5.8,-6.02,-1.99,-5.83,-5.42,2.06
22,1597,直得,150.5,7.0,4.88,06/12,-0.29,1.65,2.25,2.95,2.09,-1.87,4.35,5.91,6.8,4.28,4.85,5.85
23,2241,艾姆勒,43.1,3.05,7.62,06/12,-0.06,0.02,1.12,2.93,3.85,1.81,-0.02,-0.9,2.47,-5.1,,-0.86
24,4991,環宇-KY,554.0,24.0,4.53,06/12,-0.15,2.19,3.06,2.88,2.35,2.78,3.74,11.8,12.2,11.8,0.3,3.83
25,6443,元晶,41.75,1.75,4.38,06/12,2.72,1.16,2.45,2.69,2.95,0.71,6.08,6.79,11.2,1.16,11.7,6.55
26,6261,久元,97.3,2.8,2.96,06/12,-0.22,0.91,1.35,2.64,3.08,0.0,-3.1,1.69,2.66,2.76,1.02,1.14
27,4721,美琪瑪,92.0,0.4,0.44,06/12,-0.3,-0.43,1.6,2.57,2.14,4.86,3.51,4.98,3.74,4.93,3.65,5.06
28,00634R,富邦上証反1,3.05,-0.09,-2.87,06/12,-0.21,-0.21,-0.22,2.52,2.54,2.48,4.7,2.45,3.01,8.65,33.5,2.93
29,7749,意騰-KY,505.0,-3.0,-0.59,06/12,-0.29,0.28,2.38,2.51,1.59,0.94,-0.33,-0.07,-0.23,,,0.1
30,8227,巨有科技,178.0,4.5,2.59,06/12,-0.04,1.24,2.1,2.49,2.05,0.51,1.43,1.36,0.21,0.16,,0.25
31,6830,汎銓,497.0,-18.0,-3.5,06/12,-0.3,-0.78,1.51,2.45,2.46,1.21,0.62,3.34,2.62,1.45,,3.99
32,5410,國眾,45.65,1.5,3.4,06/12,0.04,1.88,2.03,2.42,2.18,3.28,3.95,4.07,4.02,5.54,5.94,4.09
33,00714,群益道瓊美國地產,21.84,-0.12,-0.55,06/12,0.0,0.53,1.17,2.39,1.46,5.71,11.5,18.0,18.8,19.2,,17.4
34,00982B,FT投資級債20+,9.94,0.08,0.81,06/12,0.23,0.24,0.24,2.38,2.59,4.14,8.23,9.13,9.21,,,9.1
35,5347,世界,169.5,8.0,4.95,06/12,0.24,0.88,1.24,2.35,3.81,9.4,9.71,18.5,17.7,4.12,-10.7,16.8
36,2351,順德,183.0,3.0,1.67,06/12,-0.08,0.37,1.07,2.35,0.28,0.75,5.36,11.7,6.87,-3.2,4.53,12.1
37,6244,茂迪,31.1,-0.15,-0.48,06/12,0.56,2.17,2.6,2.33,2.45,3.89,7.03,6.25,9.25,6.44,18.0,7.44
38,6683,雍智科技,1445.0,55.0,3.96,06/12,-0.47,1.14,1.82,2.31,1.83,4.05,1.18,4.13,7.76,3.67,,7.13
39,8088,品安,61.4,3.7,6.41,06/12,2.04,1.99,2.03,2.27,1.99,-1.17,-0.7,-2.65,-1.12,0.93,-0.62,4.2
40,3036,文曄,228.5,-4.0,-1.72,06/12,-0.14,0.55,0.88,2.26,4.17,3.58,4.24,3.26,4.26,2.02,-6.34,6.28
41,8039,台虹,149.5,13.5,9.93,06/12,2.86,3.15,3.05,2.23,-4.92,3.21,-4.41,-3.5,-0.41,-0.61,-0.65,-2.67
42,6176,瑞儀,91.3,-0.4,-0.44,06/12,-0.06,0.99,1.77,2.21,6.93,5.8,0.19,6.36,4.65,-6.64,-9.83,2.27
43,6538,倉和,95.3,0.6,0.63,06/12,-0.27,1.32,1.72,2.21,2.18,3.08,2.98,2.84,4.1,1.36,,3.54
44,3081,聯亞,2195.0,30.0,1.39,06/12,-0.03,2.89,2.45,2.19,1.67,0.64,0.39,-1.15,-3.56,2.83,-8.23,-0.72
45,3702,大聯大,105.0,-3.5,-3.23,06/12,0.19,0.66,1.02,2.13,4.26,4.07,14.8,10.6,11.7,13.7,10.2,16.6
46,2609,陽明,52.4,1.3,2.54,06/12,0.26,0.93,1.23,2.12,5.78,7.01,3.87,9.2,5.76,8.45,13.5,6.32
47,5285,界霖,89.7,2.9,3.34,06/12,0.44,0.83,1.34,2.11,2.59,1.75,4.23,5.36,5.82,4.72,5.8,5.24
48,6174,安碁,50.3,-1.4,-2.71,06/12,-2.58,1.17,1.23,2.1,2.45,2.03,2.0,2.08,1.97,0.62,2.3,2.01
49,2404,漢唐,1310.0,115.0,9.62,06/12,0.92,1.37,1.49,2.1,4.67,11.0,4.45,5.32,6.56,7.92,12.8,4.67
50,4908,前鼎,199.0,6.5,3.38,06/12,-0.21,1.07,1.83,2.1,1.5,-0.53,3.02,4.32,2.16,1.13,3.55,3.92
51,6757,台灣虎航,56.6,1.0,1.8,06/12,0.07,0.82,1.43,2.09,4.23,4.79,4.53,4.54,2.89,,,3.72
52,6409,旭隼,930.0,84.0,9.93,06/12,0.31,0.34,0.28,2.09,2.51,0.54,-2.35,-6.54,-15.8,-14.8,4.02,-5.04
53,4953,緯軟,135.5,1.0,0.74,06/12,0.22,0.48,0.8,2.06,3.04,3.29,1.7,2.26,8.19,-0.25,8.29,2.22
54,2451,創見,305.5,13.5,4.62,06/12,0.14,0.56,0.93,2.05,2.64,3.11,2.83,3.81,3.96,3.32,-15.4,3.15
55,6147,頎邦,224.0,1.5,0.67,06/12,-0.31,1.12,1.41,2.05,2.15,-0.79,-3.01,-2.04,0.45,-6.01,-22.4,-2.62
56,00908,富邦入息REITs+,15.01,0.01,0.07,06/12,0.0,0.07,0.48,2.04,2.1,4.29,10.5,14.3,15.7,35.2,,14.5
57,00981B,第一金優選非投債,9.2,0.03,0.33,06/12,0.27,0.4,0.61,2.03,2.79,3.81,2.69,2.88,7.32,,,3.33
