排名,代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,當日 買賣超 佔 發行 張數,2日 買賣超 佔 發行 張數,3日 買賣超 佔 發行 張數,5日 買賣超 佔 發行 張數,10日 買賣超 佔 發行 張數,1個月 買賣超 佔 發行 張數,3個月 買賣超 佔 發行 張數,半年 買賣超 佔 發行 張數,1年 買賣超 佔 發行 張數,3年 買賣超 佔 發行 張數,10年 買賣超 佔 發行 張數,今年 買賣超 佔 發行 張數
1,6890,來億-KY,256.0,-28.0,-9.86,06/12,0.0,0.58,1.3,2.58,5.28,5.28,5.28,5.25,5.8,,,4.93
2,8454,富邦媒,356.5,-39.5,-9.97,06/12,0.0,0.55,1.65,2.42,4.51,4.49,4.53,4.81,4.5,4.49,4.55,4.81
3,9941,裕融,84.3,-3.4,-3.88,06/12,0.0,0.54,1.16,2.41,5.1,5.05,3.05,5.86,5.19,5.46,5.45,4.86
4,1210,大成,55.3,-0.4,-0.72,06/12,0.19,0.67,1.23,2.35,4.74,4.69,3.25,2.79,1.95,6.04,5.71,2.72
5,2855,統一證,50.5,-0.4,-0.79,06/12,0.0,0.48,1.03,2.13,4.46,4.48,4.78,4.64,4.17,4.97,4.87,4.64
6,2597,潤弘,190.5,-13.5,-6.62,06/12,0.0,0.48,1.03,2.13,4.51,4.51,4.47,4.46,1.91,4.31,4.56,4.46
7,1319,東陽,99.5,-2.5,-2.45,06/12,-0.01,0.44,1.02,2.08,4.34,4.09,3.42,2.05,-0.22,11.3,8.69,2.47
8,3090,日電貿,256.0,23.0,9.87,06/12,0.96,1.93,2.05,2.05,1.63,4.75,4.47,2.18,6.83,7.99,7.93,1.83
9,2379,瑞昱,618.0,-37.0,-5.65,06/12,0.0,0.47,0.97,1.99,4.77,5.07,1.97,1.36,-0.21,5.34,11.7,0.77
10,2883,凱基金,27.45,-0.3,-1.08,06/12,-0.02,0.42,0.92,1.94,4.22,3.99,3.64,3.94,6.8,4.73,8.14,3.73
11,5871,中租-KY,121.5,-1.5,-1.22,06/12,0.0,0.45,0.94,1.91,4.34,4.99,3.89,-2.22,-3.11,6.49,6.99,2.04
12,2382,廣達,372.0,2.0,0.54,06/12,0.2,0.67,1.2,1.91,5.31,7.41,7.27,7.29,6.2,4.78,8.82,7.2
13,4938,和碩,93.1,-2.3,-2.41,06/12,-0.01,0.42,0.9,1.9,4.12,4.31,4.27,0.2,-2.51,4.35,4.04,2.19
14,3293,鈊象,755.0,-7.0,-0.92,06/12,0.0,0.44,0.91,1.89,4.49,5.45,5.02,4.14,8.44,6.86,3.38,4.15
15,2347,聯強,89.1,-1.7,-1.87,06/12,-0.07,0.36,0.84,1.87,4.0,3.8,3.93,-1.25,-1.66,-1.32,5.22,2.34
16,1402,遠東新,27.0,-0.4,-1.46,06/12,0.0,0.41,0.88,1.82,1.97,-0.43,-0.49,-1.66,-2.2,-4.12,1.99,-1.56
17,9910,豐泰,91.9,-5.1,-5.26,06/12,0.0,0.6,1.14,1.76,3.41,3.43,4.08,4.37,4.09,4.15,4.14,3.98
18,006201,元大富櫃50,47.1,1.79,3.95,06/12,0.49,0.61,0.73,1.71,1.7,1.97,1.99,-0.54,-5.66,-7.58,-77.9,-0.26
19,2542,興富發,44.95,-0.4,-0.88,06/12,0.01,0.45,0.86,1.69,3.56,3.74,3.02,2.15,3.36,0.2,-0.32,2.57
20,2105,正新,34.25,-0.75,-2.14,06/12,0.0,0.38,0.82,1.68,3.61,3.48,3.71,-1.68,-4.3,5.24,4.46,-1.37
21,8021,尖點,522.0,-48.0,-8.42,06/12,0.86,1.37,1.53,1.65,1.72,0.87,-1.66,-2.05,-1.75,-1.75,-1.77,1.49
22,8996,高力,1145.0,5.0,0.44,06/12,-0.02,0.19,0.69,1.64,1.76,2.68,3.8,5.27,4.28,3.84,3.81,4.62
23,8210,勤誠,1475.0,35.0,2.43,06/12,0.41,0.62,0.94,1.17,1.09,2.04,3.21,7.34,6.26,8.83,5.25,4.57
24,3131,弘塑,3230.0,195.0,6.43,06/12,0.36,0.45,0.87,1.14,0.86,1.43,1.65,-1.44,-6.52,-4.06,-4.06,-2.16
25,8150,南茂,97.0,-0.1,-0.1,06/12,0.06,0.38,1.05,1.13,1.16,1.26,2.86,2.79,2.86,1.86,2.86,2.94
26,2327,國巨*,855.0,19.0,2.27,06/12,0.24,0.54,0.94,1.08,1.12,2.76,3.84,5.63,5.69,5.97,5.9,5.24
27,6187,萬潤,1085.0,55.0,5.34,06/12,0.0,0.13,0.17,0.88,0.91,0.74,8.13,8.1,6.53,9.33,2.46,8.71
28,6805,富世達,1825.0,75.0,4.29,06/12,1.08,1.17,1.13,0.88,4.01,2.08,-6.25,-6.64,-4.77,,,-8.08
29,6223,旺矽,6485.0,395.0,6.49,06/12,0.45,0.56,0.68,0.83,0.56,0.82,2.08,0.19,5.96,15.6,14.6,0.56
30,3665,貿聯-KY,2310.0,150.0,6.94,06/12,0.11,0.52,0.52,0.77,0.93,-3.3,-3.06,-5.79,-7.21,7.91,8.26,-7.95
31,2881,富邦金,122.0,-3.5,-2.79,06/12,0.02,0.16,0.3,0.77,0.42,-0.93,-1.22,-2.33,1.08,5.05,5.83,-1.77
32,7828,創新服務,1920.0,130.0,7.26,06/12,0.0,0.31,0.66,0.66,0.88,1.62,,,,,,
33,3450,聯鈞,461.0,8.5,1.88,06/12,0.0,0.02,0.51,0.63,1.55,1.59,3.25,3.74,-0.92,5.18,4.43,4.26
34,3653,健策,3690.0,70.0,1.93,06/12,-0.06,-0.03,0.14,0.62,1.27,1.01,0.83,0.89,-3.4,-10.6,7.58,-0.23
35,2368,金像電,1320.0,-25.0,-1.86,06/12,-0.01,0.04,0.11,0.6,0.18,0.06,2.46,0.37,1.18,3.62,14.0,-0.12
36,6274,台燿,1430.0,-45.0,-3.05,06/12,0.15,-0.03,0.13,0.59,1.46,2.5,5.01,-1.31,5.28,11.2,6.34,-5.8
37,3406,玉晶光,662.0,-31.0,-4.47,06/12,0.0,0.46,0.54,0.58,0.94,0.8,-0.8,-0.01,0.34,2.49,4.87,-2.63
38,6515,穎崴,9590.0,870.0,9.98,06/12,0.27,0.44,0.46,0.54,0.04,-0.81,-1.31,3.43,8.65,-0.41,,1.81
39,6831,邁科,727.0,8.0,1.11,06/12,0.02,0.17,0.17,0.51,1.25,2.5,3.38,3.94,,,,1.94
40,3042,晶技,224.5,-10.5,-4.47,06/12,0.23,0.34,0.41,0.5,0.51,3.09,1.81,-0.89,-7.45,1.69,2.29,0.02
41,4958,臻鼎-KY,552.0,23.0,4.35,06/12,0.48,0.62,0.53,0.49,-0.39,0.3,2.2,-2.15,0.84,0.13,3.2,1.81
42,3167,大量,806.0,-41.0,-4.84,06/12,0.5,0.35,0.61,0.49,0.26,0.74,1.24,-0.53,8.67,9.39,9.35,-0.37
43,6271,同欣電,238.5,21.5,9.91,06/12,0.51,0.46,0.46,0.46,0.28,0.8,0.78,1.23,1.45,-2.71,-3.32,1.27
44,3443,創意,4380.0,275.0,6.7,06/12,0.23,0.36,0.37,0.44,0.33,-0.51,2.62,2.6,3.54,-1.26,8.23,3.0
45,6173,信昌電,276.5,25.0,9.94,06/12,0.0,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,-3.51,0.42
46,5425,台半,101.0,9.1,9.9,06/12,0.45,0.45,0.45,0.39,0.15,0.55,-0.28,0.52,0.46,-7.68,-1.33,0.53
47,3008,大立光,4020.0,-145.0,-3.48,06/12,0.13,0.21,0.32,0.39,0.45,0.98,0.01,2.09,2.03,1.45,1.49,0.66
48,2351,順德,183.0,3.0,1.67,06/12,0.0,0.16,0.29,0.37,0.6,1.46,1.61,1.61,1.6,-1.25,0.88,1.61
49,4915,致伸,76.5,1.3,1.73,06/12,0.35,0.35,0.35,0.34,0.11,-0.23,-1.72,-1.53,-5.74,13.0,13.5,-1.27
50,6196,帆宣,548.0,44.0,8.73,06/12,0.28,0.29,0.31,0.33,0.4,1.31,1.27,-2.43,-5.36,1.65,1.61,1.39
51,5289,宜鼎,1805.0,95.0,5.56,06/12,0.0,0.0,0.32,0.33,0.37,0.29,2.86,4.68,1.22,-0.68,2.74,4.68
52,1560,中砂,652.0,24.0,3.82,06/12,0.18,0.41,0.35,0.32,0.3,-0.15,-3.11,-2.36,-3.89,1.41,2.83,-3.55
53,5243,乙盛-KY,111.0,1.5,1.37,06/12,0.3,0.3,0.3,0.3,1.15,1.42,1.24,1.11,1.45,0.46,1.75,1.29
54,3357,臺慶科,293.0,6.0,2.09,06/12,0.01,0.09,0.27,0.29,0.3,0.3,0.22,-0.34,-0.93,0.3,,-0.16
55,3363,上詮,737.0,9.0,1.24,06/12,0.02,0.02,0.02,0.29,0.3,0.31,0.49,0.78,0.96,1.98,2.22,0.7
56,4908,前鼎,199.0,6.5,3.38,06/12,0.0,0.0,0.0,0.26,0.26,0.26,0.58,0.58,0.58,0.58,0.58,0.58
57,2059,川湖,6910.0,510.0,7.97,06/12,-0.05,-0.01,0.0,0.22,0.43,0.38,2.57,-0.28,-1.24,4.79,6.28,-0.63
58,2006,東和鋼鐵,68.5,1.4,2.09,06/12,0.22,0.23,0.22,0.22,0.14,-0.03,-0.76,-1.62,-4.39,-0.59,2.89,-1.53
59,00981A,主動統一台股增長,30.6,0.89,3.0,06/12,0.1,0.1,0.1,0.21,0.12,0.24,0.25,0.29,0.29,,,0.25
60,6285,啟碁,270.0,-2.5,-0.92,06/12,-0.02,0.09,0.14,0.21,0.31,-0.99,0.88,1.34,-4.09,7.9,4.41,1.35
61,2887,台新新光金,30.2,1.45,5.04,06/12,0.04,0.07,0.14,0.2,1.57,2.1,0.41,5.67,8.96,11.0,11.2,1.5
62,9917,中保科,122.0,2.0,1.67,06/12,0.2,0.2,0.2,0.2,0.16,0.19,-0.08,-0.24,-1.02,0.25,0.14,-0.04
63,3218,大學光,135.0,4.0,3.05,06/12,0.21,0.21,0.21,0.2,0.17,0.12,0.58,0.58,0.63,-2.12,0.54,0.58
64,3105,穩懋,505.0,23.5,4.88,06/12,0.02,0.08,0.26,0.18,-0.24,0.27,4.93,6.51,5.92,5.43,-4.9,6.13
65,4722,國精化,226.5,20.5,9.95,06/12,0.0,0.0,0.07,0.18,0.18,0.18,-0.88,-0.04,-0.27,0.25,-5.02,-0.84
66,00850,元大臺灣ESG永續,87.8,1.9,2.21,06/12,0.0,0.16,0.16,0.17,0.27,0.75,0.6,0.49,0.07,1.06,,0.5
67,8046,南電,819.0,12.0,1.49,06/12,-0.05,-0.08,-0.02,0.17,-0.18,-1.52,2.84,0.49,0.9,0.14,0.89,3.77
68,2206,三陽工業,63.0,1.8,2.94,06/12,0.16,0.16,0.16,0.16,0.12,0.1,-0.37,-1.14,-2.67,1.99,2.14,-0.94
69,6139,亞翔,805.0,73.0,9.97,06/12,0.02,0.01,0.08,0.16,0.04,1.79,0.28,-0.19,1.07,4.18,4.23,1.25
70,3264,欣銓,227.5,12.5,5.81,06/12,0.11,0.15,0.15,0.15,-3.55,-5.08,-2.72,3.48,-0.33,13.6,14.6,2.66
71,2454,聯發科,4180.0,95.0,2.33,06/12,0.01,0.03,0.05,0.14,-0.02,-0.3,0.2,0.76,-0.27,1.24,3.53,0.51
72,3675,德微,311.0,11.0,3.67,06/12,0.01,0.13,0.13,0.13,0.13,0.9,0.67,1.4,0.94,-12.8,-1.09,1.4
73,2912,統一超,230.0,1.0,0.44,06/12,0.04,0.08,0.13,0.13,3.06,5.06,3.49,2.28,3.36,6.82,6.68,2.47
74,2408,南亞科,374.0,34.0,10.0,06/12,0.03,0.04,0.06,0.12,0.38,-0.27,-0.73,0.2,0.74,-0.96,2.53,-0.83
75,4764,雙鍵,263.0,5.5,2.14,06/12,0.0,0.0,0.0,0.12,0.9,2.23,2.11,2.23,2.23,2.23,,2.23
76,3376,新日興,200.5,-3.0,-1.47,06/12,0.0,0.01,-0.44,0.12,0.12,-0.77,-0.11,1.52,-3.54,0.52,-6.06,1.59
77,2376,技嘉,342.0,2.0,0.59,06/12,0.0,-0.02,-0.02,0.12,1.42,2.48,2.12,2.83,1.25,-4.71,-0.26,2.06
78,3026,禾伸堂,764.0,69.0,9.93,06/12,0.01,0.03,0.12,0.12,0.26,1.51,7.76,7.53,7.93,8.14,7.28,7.54
79,8016,矽創,289.5,3.0,1.05,06/12,0.01,0.07,0.07,0.11,0.31,1.99,0.88,-0.71,0.0,1.69,0.03,-0.86
80,3265,台星科,179.0,9.5,5.6,06/12,0.0,0.02,0.04,0.11,0.22,0.17,-0.9,0.25,0.23,0.49,0.11,0.14
81,5904,寶雅,647.0,22.0,3.52,06/12,0.03,0.06,0.06,0.11,0.07,0.4,0.49,0.79,-2.9,0.17,-0.02,0.77
82,009803,玉山市值動能50,21.59,0.58,2.76,06/12,0.0,0.1,0.1,0.1,0.48,1.21,1.66,1.66,1.66,,,1.66
83,3413,京鼎,307.5,15.0,5.13,06/12,0.01,0.03,0.07,0.1,-1.17,-1.24,-1.99,-2.07,-5.11,-0.42,0.26,-1.93
84,2903,遠百,23.85,0.6,2.58,06/12,0.1,0.1,0.1,0.1,0.02,0.0,-0.39,1.1,1.16,-0.48,1.44,-1.09
85,5371,中光電,68.0,0.3,0.44,06/12,0.0,0.0,0.0,0.1,0.35,-0.69,-0.15,1.11,2.35,1.51,2.49,0.77
86,0050,元大台灣50,101.95,2.1,2.1,06/12,0.02,0.04,0.04,0.1,0.15,0.24,0.4,0.89,0.94,1.27,1.63,0.85
87,5536,聖暉*,1180.0,105.0,9.77,06/12,0.0,0.01,0.03,0.09,0.27,2.55,1.4,1.09,7.16,10.1,10.1,-0.34
88,3023,信邦,314.0,6.0,1.95,06/12,0.0,0.01,0.04,0.09,0.0,0.18,-1.57,-3.03,6.01,4.84,2.42,-2.81
89,8155,博智,351.5,4.0,1.15,06/12,0.0,0.0,0.09,0.09,-0.16,-0.13,3.09,3.68,3.66,-1.37,3.66,3.55
90,1519,華城,791.0,18.0,2.33,06/12,0.0,0.0,0.01,0.09,0.06,-0.23,-0.82,-0.96,-0.35,-5.22,-0.32,-1.21
91,2493,揚博,207.0,18.5,9.81,06/12,0.0,0.08,0.08,0.09,0.46,0.46,0.36,0.62,0.59,0.63,0.63,0.62
92,4919,新唐,175.5,3.0,1.74,06/12,0.0,0.05,0.05,0.08,0.08,1.53,1.58,1.58,1.49,-2.08,-0.77,1.58
93,6670,復盛應用,285.0,3.0,1.06,06/12,0.05,0.09,0.09,0.08,0.14,0.06,0.01,-4.0,-3.6,7.27,,-0.57
94,9958,世紀鋼,112.5,1.0,0.9,06/12,0.0,0.0,0.0,0.08,0.08,0.23,0.23,0.23,1.11,0.27,0.23,0.2
95,6446,藥華藥,949.0,15.0,1.61,06/12,0.0,0.0,0.0,0.08,0.13,-0.09,-0.5,-0.4,-1.87,-0.55,,-0.13
96,00935,野村臺灣新科技50,58.85,1.95,3.43,06/12,0.03,-0.1,-0.03,0.08,0.34,0.56,-2.68,2.89,2.89,,,2.89
97,3015,全漢,60.7,2.2,3.76,06/12,0.01,0.03,0.05,0.08,0.17,0.5,-0.14,-0.16,0.02,1.07,1.06,-0.29
98,6509,聚和,46.25,-0.15,-0.32,06/12,0.01,0.03,0.05,0.07,0.18,0.19,0.14,0.15,0.32,0.56,0.6,0.13
99,5534,長虹,83.4,1.4,1.71,06/12,0.0,0.0,0.07,0.07,0.16,0.27,0.92,0.9,0.4,0.89,-0.21,0.9
100,8215,明基材,28.65,0.1,0.35,06/12,0.01,0.03,0.05,0.07,0.17,0.19,0.15,0.15,0.14,0.14,0.15,0.19
101,2606,裕民,68.3,0.6,0.89,06/12,0.01,0.04,0.05,0.07,0.03,-1.76,-2.97,-3.77,-7.52,1.21,5.01,-6.54
102,1303,南亞,106.5,9.6,9.91,06/12,0.01,0.03,0.04,0.07,0.2,0.24,-0.11,0.0,-2.12,-2.76,-0.53,0.12
103,6138,茂達,313.0,21.0,7.19,06/12,0.26,0.04,-0.04,0.07,0.22,1.19,0.76,0.93,-1.14,-7.17,1.89,0.88
104,2480,敦陽科,156.0,-0.5,-0.32,06/12,0.05,0.07,0.07,0.06,-0.05,-0.1,0.21,0.13,0.03,0.21,0.36,0.15
105,8109,博大,119.5,1.0,0.84,06/12,0.01,0.03,0.04,0.06,0.14,0.48,0.48,0.48,0.48,0.52,0.41,0.48
106,2383,台光電,4830.0,-265.0,-5.2,06/12,-0.05,-0.05,-0.02,0.06,-0.16,-0.17,0.66,1.2,-3.64,-2.15,2.27,0.75
107,3708,上緯投控,117.0,-1.5,-1.27,06/12,0.01,0.02,0.04,0.05,0.13,0.22,0.33,0.74,0.91,-0.81,,0.72
108,2072,世紀風電,181.0,-1.0,-0.55,06/12,0.0,0.0,0.05,0.05,0.19,0.22,,,,,,
109,6788,華景電,421.0,16.5,4.08,06/12,0.0,0.0,0.0,0.05,0.05,0.13,0.66,0.8,0.8,-0.04,,0.2
110,1736,喬山,116.0,3.0,2.65,06/12,0.0,0.0,0.02,0.05,0.13,0.13,0.03,-0.1,0.27,2.25,2.25,0.04
111,2207,和泰車,461.0,-8.5,-1.81,06/12,0.05,0.05,0.05,0.05,0.02,-0.07,-0.07,0.26,0.01,0.27,0.52,-0.15
112,4576,大銀微系統,202.0,5.5,2.8,06/12,0.0,0.0,0.01,0.04,0.04,0.0,1.01,0.94,0.46,0.97,,0.94
113,5309,系統電,69.7,3.1,4.65,06/12,0.01,0.02,0.03,0.04,0.1,0.16,-0.12,-0.01,0.14,-3.57,0.34,-0.35
114,2015,豐興,63.3,1.1,1.77,06/12,0.04,0.04,0.04,0.04,0.03,0.02,-0.19,-0.3,1.53,0.78,1.52,-0.36
115,5285,界霖,89.7,2.9,3.34,06/12,0.0,0.02,0.03,0.04,0.12,0.12,0.12,0.12,0.12,-0.95,0.16,0.12
116,2492,華新科,409.0,-8.5,-2.04,06/12,0.02,0.02,0.03,0.04,0.49,0.88,1.73,1.92,1.89,2.14,-7.69,1.91
117,4961,天鈺,166.0,3.0,1.84,06/12,0.0,0.01,0.01,0.03,0.57,0.62,0.47,-2.67,-7.96,0.91,,-0.33
118,1723,中碳,87.0,1.1,1.28,06/12,0.0,0.01,0.02,0.03,0.08,0.25,0.25,0.25,0.1,0.19,-0.34,0.25
119,3577,泓格,123.5,3.5,2.92,06/12,0.0,0.02,0.02,0.03,0.05,0.79,0.79,0.79,0.79,0.79,0.79,0.79
120,2352,佳世達,31.0,0.95,3.16,06/12,0.0,0.01,0.02,0.03,0.08,0.29,0.18,0.06,-0.08,-0.66,-0.98,0.18
121,3583,辛耘,803.0,12.0,1.52,06/12,-0.01,0.02,0.42,0.03,-0.01,1.58,5.41,5.41,5.4,3.27,-0.17,5.41
122,9933,中鼎,40.95,-0.3,-0.73,06/12,0.0,0.01,0.02,0.03,0.07,0.12,0.11,0.11,0.11,0.11,0.07,0.06
123,4766,南寶,369.5,5.0,1.37,06/12,0.0,0.0,0.01,0.03,0.09,0.01,-1.02,-1.87,-5.62,3.52,,-1.35
124,2211,長榮鋼,94.4,1.2,1.29,06/12,0.03,0.03,0.03,0.03,-0.27,-0.39,-0.18,4.03,0.31,4.98,,-0.28
125,3045,台灣大,119.5,0.5,0.42,06/12,0.0,0.0,0.01,0.02,0.38,1.31,1.11,4.42,0.92,8.45,11.0,0.54
126,6282,康舒,58.1,0.9,1.57,06/12,0.0,0.01,0.02,0.02,0.06,0.01,-0.33,0.02,0.04,-0.8,0.08,0.02
127,2880,華南金,36.0,0.35,0.98,06/12,-0.07,-0.03,0.0,0.02,1.47,2.24,1.67,3.22,2.53,6.72,7.03,1.94
128,00881,國泰台灣科技龍頭,53.0,1.15,2.22,06/12,0.0,0.0,0.0,0.02,0.02,0.0,-0.05,-0.36,-0.08,-0.27,,-0.37
129,3034,聯詠,488.5,0.5,0.1,06/12,0.03,0.04,0.03,0.02,0.71,1.17,-1.29,-5.07,-8.64,9.38,13.8,-3.42
130,2049,上銀,323.5,5.0,1.57,06/12,0.0,0.0,-0.01,0.02,-0.03,0.57,0.52,0.75,-0.31,-1.49,0.84,0.75
131,6203,海韻電,66.9,-0.2,-0.3,06/12,0.0,0.01,0.01,0.02,0.04,0.38,0.38,0.35,0.2,0.75,0.81,0.35
132,8926,台汽電,74.2,-1.3,-1.72,06/12,0.0,0.01,0.02,0.02,0.07,0.22,0.22,0.22,0.22,0.21,0.2,0.22
133,2371,大同,28.4,0.5,1.79,06/12,0.0,0.01,0.01,0.02,0.05,-0.03,-0.04,-3.85,-2.95,0.22,0.3,-0.53
134,3005,神基,105.5,1.0,0.96,06/12,0.0,0.03,0.03,0.02,-0.28,-2.05,-3.65,-5.98,-7.35,3.94,-0.11,-5.55
135,1504,東元,71.0,2.6,3.8,06/12,0.0,0.0,0.01,0.02,-0.24,-0.26,-0.51,-5.06,-9.83,-2.77,-1.39,-0.96
136,2884,玉山金,34.35,0.5,1.48,06/12,0.0,0.01,0.01,0.02,0.13,-0.34,-1.42,2.19,2.53,3.97,4.22,-1.12
137,4549,桓達,108.5,1.0,0.93,06/12,0.0,0.0,0.0,0.02,0.03,0.76,0.76,0.62,0.26,0.41,0.59,0.76
138,6197,佳必琪,327.5,10.0,3.15,06/12,0.02,0.02,0.02,0.02,0.07,0.07,-0.02,-3.64,0.06,-0.2,0.22,-1.02
139,3558,神準,140.5,3.5,2.55,06/12,0.0,0.0,0.0,0.02,0.03,0.31,0.3,0.28,-3.5,0.44,-3.78,0.28
140,3483,力致,91.1,0.1,0.11,06/12,0.0,0.01,0.01,0.02,0.02,0.15,0.14,0.25,-0.06,-1.42,0.15,0.1
141,6202,盛群,59.4,5.4,10.0,06/12,0.0,0.01,0.01,0.02,0.03,0.42,0.41,0.46,0.42,-0.65,0.27,0.46
142,3169,亞信,107.0,2.5,2.39,06/12,0.0,0.0,0.0,0.02,0.03,0.14,0.14,0.09,0.0,0.66,0.68,0.09
143,2330,台積電,2310.0,60.0,2.67,06/12,0.0,0.0,0.0,0.01,0.03,0.13,0.23,0.38,0.41,0.65,0.95,0.37
