代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,外資 連續 買賣 日數,外資 連續 買賣 張數,外資 連續 買賣 佔 成交 (%),外資 連續 買賣 佔發 行量 (%),投信 連續 買賣 日數,投信 連續 買賣 張數,投信 連續 買賣 佔 成交 (%),投信 連續 買賣 佔發 行量 (%),自營 商 連續 買賣 日數,自營 商 連續 買賣 張數,自營 商 連續 買賣 佔 成交 (%),自營 商 連續 買賣 佔發 行量 (%),三大 法人 連續 買賣 日數,三大 法人 連續 買賣 張數,三大 法人 連續 買賣 佔 成交 (%),三大 法人 連續 買賣 佔發 行量 (%)
5871,中租-KY,116.5,-2.0,-1.69,06/16,-20,-69841,-22.7,-4.08,20,88872,28.9,5.19,3,117,0.33,0.01,-3,-8779,-24.8,-0.51
2382,廣達,362.5,-7.5,-2.03,06/16,-12,-154549,-20.4,-4.0,19,292745,26.6,7.58,4,1453,1.26,0.04,1,675,3.35,0.02
2887,台新新光金,32.3,0.7,2.22,06/16,3,112879,28.8,0.45,19,672026,22.2,2.7,-1,-1011,-0.93,0.0,4,167930,36.8,0.68
2377,微星,136.5,-3.5,-2.5,06/16,-1,-3066,-17.3,-0.36,14,1951,0.39,0.23,-1,-339,-1.91,-0.04,-1,-2859,-16.1,-0.34
6196,帆宣,541.0,-32.0,-5.58,06/16,-2,-1387,-17.9,-0.63,12,1039,3.36,0.47,-1,-100,-2.71,-0.05,-2,-1313,-16.9,-0.6
1210,大成,55.6,-0.2,-0.36,06/16,-12,-34671,-37.0,-3.87,11,45661,50.3,5.1,-1,-5,-0.14,0.0,-1,-175,-4.87,-0.02
2542,興富發,45.05,-0.4,-0.88,06/16,-1,-156,-1.49,-0.01,11,79268,28.7,3.65,-2,-297,-1.3,-0.01,6,26111,15.1,1.2
0050,元大台灣50,105.9,0.65,0.62,06/16,3,29318,11.8,0.14,10,38257,1.77,0.19,3,16496,6.66,0.08,3,60044,24.2,0.3
5309,系統電,66.9,-2.2,-3.18,06/16,-1,-309,-4.7,-0.13,10,267,0.15,0.12,-1,-212,-3.23,-0.09,-1,-488,-7.42,-0.21
6509,聚和,47.5,0.65,1.39,06/16,2,686,16.9,0.35,10,400,1.05,0.2,1,1,0.07,0.0,2,749,18.5,0.38
8109,博大,117.0,-2.0,-1.68,06/16,-1,-67,-66.6,-0.08,10,136,4.97,0.17,-4,-7,-0.89,-0.01,-1,-51,-50.7,-0.06
2327,國巨*,950.0,10.0,1.06,06/16,-1,-3388,-4.26,-0.16,9,27384,4.84,1.32,-1,-93,-0.12,0.0,-1,-334,-0.42,-0.02
8996,高力,1380.0,125.0,9.96,06/16,2,380,7.69,0.41,9,2265,6.15,2.43,2,146,2.95,0.16,2,722,14.6,0.77
2881,富邦金,132.0,4.5,3.53,06/16,2,11891,18.0,0.08,8,115972,23.5,0.83,2,681,1.03,0.0,2,19216,29.0,0.14
5536,聖暉*,1175.0,-80.0,-6.37,06/16,4,959,22.1,0.77,8,154,1.33,0.12,2,24,1.08,0.02,9,3140,22.8,2.53
2408,南亞科,425.0,29.5,7.46,06/16,1,46937,27.5,1.51,7,10792,1.34,0.35,1,95,0.06,0.0,1,52840,31.0,1.71
2454,聯發科,4560.0,90.0,2.01,06/16,2,2505,10.7,0.16,7,2848,2.85,0.18,-1,-31,-0.28,0.0,3,3484,10.9,0.22
3357,臺慶科,301.0,-21.0,-6.52,06/16,2,1284,5.04,1.12,7,364,0.29,0.32,1,218,1.54,0.19,2,1507,5.91,1.31
