代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,外資 連續 買賣 日數,外資 連續 買賣 張數,外資 連續 買賣 佔 成交 (%),外資 連續 買賣 佔發 行量 (%),投信 連續 買賣 日數,投信 連續 買賣 張數,投信 連續 買賣 佔 成交 (%),投信 連續 買賣 佔發 行量 (%),自營 商 連續 買賣 日數,自營 商 連續 買賣 張數,自營 商 連續 買賣 佔 成交 (%),自營 商 連續 買賣 佔發 行量 (%),三大 法人 連續 買賣 日數,三大 法人 連續 買賣 張數,三大 法人 連續 買賣 佔 成交 (%),三大 法人 連續 買賣 佔發 行量 (%)
0050,元大台灣50,105.5,0.1,0.09,06/01,-1,-22685,-16.7,-0.12,11,19713,1.63,0.1,-1,-36310,-26.7,-0.19,-1,-56871,-41.9,-0.3
3706,神達,93.5,4.7,5.29,06/01,2,31668,25.7,2.39,11,15879,5.52,1.2,4,725,0.45,0.05,2,32389,26.2,2.44
1216,統一,73.7,1.9,2.65,06/01,1,1039,5.67,0.02,10,44602,23.4,0.78,-2,-155,-0.27,0.0,3,9286,11.7,0.16
2618,長榮航,37.7,1.65,4.58,06/01,-7,-146133,-27.3,-2.71,10,166814,26.5,3.09,7,3210,0.6,0.06,3,43363,15.0,0.8
2912,統一超,227.5,13.5,6.31,06/01,-9,-41207,-40.1,-3.96,10,28753,27.2,2.77,-1,-1,-0.01,0.0,2,5762,16.4,0.55
3045,台灣大,114.0,2.5,2.24,06/01,1,1011,6.55,0.03,10,37953,20.9,1.02,-2,-155,-0.42,0.0,1,4304,27.9,0.12
3293,鈊象,769.0,15.0,1.99,06/01,1,563,24.8,0.2,9,2882,14.0,1.02,1,35,1.53,0.01,1,1069,47.1,0.38
4904,遠傳,97.1,2.5,2.64,06/01,-8,-31013,-36.6,-0.86,9,18121,19.7,0.5,12,3274,3.11,0.09,1,2371,23.7,0.07
5269,祥碩,1520.0,55.0,3.75,06/01,1,87,6.13,0.12,9,853,4.96,1.15,2,60,2.43,0.08,1,285,20.1,0.38
5871,中租-KY,108.5,1.0,0.93,06/01,-9,-19229,-19.6,-1.12,9,13963,14.2,0.82,4,129,0.26,0.01,1,1886,18.0,0.11
2382,廣達,372.5,33.5,9.88,06/01,-1,-2613,-3.41,-0.07,8,92527,22.1,2.4,6,2325,0.68,0.06,2,23301,14.2,0.6
2603,長榮,224.0,11.0,5.16,06/01,1,2159,6.14,0.1,8,62555,26.4,2.89,11,5064,1.58,0.23,3,21699,23.2,1.0
2880,華南金,32.85,2.35,7.7,06/01,-9,-228953,-36.0,-1.65,8,178647,29.5,1.28,-9,-3113,-0.49,-0.02,1,20645,22.3,0.15
2886,兆豐金,41.45,1.45,3.62,06/01,1,10597,21.4,0.07,8,80723,22.5,0.54,-1,-273,-0.55,0.0,4,42987,18.1,0.29
2887,台新新光金,24.6,1.25,5.35,06/01,1,35321,19.1,0.14,8,309340,24.6,1.24,-2,-8428,-2.06,-0.03,1,98698,53.4,0.4
5876,上海商銀,39.8,0.05,0.13,06/01,-9,-40767,-33.2,-0.84,8,28361,24.9,0.58,1,230,1.71,0.0,2,1700,4.64,0.03
6770,力積電,87.0,-1.7,-1.92,06/01,-2,-163322,-10.2,-3.85,7,1846,0.05,0.04,-1,-7274,-0.94,-0.17,-1,-165280,-21.4,-3.89
2344,華邦電,168.0,10.0,6.33,06/01,-1,-6768,-2.29,-0.15,6,48348,2.37,1.07,2,1963,0.36,0.04,2,71983,13.2,1.6
2379,瑞昱,609.0,29.0,5.0,06/01,-3,-2532,-14.8,-0.49,6,4129,13.7,0.8,-3,-203,-1.19,-0.04,1,658,11.5,0.13
2412,中華電,140.5,3.5,2.55,06/01,1,5040,18.7,0.06,6,17920,15.3,0.23,9,3216,1.97,0.04,1,11613,43.0,0.15
3034,聯詠,496.5,19.5,4.09,06/01,-5,-3154,-9.76,-0.52,6,4481,12.1,0.74,2,239,1.6,0.04,1,1583,22.8,0.26
5880,合庫金,22.85,0.0,0.0,06/01,-1,-2934,-10.1,-0.02,6,723,0.42,0.0,7,796,0.43,0.01,-1,-2621,-9.0,-0.02
6274,台燿,1705.0,15.0,0.89,06/01,-4,-2613,-7.32,-0.9,6,4057,10.4,1.4,-4,-664,-1.86,-0.23,3,811,3.1,0.28
6446,藥華藥,962.0,32.0,3.44,06/01,10,5473,16.9,1.44,6,304,1.35,0.08,-1,-13,-0.32,0.0,10,5082,15.7,1.34
2356,英業達,77.2,7.0,9.97,06/01,-2,-14284,-3.09,-0.4,5,40568,4.66,1.13,4,5132,0.76,0.14,-1,-2037,-0.85,-0.06
2891,中信金,62.1,1.6,2.64,06/01,-4,-26688,-9.15,-0.14,5,42245,12.3,0.21,-3,-931,-0.41,0.0,2,11418,7.25,0.06
3017,奇鋐,2785.0,120.0,4.5,06/01,2,878,6.14,0.22,5,1310,4.36,0.33,2,108,0.75,0.03,2,1345,9.4,0.34
4764,雙鍵,320.0,14.5,4.75,06/01,-5,-2193,-13.7,-2.56,5,1240,7.76,1.45,-1,0,-0.01,0.0,-2,-372,-5.34,-0.44
6285,啟碁,314.0,-5.0,-1.57,06/01,-1,-3050,-17.9,-0.63,5,1428,1.14,0.3,-1,-248,-1.46,-0.05,-1,-3146,-18.5,-0.65
1303,南亞,107.5,9.4,9.58,06/01,2,73265,27.9,0.92,4,4661,0.98,0.06,2,2797,1.07,0.04,2,79060,30.1,1.0
2317,鴻海,293.5,4.5,1.56,06/01,-1,-6575,-3.3,-0.05,4,9495,1.48,0.07,-1,-377,-0.19,0.0,-1,-5144,-2.58,-0.04
2330,台積電,2355.0,0.0,0.0,06/01,-1,-3312,-8.74,-0.01,4,1274,0.57,0.0,8,2986,0.88,0.01,-1,-1931,-5.1,-0.01
2376,技嘉,387.0,17.0,4.59,06/01,-1,-4462,-11.5,-0.67,4,7322,7.43,1.09,4,1333,1.35,0.2,7,14087,10.1,2.1
2890,永豐金,30.45,0.45,1.5,06/01,2,34273,32.7,0.24,4,652,0.4,0.0,-17,-8410,-1.28,-0.06,2,34096,32.5,0.24
3231,緯創,174.0,15.5,9.78,06/01,4,46920,16.3,1.48,4,4650,1.61,0.15,-1,-268,-0.28,-0.01,4,53881,18.7,1.69
5536,聖暉*,1005.0,12.0,1.21,06/01,-3,-1096,-14.2,-0.88,4,2608,24.9,2.1,1,18,1.51,0.01,5,2220,19.2,1.79
6531,愛普*,1125.0,-65.0,-5.46,06/01,1,125,1.04,0.08,4,3785,8.01,2.32,-1,-25,-0.21,-0.02,4,3030,6.41,1.86
8028,昇陽半導體,356.5,29.5,9.02,06/01,1,2218,14.6,1.24,4,4868,8.22,2.71,1,46,0.3,0.03,1,2764,18.2,1.54
00991A,主動復華未來50,19.95,0.31,1.58,06/01,-4,-74334,-12.6,-2.52,3,2015,0.47,0.07,-4,-172435,-29.2,-5.84,-4,-244754,-41.5,-8.29
1605,華新,39.7,0.95,2.45,06/01,-1,-26095,-22.8,-0.59,3,1338,0.51,0.03,2,4115,1.89,0.09,-1,-24955,-21.8,-0.56
