排名,代號,名稱,成交,漲跌 價,漲跌 幅,成交 張數,更新 日期,當日 增減 (%),2日 增減 (%),3日 增減 (%),5日 增減 (%),10日 增減 (%),1個月 增減 (%),3個月 增減 (%),半年 增減 (%),1年 增減 (%),今年 增減 (%)
1,5426,振發,36.05,3.15,9.57,7296,06/09,-29.7,475.0,5125.0,31250.0,15575.0,20800.0,12440.0,20800.0,15575.0,31250.0
2,6890,來億-KY,274.0,24.5,9.82,2763,06/09,78.1,117.0,348.0,12900.0,12900.0,2900.0,609.0,61.2,926.0,406.0
3,3147,大綜,312.5,28.0,9.84,626,06/09,371.0,-19.2,122.0,7900.0,,7900.0,1500.0,248.0,-19.2,3900.0
4,1714,和桐,13.9,1.25,9.88,14827,06/09,65.4,56.4,14.7,4200.0,,4200.0,856.0,,2767.0,2050.0
5,3036,文曄,250.0,0.0,0.0,16056,06/09,-2.33,,,4100.0,-83.6,-47.5,,-14.3,-84.2,223.0
6,6585,鼎基,127.0,4.0,3.25,3412,06/09,52.0,3700.0,3700.0,3700.0,3700.0,3700.0,,1167.0,533.0,1800.0
7,1455,集盛,9.96,-0.04,-0.4,6372,06/09,-46.7,,,2300.0,,500.0,1100.0,,20.0,
8,4958,臻鼎-KY,545.0,33.0,6.45,11130,06/09,-22.5,,,2225.0,-87.0,-87.2,-48.0,-74.1,,-70.2
9,00982A,主動群益台灣強棒,23.48,0.89,3.94,31775,06/09,517.0,958.0,1151.0,2016.0,1116.0,2537.0,3547.0,530.0,57033.0,362.0
10,9103,美德醫療-DR,6.0,-0.06,-0.99,5158,06/09,-0.57,256.0,230.0,1941.0,3553.0,13780.0,198.0,3055.0,493.0,6840.0
11,3376,新日興,235.0,-1.5,-0.63,34181,06/09,-2.87,8.72,265.0,1480.0,690.0,1875.0,200.0,-21.0,-71.4,13.9
12,3520,華盈,19.15,0.4,2.13,7622,06/09,7.89,583.0,,1267.0,1267.0,720.0,,,4000.0,1950.0
13,1905,華紙,12.8,0.1,0.79,8536,06/09,-60.6,-93.5,-91.5,1200.0,2500.0,4.0,550.0,23.8,-33.3,62.5
14,2838,聯邦銀,21.8,1.05,5.06,3948,06/09,300.0,300.0,300.0,1100.0,200.0,1100.0,200.0,0.0,1100.0,-7.69
15,7788,松川精密,235.0,-11.0,-4.47,6201,06/09,-50.0,100.0,1100.0,1100.0,1100.0,500.0,,,,
16,2313,華通,276.0,24.0,9.52,72882,06/09,58.4,303.0,449.0,1013.0,79.2,-24.3,-77.1,-61.0,93.2,-61.0
17,8489,三貝德,22.95,-0.45,-1.92,87,06/09,0.0,1000.0,1000.0,1000.0,1000.0,120.0,-65.6,-96.0,-99.5,-91.0
18,3550,聯穎,25.9,2.35,9.98,11676,06/09,41.3,39.8,54.8,983.0,465.0,145.0,584.0,-88.9,6400.0,31.3
19,1449,佳和,16.35,1.45,9.73,3307,06/09,263.0,3533.0,3533.0,808.0,,3533.0,1717.0,627.0,,166.0
20,3004,豐達科,134.5,7.0,5.49,1071,06/09,50.0,,,800.0,-18.2,-25.0,800.0,-76.9,-98.5,0.0
21,5269,祥碩,1440.0,40.0,2.86,1193,06/09,68.8,350.0,575.0,800.0,500.0,500.0,500.0,671.0,68.8,575.0
22,1618,合機,44.9,4.05,9.91,3283,06/09,1000.0,312.0,94.1,725.0,450.0,560.0,312.0,230.0,-80.4,725.0
23,2890,永豐金,34.25,2.35,7.37,80605,06/09,412.0,310.0,356.0,720.0,141.0,193.0,0.0,-33.9,-91.0,-65.8
24,6901,鑽石投資,16.0,0.3,1.91,14410,06/09,-27.9,6.9,417.0,675.0,121.0,,3000.0,-13.9,520.0,3000.0
25,5608,四維航,15.05,0.4,2.73,1522,06/09,7.14,650.0,650.0,650.0,650.0,650.0,-91.9,-97.1,-78.6,-94.9
26,8076,伍豐,27.5,0.25,0.92,3059,06/09,50.0,76.5,114.0,650.0,650.0,1400.0,650.0,2900.0,233.0,1400.0
27,8936,國統,57.5,-0.2,-0.35,7518,06/09,-10.7,-55.5,-17.4,627.0,1262.0,738.0,166.0,738.0,172.0,2080.0
28,3022,威強電,86.9,7.9,10.0,10943,06/09,414.0,227.0,500.0,620.0,500.0,-74.1,500.0,-25.0,-69.5,260.0
29,1611,中電,13.75,0.25,1.85,1979,06/09,-68.2,-74.1,-86.5,600.0,,,-53.3,-69.6,-22.2,133.0
30,6568,宏觀,175.5,-7.5,-4.1,784,06/09,-12.5,-30.0,-22.2,600.0,,367.0,0.0,250.0,1300.0,-22.2
31,2465,麗臺,80.6,1.2,1.51,2860,06/09,189.0,550.0,550.0,550.0,44.4,52.9,,,,
32,3290,東浦,54.0,4.85,9.87,5195,06/09,267.0,100.0,144.0,529.0,389.0,1367.0,529.0,780.0,2100.0,633.0
33,2108,南帝,29.2,-0.1,-0.34,2862,06/09,-8.9,-39.2,-33.6,521.0,521.0,324.0,2800.0,867.0,185.0,867.0
34,2883,凱基金,29.05,2.3,8.6,274988,06/09,180.0,-81.0,-41.2,514.0,2226.0,767.0,321.0,333.0,-86.1,-4.33
35,2009,第一銅,40.55,0.95,2.4,3198,06/09,400.0,-82.9,-88.8,500.0,500.0,2900.0,-66.7,-97.0,200.0,-97.7
36,3015,全漢,61.7,-0.4,-0.64,4836,06/09,-66.7,-88.7,-14.3,500.0,500.0,,500.0,-68.4,,-68.4
37,2468,華經,43.1,-1.85,-4.12,17269,06/09,-41.7,386.0,64.0,488.0,,2720.0,327.0,488.0,-78.3,683.0
38,2731,雄獅,156.0,-3.0,-1.89,4094,06/09,,,,480.0,427.0,427.0,152.0,63.4,-46.0,87.1
39,6148,驊宏資,36.75,-1.75,-4.55,8498,06/09,12.0,124.0,68.9,442.0,,5050.0,636.0,-37.6,-89.3,-37.6
40,3630,新鉅科,30.6,2.75,9.87,1867,06/09,25.5,33.8,432.0,432.0,512.0,1088.0,237.0,910.0,708.0,6633.0
41,1319,東陽,105.0,7.2,7.36,10913,06/09,59.9,154.0,397.0,426.0,560.0,12000.0,169.0,656.0,44.0,426.0
42,1440,南紡,13.25,-0.15,-1.12,4709,06/09,-13.7,-67.1,-65.7,404.0,2000.0,2420.0,,740.0,350.0,
43,1786,科妍,60.8,0.2,0.33,988,06/09,-37.5,150.0,400.0,400.0,66.7,,-81.5,-16.7,-85.3,-16.7
44,6510,精測,3390.0,-175.0,-4.91,1129,06/09,-37.5,150.0,0.0,400.0,66.7,66.7,-61.5,-91.4,-80.8,-87.8
45,8476,台境*,18.75,1.45,8.38,4201,06/09,141.0,382.0,382.0,382.0,382.0,382.0,,,2550.0,
46,3093,港建*,63.2,-2.8,-4.24,10048,06/09,-33.3,-51.0,26.3,380.0,-42.9,9.09,-36.8,,140.0,
47,9958,世紀鋼,113.5,-1.5,-1.3,4545,06/09,-13.8,-5.05,40.3,370.0,262.0,276.0,276.0,-21.0,-90.5,2.17
48,2477,美隆電,22.5,-0.05,-0.22,180,06/09,35.5,121.0,121.0,367.0,4100.0,-14.3,,,4100.0,
49,6218,豪勉,33.05,-0.35,-1.05,805,06/09,-20.0,700.0,357.0,357.0,68.4,129.0,,1500.0,,33.3
50,4555,氣立,51.0,0.3,0.59,358,06/09,0.0,-3.12,-39.2,343.0,1450.0,-13.9,-54.4,-87.4,182.0,-86.8
51,5864,致和證,46.7,-1.55,-3.21,21389,06/09,-35.3,-30.3,258.0,340.0,242.0,258.0,,19.4,5033.0,413.0
52,2476,鉅祥,125.5,7.5,6.36,6499,06/09,70.0,183.0,162.0,325.0,-2.86,47.8,-5.56,467.0,-77.0,1033.0
53,6217,中探針,251.5,22.5,9.83,4576,06/09,-70.4,117.0,46.5,320.0,282.0,17.8,-80.7,-64.0,306.0,-37.6
54,2612,中航,56.0,1.2,2.19,849,06/09,0.0,92.3,317.0,317.0,,25.0,525.0,-59.7,,178.0
55,8182,加高,50.8,4.6,9.96,7946,06/09,88.5,113.0,188.0,308.0,308.0,345.0,,1533.0,,1533.0
56,2461,光群雷,19.25,-0.85,-4.23,7645,06/09,-87.9,-88.6,300.0,300.0,300.0,100.0,-99.3,-42.9,-50.0,33.3
57,3005,神基,105.5,1.0,0.96,4048,06/09,500.0,350.0,260.0,300.0,100.0,33.3,-26.5,-91.7,-83.1,-91.8
58,3680,家登,519.0,18.0,3.59,1540,06/09,186.0,300.0,53.8,300.0,,-61.5,53.8,,-94.4,-9.09
59,4721,美琪瑪,94.5,7.2,8.25,3050,06/09,,300.0,100.0,300.0,300.0,-95.6,300.0,33.3,-55.6,300.0
60,5493,三聯,100.5,6.4,6.8,1623,06/09,300.0,300.0,300.0,300.0,300.0,243.0,1100.0,140.0,500.0,50.0
61,6275,元山,48.4,-0.15,-0.31,551,06/09,0.0,-2.22,-2.22,300.0,63.0,100.0,214.0,-20.0,340.0,91.3
62,6781,AES-KY,1145.0,85.0,8.02,1389,06/09,167.0,33.3,33.3,300.0,0.0,-27.3,167.0,-73.3,-88.6,-70.4
63,8033,雷虎,132.5,3.5,2.71,2907,06/09,82.6,64.1,116.0,282.0,153.0,6900.0,,-76.7,1809.0,-77.6
64,1762,中化生,40.3,0.0,0.0,583,06/09,3.45,-6.25,131.0,275.0,173.0,500.0,233.0,173.0,2900.0,200.0
65,00891,中信關鍵半導體,34.95,1.19,3.52,20436,06/09,7.69,75.0,100.0,250.0,600.0,7.69,1300.0,-68.9,27.3,-68.2
66,3025,星通,72.2,0.9,1.26,917,06/09,0.0,600.0,600.0,250.0,-69.6,133.0,-56.2,-91.8,-76.7,-93.1
67,6112,邁達特,49.0,-2.2,-4.3,7175,06/09,-16.2,121.0,138.0,244.0,520.0,417.0,47.6,417.0,-92.0,210.0
68,2855,統一證,54.0,0.8,1.5,27833,06/09,-54.6,-29.0,68.8,243.0,530.0,331.0,233.0,84.9,482.0,75.2
69,2892,第一金,30.5,1.4,4.81,99331,06/09,100.0,150.0,400.0,233.0,100.0,900.0,-47.4,-96.9,-60.0,-77.8
70,3024,憶聲,12.7,0.0,0.0,1908,06/09,-49.4,-50.0,0.0,233.0,208.0,135.0,,3900.0,,3900.0
71,3205,佰研,54.3,0.9,1.69,346,06/09,11.1,11.1,42.9,233.0,42.9,-44.4,,-87.2,-95.8,-87.2
72,8054,安國,103.0,0.5,0.49,1887,06/09,-25.9,150.0,300.0,233.0,-13.0,37.9,-79.1,-96.0,-93.4,-95.1
73,5289,宜鼎,1990.0,180.0,9.94,6027,06/09,15.0,229.0,188.0,229.0,360.0,84.0,-67.1,-64.1,229.0,-76.3
74,1785,光洋科,133.0,2.5,1.92,9606,06/09,0.39,222.0,220.0,224.0,204.0,3.04,129.0,1332.0,226.0,375.0
75,1708,東鹼,45.35,1.15,2.6,14174,06/09,-86.8,-70.4,-62.8,221.0,,-25.0,1025.0,165.0,,543.0
76,5871,中租-KY,119.5,4.0,3.46,17570,06/09,215.0,128.0,70.8,215.0,1267.0,1950.0,356.0,273.0,-67.7,-68.2
77,3044,健鼎,500.0,22.0,4.6,4612,06/09,32.7,214.0,146.0,214.0,165.0,156.0,188.0,-12.7,40.8,-8.0
78,00400A,主動國泰動能高息,14.63,0.55,3.91,39840,06/09,0.85,-10.6,228.0,203.0,203.0,157.0,,,,
79,00997A,主動群益美國增長,13.08,0.46,3.65,13788,06/09,200.0,-40.0,-76.9,200.0,200.0,-99.9,,,,
80,2387,精元,41.55,-0.1,-0.24,703,06/09,0.0,0.0,50.0,200.0,200.0,200.0,-97.9,-62.5,200.0,-62.5
81,2497,怡利電,65.8,5.0,8.22,2184,06/09,125.0,350.0,350.0,200.0,,200.0,12.5,800.0,,-55.0
82,2727,王品,246.0,4.5,1.86,665,06/09,0.0,0.0,0.0,200.0,200.0,200.0,-72.7,-50.0,-92.7,200.0
83,3213,茂訊,135.5,1.0,0.74,2497,06/09,0.0,0.0,200.0,200.0,200.0,50.0,200.0,0.0,-91.2,-66.7
84,4729,熒茂,22.85,-0.2,-0.87,750,06/09,0.0,500.0,-45.5,200.0,0.0,,500.0,500.0,,-91.9
85,5210,寶碩,31.1,1.95,6.69,967,06/09,,,0.0,200.0,,,,,,
86,6569,醫揚,122.5,11.0,9.87,238,06/09,50.0,100.0,71.4,200.0,,,,,,
87,8222,寶一,35.55,-0.15,-0.42,324,06/09,200.0,50.0,50.0,200.0,,50.0,-88.5,-96.4,-99.6,-91.9
88,3221,台嘉碩,63.9,5.8,9.98,28592,06/09,281.0,252.0,193.0,196.0,138.0,366.0,1631.0,5960.0,,5960.0
89,4741,泓瀚,76.0,6.9,9.99,1962,06/09,35.3,9.52,9.52,188.0,283.0,130.0,2200.0,,,2200.0
90,8227,巨有科技,189.5,-0.5,-0.26,816,06/09,17.6,-23.1,-68.8,186.0,100.0,-47.4,1900.0,81.8,-23.1,900.0
91,2484,希華,60.8,5.5,9.95,60914,06/09,304.0,634.0,13.5,184.0,44.3,882.0,15020.0,37700.0,,37700.0
92,6727,亞泰金屬,468.0,42.5,9.99,3696,06/09,-79.9,12.0,21.7,180.0,75.0,180.0,460.0,,,
93,6788,華景電,471.0,30.0,6.8,3892,06/09,75.0,180.0,180.0,180.0,367.0,0.0,-46.2,27.3,40.0,-95.7
94,3019,亞光,151.5,9.5,6.69,10862,06/09,-6.61,35.8,172.0,177.0,134.0,-12.6,-71.3,287.0,-8.07,314.0
95,1314,中石化,7.78,-0.16,-2.02,37476,06/09,4.44,-10.5,-92.7,176.0,1075.0,1467.0,-87.5,-64.7,-59.1,-42.0
96,2645,長榮航太,173.5,7.5,4.52,2963,06/09,267.0,267.0,450.0,175.0,267.0,1000.0,-85.3,-92.6,-47.6,-88.8
97,6477,安集,32.75,1.05,3.31,1013,06/09,0.0,1000.0,,175.0,,,-90.4,-92.1,-90.2,-93.2
98,00735,國泰臺韓科技,109.75,5.1,4.87,3697,06/09,-26.7,-91.2,-90.8,174.0,162.0,-95.0,125.0,,,
99,3607,谷崧,16.6,-0.2,-1.19,1008,06/09,-44.8,-46.7,-20.0,167.0,700.0,,,,,1500.0
100,9941,裕融,84.1,1.1,1.33,7323,06/09,-38.5,0.0,33.3,167.0,167.0,167.0,100.0,300.0,100.0,0.0
101,2409,友達,24.0,-0.4,-1.64,505972,06/09,33.8,120.0,147.0,153.0,159.0,87.4,112.0,7823.0,5383.0,2632.0
102,3591,艾笛森,22.95,-0.2,-0.86,775,06/09,7.14,150.0,150.0,150.0,15.4,25.0,-25.0,,200.0,
103,8932,智通*,101.5,1.0,1.0,3124,06/09,-28.6,66.7,66.7,150.0,400.0,,-86.1,-89.8,-96.2,-81.5
104,9136,巨騰-DR,16.2,-1.55,-8.73,10121,06/09,25.9,52.2,60.6,150.0,,,2.94,,,27.7
105,6223,旺矽,5885.0,370.0,6.71,1400,06/09,26.1,123.0,81.2,142.0,262.0,480.0,-65.9,-86.5,-89.0,-81.4
106,2884,玉山金,34.2,1.3,3.95,88606,06/09,33.3,-61.3,-65.2,140.0,380.0,380.0,-70.4,-84.6,-84.4,-92.6
107,5531,鄉林,8.03,0.2,2.55,507,06/09,0.0,9.09,9.09,140.0,,1100.0,,,-60.0,
108,4128,中天,15.0,0.0,0.0,2266,06/09,11.8,-26.9,-26.9,138.0,1800.0,,,171.0,-42.4,375.0
109,3687,歐買尬,80.6,4.7,6.19,1309,06/09,42.7,45.7,136.0,136.0,1857.0,13600.0,145.0,-18.5,879.0,-18.0
110,5228,鈺鎧,74.0,1.4,1.93,4548,06/09,16.7,40.0,75.0,133.0,133.0,,600.0,,,
111,6130,上亞科技,23.95,2.15,9.86,823,06/09,,,133.0,133.0,,,600.0,1300.0,,1300.0
112,8011,台通,18.25,0.2,1.11,1361,06/09,16.7,250.0,40.0,133.0,-36.4,0.0,-74.1,-30.0,-41.7,-56.2
113,6190,萬泰科,80.9,4.1,5.34,3467,06/09,-10.7,-11.4,15.4,132.0,154.0,-43.4,150.0,681.0,0.67,395.0
114,3311,閎暉,39.8,-0.7,-1.73,2122,06/09,15.0,35.3,64.3,130.0,667.0,2200.0,,360.0,,
115,6187,萬潤,1130.0,50.0,4.63,3150,06/09,15.0,27.8,43.8,130.0,64.3,43.8,-88.4,-77.7,-91.4,-74.4
116,3362,先進光,155.5,14.0,9.89,2586,06/09,92.6,70.1,79.5,130.0,671.0,1356.0,446.0,446.0,162.0,309.0
117,3211,順達,422.0,29.0,7.38,9641,06/09,76.5,20.8,12.8,128.0,23.8,434.0,-3.79,-40.6,,-67.7
118,6409,旭隼,915.0,15.0,1.67,2234,06/09,-3.85,4.17,31.6,127.0,127.0,1150.0,733.0,1150.0,,525.0
119,2457,飛宏,31.05,2.8,9.91,12422,06/09,48.2,0.0,0.8,125.0,100.0,367.0,-50.2,-41.1,563.0,40.0
120,2634,漢翔,46.8,1.8,4.0,3247,06/09,37.5,-52.2,83.3,120.0,10.0,-45.0,-76.6,-98.0,-98.7,-96.4
121,6885,全福生技,26.1,0.7,2.76,1970,06/09,0.0,0.0,83.3,120.0,267.0,175.0,120.0,1000.0,,1000.0
122,9945,潤泰新,25.25,0.65,2.64,7659,06/09,-15.4,-2.94,136.0,120.0,94.1,106.0,230.0,200.0,-23.3,-68.0
