排名,代號,名稱,成交,漲跌 價,漲跌 幅,更新 日期,當日 增減 (%),2日 增減 (%),3日 增減 (%),5日 增減 (%),10日 增減 (%),1個月 增減 (%),3個月 增減 (%),半年 增減 (%),1年 增減 (%),今年 增減 (%)
1,3152,璟德,200.5,-14.0,-6.53,06/17,,,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2,5601,台聯櫃,32.8,-0.2,-0.61,06/17,,,,-100.0,-100.0,,,,,
3,5291,邑昇,64.4,0.7,1.1,06/17,-42.8,-46.0,-53.8,-65.9,-71.4,-71.1,-30.8,188.0,63.0,184.0
4,00405A,主動富邦台灣龍耀,9.39,0.02,0.21,06/17,0.0,-12.9,-65.9,-65.9,,,,,,
5,009802,富邦旗艦50,19.77,-0.12,-0.6,06/17,-38.3,-38.3,-38.3,-64.7,-65.0,-44.2,6.03,6.03,-48.6,6.03
6,5016,松和,25.15,0.05,0.2,06/17,-55.6,-58.6,-58.6,-61.9,-61.0,-56.4,,,243.0,
7,00981A,主動統一台股增長,30.88,0.06,0.19,06/17,-27.6,-56.0,-58.9,-60.7,-62.4,-36.8,-6.93,147.0,3391.0,233.0
8,6276,安鈦克,25.3,-0.05,-0.2,06/17,0.0,0.0,0.0,-58.1,-59.2,-68.7,-65.2,-76.0,-29.5,-76.0
9,2867,三商壽,8.62,0.09,1.06,06/17,-4.52,-45.0,-46.9,-55.4,-70.9,-53.8,2568.0,,,
10,00685L,群益臺灣加權正2,299.0,1.6,0.54,06/17,-0.65,-50.0,-50.7,-52.8,-52.2,26.3,-31.6,-27.6,8.8,-29.0
11,5515,建國,43.05,-0.25,-0.58,06/17,-44.2,-44.2,-44.1,-51.5,-49.7,-52.3,-51.8,-39.6,-25.3,-36.8
12,00890B,凱基ESGBBB債15+,32.5,0.1,0.31,06/17,-50.4,-50.4,-50.4,-50.4,-50.4,-50.4,-47.5,-10.5,-59.9,-10.5
13,6569,醫揚,114.0,0.0,0.0,06/17,-1.42,-48.3,-48.3,-48.7,-44.6,-43.7,-41.8,-49.8,-17.2,-49.8
14,2327,國巨*,984.0,34.0,3.58,06/17,-17.1,-43.7,-46.7,-43.2,-42.7,-43.5,20.1,-65.4,-30.9,-62.5
15,8440,綠電,22.25,0.2,0.91,06/17,-32.5,-42.9,-42.3,-42.3,-54.7,-55.6,-56.9,-61.7,-50.2,-58.3
16,4721,美琪瑪,98.1,-0.4,-0.41,06/17,-14.3,-14.1,-26.6,-42.1,-44.6,-47.8,-22.5,-45.4,-14.9,-45.7
17,00864B,中信美國公債0-1,45.82,-0.05,-0.11,06/17,0.0,-32.7,-32.7,-42.0,-34.6,-34.6,94.3,69.7,44.8,69.7
18,6160,欣技,16.8,0.25,1.51,06/17,0.0,0.0,-16.9,-41.7,-59.2,-68.0,-92.0,-93.9,-95.9,-91.9
19,8131,福懋科,75.2,-0.8,-1.05,06/17,-29.6,-34.7,-38.0,-40.4,-48.8,-68.8,-64.6,-61.7,70.6,-56.5
20,2904,匯僑,14.05,-0.1,-0.71,06/17,0.0,0.0,0.0,-40.3,-33.6,-33.6,-6.32,112.0,14.1,112.0
21,00939,統一台灣高息動能,21.72,0.25,1.16,06/17,-19.7,-21.6,-21.6,-40.3,-52.4,-53.7,637.0,259.0,274.0,228.0
22,4991,環宇-KY,560.0,-27.0,-4.6,06/17,1.91,-2.42,-13.1,-40.2,-38.1,22.5,22.7,-53.4,-81.8,-10.6
23,6465,威潤,70.4,6.4,10.0,06/17,-37.9,-37.9,-37.9,-40.2,-54.9,-73.1,,,,
24,8443,阿瘦,11.4,0.0,0.0,06/17,0.0,0.0,-33.3,-40.0,-51.4,-53.8,-88.2,-85.6,-73.5,-87.6
25,3041,揚智,29.0,2.6,9.85,06/17,-25.6,-24.8,-24.0,-37.1,-29.5,-52.2,-63.8,-54.3,-60.8,-56.3
26,9934,成霖,10.4,0.1,0.97,06/17,-29.4,-37.1,-37.1,-37.1,-42.3,-48.6,-43.4,-56.2,-70.9,-55.9
27,1570,力肯,42.7,0.5,1.18,06/17,-18.6,-18.6,-21.3,-36.3,-36.1,-38.3,-34.4,-39.2,-53.6,-40.7
28,6830,汎銓,513.0,13.0,2.6,06/17,-4.0,-14.8,-15.2,-35.9,-33.8,-7.19,29.6,-30.9,-9.84,-18.1
29,1294,漢田生技,80.0,0.9,1.14,06/17,0.0,-7.02,-34.6,-34.6,-34.6,-32.9,-29.3,-22.1,,-22.1
30,2637,慧洋-KY,77.4,-1.0,-1.28,06/17,-5.75,-5.13,-10.3,-33.9,-63.4,-69.1,-71.0,-92.7,-95.2,-87.0
31,6174,安碁,52.9,-2.0,-3.64,06/17,-10.6,-11.7,-23.9,-33.4,-29.9,-3.69,67.9,78.0,1.73,78.0
32,00799B,國泰A級醫療債,29.81,0.09,0.3,06/17,0.0,0.0,0.0,-33.4,-33.4,-33.8,-17.9,-20.6,1146.0,-20.6
33,6278,台表科,204.5,-5.0,-2.39,06/17,-4.91,-1.79,-17.8,-33.3,-51.3,-41.7,168.0,270.0,221.0,147.0
34,6195,詩肯,27.45,0.15,0.55,06/17,-3.51,-20.3,-32.9,-32.9,-32.1,-32.1,-25.7,-6.78,-12.7,-8.33
35,00937B,群益ESG投等債20+,14.91,0.0,0.0,06/17,-29.6,-29.6,-29.6,-32.9,-32.9,-52.7,-64.3,-68.0,-78.2,-66.6
36,00990A,主動元大AI新經濟,20.72,-0.17,-0.81,06/17,4.38,4.38,-28.0,-32.3,-17.8,-8.42,22.9,,,-79.3
37,8424,惠普,68.9,0.0,0.0,06/17,0.0,0.0,0.0,-31.6,-31.6,-31.6,-35.0,-31.6,-27.8,-31.6
38,00907,永豐優息存股,16.46,0.07,0.43,06/17,0.0,0.0,0.0,-31.6,-32.4,-34.1,112.0,-33.5,-81.4,-11.2
39,3122,笙泉,30.6,-0.3,-0.97,06/17,-30.8,-30.8,-30.8,-30.8,-53.8,-67.3,-91.7,-97.6,-97.4,-97.6
40,009819,中信數據及電力,10.32,-0.09,-0.86,06/17,-0.04,-0.04,-0.04,-30.7,-45.8,-24.0,,,,
