代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 週別,更新 日期,外資 連續 買賣 週數,外資 連續 買賣 張數,外資 連續 買賣 佔 成交 (%),外資 連續 買賣 佔發 行量 (%),投信 連續 買賣 週數,投信 連續 買賣 張數,投信 連續 買賣 佔 成交 (%),投信 連續 買賣 佔發 行量 (%),自營 商 連續 買賣 週數,自營 商 連續 買賣 張數,自營 商 連續 買賣 佔 成交 (%),自營 商 連續 買賣 佔發 行量 (%),三大 法人 連續 買賣 週數,三大 法人 連續 買賣 張數,三大 法人 連續 買賣 佔 成交 (%),三大 法人 連續 買賣 佔發 行量 (%)
0050,元大台灣50,107.15,-2.95,-2.68,26W26,06/24,-1,-152959,-31.7,-0.75,21,173890,1.26,0.85,-11,-674063,-9.94,-3.29,-1,-190854,-39.5,-0.93
2327,國巨*,1050.0,30.0,2.94,26W26,06/24,-7,-105475,-5.9,-5.09,9,100409,4.51,4.85,1,3,0.0,0.0,-1,-704,-0.45,-0.03
00935,野村臺灣新科技50,61.9,-1.3,-2.06,26W26,06/24,-4,-34325,-10.2,-4.67,8,6624,0.95,0.9,-1,-4296,-7.27,-0.58,-1,-13477,-22.8,-1.83
2542,興富發,43.1,0.4,0.94,26W26,06/24,-1,-4547,-10.4,-0.21,8,83388,13.6,3.84,-1,-369,-0.85,-0.02,-1,-4780,-11.0,-0.22
2492,華新科,590.0,13.0,2.25,26W26,06/24,-2,-18284,-12.5,-3.77,7,20352,4.57,4.19,-1,-2445,-3.89,-0.5,-2,-6953,-4.75,-1.43
5536,聖暉*,1300.0,40.0,3.17,26W26,06/24,4,3282,15.3,2.65,7,3499,6.13,2.82,-4,-98,-0.46,-0.08,7,8439,14.8,6.8
6770,力積電,85.7,7.1,9.03,26W26,06/24,1,96652,8.72,2.05,7,9553,0.12,0.2,2,10443,0.54,0.22,1,104195,9.4,2.21
1216,統一,75.1,0.0,0.0,26W26,06/24,-2,-40497,-35.4,-0.71,6,100421,21.7,1.77,1,389,0.76,0.01,1,4330,8.42,0.08
2351,順德,217.5,19.5,9.85,26W26,06/24,-2,-3536,-5.86,-1.94,6,3892,1.86,2.14,2,239,0.4,0.13,-2,-2057,-3.41,-1.13
2382,廣達,372.0,-0.5,-0.13,26W26,06/24,-7,-275476,-19.2,-7.13,6,297157,22.8,7.69,-1,-89,-0.19,0.0,4,57687,6.79,1.49
2886,兆豐金,44.55,-0.65,-1.44,26W26,06/24,-2,-148132,-47.2,-1.0,6,288468,24.2,1.94,3,3907,0.77,0.03,9,122928,8.22,0.83
2892,第一金,32.05,-0.4,-1.23,26W26,06/24,-1,-35060,-25.0,-0.24,6,151949,8.7,1.06,8,5597,0.26,0.04,4,326296,31.9,2.27
2912,統一超,225.0,-2.0,-0.88,26W26,06/24,-6,-66257,-33.5,-6.37,6,58078,29.3,5.59,2,59,0.22,0.01,1,148,1.27,0.01
3045,台灣大,119.5,0.5,0.42,26W26,06/24,4,46658,23.2,1.25,6,49522,13.0,1.33,1,194,0.73,0.01,4,60238,29.9,1.62
6138,茂達,362.0,1.0,0.28,26W26,06/24,-2,-887,-6.66,-1.17,6,1136,2.42,1.5,-1,-29,-0.35,-0.04,-1,-811,-9.82,-1.07
8926,台汽電,81.9,-0.3,-0.36,26W26,06/24,-1,-2040,-6.91,-0.25,6,7108,1.93,0.86,-1,-52,-0.18,-0.01,8,29510,6.37,3.55
1303,南亞,156.0,1.5,0.97,26W26,06/24,-1,-41137,-11.7,-0.52,5,82557,4.13,1.04,-1,-951,-0.27,-0.01,5,245537,12.3,3.1
2377,微星,133.5,0.0,0.0,26W26,06/24,1,677,1.86,0.08,5,7457,1.07,0.88,-1,-1098,-3.01,-0.13,4,11040,2.26,1.31
2379,瑞昱,803.0,-60.0,-6.95,26W26,06/24,-1,-2383,-10.7,-0.46,5,27952,19.4,5.42,2,374,0.9,0.07,-1,-2147,-9.64,-0.42
2633,台灣高鐵,25.95,0.2,0.78,26W26,06/24,-10,-128229,-19.5,-2.28,5,50479,9.91,0.9,-1,-10183,-19.2,-0.18,-1,-4469,-8.41,-0.08
2880,華南金,37.0,-0.55,-1.46,26W26,06/24,-1,-68798,-46.8,-0.49,5,395468,29.5,2.84,3,3416,0.73,0.02,-1,-4244,-2.88,-0.03
2890,永豐金,39.55,-0.25,-0.63,26W26,06/24,-1,-42488,-19.2,-0.29,5,114070,8.62,0.79,1,112,0.05,0.0,5,371948,28.1,2.56
4961,天鈺,177.0,2.5,1.43,26W26,06/24,3,1538,11.9,1.27,5,796,3.27,0.66,2,25,0.28,0.02,3,1639,12.7,1.35
6274,台燿,1765.0,30.0,1.73,26W26,06/24,-1,-1554,-8.19,-0.53,5,10484,6.77,3.6,-1,-266,-1.4,-0.09,-1,-1134,-5.98,-0.39
00679B,元大美債20年,26.98,0.12,0.45,26W26,06/24,2,75925,33.2,1.12,4,700,0.11,0.01,28,1356974,25.6,20.0,33,2130119,35.2,31.5
00687B,國泰20年美債,28.06,0.12,0.43,26W26,06/24,2,74600,46.8,1.47,4,700,0.15,0.01,25,942673,24.2,18.5,27,2212543,53.3,43.5
00795B,中信美國公債20年,27.18,0.13,0.48,26W26,06/24,10,130105,36.9,7.7,4,250,0.2,0.01,-1,-7069,-22.8,-0.42,14,189006,35.7,11.2
1210,大成,54.8,0.2,0.37,26W26,06/24,1,598,10.6,0.07,4,46382,44.1,5.18,2,101,0.5,0.01,4,12209,11.6,1.36
1402,遠東新,28.45,-0.2,-0.7,26W26,06/24,-1,-28265,-35.0,-0.53,4,171514,19.3,3.2,-1,-316,-0.39,-0.01,2,56204,27.0,1.05
2408,南亞科,443.5,-11.0,-2.42,26W26,06/24,-1,-34172,-8.88,-1.1,4,67152,3.11,2.17,2,1109,0.11,0.04,-1,-1065,-0.28,-0.03
2597,潤弘,171.0,-4.5,-2.56,26W26,06/24,1,96,6.81,0.03,4,14186,36.9,4.57,-3,-105,-0.46,-0.03,1,72,5.1,0.02
2812,台中銀,19.85,-0.15,-0.75,26W26,06/24,3,28632,12.9,0.48,4,1475,0.41,0.02,3,324,0.15,0.01,3,29878,13.5,0.5
2855,統一證,49.15,-1.45,-2.87,26W26,06/24,-4,-108456,-32.0,-6.77,4,72350,21.3,4.52,0,0,0.0,0.0,-4,-36106,-10.7,-2.25
2883,凱基金,29.8,-0.3,-1.0,26W26,06/24,2,67854,9.38,0.37,4,792298,26.4,4.27,-1,-1523,-0.63,-0.01,2,77756,10.8,0.42
2884,玉山金,35.0,-0.8,-2.23,26W26,06/24,-1,-51912,-22.7,-0.32,4,78184,6.92,0.48,-1,-871,-0.38,-0.01,-1,-5057,-2.21,-0.03
3008,大立光,4900.0,-100.0,-2.0,26W26,06/24,2,383,1.78,0.29,4,1578,3.06,1.21,-1,-39,-0.67,-0.03,3,1637,4.07,1.25
3357,臺慶科,319.5,4.5,1.43,26W26,06/24,-1,-1870,-7.57,-1.63,4,741,0.36,0.64,-1,-95,-0.38,-0.08,-1,-1588,-6.43,-1.38
3481,群創,69.4,3.4,5.15,26W26,06/24,-2,-222572,-5.35,-2.79,4,101001,1.31,1.26,-1,-415,-0.01,-0.01,-2,-163732,-3.94,-2.05
4766,南寶,346.5,-3.5,-1.0,26W26,06/24,-1,-136,-5.1,-0.11,4,128,1.12,0.11,-2,-21,-0.51,-0.02,-1,-142,-5.32,-0.12
6670,復盛應用,244.0,-27.0,-9.96,26W26,06/24,-2,-2704,-23.8,-1.94,4,2277,13.3,1.63,-2,-552,-4.86,-0.4,-2,-1179,-10.4,-0.85
1476,儒鴻,319.5,7.0,2.24,26W26,06/24,-4,-7784,-21.9,-2.84,3,1922,7.74,0.7,-1,-18,-0.28,-0.01,-4,-5866,-16.5,-2.14
1560,中砂,749.0,44.0,6.24,26W26,06/24,2,1670,14.6,1.12,3,801,4.14,0.54,-1,-3,-0.05,0.0,4,3079,11.0,2.06
2206,三陽工業,61.5,0.9,1.49,26W26,06/24,1,134,4.53,0.02,3,1805,10.9,0.23,4,120,0.51,0.02,1,267,9.02,0.03
2903,遠百,23.3,0.05,0.22,26W26,06/24,-1,-2201,-29.9,-0.16,3,4360,11.0,0.31,2,464,2.05,0.03,-1,-1269,-17.2,-0.09
3090,日電貿,303.0,0.5,0.17,26W26,06/24,-3,-13414,-6.02,-4.66,3,15757,7.07,5.48,1,10,0.03,0.0,2,3442,2.62,1.2
3131,弘塑,3595.0,100.0,2.86,26W26,06/24,-6,-1051,-6.72,-3.54,3,880,15.4,2.96,-1,-9,-0.56,-0.03,3,425,7.45,1.43
3596,智易,190.5,9.5,5.25,26W26,06/24,6,10609,18.9,4.81,3,2623,9.18,1.19,2,75,0.35,0.03,6,13244,23.6,6.01
4722,國精化,301.0,27.0,9.85,26W26,06/24,1,1511,14.4,1.47,3,3487,9.61,3.39,-1,-4,-0.04,0.0,2,3210,13.0,3.12
4915,致伸,74.3,-0.9,-1.2,26W26,06/24,-3,-22554,-35.1,-4.78,3,3854,5.99,0.82,1,479,3.44,0.1,-2,-16491,-42.6,-3.49
4919,新唐,186.0,-8.5,-4.37,26W26,06/24,-3,-19203,-9.43,-4.57,3,670,0.33,0.16,-1,-154,-0.25,-0.04,-3,-17346,-8.52,-4.13
5904,寶雅,658.0,-8.0,-1.2,26W26,06/24,5,1599,15.4,1.5,3,122,1.73,0.11,1,19,1.0,0.02,5,2130,20.6,2.0
6257,矽格,242.5,5.5,2.32,26W26,06/24,1,10736,20.8,2.22,3,1064,0.81,0.22,3,1023,0.78,0.21,1,11989,23.2,2.48
6271,同欣電,251.5,7.0,2.86,26W26,06/24,1,156,0.29,0.07,3,5396,4.84,2.58,2,560,0.62,0.27,2,3143,3.49,1.5
6515,穎崴,9500.0,50.0,0.53,26W26,06/24,-3,-456,-9.4,-1.27,3,486,10.0,1.35,-2,-47,-1.88,-0.13,-2,-86,-3.41,-0.24
9917,中保科,106.0,-4.5,-4.07,26W26,06/24,-2,-4228,-35.2,-0.94,3,1005,5.98,0.22,-1,-98,-1.51,-0.02,-2,-4219,-35.2,-0.94
9945,潤泰新,26.6,-0.4,-1.48,26W26,06/24,-7,-40732,-12.1,-1.43,3,2111,1.36,0.07,-1,-104,-0.4,0.0,-7,-38497,-11.4,-1.35
1229,聯華,42.25,0.55,1.32,26W26,06/24,3,5663,16.6,0.32,2,23,0.1,0.0,-1,-2,-0.01,0.0,3,5793,17.0,0.32
1326,台化,57.7,5.2,9.9,26W26,06/24,2,51807,18.0,0.88,2,1760,0.61,0.03,2,2065,0.72,0.04,2,55632,19.4,0.95
1503,士電,248.0,6.0,2.48,26W26,06/24,-3,-2505,-3.05,-0.48,2,96,0.19,0.02,2,163,0.32,0.03,-3,-3356,-4.09,-0.64
1513,中興電,185.0,3.0,1.65,26W26,06/24,-2,-12161,-12.7,-2.42,2,15803,16.5,3.14,-1,-297,-0.52,-0.06,4,10854,3.27,2.16
1712,興農,39.15,0.2,0.51,26W26,06/24,-8,-8326,-24.5,-1.98,2,13,0.25,0.0,3,79,0.83,0.02,-8,-8315,-24.5,-1.98
1802,台玻,69.3,-0.6,-0.86,26W26,06/24,2,62461,8.54,2.15,2,3331,0.46,0.11,-1,-1269,-0.35,-0.04,2,69799,9.54,2.4
