代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,外資 連續 買賣 日數,外資 連續 買賣 張數,外資 連續 買賣 佔 成交 (%),外資 連續 買賣 佔發 行量 (%),投信 連續 買賣 日數,投信 連續 買賣 張數,投信 連續 買賣 佔 成交 (%),投信 連續 買賣 佔發 行量 (%),自營 商 連續 買賣 日數,自營 商 連續 買賣 張數,自營 商 連續 買賣 佔 成交 (%),自營 商 連續 買賣 佔發 行量 (%),三大 法人 連續 買賣 日數,三大 法人 連續 買賣 張數,三大 法人 連續 買賣 佔 成交 (%),三大 法人 連續 買賣 佔發 行量 (%)
2382,廣達,362.0,-4.5,-1.23,06/26,-4,-13883,-22.5,-0.36,26,305938,24.9,7.92,1,199,0.96,0.01,1,1596,7.69,0.04
2377,微星,131.5,-2.0,-1.5,06/26,1,1512,10.1,0.18,21,10658,1.84,1.26,-5,-1518,-2.58,-0.18,7,9905,12.4,1.17
1210,大成,55.2,-0.5,-0.9,06/26,-1,-378,-22.0,-0.04,18,47006,43.6,5.25,6,293,2.01,0.03,-1,-15,-0.9,0.0
50,元大台灣50,103.1,-4.1,-3.82,06/26,-4,-307634,-40.8,-1.5,17,57804,1.8,0.28,-4,-131890,-17.5,-0.64,-4,-430374,-57.0,-2.1
2327,國巨*,1015.0,-110.0,-9.78,06/26,-3,-13207,-7.97,-0.64,16,45451,4.59,2.19,-1,-640,-1.16,-0.03,-1,-6863,-12.4,-0.33
2408,南亞科,449.0,-28.0,-5.87,06/26,-4,-54563,-10.0,-1.76,14,78855,4.57,2.54,-1,-2642,-1.85,-0.09,2,6375,2.51,0.21
2344,華邦電,206.5,-13.0,-5.92,06/26,-7,-244174,-12.4,-5.43,13,197498,5.83,4.39,-1,-993,-0.39,-0.02,-1,-11416,-4.49,-0.25
2492,華新科,540.0,-59.0,-9.85,06/26,3,3373,36.3,0.7,13,12196,7.17,2.51,-6,-3605,-2.64,-0.74,-1,-160,-4.76,-0.03
2912,統一超,223.0,-3.0,-1.33,06/26,-1,-1598,-46.2,-0.15,12,7949,18.2,0.76,-3,-168,-1.38,-0.02,-1,-1203,-34.8,-0.12
8926,台汽電,76.2,-1.9,-2.43,06/26,-3,-11209,-35.6,-1.35,12,8762,5.63,1.06,-7,-102,-0.13,-0.01,-3,-6976,-22.1,-0.84
2633,台灣高鐵,26.05,-0.2,-0.76,06/26,-7,-52366,-41.6,-0.93,11,67249,41.6,1.19,-5,-10222,-11.2,-0.18,-1,-70,-0.42,0.0
4915,致伸,73.5,-0.1,-0.14,06/26,-9,-22686,-44.9,-4.81,11,6180,10.1,1.31,-4,-493,-2.29,-0.1,1,761,11.0,0.16
6670,復盛應用,251.0,5.5,2.24,06/26,-2,-349,-15.1,-0.25,11,2980,20.4,2.14,-8,-717,-5.67,-0.51,3,318,5.31,0.23
2206,三陽工業,61.5,0.0,0.0,06/26,-1,-56,-5.66,-0.01,10,2000,17.6,0.26,-1,-5,-0.5,0.0,4,921,21.6,0.12
2903,遠百,23.15,-0.25,-1.07,06/26,-2,-4013,-45.3,-0.28,10,5841,16.1,0.41,-1,-19,-0.38,0.0,-2,-2554,-28.8,-0.18
6274,台燿,1580.0,-120.0,-7.06,06/26,1,539,8.75,0.19,10,3394,5.43,1.16,-5,-558,-1.73,-0.19,1,527,8.55,0.18
1402,遠東新,28.5,-0.1,-0.35,06/26,-6,-47190,-27.5,-0.88,9,95630,36.7,1.79,-1,-52,-0.21,0.0,9,68399,26.2,1.28
2886,兆豐金,46.15,-0.5,-1.07,06/26,-7,-178641,-49.9,-1.2,9,205990,50.3,1.39,6,3984,1.23,0.03,4,10157,5.11,0.07
3189,景碩,797.0,-15.0,-1.85,06/26,1,2573,4.11,0.49,9,10660,3.55,2.02,-1,-591,-0.94,-0.11,2,6856,6.4,1.3
1476,儒鴻,315.5,-5.5,-1.71,06/26,-1,-119,-8.11,-0.04,8,2467,12.5,0.9,3,126,2.54,0.05,3,1302,26.2,0.47
1513,中興電,175.5,-9.5,-5.14,06/26,-7,-17936,-16.0,-3.57,8,21117,18.2,4.2,-4,-1272,-1.92,-0.25,-1,-2487,-19.5,-0.49
2504,國產,32.8,-0.7,-2.09,06/26,1,1137,11.2,0.1,8,18348,29.2,1.55,-7,-1428,-2.82,-0.12,4,7181,25.5,0.61
2610,華航,23.2,-1.0,-4.13,06/26,4,150991,34.6,2.47,8,3259,0.4,0.05,-1,-1801,-2.43,-0.03,4,164157,37.6,2.68
2845,遠東銀,13.0,-0.1,-0.76,06/26,-6,-51354,-31.9,-1.06,8,73930,33.6,1.52,-1,-29,-0.14,0.0,4,15001,16.4,0.31
2884,玉山金,34.55,-0.9,-2.54,06/26,-7,-117222,-23.2,-0.72,8,83650,14.8,0.52,1,1863,4.44,0.01,-3,-33112,-17.9,-0.2
2892,第一金,32.65,-0.2,-0.61,06/26,-1,-16829,-41.4,-0.12,8,148960,34.5,1.04,6,1788,0.57,0.01,14,279820,35.7,1.95
3596,智易,181.5,-13.5,-6.92,06/26,-1,-1721,-51.8,-0.78,8,3781,14.3,1.72,-2,-688,-9.53,-0.31,-1,-1154,-34.7,-0.52
5876,上海商銀,42.4,0.4,0.95,06/26,-8,-53649,-42.5,-1.1,8,51431,40.7,1.06,4,699,1.1,0.01,3,7424,15.8,0.15
