代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,外資 連續 買賣 日數,外資 連續 買賣 張數,外資 連續 買賣 佔 成交 (%),外資 連續 買賣 佔發 行量 (%),投信 連續 買賣 日數,投信 連續 買賣 張數,投信 連續 買賣 佔 成交 (%),投信 連續 買賣 佔發 行量 (%),自營 商 連續 買賣 日數,自營 商 連續 買賣 張數,自營 商 連續 買賣 佔 成交 (%),自營 商 連續 買賣 佔發 行量 (%),三大 法人 連續 買賣 日數,三大 法人 連續 買賣 張數,三大 法人 連續 買賣 佔 成交 (%),三大 法人 連續 買賣 佔發 行量 (%)
5871,中租-KY,121.5,-1.5,-1.22,06/12,-18,-59295,-21.0,-3.46,18,86064,30.4,5.03,1,43,0.41,0.0,-1,-1116,-10.7,-0.07
2382,廣達,372.0,2.0,0.54,06/12,-10,-149285,-20.9,-3.86,17,290488,27.5,7.52,2,223,0.31,0.01,3,20927,17.6,0.54
2887,台新新光金,30.2,1.45,5.04,06/12,1,85214,54.0,0.34,17,631508,22.6,2.54,-1,-3381,-2.14,-0.01,2,100014,44.8,0.4
1303,南亞,106.5,9.6,9.91,06/12,1,20882,38.5,0.26,13,20179,1.85,0.25,1,1042,1.92,0.01,1,22372,41.3,0.28
1605,華新,37.7,3.4,9.91,06/12,1,27618,48.6,0.62,12,2802,0.3,0.06,1,1462,2.58,0.03,1,29225,51.5,0.66
2377,微星,136.5,3.0,2.25,06/12,5,4230,3.74,0.5,12,1357,0.29,0.16,2,173,0.46,0.02,4,4262,5.07,0.5
2002,中鋼,18.9,0.35,1.89,06/12,1,28338,49.1,0.18,11,2712,0.35,0.02,3,2266,1.45,0.01,1,29250,50.7,0.19
6196,帆宣,548.0,44.0,8.73,06/12,1,376,9.16,0.17,10,873,3.77,0.4,1,51,1.25,0.02,1,1050,25.6,0.48
8016,矽創,289.5,3.0,1.05,06/12,-1,-355,-19.3,-0.3,10,375,1.95,0.31,1,13,0.71,0.01,-1,-335,-18.3,-0.28
1101,台泥,24.55,0.3,1.24,06/12,1,6211,20.6,0.08,9,2069,0.65,0.03,-1,-341,-1.13,0.0,1,5931,19.6,0.08
1210,大成,55.3,-0.4,-0.72,06/12,-10,-32438,-38.1,-3.63,9,42391,51.5,4.74,3,131,0.6,0.01,-1,-338,-7.26,-0.04
1723,中碳,87.0,1.1,1.28,06/12,3,667,23.4,0.28,9,179,2.0,0.08,2,39,1.74,0.02,3,743,26.1,0.31
2371,大同,28.4,0.5,1.79,06/12,1,2260,21.6,0.11,9,1059,0.38,0.05,1,17,0.16,0.0,1,2345,22.4,0.11
2542,興富發,44.95,-0.4,-0.88,06/12,1,2587,8.2,0.12,9,77426,30.6,3.56,4,1571,1.05,0.07,4,22971,15.3,1.06
3015,全漢,60.7,2.2,3.76,06/12,-1,-447,-15.1,-0.24,9,325,0.57,0.17,1,7,0.23,0.0,-1,-424,-14.3,-0.23
3708,上緯投控,117.0,-1.5,-1.27,06/12,1,10,1.68,0.01,9,120,1.56,0.13,-2,-42,-3.27,-0.05,-2,-35,-2.74,-0.04
5309,系統電,69.7,3.1,4.65,06/12,2,1525,11.8,0.66,9,233,0.14,0.1,1,317,5.41,0.14,2,1626,12.6,0.7
6509,聚和,46.25,-0.15,-0.32,06/12,1,307,16.7,0.16,9,350,0.97,0.18,-6,-234,-0.97,-0.12,1,319,17.4,0.16
8109,博大,119.5,1.0,0.84,06/12,1,20,19.2,0.02,9,119,4.51,0.14,-3,-6,-0.87,-0.01,2,33,13.9,0.04
8215,明基材,28.65,0.1,0.35,06/12,1,181,10.4,0.06,9,541,1.33,0.17,-2,-180,-4.38,-0.06,1,192,11.0,0.06
9933,中鼎,40.95,-0.3,-0.73,06/12,-1,-321,-8.37,-0.04,9,632,0.8,0.07,-4,-204,-0.76,-0.02,-1,-375,-9.76,-0.04
50,元大台灣50,101.95,2.1,2.1,06/12,1,5759,7.52,0.03,8,28857,1.45,0.14,1,5552,7.25,0.03,1,16141,21.1,0.08
6223,旺矽,6485.0,395.0,6.49,06/12,-1,-313,-18.4,-0.32,8,1019,9.52,1.04,1,13,0.77,0.01,3,391,7.97,0.4
1504,東元,71.0,2.6,3.8,06/12,1,1635,13.2,0.07,7,950,0.24,0.04,2,430,1.38,0.02,1,2012,16.2,0.08
2327,國巨*,855.0,19.0,2.27,06/12,-8,-54919,-11.9,-2.65,7,23447,5.28,1.13,2,1459,0.69,0.07,1,4976,5.5,0.24
2352,佳世達,31.0,0.95,3.16,06/12,3,3630,16.0,0.23,7,782,0.57,0.05,1,234,2.77,0.01,3,3970,17.5,0.25
2606,裕民,68.3,0.6,0.89,06/12,1,633,15.9,0.07,7,969,2.72,0.11,1,106,2.68,0.01,1,844,21.2,0.1
3023,信邦,314.0,6.0,1.95,06/12,1,153,21.5,0.06,7,471,2.6,0.2,2,10,0.45,0.0,1,161,22.7,0.07
3042,晶技,224.5,-10.5,-4.47,06/12,-1,-11223,-15.3,-3.27,7,1755,0.53,0.51,-8,-4554,-1.2,-1.33,-1,-12658,-17.2,-3.69
5536,聖暉*,1180.0,105.0,9.77,06/12,3,834,25.1,0.67,7,127,1.2,0.1,1,10,0.83,0.01,8,2974,23.3,2.4
8210,勤誠,1475.0,35.0,2.43,06/12,-3,-1312,-18.5,-1.05,7,1494,9.11,1.19,-3,-99,-1.39,-0.08,1,1,0.05,0.0
2881,富邦金,122.0,-3.5,-2.79,06/12,-6,-109844,-25.7,-0.78,6,109328,25.5,0.78,-1,-91,-0.21,0.0,-1,-10870,-25.4,-0.08
3357,臺慶科,293.0,6.0,2.09,06/12,1,535,4.72,0.47,6,345,0.31,0.3,-3,-119,-0.18,-0.1,1,522,4.6,0.45
6282,康舒,58.1,0.9,1.57,06/12,1,1970,6.15,0.23,6,324,0.08,0.04,-3,-3282,-1.92,-0.38,1,992,3.1,0.12
6201,元大富櫃50,47.1,1.79,3.95,06/12,-1,-56,-19.8,-0.27,5,350,18.6,1.71,1,65,22.8,0.32,1,109,38.4,0.53
2408,南亞科,374.0,34.0,10.0,06/12,1,25213,26.7,0.81,5,3733,0.75,0.12,1,1632,1.73,0.05,1,27789,29.4,0.9
2454,聯發科,4180.0,95.0,2.33,06/12,-5,-7526,-9.85,-0.47,5,2227,2.91,0.14,3,272,0.62,0.02,1,5,0.06,0.0
3131,弘塑,3230.0,195.0,6.43,06/12,-4,-285,-16.0,-0.96,5,338,16.2,1.14,-3,-18,-1.32,-0.06,-2,-84,-9.7,-0.28
3443,創意,4380.0,275.0,6.7,06/12,-2,-786,-18.4,-0.59,5,594,5.6,0.44,-5,-301,-2.83,-0.22,-1,-352,-15.9,-0.26
5234,達興材料,390.5,9.5,2.49,06/12,1,58,24.5,0.06,5,14,0.53,0.01,1,21,8.91,0.02,1,80,33.8,0.08
6515,穎崴,9590.0,870.0,9.98,06/12,1,40,6.49,0.11,5,195,8.39,0.54,1,19,3.05,0.05,2,207,17.8,0.58
8021,尖點,522.0,-48.0,-8.42,06/12,-2,-6614,-11.9,-4.56,5,2388,2.8,1.65,1,77,0.28,0.05,-1,-4963,-18.4,-3.42
2344,華邦電,172.0,15.5,9.9,06/12,3,67918,10.7,1.51,4,8873,1.06,0.2,2,3887,0.86,0.09,3,77231,12.1,1.72
2492,華新科,409.0,-8.5,-2.04,06/12,-1,-692,-16.5,-0.14,4,235,1.32,0.05,-5,-1337,-6.34,-0.28,-1,-671,-16.0,-0.14
3008,大立光,4020.0,-145.0,-3.48,06/12,-2,-1362,-17.4,-1.04,4,531,3.31,0.41,2,92,1.17,0.07,-2,-1000,-12.7,-0.76
3413,京鼎,307.5,15.0,5.13,06/12,1,898,48.7,0.81,4,111,1.59,0.1,1,90,4.89,0.08,1,1003,54.4,0.91
5904,寶雅,647.0,22.0,3.52,06/12,7,1159,23.1,1.09,4,115,3.24,0.11,2,149,7.62,0.14,7,1472,29.4,1.38
8028,昇陽半導體,315.0,13.5,4.48,06/12,-2,-399,-2.82,-0.22,4,1090,3.66,0.61,-7,-305,-0.65,-0.17,3,1491,6.36,0.83
8150,南茂,97.0,-0.1,-0.1,06/12,-1,-7718,-9.29,-1.1,4,7927,2.77,1.13,1,596,0.72,0.08,-1,-6727,-8.1,-0.95
2207,和泰車,461.0,-8.5,-1.81,06/12,-9,-3214,-25.3,-0.58,3,261,4.1,0.05,-1,-11,-0.41,0.0,-10,-2971,-21.7,-0.53
2884,玉山金,34.35,0.5,1.48,06/12,2,26477,27.7,0.16,3,1886,1.22,0.01,-1,-798,-1.59,0.0,10,173061,27.0,1.07
2912,統一超,230.0,1.0,0.44,06/12,-18,-57332,-34.5,-5.51,3,1312,15.6,0.13,3,32,0.38,0.0,2,524,10.6,0.05
3026,禾伸堂,764.0,69.0,9.93,06/12,-1,-170,-6.63,-0.1,3,193,2.18,0.12,1,5,0.19,0.0,-1,-141,-5.5,-0.09
3090,日電貿,256.0,23.0,9.87,06/12,-4,-8224,-9.13,-2.86,3,5884,6.69,2.05,-8,-332,-0.34,-0.12,-4,-2521,-2.8,-0.88
