排名,代號,名稱,市 場,股價 日期,K 線,成交,漲跌 價,漲跌 幅,成交 張數,成交額 (百萬),昨收,開盤,最高,最低,振幅 (%),PER,PBR,1個月 走勢圖,3個月 走勢圖,1年 走勢圖,3年 走勢圖,10年 走勢圖
301,4569,六方科-KY,市,06/15,,177.5,10.0,5.97,71,12.4,167.5,172.5,177.5,171.5,3.58,36.5,1.98,,,,,
302,6762,達亞,櫃,06/15,,177.0,0.0,0.0,0,0.02,181.5,177.0,177.0,177.0,0.0,,4.86,,,,,
303,2072,世紀風電,市,06/15,,176.5,-4.5,-2.49,526,93.8,181.0,185.0,185.0,176.0,4.97,12.1,1.45,,,,,
304,3228,金麗科,櫃,06/15,,176.5,16.0,9.97,341,58.6,160.5,162.5,176.5,161.5,9.35,,19.81,,,,,
305,3265,台星科,櫃,06/15,,176.5,-2.5,-1.4,848,152.0,179.0,183.0,183.5,176.5,3.91,31.0,3.99,,,,,
306,3362,先進光,櫃,06/15,,176.5,16.0,9.97,6956,1196.0,160.5,161.5,176.5,161.5,9.35,,6.9,,,,,
307,5474,聰泰,櫃,06/15,,176.0,1.0,0.57,421,74.3,175.0,176.5,178.0,175.0,1.71,35.0,3.72,,,,,
308,7730,暉盛-創,市,06/15,,175.5,-5.0,-2.77,163,29.3,180.5,180.5,184.5,175.0,5.26,91.4,6.66,,,,,
309,5347,世界,櫃,06/15,,174.5,5.0,2.95,27631,4807.0,169.5,174.5,176.5,170.5,3.54,41.5,4.76,,,,,
310,5483,中美晶,櫃,06/15,,174.5,15.5,9.75,27975,4823.0,159.0,166.0,174.5,164.5,6.29,23.8,2.17,,,,,
311,6568,宏觀,櫃,06/15,,174.0,-2.5,-1.42,208,36.5,176.5,178.0,179.5,173.5,3.4,42.9,3.51,,,,,
312,02001L,富邦蘋果正二N,市,06/15,,173.15,10.9,6.72,195,33.9,162.25,177.95,177.95,172.2,3.54,,1.0043,,,,,
313,5209,新鼎,櫃,06/15,,173.0,-1.5,-0.86,59,10.2,174.5,175.0,175.0,173.0,1.15,9.66,5.64,,,,,
314,8083,瑞穎,櫃,06/15,,173.0,0.0,0.0,35,6.11,173.0,174.0,175.0,171.5,2.02,16.3,4.6,,,,,
315,2316,楠梓電,市,06/15,,171.5,15.5,9.94,5676,944.0,156.0,160.5,171.5,158.5,8.33,11.1,2.27,,,,,
316,4961,天鈺,市,06/15,,171.0,5.0,3.01,669,114.0,166.0,168.0,172.0,167.5,2.71,20.7,1.16,,,,,
317,2645,長榮航太,市,06/15,,170.5,4.0,2.4,1463,251.0,166.5,168.0,173.5,167.5,3.6,26.0,5.04,,,,,
318,3217,優群,櫃,06/15,,170.5,0.5,0.29,552,94.6,170.0,172.5,173.0,170.0,1.76,13.6,2.95,,,,,
319,7738,東聯互動,櫃,06/15,,170.5,0.0,0.0,49,8.4,170.5,169.0,170.5,169.0,0.88,12.3,2.57,,,,,
