"排名","代號","名稱","成交","漲跌價","漲跌幅","持股資料週別","更新日期","持股超過600張(%)","超過600張增減","持股超過800張(%)","超過800張增減","持股超過1千張(%)","超過1千張增減"
"901","2069","運錩","19.5","-0.15","-0.76","26W18","04/30","58.1","-0.35","54.3","+0.03","53.3","+0.03"
"902","2910","統領","21.6","+0.25","+1.17","26W18","04/30","96.1","0","94","0","92.9","0"
"903","6171","大城地產","24","-0.45","-1.84","26W18","04/30","85.1","+0.09","82.9","+0.14","79.2","+0.14"
"904","1470","大統新創","22.7","+0.1","+0.44","26W18","04/30","81.2","0","77.4","0","71.2","0"
"905","5533","皇鼎","14","-0.1","-0.71","26W18","04/30","75.7","+0.07","73.1","+0.07","70.6","+0.07"
"906","5903","全家","189","+0.5","+0.27","26W18","04/30","90.4","+0.02","90.1","+0.02","89.7","0"
"907","00707R","期元大S&P日圓反1","32.21","0","0","26W18","04/30","79.7","-0.82","79.7","-0.82","79.7","-0.82"
"908","8463","潤泰材","21.95","0","0","26W18","04/30","80.2","+0.01","78.5","+0.01","76","-0.01"
"909","5478","智冠","103.5","-1.5","-1.43","26W18","04/30","78.3","0","77","0","73","0"
"910","1451","年興","16.5","-0.05","-0.3","26W18","04/30","59.4","-0.02","57.7","0","56.4","0"
"911","4726","永昕","24.8","-0.9","-3.5","26W18","04/30","54.2","+0.08","52.2","+0.45","49.8","+0.05"
"912","2524","京城","35.9","-1.6","-4.27","26W18","04/30","92.1","+0.03","91.9","+0.03","91.6","+0.03"
"913","3522","御嵿","11.45","+0.05","+0.44","26W18","04/30","55.9","+0.01","53.2","+0.01","52.3","+0.01"
