"排名","代號","名稱","成交","漲跌價","漲跌幅","持股資料週別","更新日期","持股超過600張(%)","超過600張增減","持股超過800張(%)","超過800張增減","持股超過1千張(%)","超過1千張增減"
"301","8076","伍豐","26.9","+0.3","+1.13","26W18","04/30","30.9","+0.01","29.2","+0.01","26.8","-0.33"
"302","1416","廣豐","11.05","+0.15","+1.38","26W18","04/30","53","-0.05","50.2","0","48.8","0"
"303","2637","慧洋-KY","78.3","+2.3","+3.03","26W18","04/30","78.3","-0.14","76.5","-0.43","75.4","-0.33"
"304","1442","名軒","26.9","-1.1","-3.93","26W18","04/30","84.5","+0.24","81.1","-0.96","78.2","-0.22"
"305","6213","聯茂","248","-6","-2.36","26W18","04/30","57.7","+0.03","56","+0.01","54.1","+0.03"
"306","5530","龍巖","49.15","-0.25","-0.51","26W18","04/30","80.6","-0.02","79","-0.2","78.5","0"
"307","1618","合機","42.15","-1.25","-2.88","26W18","04/30","55.4","+0.03","53.6","+0.43","53.2","0"
"308","00695B","富邦美債7-10","35.04","+0.08","+0.23","26W18","04/30","70.4","+0.58","68.7","+0.58","66.2","+0.58"
"309","2880","華南金","35.65","+0.3","+0.85","26W18","04/30","79.8","-0.16","79.1","-0.15","78.4","-0.16"
"310","2887H","台新新光庚特二","40.9","0","0","26W18","04/30","67.1","0","64.7","0","63.1","0"
"311","6024","群益期","60.4","-0.2","-0.33","26W18","04/30","65.5","-0.13","64.1","-0.14","63.8","-0.14"
"312","2892","第一金","30.65","+0.1","+0.33","26W18","04/30","68","+0.06","66.8","+0.08","65.9","+0.07"
"313","00895","富邦未來車","49.03","-0.43","-0.87","26W18","04/30","9.35","-1.51","8.47","-1.6","7.89","-1.66"
"314","00948B","中信優息投資級債","9.49","+0.01","+0.11","26W18","04/30","73.5","+0.34","72.3","+0.4","71.5","+0.43"
"315","3029","零壹","105","0","0","26W18","04/30","39","+0.55","38.2","+0.17","34.6","+0.26"
"316","5014","建錩","10.95","0","0","26W18","04/30","33.2","-0.32","30.1","+0.01","26.7","-0.01"
"317","3380","明泰","34.15","+0.85","+2.55","26W18","04/30","66.9","-0.61","66.4","-0.36","65.2","-0.68"
"318","1733","五鼎","29.1","+0.4","+1.39","26W18","04/30","37.4","-0.03","34.4","-0.03","30.5","-0.07"
"319","3058","立德","9.11","-0.21","-2.25","26W18","04/30","19.3","0","17.7","-0.02","16.3","0"
"320","00936","台新永續高息中小","20.37","-0.05","-0.24","26W18","04/30","13.2","-2.77","13","-2.58","12.7","-2.59"
"321","1904","正隆","22.75","-0.4","-1.73","26W18","04/30","63.1","+0.12","61.4","-0.07","60.4","+0.07"
"322","4707","磐亞","19.85","+0.85","+4.47","26W18","04/30","66.1","+0.34","63.8","-0.09","62.3","-0.09"
"323","2027","大成鋼","42.55","+0.05","+0.12","26W18","04/30","65.7","+1.21","64.7","+1.23","64","+1.31"
"324","2528","皇普","22.05","-0.3","-1.34","26W18","04/30","80.8","0","79.4","+0.14","78","+0.37"
"325","2408","南亞科","340","+7","+2.1","26W18","04/30","79.7","+3.09","79.2","+3.28","78.6","+3.29"
"326","6113","亞矽","27.15","+0.9","+3.43","26W18","04/30","48.3","0","48.3","0","48.3","0"
"327","8044","網家","29.55","-0.65","-2.15","26W18","04/30","59.7","+0.24","57.9","+0.24","56.6","+0.24"
"328","2038","海光","13.35","-0.2","-1.48","26W18","04/30","52.3","-0.04","51.2","-0.04","50.2","-0.02"
"329","9103","美德醫療-DR","5.75","-0.13","-2.21","26W18","04/30","7","+0.16","4.97","+0.13","3.62","+0.53"
"330","6271","同欣電","217","-8","-3.56","26W18","04/30","46","-1.44","44","-0.39","39.7","-1.65"
"331","2017","官田鋼","9.18","-0.04","-0.43","26W18","04/30","58.1","+0.05","57","+0.05","56.7","+0.05"
"332","00959B","大華投等美債15Y+","9.36","+0.01","+0.11","26W18","04/30","46.4","+0.07","43.8","+0.04","42.5","+0.05"
"333","6197","佳必琪","317.5","-8","-2.46","26W18","04/30","47.2","+3.27","44.8","+2","39.7","-0.84"
"334","3592","瑞鼎","268","+11.5","+4.48","26W18","04/30","33","+0.6","29.4","+0.62","25.7","+2.9"
"335","6703","軒郁","110","-0.5","-0.45","26W18","04/30","43.4","0","41.5","0","38.6","0"
"336","6432","今展科","72.9","-3","-3.95","26W18","04/30","30.4","0","26.1","0","15.6","0"
"337","2317","鴻海","258.5","-4.5","-1.71","26W18","04/30","66.4","+0.27","65.6","+0.3","64.9","+0.31"
"338","5011","久陽","18","+0.5","+2.86","26W18","04/30","40.4","+0.04","33.3","+0.06","28.6","0"
"339","00733","富邦臺灣中小","68.5","-0.1","-0.15","26W18","04/30","16.5","-0.42","14.9","-0.46","14.9","-0.46"
"340","00931B","統一美債20年","13.43","+0.02","+0.15","26W18","04/30","70.7","+0.35","70.2","+0.38","69.7","+0.34"
"341","00646","元大S&P500","72.75","-0.4","-0.55","26W18","04/30","38.6","+0.17","37","+0.15","36.3","0"
"342","009802","富邦旗艦50","19","-0.22","-1.14","26W18","04/30","12","+0.52","11.1","+0.4","9.57","+0.39"
"343","2104","國際中橡","10.35","-0.2","-1.9","26W18","04/30","42","-0.16","39.3","-0.08","37.4","-0.16"
"344","2597","潤弘","204","+9","+4.62","26W18","04/30","76.9","-0.07","75.6","+0.38","73.9","+0.09"
"345","1722","台肥","47.65","+0.35","+0.74","26W18","04/30","63.2","+0.04","61.4","+0.25","60","+0.09"
"346","00725B","國泰投資級公司債","35.21","+0.07","+0.2","26W18","04/30","79.2","+0.07","78.7","+0.04","78.3","+0.05"
"347","00401A","主動摩根台灣鑫收","13.26","+0.05","+0.38","26W18","04/30","24.1","+7.4","24.1","+8.46","22.3","+8.89"
"348","1101","台泥","24.25","+0.35","+1.46","26W18","04/30","52.8","+0.03","51.4","+0.03","50.5","+0.03"
"349","1586","和勤","21.2","-0.35","-1.62","26W18","04/30","67.3","+0.13","67.3","+0.13","63.9","+0.13"
"350","1301","台塑","43.8","-0.6","-1.35","26W18","04/30","72.6","-0.09","71.8","-0.08","71.1","-0.08"
"351","3576","聯合再生","18","-0.25","-1.37","26W18","04/30","34.4","-0.22","33.4","-0.29","32.3","-0.35"
"352","1455","集盛","9.86","+0.01","+0.1","26W18","04/30","64","-0.18","63.1","-0.16","61.9","-0.16"
"353","00882","中信中國高股息","15.88","+0.12","+0.76","26W18","04/30","21.1","+0.23","18.6","+0.12","16.7","+0.2"
"354","5876","上海商銀","42","-0.05","-0.12","26W18","04/30","83.5","-0.16","81.7","-0.19","80.3","-0.21"
"355","1307","三芳","35.2","+0.2","+0.57","26W18","04/30","79.7","-0.23","78.7","+0.01","78.2","+0.01"
"356","1532","勤美","23.05","+0.1","+0.44","26W18","04/30","60.6","-0.09","58.1","-0.09","56.8","-0.1"
"357","00752","中信中國50","22.44","-0.05","-0.22","26W18","04/30","38.7","-0.03","37.6","-0.25","36.7","-0.24"
"358","3207","耀勝","66.5","+0.3","+0.45","26W18","04/30","33.5","-2.11","24.6","-1.25","21.8","-0.01"
"359","00943","兆豐電子高息等權","20.98","+0.22","+1.06","26W18","04/30","30.1","+1.45","28.7","+1.47","26.6","-0.6"
"360","3031","佰鴻","27.5","+0.1","+0.36","26W18","04/30","58.3","-0.67","58.3","-0.67","56.2","-0.68"
"361","2845","遠東銀","12.85","+0.05","+0.39","26W18","04/30","71","-0.1","69.5","-0.07","68.1","-0.11"
"362","911868","同方友友-DR","1.27","0","0","26W18","04/30","29.5","+0.06","25.6","+0.01","23","+0.01"
"363","009801","中信美國創新科技","11.82","-0.13","-1.09","26W18","04/30","26.9","+1.27","26.9","+1.8","23.2","+0.36"
"364","5488","松普","12","-0.1","-0.83","26W18","04/30","37.2","+0.03","35.7","+0.89","34.8","+0.01"
"365","6715","嘉基","371","-9","-2.37","26W18","04/30","72.5","+0.06","71.5","+0.07","69","+0.09"
"366","00696B","富邦美債20年","28.95","+0.05","+0.17","26W18","04/30","81.5","+0.63","81.4","+0.61","81.2","+0.61"
"367","00951","台新日本半導體","17.27","+0.23","+1.35","26W18","04/30","31.7","-0.12","30","-0.42","28.7","-0.44"
"368","6166","凌華","128","+2.5","+1.99","26W18","04/30","74.5","-0.12","71.7","-0.1","69.2","-0.05"
"369","5871","中租-KY","123","+3.5","+2.93","26W18","04/30","66","+0.19","63.9","+0.05","62.5","-0.12"
"370","00969B","元大零息超長美債","8.29","0","0","26W18","04/30","69.5","+0.61","67.4","+0.25","63.2","+0.26"
"371","3060","銘異","29.15","0","0","26W18","04/30","12.6","-2.28","11","-1.46","10.3","-2.16"
"372","6142","友勁","8.28","-0.02","-0.24","26W18","04/30","53.8","+0.18","51.7","-0.03","49.7","+0.2"
"373","3701","大眾控","47.7","-0.4","-0.83","26W18","04/30","74.4","+0.64","72.8","-0.27","71.3","-0.66"
"374","00890B","凱基ESGBBB債15+","32.41","+0.02","+0.06","26W18","04/30","72.2","-0.01","72.2","-0.01","62.3","0"
"375","00685L","群益臺灣加權正2","264.25","-2.45","-0.92","26W18","04/30","12.7","-8.62","10.7","-8.59","10.7","-8.59"
"376","1723","中碳","85.9","+2","+2.38","26W18","04/30","49.4","+0.3","48.2","-0.01","47.1","+0.03"
"377","2886","兆豐金","43.4","0","0","26W18","04/30","81.1","+0.1","80.5","+0.1","80.2","+0.11"
"378","5269","祥碩","1330","+5","+0.38","26W18","04/30","57.6","-0.37","55.7","-1.34","55.7","0"
"379","1460","宏遠","7.09","+0.04","+0.57","26W18","04/30","68.3","+0.24","66.3","+0.35","63.8","+0.22"
"380","2483","百容","34.65","+3.15","+10","26W18","04/30","60.6","+0.09","59.3","+0.02","58.5","+0.02"
"381","00641R","富邦日本反1","3.96","0","0","26W18","04/30","44.1","+0.45","43.2","+0.45","39.7","+0.51"
"382","1519","華城","773","-18","-2.28","26W18","04/30","73.5","-0.32","71.3","-0.58","68.8","+0.22"
"383","1710","東聯","13.4","-0.85","-5.96","26W18","04/30","59.2","-0.1","57.8","-0.24","56.1","-0.25"
"384","1808","潤隆","31.2","-0.3","-0.95","26W18","04/30","78.1","-0.07","77.5","+0.02","77.1","+0.02"
"385","2207","和泰車","489.5","+2.5","+0.51","26W18","04/30","86.5","-0.22","84.6","-0.09","83.3","-0.26"
"386","3236","千如","57.5","+5.2","+9.94","26W18","04/30","29","+0.02","29","+0.02","27.4","+0.02"
"387","2634","漢翔","46.2","-0.4","-0.86","26W18","04/30","47.7","-0.31","46.9","-0.31","46.5","-0.11"
"388","7819","精誠金融","46","-1","-2.13","26W18","04/30","68.1","-2.74","68.1","0","63.7","0"
"389","4154","樂威科-KY","13.9","0","0","26W18","04/30","70.6","0","68.5","0","65.9","0"
"390","2801","彰銀","22.35","0","0","26W18","04/30","75.4","-0.03","74.2","-0.04","73.2","-0.06"
"391","3052","夆典","10.75","-0.15","-1.38","26W18","04/30","52.7","+0.14","50.4","-0.13","48","-0.14"
"392","8034","榮群","23.2","-0.2","-0.85","26W18","04/30","15","-1.32","13.6","-0.2","8.73","-1.92"
"393","1314","中石化","7.76","+0.03","+0.39","26W18","04/30","34.9","-0.01","32.3","-0.06","30.6","+0.04"
"394","5324","士開","12.1","+0.05","+0.41","26W18","04/30","74.7","0","72.6","0","71.3","0"
"395","2897","王道銀行","10.5","+0.1","+0.96","26W18","04/30","83","+0.09","81.8","+0.17","80.5","+0.07"
"396","4105","東洋","74.4","-0.3","-0.4","26W18","04/30","43.7","-0.05","40.6","+0.23","37.4","+0.22"
"397","6768","志強-KY","95.3","+0.6","+0.63","26W18","04/30","79.4","-0.31","78.7","+0.42","77.4","+0.44"
"398","2704","國賓","42.9","+0.15","+0.35","26W18","04/30","86.1","-0.06","84.8","+0.12","82.5","+0.14"
"399","2908","特力","21.2","-0.1","-0.47","26W18","04/30","90.4","+0.1","90.1","+0.1","89.1","+0.28"
"400","9945","潤泰新","26.05","-0.1","-0.38","26W18","04/30","62.7","-0.05","61.6","-0.07","60.8","-0.05"
"401","6548","長科*","84","+2.2","+2.69","26W18","04/30","84.9","-0.52","84.2","-0.3","83.8","-0.3"
"402","6550","北極星藥業-KY","13.45","+0.45","+3.46","26W18","04/30","73.7","+0.03","72.8","+0.21","71.4","-0.01"
"403","8411","福貞-KY","12.2","-0.05","-0.41","26W18","04/30","81","+0.05","79.8","+0.05","78.5","+0.05"
"404","2427","三商電","22","-0.3","-1.35","26W18","04/30","53.1","+0.11","52.5","+0.04","50.2","+0.52"
"405","5007","三星","56.8","+1.2","+2.16","26W18","04/30","85.9","+0.02","84","+0.03","84","+0.03"
"406","4402","郡都開發","17.2","-0.2","-1.15","26W18","04/30","61.3","+0.47","61.3","+0.47","60.1","+0.47"
"407","2101","南港","33","+0.25","+0.76","26W18","04/30","61.3","-0.14","60.2","+0.25","58.1","-0.11"
"408","00934","中信成長高股息","27.43","-0.05","-0.18","26W18","04/30","12.2","+0.07","11.7","+0.1","11.5","+0.52"
"409","6873","泓德能源","81.7","-4.3","-5","26W18","04/30","55.6","+0.4","52.3","+0.42","51.7","+0.42"
"410","009816","凱基台灣TOP50","14.53","-0.13","-0.89","26W18","04/30","15.5","-2.56","14.4","-2.58","13.4","-2.62"
"411","2890","永豐金","33.25","+0.25","+0.76","26W18","04/30","79.2","0","78.1","-0.02","77.2","0"
"412","00720B","元大投資級公司債","33.16","+0.09","+0.27","26W18","04/30","59.6","+0.24","58.7","+0.24","58","+0.24"
"413","8926","台汽電","75.5","+0.5","+0.67","26W18","04/30","58.1","+0.1","56.2","+0.11","54.7","+0.14"
"414","4198","欣大健康","36.35","+0.2","+0.55","26W18","04/30","79.4","+0.04","79.4","+0.04","75.3","+0.04"
"415","1423","利華","44.4","+0.45","+1.02","26W18","04/30","79.3","+0.58","75.7","+0.49","73.9","+0.49"
"416","2402","毅嘉","60.6","+0.9","+1.51","26W18","04/30","45.6","-0.67","43.5","-0.5","41.7","-0.83"
"417","6133","金橋","22.75","0","0","26W18","04/30","46.4","-0.67","44.7","+0.02","43.9","+0.03"
"418","1776","展宇","17.85","-0.05","-0.28","26W18","04/30","61.4","0","52","0","43.2","0"
"419","3305","昇貿","140","+3.5","+2.56","26W18","04/30","39","-0.78","37.1","-0.75","35.8","-0.82"
"420","1305","華夏","12.65","+0.1","+0.8","26W18","04/30","48.2","-0.2","47.4","+0.06","47.2","+0.04"
"421","2501","國建","25.75","-0.85","-3.2","26W18","04/30","75.7","-0.53","74.5","-0.44","73.3","-0.18"
"422","6220","岳豐","34.5","+0.6","+1.77","26W18","04/30","60.1","+0.18","54.3","-0.38","53.7","+0.18"
"423","00981A","主動統一台股增長","29.71","-0.18","-0.6","26W18","04/30","22.1","+5.25","20.7","+5.49","19.5","+5.53"
