排名,代號,名稱,市 場,股價 日期,K 線,成交,漲跌 價,漲跌 幅,成交 張數,成交額 (百萬),昨收,開盤,最高,最低,振幅 (%),PER,PBR,1個月 走勢圖,3個月 走勢圖,1年 走勢圖,3年 走勢圖,10年 走勢圖
301,7738,東聯互動,櫃,09/15,,161.0,-2.5,-1.53,14,2.29,163.5,164.5,164.5,161.0,2.14,12.6,2.34,,,,,
302,3228,金麗科,櫃,09/15,,160.5,-5.0,-3.02,217,35.1,165.5,164.0,164.5,160.0,2.72,,16.97,,,,,
303,3265,台星科,櫃,09/15,,160.5,-2.5,-1.53,335,54.4,163.0,162.0,165.5,160.5,3.07,22.5,3.46,,,,,
304,4977,眾達-KY,市,09/15,,160.5,-6.5,-3.89,2090,341.0,167.0,166.0,166.5,160.5,3.59,46.8,3.09,,,,,
305,8462,柏文,市,09/15,,160.5,-1.5,-0.93,43,6.94,162.0,160.5,161.0,159.5,0.93,15.2,5.36,,,,,
306,3416,融程電,市,09/15,,160.0,-1.0,-0.62,107,17.2,161.0,162.0,163.0,160.0,1.86,18.6,3.6,,,,,
307,6761,穩得,櫃,09/15,,160.0,-2.0,-1.23,106,17.2,162.0,165.0,165.0,160.0,3.09,21.5,3.26,,,,,
308,2344,華邦電,市,09/15,,159.5,-0.5,-0.31,71180,11454.0,160.0,162.5,164.0,158.5,3.44,17.6,4.35,,,,,
309,3090,日電貿,市,09/15,,159.0,-4.5,-2.75,2542,412.0,163.5,162.0,166.0,159.0,4.28,20.7,2.46,,,,,
310,3135,凌航,市,09/15,,158.5,-0.5,-0.31,483,76.9,159.0,161.0,161.0,158.0,1.89,6.17,3.3,,,,,
311,2421,建準,市,09/15,,158.0,-5.0,-3.07,2719,435.0,163.0,163.5,163.5,158.0,3.37,16.6,4.29,,,,,
312,1773,勝一,市,09/15,,157.5,1.0,0.64,284,44.8,156.5,156.5,159.0,155.5,2.24,19.7,4.13,,,,,
313,3055,蔚華科,市,09/15,,157.5,-2.0,-1.25,1374,219.0,159.5,161.0,162.5,156.5,3.76,,10.95,,,,,
314,8083,瑞穎,櫃,09/15,,157.0,0.5,0.32,8,1.18,156.5,157.5,157.5,156.5,0.64,13.8,5.03,,,,,
315,2233,宇隆,市,09/15,,156.5,-0.5,-0.32,264,41.5,157.0,157.5,159.0,156.0,1.91,23.0,2.28,,,,,
316,6217,中探針,櫃,09/15,,156.5,-4.5,-2.8,2961,477.0,161.0,159.0,169.5,156.0,8.39,,6.09,,,,,
317,2640,大車隊,櫃,09/15,,156.0,1.5,0.97,47,7.35,154.5,155.0,157.0,155.0,1.29,16.4,4.62,,,,,
318,2850,新產,市,09/15,,155.5,-0.5,-0.32,151,23.4,156.0,156.0,156.0,155.0,0.64,10.1,2.23,,,,,
319,6712,長聖,櫃,09/15,,155.5,1.5,0.97,112,17.5,154.0,155.0,157.0,154.5,1.62,33.2,5.57,,,,,
320,2316,楠梓電,市,09/15,,155.0,0.0,0.0,1022,160.0,155.0,157.0,160.0,154.5,3.55,10.8,1.95,,,,,
321,3596,智易,市,09/15,,155.0,2.5,1.64,870,135.0,152.5,153.0,156.0,153.0,1.97,11.9,2.08,,,,,
