排名,代號,名稱,市 場,股價 日期,K 線,成交,漲跌 價,漲跌 幅,成交 張數,成交額 (百萬),昨收,開盤,最高,最低,振幅 (%),PER,PBR,1個月 走勢圖,3個月 走勢圖,1年 走勢圖,3年 走勢圖,10年 走勢圖
2101,00966B,統一ESG投等債15+,櫃,09/17,,13.41,0.09,0.68,272,3.65,13.32,13.39,13.45,13.39,0.45,,0.9985,,,,,
2102,1109,信大,市,09/17,,13.4,0.0,0.0,92,1.23,13.4,13.4,13.45,13.35,0.75,19.1,0.55,,,,,
2103,1516,川飛,市,09/17,,13.35,-1.15,-7.93,149,2.02,14.5,14.45,14.45,13.35,7.59,1335.0,2.65,,,,,
2104,020037,元大金融高股息N,市,09/17,,13.33,0.03,0.23,17,0.23,13.3,13.25,13.43,13.2,1.73,,0.9984,,,,,
2105,00961,FT臺灣永續高息,市,09/17,,13.31,0.14,1.06,15368,204.0,13.17,13.23,13.35,13.21,1.06,,0.997,,,,,
2106,2616,山隆,市,09/17,,13.3,0.05,0.38,143,1.9,13.25,13.3,13.4,13.25,1.13,,0.73,,,,,
2107,9902,台火,市,09/17,,13.25,0.05,0.38,164,2.17,13.2,13.35,13.35,13.15,1.52,22.8,1.0,,,,,
2108,009811,統一美國50,市,09/17,,13.23,0.06,0.46,807,10.7,13.17,13.2,13.26,13.2,0.46,,1.0008,,,,,
2109,5344,立衛,櫃,09/17,,13.2,-0.05,-0.38,25,0.33,13.25,13.25,13.25,13.1,1.13,,2.08,,,,,
2110,4195,基米-創,市,09/17,,13.15,-0.15,-1.13,68,0.91,13.3,13.3,13.3,13.1,1.5,,1.58,,,,,
2111,8421,旭源,櫃,09/17,,13.15,0.3,2.33,255,3.41,12.85,12.85,13.8,12.85,7.39,31.3,0.96,,,,,
2112,1468,昶和,市,09/17,,13.1,0.25,1.95,78,1.0,12.85,12.9,13.1,12.7,3.11,14.9,1.44,,,,,
2113,009812,野村日本東證,市,09/17,,13.08,0.06,0.46,141,1.84,13.02,13.11,13.13,13.08,0.38,,0.9947,,,,,
2114,1103,嘉泥,市,09/17,,13.05,0.05,0.38,253,3.3,13.0,13.05,13.1,13.0,0.77,9.13,0.49,,,,,
2115,3522,御嵿,櫃,09/17,,13.05,-0.05,-0.38,259,3.4,13.1,13.3,13.55,12.95,4.58,,1.91,,,,,
2116,4183,福永生技,櫃,09/17,,13.05,0.0,0.0,2,0.03,13.05,13.3,13.3,13.05,1.92,,1.16,,,,,
2117,00897,富邦基因免疫生技,市,09/17,,13.02,0.1,0.77,503,6.56,12.92,13.04,13.04,13.0,0.31,,1.0031,,,,,
2118,00963,中信全球高股息,市,09/17,,13.01,0.0,0.0,1873,24.3,13.01,12.99,13.01,12.97,0.31,,1.0062,,,,,
2119,8929,富堡,櫃,09/17,,13.0,0.0,0.0,14,0.18,13.0,13.05,13.25,13.0,1.92,37.1,0.82,,,,,
2120,9912,偉聯,市,09/17,,13.0,-0.1,-0.76,15,0.19,13.1,13.0,13.05,12.95,0.76,,1.98,,,,,
2121,00940,元大台灣價值高息,市,09/17,,12.99,0.1,0.78,25221,328.0,12.89,12.95,13.04,12.95,0.7,,0.9946,,,,,
2122,00993A,主動安聯台灣,市,09/17,,12.95,-0.02,-0.15,2512,33.1,12.97,13.16,13.33,12.95,2.93,,1.0,,,,,
2123,8024,佑華,櫃,09/17,,12.95,0.0,0.0,43,0.56,12.95,12.8,13.4,12.65,5.79,,1.49,,,,,
2124,009800,中信NASDAQ,市,09/17,,12.91,0.08,0.62,692,8.94,12.83,12.9,12.95,12.9,0.39,,1.0062,,,,,
2125,020035,元大上櫃ESG高息N,櫃,09/17,,12.91,0.0,0.0,0,0.0,12.68,12.91,12.91,12.91,0.0,,0.9864,,,,,
2126,00931B,統一美債20年,櫃,09/17,,12.9,0.06,0.47,3384,43.8,12.84,12.94,12.96,12.9,0.47,,0.9977,,,,,
2127,2024,志聯,市,09/17,,12.9,0.05,0.39,23,0.3,12.85,12.85,12.9,12.8,0.78,44.5,1.1,,,,,
2128,6144,得利影,櫃,09/17,,12.9,-0.15,-1.15,6,0.08,13.05,12.8,12.9,12.75,1.15,,1.57,,,,,
2129,00957B,兆豐US優選投等債,櫃,09/17,,12.88,0.11,0.86,54,0.69,12.77,12.91,12.92,12.88,0.31,,1.0008,,,,,
2130,01002T,土銀國泰R1,市,09/17,,12.87,0.0,0.0,32,0.41,12.87,12.91,12.91,12.87,0.31,,,,,,,
2131,2702,華園,市,09/17,,12.7,0.0,0.0,39,0.49,12.7,12.7,12.8,12.7,0.79,15.5,0.6,,,,,
2132,4121,優盛,櫃,09/17,,12.7,0.15,1.2,46,0.59,12.55,12.6,12.85,12.6,1.99,,0.74,,,,,
2133,8092,建暐,櫃,09/17,,12.65,-0.1,-0.78,25,0.32,12.75,12.7,12.75,12.6,1.18,90.4,1.34,,,,,
2134,00902,中信電池及儲能,市,09/17,,12.63,0.08,0.64,1342,16.9,12.55,12.52,12.68,12.52,1.27,,1.0145,,,,,
2135,1304,台聚,市,09/17,,12.6,0.4,3.28,3387,42.3,12.2,12.25,12.65,12.15,4.1,,0.77,,,,,
2136,1454,台富,市,09/17,,12.6,0.0,0.0,29,0.37,12.6,12.6,12.95,12.6,2.78,,1.18,,,,,
2137,6246,臺龍,櫃,09/17,,12.6,-0.1,-0.79,15,0.19,12.7,12.8,12.8,12.5,2.36,63.0,1.15,,,,,
2138,8411,福貞-KY,市,09/17,,12.6,-0.05,-0.4,78,0.98,12.65,12.6,12.6,12.5,0.79,36.0,0.45,,,,,
2139,2836,高雄銀,市,09/17,,12.5,0.25,2.04,4235,52.7,12.25,12.25,12.6,12.25,2.86,16.4,0.84,,,,,
2140,2904,匯僑,市,09/17,,12.5,-0.05,-0.4,59,0.74,12.55,12.5,12.55,12.45,0.8,24.5,0.78,,,,,
2141,6645,金萬林-創,市,09/17,,12.5,-0.15,-1.19,38,0.48,12.65,12.5,12.75,12.35,3.16,,1.81,,,,,
2142,6185,幃翔,櫃,09/17,,12.4,0.15,1.22,96,1.19,12.25,12.35,12.4,12.3,0.82,65.3,0.87,,,,,
2143,00983A,主動中信ARK創新,市,09/17,,12.39,0.07,0.57,1024,12.7,12.32,12.37,12.42,12.36,0.49,,1.0057,,,,,
2144,2025,千興,市,09/17,,12.35,0.35,2.92,435,5.32,12.0,12.2,12.35,12.05,2.5,9.5,1.02,,,,,
2145,1305,華夏,市,09/17,,12.3,0.35,2.93,2520,30.7,11.95,12.1,12.35,11.85,4.18,,0.93,,,,,
2146,1313,聯成,市,09/17,,12.3,0.35,2.93,5663,69.4,11.95,12.0,12.4,11.95,3.77,,0.54,,,,,
2147,1449,佳和,市,09/17,,12.3,0.25,2.07,611,7.61,12.05,12.1,12.7,12.1,4.98,,0.63,,,,,
2148,6120,達運,市,09/17,,12.3,0.3,2.5,1196,14.7,12.0,12.1,12.35,12.1,2.08,9.04,0.74,,,,,
2149,6169,昱泉,櫃,09/17,,12.3,0.35,2.93,4,0.05,11.95,11.9,12.3,11.9,3.35,,1.42,,,,,
2150,8101,華冠,市,09/17,,12.3,0.05,0.41,8,0.09,12.25,11.35,12.3,11.35,7.76,,2.91,,,,,
2151,5324,士開,櫃,09/17,,12.25,-0.05,-0.41,172,2.11,12.3,12.2,12.3,12.1,1.63,,1.88,,,,,
2152,2444,兆勁,市,09/17,,12.2,0.55,4.72,407,4.94,11.65,11.65,12.5,11.65,7.3,,1.86,,,,,
2153,2706,第一店,市,09/17,,12.15,0.05,0.41,90,1.09,12.1,12.15,12.2,12.1,0.83,18.1,0.59,,,,,
2154,1201,味全,市,09/17,,12.1,0.05,0.41,348,4.2,12.05,12.1,12.1,12.0,0.83,19.8,0.77,,,,,
2155,2038,海光,市,09/17,,12.1,0.1,0.83,83,1.0,12.0,12.1,12.1,11.9,1.67,,0.62,,,,,
2156,8107,大億金茂,櫃,09/17,,12.1,-0.1,-0.82,27,0.32,12.2,12.35,12.35,12.05,2.46,9.6,0.57,,,,,
2157,2515,中工,市,09/17,,12.05,0.25,2.12,12830,155.0,11.8,11.85,12.25,11.85,3.39,26.2,0.83,,,,,
2158,3049,精金,市,09/17,,12.0,-0.05,-0.41,3711,45.0,12.05,12.15,12.3,12.0,2.49,35.3,1.18,,,,,
2159,3521,台鋼建設,櫃,09/17,,12.0,-0.05,-0.41,37,0.45,12.05,12.0,12.2,11.9,2.49,5.91,0.99,,,,,
2160,5488,松普,櫃,09/17,,12.0,0.45,3.9,503,6.01,11.55,11.6,12.15,11.6,4.76,,1.08,,,,,
2161,6219,富旺,櫃,09/17,,12.0,0.0,0.0,46,0.55,12.0,12.0,12.1,12.0,0.83,13.5,0.76,,,,,
2162,00685L,群益臺灣加權正2,市,09/17,,11.98,0.25,2.13,248983,3006.0,11.73,11.91,12.22,11.91,2.64,,1.0034,,,,,
2163,2064,晉椿,櫃,09/17,,11.95,-0.15,-1.24,358,4.36,12.1,12.15,12.45,11.9,4.55,598.0,0.89,,,,,
2164,020036,元大金融配息N,市,09/17,,11.92,-0.02,-0.17,1,0.01,11.94,11.92,11.92,11.92,0.0,,0.9951,,,,,
2165,6988,威力暘-創,市,09/17,,11.9,0.1,0.85,64,0.76,11.8,11.9,12.0,11.75,2.12,,0.78,,,,,
2166,2897B,王道銀乙特,市,09/17,,11.85,0.0,0.0,18,0.22,11.85,11.85,11.85,11.85,0.0,,,,,,,
