排名,代號,名稱,市 場,股價 日期,K 線,成交,漲跌 價,漲跌 幅,成交 張數,成交額 (百萬),昨收,開盤,最高,最低,振幅 (%),PER,PBR,1個月 走勢圖,3個月 走勢圖,1年 走勢圖,3年 走勢圖,10年 走勢圖
601,2211,長榮鋼,市,09/18,,80.8,0.3,0.37,313,25.3,80.5,80.8,80.8,80.4,0.5,11.0,1.22,,,,,
602,4994,傳奇,市,09/18,,80.7,-0.8,-0.98,54,4.42,81.5,81.6,82.9,79.1,4.66,56.4,6.17,,,,,
603,6486,互動,櫃,09/18,,80.7,-0.5,-0.62,52,4.23,81.2,81.3,81.3,80.7,0.74,16.7,2.33,,,,,
604,1723,中碳,市,09/18,,80.6,-0.4,-0.49,505,40.9,81.0,81.2,81.6,80.6,1.23,25.9,2.33,,,,,
605,3548,兆利,櫃,09/18,,80.6,1.6,2.03,157,12.5,79.0,79.6,80.6,78.5,2.66,218.0,0.88,,,,,
606,1319,東陽,市,09/18,,80.5,0.6,0.75,1220,97.7,79.9,80.3,80.5,79.6,1.13,13.1,1.76,,,,,
607,3504,揚明光,市,09/18,,80.5,1.8,2.29,1054,84.7,78.7,79.7,81.3,79.2,2.67,,3.23,,,,,
608,3706,神達,市,09/18,,80.5,0.0,0.0,5758,462.0,80.5,81.5,81.5,79.6,2.36,14.4,1.4,,,,,
609,2762,世界健身-KY,市,09/18,,80.4,1.0,1.26,29,2.34,79.4,79.4,80.6,79.4,1.51,12.2,3.27,,,,,
610,6209,今國光,市,09/18,,80.4,2.4,3.08,6170,492.0,78.0,78.3,80.4,78.3,2.69,34.7,3.93,,,,,
611,6576,逸達,櫃,09/18,,80.4,-2.9,-3.48,393,31.8,83.3,83.1,83.2,80.4,3.36,574.0,9.95,,,,,
612,00690,兆豐藍籌30,市,09/18,,80.15,2.0,2.56,677,54.0,78.15,79.6,80.25,79.35,1.15,,0.9954,,,,,
613,9941,裕融,市,09/18,,79.8,-0.9,-1.12,1386,111.0,80.7,80.8,80.8,79.8,1.24,9.67,1.33,,,,,
614,7825,和亞智慧,櫃,09/18,,79.7,-4.2,-5.01,631,51.0,83.9,82.0,84.8,78.7,7.27,,4.4,,,,,
615,4739,康普,市,09/18,,79.5,-0.2,-0.25,771,61.4,79.7,80.5,80.6,79.1,1.88,15.4,1.53,,,,,
616,00708L,期元大S&P黃金正2,市,09/18,,79.45,2.75,3.59,4695,371.0,76.7,79.15,79.55,78.2,1.76,,0.9887,,,,,
617,5609,中菲行,櫃,09/18,,79.2,0.7,0.89,190,15.0,78.5,78.6,79.2,78.5,0.89,10.2,1.77,,,,,
618,6261,久元,櫃,09/18,,79.2,3.8,5.04,762,59.5,75.4,75.8,79.4,75.8,4.77,15.4,1.49,,,,,
619,6577,勁豐,櫃,09/18,,79.0,-0.3,-0.38,45,3.56,79.3,78.8,79.6,78.6,1.26,10.9,3.36,,,,,
620,6277,宏正,市,09/18,,78.9,0.8,1.02,120,9.49,78.1,78.5,79.0,78.1,1.15,19.1,1.96,,,,,
621,6535,順藥,櫃,09/18,,78.9,2.7,3.54,362,28.1,76.2,76.2,78.9,76.2,3.54,,10.68,,,,,
622,8279,生展,櫃,09/18,,78.9,-0.6,-0.75,7,0.58,79.5,79.0,79.0,78.7,0.38,9.45,0.91,,,,,
623,4137,麗豐-KY,市,09/18,,78.8,1.8,2.34,196,15.3,77.0,77.2,78.8,77.0,2.34,11.7,1.32,,,,,
624,6411,晶焱,櫃,09/18,,78.8,1.1,1.42,219,17.2,77.7,78.8,78.8,77.8,1.29,18.4,1.55,,,,,
625,2723,美食-KY,市,09/18,,78.7,-0.4,-0.51,281,22.2,79.1,79.5,79.5,78.3,1.52,,1.32,,,,,
626,4105,東洋,櫃,09/18,,78.4,-0.2,-0.25,442,34.6,78.6,78.8,78.8,78.1,0.89,11.2,2.8,,,,,
627,4905,台聯電,櫃,09/18,,78.4,-0.8,-1.01,14,1.12,79.2,77.0,79.2,77.0,2.78,6.34,0.74,,,,,
628,4939,亞電,櫃,09/18,,78.3,0.7,0.9,4464,349.0,77.6,78.5,79.3,77.2,2.71,91.0,5.07,,,,,
629,2439,美律,市,09/18,,78.2,-1.1,-1.39,1033,80.8,79.3,78.1,79.1,77.7,1.77,14.2,1.16,,,,,
630,6642,富致,櫃,09/18,,78.2,2.6,3.44,103,7.96,75.6,76.6,78.5,76.1,3.17,20.6,2.69,,,,,
631,6464,台數科,市,09/18,,78.0,0.2,0.26,22,1.74,77.8,77.7,78.0,77.7,0.39,18.0,1.2,,,,,
632,8111,立碁,櫃,09/18,,78.0,4.5,6.12,22926,1768.0,73.5,74.8,79.6,73.7,8.03,68.4,6.16,,,,,
633,4126,太醫,櫃,09/18,,77.7,-0.1,-0.13,73,5.71,77.8,77.8,78.1,77.7,0.51,13.0,1.97,,,,,
634,2606,裕民,市,09/18,,77.4,0.4,0.52,2634,203.0,77.0,77.3,77.5,75.7,2.34,11.4,1.62,,,,,
635,3467,台灣精材,櫃,09/18,,77.4,3.9,5.31,1089,82.3,73.5,76.0,77.4,73.4,5.44,67.3,3.99,,,,,
636,00657,國泰日經225,市,09/18,,77.2,1.35,1.78,166,12.8,75.85,76.6,77.45,76.55,1.19,,1.0021,,,,,
637,8374,羅昇,市,09/18,,77.0,-0.3,-0.39,143,11.0,77.3,78.3,78.3,77.0,1.68,,4.16,,,,,
638,1726,永記,市,09/18,,76.9,0.0,0.0,18,1.41,76.9,78.1,78.1,76.8,1.69,12.0,1.18,,,,,
639,3162,精確,櫃,09/18,,76.9,4.2,5.78,2596,197.0,72.7,73.2,77.8,73.2,6.33,124.0,2.88,,,,,
640,6923,中台,市,09/18,,76.9,0.9,1.18,306,23.6,76.0,76.4,78.9,75.5,4.47,18.9,2.78,,,,,
641,2254,巨鎧精密-創,市,09/18,,76.8,1.6,2.13,1698,129.0,75.2,75.2,76.8,74.7,2.79,,5.06,,,,,
642,6934,心誠鎂,市,09/18,,76.8,1.3,1.72,183,14.4,75.5,77.4,82.0,76.0,7.95,,5.24,,,,,
643,00646,元大S&P500,市,09/18,,76.6,0.3,0.39,2086,160.0,76.3,76.65,76.7,76.35,0.46,,1.0035,,,,,
644,5534,長虹,市,09/18,,76.4,2.0,2.69,1633,125.0,74.4,78.1,78.4,75.7,3.63,13.0,1.13,,,,,
645,6284,佳邦,櫃,09/18,,76.0,0.9,1.2,324,24.6,75.1,76.3,76.3,75.5,1.07,19.7,1.3,,,,,
646,8472,納維康,櫃,09/18,,76.0,0.0,0.0,6,0.46,76.0,76.0,76.8,76.0,1.05,,5.21,,,,,
647,6794,向榮生技,市,09/18,,75.5,-0.5,-0.66,22,1.66,76.0,76.9,77.0,74.0,3.95,,5.87,,,,,
648,6208,日揚,櫃,09/18,,75.4,1.8,2.45,125,9.29,73.6,74.1,75.4,73.6,2.45,17.7,2.21,,,,,
649,8341,日友,市,09/18,,75.3,0.8,1.07,154,11.6,74.5,74.5,75.3,74.4,1.21,14.4,1.83,,,,,
650,3483,力致,櫃,09/18,,75.2,1.2,1.62,260,19.4,74.0,74.8,75.2,74.1,1.49,25.5,1.51,,,,,
651,6918,愛派司,市,09/18,,75.2,0.3,0.4,4,0.3,74.9,75.0,75.3,75.0,0.4,13.8,2.14,,,,,
652,3032,偉訓,市,09/18,,75.1,-1.0,-1.31,491,37.1,76.1,76.1,76.5,75.0,1.97,,2.92,,,,,
653,6625,必應,市,09/18,,75.1,0.7,0.94,41,3.08,74.4,75.0,75.5,74.2,1.75,7.26,2.3,,,,,
654,1216,統一,市,09/18,,75.0,-0.5,-0.66,16593,1246.0,75.5,75.5,75.5,74.9,0.79,18.1,3.13,,,,,
655,6548,長科*,櫃,09/18,,74.8,2.2,3.03,5414,404.0,72.6,73.6,75.5,72.8,3.72,32.7,5.33,,,,,
656,4949,有成精密,市,09/18,,74.6,1.0,1.36,267,20.0,73.6,75.1,75.1,74.2,1.22,19.6,2.87,,,,,
657,6499,益安,櫃,09/18,,74.5,0.5,0.68,405,30.5,74.0,76.4,76.4,74.1,3.11,,5.87,,,,,
658,6527,明達醫,櫃,09/18,,74.5,-0.5,-0.67,22,1.6,75.0,75.0,75.5,73.6,2.53,12.7,1.83,,,,,
659,1777,生泰,櫃,09/18,,74.3,0.4,0.54,38,2.84,73.9,73.5,74.3,73.3,1.35,9.99,1.29,,,,,
660,2348,海悅,市,09/18,,74.2,0.3,0.41,2168,164.0,73.9,79.0,79.0,73.2,7.85,16.6,1.75,,,,,
661,3546,宇峻,櫃,09/18,,74.0,2.1,2.92,117,8.53,71.9,71.9,74.0,71.9,2.92,15.5,2.75,,,,,
662,4721,美琪瑪,櫃,09/18,,74.0,0.9,1.23,297,21.8,73.1,74.0,74.0,72.7,1.78,14.9,3.83,,,,,
663,6412,群電,市,09/18,,74.0,0.0,0.0,614,45.6,74.0,74.6,74.6,74.0,0.81,12.2,1.92,,,,,
664,6770,力積電,市,09/18,,74.0,2.8,3.93,174719,12838.0,71.2,73.0,74.0,72.7,1.83,22.5,2.71,,,,,
665,1563,巧新,市,09/18,,73.8,-2.4,-3.15,402,30.0,76.2,76.4,76.4,73.8,3.41,69.6,1.93,,,,,
666,2423,固緯,市,09/18,,73.8,1.0,1.37,56,4.16,72.8,73.0,74.5,73.0,2.06,17.5,3.58,,,,,
667,7713,威力德生醫,櫃,09/18,,73.8,0.7,0.96,2,0.16,73.1,74.0,74.0,73.8,0.27,13.4,2.8,,,,,
668,5388,中磊,市,09/18,,73.6,-0.3,-0.41,1868,138.0,73.9,74.6,74.6,73.2,1.89,16.5,1.36,,,,,
669,3628,盈正,櫃,09/18,,73.5,-0.5,-0.68,163,12.1,74.0,76.0,76.0,73.0,4.05,17.8,2.06,,,,,
670,2228,劍麟,市,09/18,,73.4,-3.5,-4.55,1216,89.9,76.9,75.4,78.1,73.4,6.11,18.0,1.18,,,,,
671,7811,民盛,櫃,09/18,,73.0,0.5,0.69,12,0.88,72.5,72.5,73.0,72.5,0.69,10.1,1.23,,,,,
672,5469,瀚宇博,市,09/18,,72.8,-0.2,-0.27,1582,116.0,73.0,74.1,74.1,72.8,1.78,13.4,0.57,,,,,
673,4104,佳醫,市,09/18,,72.7,0.5,0.69,129,9.29,72.2,72.2,72.7,71.9,1.11,15.1,1.4,,,,,
674,5904,寶雅*,櫃,09/18,,72.1,-0.5,-0.69,5924,424.0,72.6,71.8,72.1,71.1,1.38,2.12,1.06,,,,,
675,5321,美而快,櫃,09/18,,72.0,1.9,2.71,363,26.1,70.1,70.6,73.7,70.3,4.85,,5.38,,,,,
676,4974,亞泰,櫃,09/18,,71.8,1.2,1.7,109,7.77,70.6,70.6,71.8,70.6,1.7,14.7,1.59,,,,,
677,1717,長興,市,09/18,,71.4,0.1,0.14,6747,482.0,71.3,72.0,72.5,70.8,2.38,37.4,2.69,,,,,
678,7642,昶瑞機電,櫃,09/18,,71.3,1.3,1.86,20,1.45,70.0,70.0,73.0,70.0,4.29,29.0,2.26,,,,,
679,2636,台驊控股,市,09/18,,71.2,0.3,0.42,350,24.8,70.9,71.3,71.3,70.2,1.55,10.1,1.01,,,,,
680,6612,奈米醫材,櫃,09/18,,71.0,0.0,0.0,11,0.8,71.0,71.3,71.8,71.0,1.13,36.0,1.77,,,,,
681,6965,中傑-KY,市,09/18,,71.0,0.5,0.71,16,1.16,70.5,70.8,71.0,70.2,1.13,120.0,0.97,,,,,
682,1582,信錦,市,09/18,,70.9,0.4,0.57,280,19.8,70.5,70.8,71.3,70.5,1.13,22.1,1.39,,,,,
683,8487,愛爾達-創,市,09/18,,70.6,-0.4,-0.56,3,0.24,71.0,70.9,70.9,70.3,0.85,13.3,2.97,,,,,
684,00851,台新全球AI,市,09/18,,70.55,0.35,0.5,25,1.78,70.2,70.2,70.55,70.2,0.5,,0.9965,,,,,
685,2484,希華,市,09/18,,70.4,0.1,0.14,4124,291.0,70.3,71.9,72.2,70.0,3.13,51.0,2.74,,,,,
686,5511,德昌,櫃,09/18,,70.3,0.6,0.86,111,7.8,69.7,70.9,70.9,69.6,1.87,5.91,1.1,,,,,
687,6597,立誠,櫃,09/18,,70.1,0.2,0.29,14,0.96,69.9,68.0,70.1,67.0,4.43,43.3,2.66,,,,,
688,6873,泓德能源,市,09/18,,70.1,0.7,1.01,279,19.4,69.4,70.7,70.7,68.7,2.88,74.6,1.0,,,,,
689,2885,元大金,市,09/18,,70.0,1.0,1.45,48743,3399.0,69.0,69.2,70.0,68.6,2.03,17.1,2.44,,,,,
690,9927,泰銘,市,09/18,,70.0,0.2,0.29,52,3.6,69.8,69.8,70.0,69.7,0.43,11.7,1.58,,,,,
691,2388,威盛,市,09/18,,69.9,0.2,0.29,2798,197.0,69.7,70.9,71.1,69.8,1.87,43.1,1.75,,,,,
692,6951,青新-創,市,09/18,,69.9,-0.5,-0.71,15,1.06,70.4,70.1,70.1,69.7,0.57,12.8,2.89,,,,,
693,6175,立敦,櫃,09/18,,69.7,0.6,0.87,431,30.2,69.1,70.0,70.4,69.6,1.16,22.2,2.47,,,,,
694,00728,第一金工業30,市,09/18,,69.65,1.9,2.8,405,28.0,68.5,68.6,69.75,68.6,1.7,,0.997,,,,,
695,1504,東元,市,09/18,,69.5,-1.4,-1.97,8360,585.0,70.9,71.0,71.2,69.5,2.4,25.2,1.69,,,,,
696,2891,中信金,市,09/18,,69.5,-1.7,-2.39,74865,5223.0,71.2,72.0,72.0,68.9,4.35,16.4,1.99,,,,,
697,6190,萬泰科,櫃,09/18,,69.4,1.0,1.46,2851,197.0,68.4,68.8,69.8,68.5,1.9,28.9,3.28,,,,,
698,8424,惠普,櫃,09/18,,69.3,0.4,0.58,5,0.35,68.9,69.0,69.4,69.0,0.58,11.2,2.26,,,,,
699,6874,倍力,櫃,09/18,,69.1,0.3,0.44,27,1.88,68.8,69.0,69.9,69.0,1.31,16.3,3.17,,,,,
700,3178,公準,櫃,09/18,,69.0,6.2,9.87,1053,72.3,62.8,64.0,69.0,63.6,8.6,216.0,2.57,,,,,
701,2754,亞洲藏壽司,櫃,09/18,,68.9,-0.6,-0.86,23,1.6,69.5,69.1,69.9,68.9,1.44,15.7,1.77,,,,,
702,3310,佳穎,櫃,09/18,,68.8,0.6,0.88,3,0.21,68.2,69.0,69.0,68.8,0.29,26.5,2.86,,,,,
703,4205,中華食,櫃,09/18,,68.8,-0.2,-0.29,25,1.74,69.0,68.9,68.9,68.8,0.14,17.3,3.1,,,,,
704,8284,三竹,櫃,09/18,,68.8,-0.3,-0.43,8,0.56,69.1,69.1,69.1,68.5,0.87,10.3,2.44,,,,,
705,3645,達邁,市,09/18,,68.7,-0.1,-0.15,893,61.6,68.8,70.2,70.2,68.4,2.62,26.6,2.81,,,,,
706,7736,虎山,市,09/18,,68.6,-0.9,-1.29,42,2.9,69.5,68.7,69.5,68.1,2.01,12.4,1.48,,,,,
707,8383,千附,櫃,09/18,,68.5,2.3,3.47,1936,132.0,66.2,67.0,69.1,66.6,3.78,13.8,2.03,,,,,
708,8438,昶昕,市,09/18,,68.5,-0.3,-0.44,79,5.4,68.8,69.5,69.5,67.8,2.47,18.9,2.4,,,,,
709,9910,豐泰,市,09/18,,68.4,-0.7,-1.01,1555,107.0,69.1,69.3,69.3,68.1,1.74,13.9,2.86,,,,,
710,00733,富邦臺灣中小,市,09/18,,68.3,1.85,2.78,390,26.5,66.45,67.5,68.4,67.3,1.66,,0.9975,,,,,
