排名,代號,名稱,市 場,股價 日期,K 線,成交,漲跌 價,漲跌 幅,成交 張數,成交額 (百萬),昨收,開盤,最高,最低,振幅 (%),PER,PBR,1個月 走勢圖,3個月 走勢圖,1年 走勢圖,3年 走勢圖,10年 走勢圖
1801,3284,太普高,櫃,09/17,,19.85,0.0,0.0,119,2.37,19.85,19.85,20.15,19.7,2.27,8.17,1.39,,,,,
1802,5547,久舜,櫃,09/17,,19.85,0.0,0.0,26,0.53,19.85,19.85,19.85,19.85,0.0,9.97,1.22,,,,,
1803,6140,訊達,櫃,09/17,,19.85,-1.4,-6.59,856,17.3,21.25,20.45,20.9,19.6,6.12,,2.01,,,,,
1804,8034,榮群,櫃,09/17,,19.85,0.1,0.51,78,1.55,19.75,19.95,20.0,19.7,1.52,16.7,1.67,,,,,
1805,1473,台南,市,09/17,,19.8,0.2,1.02,18,0.36,19.6,19.6,19.85,19.6,1.28,56.6,0.75,,,,,
1806,009802,富邦旗艦50,市,09/17,,19.79,0.0,0.0,3987,79.3,19.79,19.85,20.03,19.79,1.21,,0.9985,,,,,
1807,00900,富邦特選高股息30,市,09/17,,19.77,0.14,0.71,8135,161.0,19.63,19.66,19.85,19.66,0.97,,0.995,,,,,
1808,2528,皇普,市,09/17,,19.75,0.2,1.02,182,3.57,19.55,19.75,19.8,19.45,1.79,9.19,1.14,,,,,
1809,5220,萬達光電,櫃,09/17,,19.7,-0.1,-0.51,14,0.27,19.8,19.75,19.75,19.45,1.52,123.0,1.04,,,,,
1810,00706L,期元大S&P日圓正2,市,09/17,,19.66,-0.16,-0.81,556,10.9,19.82,19.61,19.66,19.59,0.35,,0.997,,,,,
1811,1789,神隆,市,09/17,,19.6,1.45,7.99,2196,42.4,18.15,18.2,19.85,18.2,9.09,490.0,1.48,,,,,
1812,1540,喬福,市,09/17,,19.5,0.15,0.78,174,3.39,19.35,19.5,19.7,19.3,2.07,16.0,1.18,,,,,
1813,2719,燦星旅,櫃,09/17,,19.5,-0.05,-0.26,4,0.08,19.55,19.5,19.5,19.45,0.26,28.7,1.81,,,,,
1814,2812,台中銀,市,09/17,,19.5,0.2,1.04,27622,534.0,19.3,19.35,19.55,19.1,2.33,11.7,1.22,,,,,
1815,4167,松瑞藥,櫃,09/17,,19.5,0.4,2.09,1160,22.5,19.1,19.1,19.55,19.0,2.88,6.27,1.38,,,,,
1816,6198,瑞築,櫃,09/17,,19.5,0.0,0.0,0,0.0,19.5,19.5,19.5,19.5,0.0,,0.71,,,,,
1817,2536,宏普,市,09/17,,19.45,0.35,1.83,829,16.0,19.1,19.2,19.55,19.1,2.36,4.69,0.51,,,,,
1818,4207,環泰,櫃,09/17,,19.45,0.0,0.0,51,1.0,19.45,19.45,19.55,19.4,0.77,10.3,1.34,,,,,
1819,2332,友訊,市,09/17,,19.4,0.05,0.26,6289,123.0,19.35,19.35,19.8,19.35,2.33,,1.41,,,,,
1820,00988B,玉山嚴選非投債,櫃,09/17,,19.37,0.1,0.52,1109,21.5,19.27,19.35,19.4,19.34,0.31,,1.0,,,,,
1821,2462,良得電,市,09/17,,19.35,0.0,0.0,93,1.8,19.35,19.25,19.65,19.25,2.07,31.2,0.88,,,,,
1822,6216,居易,市,09/17,,19.35,-0.05,-0.26,183,3.55,19.4,19.4,19.55,19.3,1.29,50.9,1.14,,,,,
1823,020030,統一智慧電動車N,市,09/17,,19.3,-0.1,-0.52,1,0.02,19.4,19.3,19.3,19.3,0.0,,1.0063,,,,,
1824,4413,飛寶企業,櫃,09/17,,19.3,0.1,0.52,17,0.33,19.2,19.2,19.6,18.9,3.65,16.8,1.77,,,,,
1825,7803,雲象科技-創,市,09/17,,19.3,1.1,6.04,129,2.32,18.2,17.8,20.0,17.5,13.7,,3.14,,,,,
