"排名","代號","名稱","市場","股價日期","K線","成交","漲跌價","漲跌幅","成交張數","成交額(百萬)","昨收","開盤","最高","最低","振幅(%)","PER","PBR","1個月走勢圖","3個月走勢圖","1年走勢圖","3年走勢圖","10年走勢圖"
"601","00661","元大日經225","市","05/13","","81.65","+0.65","+0.8","93","7.58","81","80.9","81.7","80.7","1.23","","0.996","","","","",""
"602","6499","益安","櫃","05/13","","81.6","+0.1","+0.12","317","25.8","81.5","82","82.5","81.1","1.72","","5.82","","","","",""
"603","4987","科誠","櫃","05/13","","81.5","0","0","46","3.75","81.5","81.5","81.5","81.5","0","12.8","2.06","","","","",""
"604","4580","捷流閥業","櫃","05/13","","81.3","-0.1","-0.12","51","4.16","81.4","81","81.3","80.7","0.74","16.2","1.38","","","","",""
"605","7811","民盛","櫃","05/13","","81.3","+0.9","+1.12","190","14.9","80.4","79.7","81.7","75","8.33","10","1.33","","","","",""
"606","5469","瀚宇博","市","05/13","","81.2","-1.6","-1.93","2,824","230","82.8","82.2","82.7","81.1","1.93","13.4","1.09","","","","",""
"607","6485","點序","櫃","05/13","","81.2","-3.7","-4.36","540","44","84.9","82.5","82.8","80.7","2.47","","1.9","","","","",""
"608","6028","公勝保經","櫃","05/13","","81","-0.4","-0.49","47","3.81","81.4","81.9","81.9","81","1.11","11.2","2.54","","","","",""
"609","6921","嘉雨思-創","市","05/13","","81","-2","-2.41","59","4.76","83","81.8","81.8","79.8","2.41","231","8.95","","","","",""
"610","2478","大毅","市","05/13","","80.9","+0.9","+1.12","4,335","348","80","78.6","82","77.3","5.88","21.9","1.59","","","","",""
"611","1717","長興","市","05/13","","80.4","-2.3","-2.78","32,193","2,596","82.7","82","82.5","79.7","3.39","57","3.41","","","","",""
"612","6205","詮欣","市","05/13","","80.4","-5.5","-6.4","3,271","266","85.9","85.1","86","79","8.15","48.4","2.56","","","","",""
"613","3605","宏致","市","05/13","","80.3","-1.5","-1.83","3,510","282","81.8","80.3","81.1","79.2","2.32","22.7","1.65","","","","",""
"614","1723","中碳","市","05/13","","80.2","-0.8","-0.99","457","36.9","81","81","81.3","80.1","1.48","32.3","2.31","","","","",""
"615","5520","力泰","櫃","05/13","","80.2","0","0","0","0","80.2","80.2","80.2","80.2","0","8.04","1.6","","","","",""
"616","1319","東陽","市","05/13","","80","0","0","1,660","132","80","79.5","80.3","78.9","1.75","12.4","1.69","","","","",""
"617","1727","中華化","市","05/13","","80","+1.4","+1.78","22,145","1,788","78.6","79.6","85","78.6","8.14","2000","4.89","","","","",""
"618","2374","佳能","市","05/13","","79.9","-2.5","-3.03","11,846","951","82.4","81.5","82.1","79.4","3.28","27.6","3.01","","","","",""
