排名,代號,名稱,成交,漲跌 價,漲跌 幅,成交 張數,更新 日期,當日 增減 (%),2日 增減 (%),3日 增減 (%),5日 增減 (%),10日 增減 (%),1個月 增減 (%),3個月 增減 (%),半年 增減 (%),1年 增減 (%),今年 增減 (%)
1,006203,元大MSCI台灣,186.45,3.7,2.02,13,05/27,-100.0,-100.0,-100.0,-100.0,,,,,,
2,00660,元大歐洲50,44.26,-0.03,-0.07,17,05/27,,,,-100.0,-100.0,-100.0,,-100.0,-100.0,-100.0
3,00694B,富邦美債1-3,41.37,-0.06,-0.14,324,05/27,,,,-100.0,,,,,-100.0,
4,00730,富邦臺灣優質高息,27.97,0.02,0.07,488,05/27,,,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
5,00845B,富邦新興投等債,32.87,0.01,0.03,100,05/27,,-100.0,-100.0,-100.0,-100.0,,,,,
6,00846B,富邦歐洲銀行債,35.54,0.04,0.11,101,05/27,,-100.0,-100.0,-100.0,-100.0,,,,,
7,00865B,國泰US短期公債,47.78,-0.1,-0.21,3462,05/27,,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,,-100.0,-100.0
8,00875,國泰網路資安,46.64,-0.21,-0.45,131,05/27,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
9,00982T,平衡兆豐台美動能,15.42,0.16,1.05,535,05/27,,,,-100.0,,-100.0,-100.0,,,-100.0
10,3058,立德,8.08,-0.12,-1.46,856,05/27,,,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
11,00668,國泰美國道瓊,57.85,-0.5,-0.86,132,05/27,0.0,0.0,0.0,-92.4,-86.5,-16.7,11.1,-91.8,-95.2,-91.8
12,9905,大華,20.65,-0.05,-0.24,100,05/27,-3.23,-3.23,-45.5,-88.7,-88.0,-81.7,-54.5,-77.6,-83.2,-72.2
13,1516,川飛,20.6,-0.4,-1.9,36,05/27,0.0,-83.3,-83.3,-83.3,-83.3,-83.3,-95.3,-98.5,-99.3,-98.0
