排名,代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,當日 買賣超 佔 發行 張數,2日 買賣超 佔 發行 張數,3日 買賣超 佔 發行 張數,5日 買賣超 佔 發行 張數,10日 買賣超 佔 發行 張數,1個月 買賣超 佔 發行 張數,3個月 買賣超 佔 發行 張數,半年 買賣超 佔 發行 張數,1年 買賣超 佔 發行 張數,3年 買賣超 佔 發行 張數,10年 買賣超 佔 發行 張數,今年 買賣超 佔 發行 張數
1,4966,譜瑞-KY,757.0,-43.0,-5.38,05/18,0.0,0.0,0.34,4.82,6.61,5.98,5.58,8.66,10.5,4.83,0.36,7.03
2,3624,光頡,83.8,7.6,9.97,05/18,0.87,3.44,3.52,4.01,4.01,4.01,4.01,4.01,4.01,-5.89,3.98,4.01
3,6531,愛普*,1135.0,55.0,5.09,05/18,0.24,1.55,2.3,3.04,3.1,3.48,3.95,3.37,4.07,1.39,,2.52
4,6278,台表科,210.0,-10.5,-4.76,05/18,0.53,1.31,2.57,2.63,3.8,0.91,-2.46,-5.67,-10.4,13.5,13.6,-5.26
5,2344,華邦電,130.5,1.0,0.77,05/18,0.17,0.74,1.1,1.47,1.94,1.82,2.27,3.22,6.75,5.97,6.8,3.31
6,8210,勤誠,1380.0,-30.0,-2.13,05/18,0.14,0.3,0.47,1.39,4.26,5.04,0.85,3.23,4.58,4.68,3.79,3.01
7,1582,信錦,106.5,7.1,7.14,05/18,0.17,0.17,0.76,1.21,1.48,1.11,1.63,1.22,-0.14,1.76,1.74,1.62
8,3036,文曄,263.5,-6.5,-2.41,05/18,0.01,0.12,0.09,1.18,1.55,1.19,1.99,3.44,8.0,8.93,10.5,1.74
9,2481,強茂,129.0,11.5,9.79,05/18,0.1,0.23,0.31,1.17,0.9,0.54,-2.81,-3.98,2.7,3.93,0.93,-3.73
10,3583,辛耘,900.0,12.0,1.35,05/18,0.21,0.45,0.77,1.05,2.11,2.81,4.6,4.6,4.52,4.69,-0.99,4.6
11,8996,高力,1045.0,5.0,0.48,05/18,0.07,0.3,0.68,1.03,0.45,1.74,1.88,1.66,2.38,2.43,2.74,2.62
12,2327,國巨*,501.0,45.5,9.99,05/18,0.3,0.59,0.58,0.96,1.75,1.46,1.65,3.47,3.58,3.2,3.75,3.07
13,5439,高技,381.0,-10.0,-2.56,05/18,0.0,0.27,0.81,0.91,1.97,2.77,3.35,9.54,11.8,8.74,11.9,5.23
14,6669,緯穎,5090.0,-25.0,-0.49,05/18,0.02,0.01,0.04,0.83,1.74,3.95,3.29,2.0,1.85,4.24,,1.6
15,6831,邁科,732.0,7.0,0.97,05/18,-0.07,0.07,0.42,0.81,0.88,0.63,0.54,,,,,-0.14
16,8069,元太,219.0,9.0,4.29,05/18,-0.02,-0.03,0.67,0.77,0.76,0.78,0.84,0.83,0.56,1.02,0.81,1.17
17,2303,聯電,111.0,1.0,0.91,05/18,0.16,0.48,0.52,0.74,1.02,1.02,1.41,-1.37,-2.35,14.1,17.1,0.46
18,3017,奇鋐,2410.0,-45.0,-1.83,05/18,0.05,0.1,0.17,0.72,-0.42,0.14,1.51,-1.02,1.3,-10.4,4.47,-0.85
19,7734,印能科技,3705.0,-45.0,-1.2,05/18,0.18,-0.13,0.31,0.7,0.69,3.66,5.08,4.85,4.86,,,4.92
20,2492,華新科,217.5,11.5,5.58,05/18,-0.16,-0.16,-0.16,0.7,0.7,0.65,0.73,0.4,0.85,1.0,-7.63,0.87
21,6223,旺矽,6135.0,240.0,4.07,05/18,0.19,0.35,0.32,0.66,0.79,0.6,1.61,0.37,9.48,16.2,13.7,0.06
22,3090,日電貿,148.0,6.0,4.23,05/18,0.0,0.34,0.66,0.65,0.58,0.35,-0.42,0.0,2.48,3.9,3.84,-2.26
23,6147,頎邦,207.0,2.0,0.98,05/18,0.71,0.55,0.51,0.63,0.72,2.43,4.84,0.35,-0.06,6.53,6.36,3.77
24,6782,視陽,190.5,1.5,0.79,05/18,0.16,0.35,0.54,0.55,0.59,0.5,0.71,0.27,0.73,-1.77,,0.63
25,6715,嘉基,526.0,47.0,9.81,05/18,0.0,0.2,0.53,0.52,1.64,3.06,6.0,6.0,6.0,5.09,,6.0
26,2049,上銀,378.5,-14.0,-3.57,05/18,0.0,0.26,0.29,0.5,0.35,0.38,0.15,0.41,-0.89,-2.01,0.57,0.47
27,2376,技嘉,330.5,4.0,1.23,05/18,0.46,0.45,0.47,0.47,0.36,-0.19,0.0,0.11,-2.36,-4.19,-2.25,0.05
28,7769,鴻勁,6655.0,-240.0,-3.48,05/18,0.0,0.0,-0.01,0.47,0.66,0.74,0.64,,,,,0.98
29,6515,穎崴,10240.0,460.0,4.7,05/18,0.19,0.39,0.68,0.46,0.35,0.49,1.01,5.64,11.3,4.16,,3.3
30,7749,意騰-KY,511.0,23.0,4.71,05/18,0.05,0.16,0.43,0.44,0.45,0.44,0.41,0.25,,,,0.47
31,2345,智邦,2495.0,-10.0,-0.4,05/18,0.05,0.17,0.31,0.42,0.51,0.77,1.6,1.81,0.25,3.68,-1.45,1.12
32,006201,元大富櫃50,46.2,-0.73,-1.56,05/18,-0.06,-0.06,-0.17,0.41,0.33,0.29,-0.6,-3.31,-7.44,-11.9,-82.0,-2.45
33,5536,聖暉*,985.0,-40.0,-3.9,05/18,-0.01,0.07,0.34,0.41,0.19,-0.46,-0.2,0.59,5.03,7.9,7.85,-2.55
34,3037,欣興,816.0,-5.0,-0.61,05/18,0.01,-0.06,0.17,0.4,0.31,0.23,2.96,6.57,7.99,4.16,9.68,6.08
35,4749,新應材,1005.0,-10.0,-0.99,05/18,0.0,0.0,0.16,0.39,-0.62,-0.63,-1.92,-0.76,1.49,,,-1.15
36,4746,台耀,51.9,-1.9,-3.53,05/18,0.0,0.18,0.36,0.38,1.13,1.86,1.86,1.86,1.86,1.07,-5.02,1.86
37,3008,大立光,3290.0,-155.0,-4.5,05/18,0.0,0.0,0.24,0.37,0.33,-0.12,-0.82,1.36,0.93,0.81,0.87,-0.08
38,3227,原相,221.0,1.0,0.45,05/18,0.0,0.0,0.3,0.31,0.14,-1.08,-1.24,-2.47,-1.56,7.73,7.83,-2.05
39,6510,精測,3720.0,-15.0,-0.4,05/18,-0.24,-0.08,0.23,0.3,0.13,1.16,-2.74,2.03,4.52,14.7,9.51,0.71
40,5347,世界,159.0,-17.5,-9.92,05/18,0.06,0.22,0.28,0.29,0.63,-0.49,-1.9,-6.79,-11.3,8.58,9.67,-5.23
41,8112,至上,84.1,2.5,3.06,05/18,0.0,0.0,0.31,0.29,-0.01,-2.24,-2.68,-2.11,-2.35,-2.12,-2.12,-4.38
42,6146,耕興,212.5,-2.0,-0.93,05/18,0.0,0.14,0.28,0.28,0.28,0.38,0.51,0.51,0.29,-3.18,-0.2,0.51
43,2313,華通,259.0,23.5,9.98,05/18,0.11,0.11,0.14,0.27,0.2,-0.81,-0.24,2.49,1.55,1.31,2.97,2.09
44,6415,矽力*-KY,514.0,46.0,9.83,05/18,0.04,0.06,0.14,0.26,0.35,1.38,1.04,2.26,1.11,0.12,-1.05,2.27
45,8028,昇陽半導體,278.5,-9.0,-3.13,05/18,-0.02,-0.02,0.24,0.24,0.78,1.18,1.13,0.59,1.52,1.14,,1.57
46,5269,祥碩,1390.0,-65.0,-4.47,05/18,0.01,0.02,0.02,0.24,0.4,0.35,0.11,0.68,-8.82,-5.34,0.19,0.59
47,5534,長虹,76.3,0.0,0.0,05/18,0.0,0.06,0.13,0.23,0.51,0.78,0.76,0.76,0.05,0.76,-0.16,0.76
48,9958,世紀鋼,105.5,1.0,0.96,05/18,0.0,0.12,0.25,0.22,0.22,0.26,0.25,0.27,-0.28,0.25,0.25,0.22
49,5483,中美晶,139.0,-1.5,-1.07,05/18,-0.01,-0.01,-0.02,0.22,2.43,1.4,1.19,0.92,-1.63,8.62,8.7,1.19
50,6706,惠特,174.0,15.5,9.78,05/18,0.22,0.22,0.22,0.22,0.22,2.23,2.22,2.22,1.77,2.17,,2.22
51,5475,德宏,298.5,-0.5,-0.17,05/18,0.0,0.0,0.0,0.21,0.21,0.21,3.41,3.41,3.41,3.41,3.41,3.41
52,8155,博智,411.0,12.0,3.01,05/18,0.0,0.0,0.03,0.19,2.34,3.91,3.59,3.94,3.53,1.89,3.88,3.76
53,3081,聯亞,2710.0,55.0,2.07,05/18,0.02,-0.08,0.26,0.19,-0.07,-1.92,1.71,6.08,8.96,15.9,13.1,4.19
54,3711,日月光投控,510.0,-37.0,-6.76,05/18,0.01,0.02,0.01,0.18,0.33,0.51,0.67,-1.13,-3.52,1.14,,0.67
55,3374,精材,250.5,-27.5,-9.89,05/18,0.0,0.0,0.0,0.18,0.18,0.04,-0.99,0.65,0.44,-1.38,-1.17,0.66
56,009803,玉山市值動能50,19.7,-0.15,-0.76,05/18,0.0,0.18,0.18,0.18,0.18,0.71,0.71,0.71,0.71,,,0.71
57,2472,立隆電,235.0,18.0,8.29,05/18,0.03,0.06,0.17,0.17,1.32,1.77,1.56,2.08,1.12,2.47,2.8,-0.12
58,3551,世禾,205.5,-1.0,-0.48,05/18,0.0,0.16,0.16,0.16,0.31,0.54,-0.43,1.32,1.81,1.5,1.81,0.24
59,1477,聚陽,213.5,-4.5,-2.06,05/18,-0.01,0.0,-0.01,0.16,0.76,-0.09,0.24,-5.17,-0.95,6.08,6.83,-0.8
60,00935,野村臺灣新科技50,53.25,0.05,0.09,05/18,0.02,0.07,0.09,0.16,0.31,0.27,-3.65,3.08,3.08,,,3.08
61,2383,台光電,4545.0,-70.0,-1.52,05/18,0.01,-0.04,0.0,0.15,0.3,0.66,1.55,1.81,-3.48,-0.1,3.58,0.92
62,6640,均華,1305.0,-65.0,-4.74,05/18,0.02,0.04,0.04,0.15,0.18,1.37,2.26,2.88,2.99,2.99,,2.41
63,00864B,中信美國公債0-1,46.49,0.21,0.45,05/18,0.0,0.15,0.15,0.15,0.15,0.15,0.15,-0.37,-1.54,0.69,,-0.85
64,6257,矽格,218.5,1.5,0.69,05/18,0.02,0.07,0.07,0.14,0.57,-1.22,-2.47,-5.71,-1.08,7.04,7.27,-1.85
65,7717,萊德光電-KY,666.0,60.0,9.9,05/18,0.0,0.14,0.14,0.14,-0.91,0.22,1.15,,,,,1.15
66,5009,榮剛,35.45,-1.85,-4.96,05/18,0.0,0.0,0.0,0.14,0.37,0.23,0.17,0.63,-5.21,-6.47,0.85,0.27
67,1605,華新,34.7,-0.2,-0.57,05/18,0.02,0.05,0.07,0.13,0.13,0.1,-0.32,-0.6,-0.12,-3.49,-4.13,-0.74
68,3028,增你強,81.2,2.5,3.18,05/18,0.01,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.1,0.1,0.12
69,2330,台積電,2240.0,-25.0,-1.1,05/18,0.02,0.04,0.06,0.12,0.14,0.18,0.24,0.36,0.34,0.58,0.89,0.3
70,9939,宏全,122.5,-2.5,-2.0,05/18,0.0,0.08,0.15,0.11,0.11,-0.05,-0.17,-0.09,-0.2,0.16,-0.11,-0.32
