排名,代號,名稱,成交,漲跌 價,漲跌 幅,更新 日期,當日 增減 (%),2日 增減 (%),3日 增減 (%),5日 增減 (%),10日 增減 (%),1個月 增減 (%),3個月 增減 (%),半年 增減 (%),1年 增減 (%),今年 增減 (%)
1,4987,科誠,81.5,0.0,0.0,05/19,,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2,6806,森崴能源,12.65,-1.4,-9.96,05/19,-36.6,-79.9,-80.2,-81.6,-82.9,-84.8,-92.3,-92.4,-84.3,-91.9
3,00934,中信成長高股息,24.44,-0.41,-1.65,05/19,0.0,1.14,-49.1,-69.5,-83.0,-83.0,36.4,453.0,-63.4,453.0
4,8443,阿瘦,11.45,0.0,0.0,05/19,0.0,0.0,0.0,-62.1,-65.2,-65.8,-74.7,-17.0,-50.0,-73.1
5,3450,聯鈞,392.5,-17.5,-4.27,05/19,-9.1,-35.3,-43.4,-57.8,-52.9,-48.6,-74.3,-74.1,-31.6,-74.3
6,00836B,永豐10年A公司債,28.48,0.03,0.11,05/19,0.0,0.0,-55.9,-55.9,-55.9,-55.9,-55.9,-55.9,-64.6,-55.9
7,4767,誠泰科技,26.2,0.15,0.58,05/19,0.0,0.0,-50.0,-50.0,-50.0,0.0,0.0,0.0,-95.8,0.0
8,3122,笙泉,35.55,-0.35,-0.97,05/19,0.0,-28.6,-28.6,-47.1,-64.5,-71.2,-90.4,-93.4,-93.5,-92.8
9,6515,穎崴,9490.0,-750.0,-7.32,05/19,2.94,-7.2,-27.3,-47.1,-62.1,-64.0,-53.2,-62.1,-79.0,-69.1
10,6509,聚和,46.95,-0.6,-1.26,05/19,-6.57,-18.1,-28.5,-45.3,-46.1,-48.4,221.0,218.0,5.59,214.0
11,3498,陽程,136.5,-8.0,-5.54,05/19,-18.4,-18.4,-40.1,-44.6,-34.9,-23.2,-39.5,-46.0,-15.0,-18.7
12,2383,台光電,4535.0,-10.0,-0.22,05/19,-1.93,-5.76,-15.8,-43.8,-47.0,-52.5,-50.8,-64.9,-90.2,-56.5
13,7715,裕山,28.45,-0.05,-0.18,05/19,-35.3,-35.3,-35.6,-41.7,-49.8,-49.8,-48.3,-65.0,,-61.7
14,6101,寬魚國際,38.65,0.05,0.13,05/19,0.0,-0.86,-14.2,-41.3,-43.3,-10.8,94.8,-29.0,-69.7,8.57
15,00657,國泰日經225,71.15,-0.55,-0.77,05/19,0.0,0.0,-40.0,-40.0,-44.2,-43.2,-27.6,-28.4,-69.1,-35.1
16,2454,聯發科,3155.0,-245.0,-7.21,05/19,-8.92,-7.39,-21.2,-39.9,-14.4,-58.9,161.0,-59.8,-44.7,-59.4
17,6285,啟碁,292.0,6.0,2.1,05/19,-9.13,-14.8,-19.4,-39.2,-43.4,-44.0,-15.7,29.2,-18.9,-34.8
18,6206,飛捷,129.5,-0.5,-0.38,05/19,-4.04,-15.7,-20.0,-38.2,-42.6,-46.3,-54.5,-65.9,-4.64,-65.0
19,3048,益登,56.1,-1.2,-2.09,05/19,0.82,8.37,-0.22,-37.0,-39.0,-57.9,-64.9,-63.0,71.3,-64.1
20,2492,華新科,220.0,2.5,1.15,05/19,-6.85,-11.2,-29.4,-36.4,-42.2,-47.1,-59.2,-82.5,-70.5,-83.2
21,00786B,元大10年IG銀行債,32.45,0.05,0.15,05/19,0.0,0.0,-34.9,-34.9,-34.9,-34.9,-34.9,-83.2,-86.4,-83.6
22,4904,遠傳,98.0,1.2,1.24,05/19,-2.74,-2.48,-3.81,-34.5,-26.0,33.8,-2.28,-48.9,-77.1,-11.8
23,1268,漢來美食,159.5,0.5,0.31,05/19,0.0,0.0,-34.5,-34.5,-34.5,-35.6,-32.1,-48.6,-70.5,-33.3
24,6505,台塑化,51.3,0.1,0.2,05/19,-0.85,-27.1,-27.2,-33.6,-39.2,-52.2,94.4,2.49,-61.5,4.62
25,009819,中信數據及電力,9.98,-0.08,-0.8,05/19,-33.3,-33.3,-33.3,-33.3,-9.01,,,,,
26,6419,京晨科,158.0,-17.5,-9.97,05/19,-15.4,-33.7,-33.7,-32.9,-3.51,-8.33,-19.1,,,14.6
27,2236,百達-KY,132.0,-3.5,-2.58,05/19,0.0,-0.21,-5.58,-32.3,-35.2,-21.8,-2.05,-42.0,-44.9,-0.18
28,8390,金益鼎,114.5,-4.5,-3.78,05/19,0.0,-3.8,-3.8,-31.3,-38.8,-37.8,-29.3,-53.0,-73.8,-28.2
