排名,代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,當日 買賣超 佔 發行 張數,2日 買賣超 佔 發行 張數,3日 買賣超 佔 發行 張數,5日 買賣超 佔 發行 張數,10日 買賣超 佔 發行 張數,1個月 買賣超 佔 發行 張數,3個月 買賣超 佔 發行 張數,半年 買賣超 佔 發行 張數,1年 買賣超 佔 發行 張數,3年 買賣超 佔 發行 張數,10年 買賣超 佔 發行 張數,今年 買賣超 佔 發行 張數
1,3624,光頡,90.0,-1.2,-1.32,05/20,0.55,1.66,2.54,5.18,5.67,5.67,5.67,5.67,5.67,-4.22,5.65,5.67
2,6278,台表科,203.0,-12.5,-5.8,05/20,0.14,0.52,1.05,3.1,4.48,1.58,-1.93,-5.4,-10.2,14.2,14.4,-4.74
3,6147,頎邦,215.5,13.0,6.42,05/20,1.08,2.1,2.8,2.61,2.29,4.61,6.94,3.09,0.94,8.63,8.48,5.87
4,6531,愛普*,973.0,-52.0,-5.07,05/20,0.06,0.28,0.52,2.58,3.33,3.65,4.23,3.22,4.31,1.67,,2.8
5,3090,日電貿,178.5,16.0,9.85,05/20,0.61,1.21,1.73,2.4,2.39,2.05,1.32,1.75,4.22,5.3,5.24,-0.52
6,00947,台新臺灣IC設計,33.16,0.18,0.55,05/20,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,,,1.91
7,2316,楠梓電,137.5,-1.5,-1.08,05/20,0.99,1.53,1.53,1.53,1.53,1.53,-0.81,-0.78,1.53,1.49,1.87,-0.79
8,2327,國巨*,520.0,23.0,4.63,05/20,0.49,0.74,1.07,1.36,2.46,2.24,2.42,4.06,4.35,3.94,4.48,3.84
9,2344,華邦電,115.5,-2.0,-1.7,05/20,0.04,0.18,0.34,1.28,2.01,2.17,2.45,3.38,6.86,6.15,6.97,3.49
10,5347,世界,159.0,1.5,0.95,05/20,0.17,0.95,1.01,1.23,1.48,0.33,-0.95,-5.72,-10.3,9.53,10.6,-4.29
11,2481,強茂,133.0,-2.0,-1.48,05/20,-0.51,0.88,0.98,1.2,1.98,1.43,-1.93,-3.35,3.37,4.81,1.85,-2.85
12,2455,全新,400.5,17.5,4.57,05/20,1.18,1.19,1.19,1.18,1.19,3.65,4.22,5.2,4.51,-3.97,-3.43,5.55
13,8016,矽創,285.5,5.0,1.78,05/20,0.77,1.37,1.38,1.15,1.17,0.29,-0.29,0.31,1.57,0.06,-0.12,-1.7
14,2303,聯電,108.0,-5.0,-4.42,05/20,0.17,0.43,0.59,0.94,1.36,1.45,1.84,-0.89,-1.95,14.5,17.5,0.89
15,5439,高技,364.5,-14.5,-3.83,05/20,0.07,0.05,0.05,0.86,1.28,1.99,3.4,9.44,11.9,8.79,12.0,5.28
16,8069,元太,230.0,8.0,3.6,05/20,0.09,0.18,0.16,0.85,0.95,0.95,1.02,1.02,0.79,1.21,1.02,1.35
17,1582,信錦,107.0,-10.0,-8.55,05/20,0.0,0.09,0.26,0.85,1.58,1.16,1.73,1.32,-0.04,1.86,1.84,1.71
18,3675,德微,311.5,28.0,9.88,05/20,0.61,0.78,0.78,0.78,0.78,0.54,1.28,1.28,-0.25,-14.4,-1.21,1.28
19,6715,嘉基,481.0,-3.0,-0.62,05/20,0.23,0.23,0.23,0.76,1.53,2.86,6.23,6.23,6.23,5.32,,6.23
20,3583,辛耘,826.0,-16.0,-1.9,05/20,-0.03,-0.05,0.15,0.71,1.75,2.71,4.54,4.54,4.54,4.64,-1.05,4.54
21,6515,穎崴,9080.0,-410.0,-4.32,05/20,-0.09,0.02,0.21,0.7,0.41,0.3,1.03,5.41,12.1,4.18,,3.32
22,6831,邁科,720.0,-13.0,-1.77,05/20,0.09,0.24,0.18,0.67,1.13,0.85,0.79,,,,,0.1
