代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 週別,更新 日期,外資 連續 買賣 週數,外資 連續 買賣 張數,外資 連續 買賣 佔 成交 (%),外資 連續 買賣 佔發 行量 (%),投信 連續 買賣 週數,投信 連續 買賣 張數,投信 連續 買賣 佔 成交 (%),投信 連續 買賣 佔發 行量 (%),自營 商 連續 買賣 週數,自營 商 連續 買賣 張數,自營 商 連續 買賣 佔 成交 (%),自營 商 連續 買賣 佔發 行量 (%),三大 法人 連續 買賣 週數,三大 法人 連續 買賣 張數,三大 法人 連續 買賣 佔 成交 (%),三大 法人 連續 買賣 佔發 行量 (%)
0050,元大台灣50,102.55,2.45,2.45,26W22,05/27,1,8093,2.54,0.04,17,115084,1.1,0.61,1,5041,1.59,0.03,1,17158,5.4,0.09
6679,鈺太,330.0,-6.5,-1.93,26W22,05/27,2,522,9.13,0.95,8,232,0.92,0.42,-1,-61,-2.91,-0.11,2,560,9.79,1.02
3711,日月光投控,642.0,31.0,5.07,26W22,05/27,-7,-42716,-5.07,-0.97,7,25119,2.98,0.57,-2,-488,-0.21,-0.01,-2,-7196,-3.05,-0.16
8210,勤誠,1395.0,-45.0,-3.12,26W22,05/27,-5,-6767,-10.5,-5.4,7,8062,7.84,6.43,-3,-212,-0.78,-0.17,-2,-1284,-11.8,-1.02
009803,玉山市值動能50,21.92,0.56,2.62,26W22,05/27,1,1673,27.7,1.25,6,1855,3.2,1.38,-1,-1629,-27.0,-1.21,4,2077,5.16,1.55
2330,台積電,2300.0,30.0,1.32,26W22,05/27,1,5108,5.32,0.02,6,56762,5.14,0.22,2,1186,0.45,0.0,1,9207,9.58,0.04
3026,禾伸堂,608.0,38.0,6.67,26W22,05/27,4,5956,4.15,3.59,6,11959,5.93,7.21,3,493,0.82,0.3,4,17622,12.3,10.6
2327,國巨*,701.0,40.0,6.05,26W22,05/27,-3,-38514,-4.88,-1.86,5,59227,4.83,2.86,5,7289,0.59,0.35,-1,-2328,-1.91,-0.11
2344,華邦電,155.0,14.0,9.93,26W22,05/27,1,133739,11.8,2.97,5,117487,2.2,2.61,1,3425,0.3,0.08,1,157450,13.9,3.5
2731,雄獅,166.0,-2.0,-1.19,26W22,05/27,-11,-14501,-33.1,-15.5,5,1324,6.14,1.42,2,122,1.55,0.13,-11,-13667,-31.2,-14.7
3706,神達,84.2,-3.2,-3.66,26W22,05/27,-1,-5787,-7.85,-0.44,5,16142,4.33,1.22,-1,-344,-0.47,-0.03,-1,-1344,-1.82,-0.1
5269,祥碩,1495.0,-50.0,-3.24,26W22,05/27,-3,-1940,-5.01,-2.59,5,923,1.65,1.23,-1,-7,-0.1,-0.01,2,452,2.76,0.61
6223,旺矽,6390.0,150.0,2.4,26W22,05/27,1,79,3.14,0.08,5,903,3.03,0.92,1,8,0.3,0.01,1,168,6.65,0.17
0056,元大高股息,49.64,1.32,2.73,26W22,05/27,2,72365,17.0,0.53,4,5555,0.46,0.04,5,375579,24.5,2.75,5,681665,44.5,4.99
00646,元大S&P500,74.35,-0.1,-0.13,26W22,05/27,-5,-3079,-3.38,-0.55,4,1209,1.52,0.22,-2,-19426,-58.0,-3.49,-2,-19357,-57.8,-3.48
00935,野村臺灣新科技50,62.1,2.1,3.5,26W22,05/27,1,11707,11.8,1.87,4,2910,0.93,0.46,-7,-122137,-26.1,-19.5,-7,-118029,-25.2,-18.8
2393,億光,62.7,-1.9,-2.94,26W22,05/27,-3,-16730,-31.6,-3.77,4,2981,4.18,0.67,3,1117,2.11,0.25,-3,-14923,-28.1,-3.37
2412,中華電,137.0,1.0,0.74,26W22,05/27,-2,-24595,-16.2,-0.32,4,13141,5.09,0.17,4,2223,0.86,0.03,-1,-17607,-39.0,-0.23
2542,興富發,43.1,0.7,1.65,26W22,05/27,-1,-4145,-11.4,-0.19,4,3958,1.75,0.18,-1,-6,-0.02,0.0,-1,-894,-2.45,-0.04
3374,精材,250.5,-5.0,-1.96,26W22,05/27,-2,-9780,-8.43,-3.6,4,859,0.25,0.32,-2,-2323,-2.0,-0.86,-2,-11835,-10.2,-4.36
4919,新唐,206.5,-4.5,-2.13,26W22,05/27,2,3016,0.92,0.72,4,8160,1.31,1.94,-1,-739,-0.47,-0.18,2,11707,3.57,2.79
5314,世紀*,62.3,-0.7,-1.11,26W22,05/27,-5,-5614,-5.56,-1.92,4,19,0.02,0.01,-5,-215,-0.21,-0.07,-5,-5814,-5.76,-1.99
5904,寶雅,557.0,5.0,0.91,26W22,05/27,-3,-688,-12.2,-0.65,4,399,5.15,0.37,3,113,2.0,0.11,1,28,2.18,0.03
6196,帆宣,500.0,-6.0,-1.19,26W22,05/27,2,1301,5.6,0.59,4,2453,3.81,1.11,-1,-76,-0.66,-0.03,2,3345,14.4,1.52
6202,盛群,60.4,-1.1,-1.79,26W22,05/27,5,11893,12.5,5.16,4,943,1.14,0.41,2,60,0.14,0.03,5,12961,13.7,5.63
2049,上銀,409.0,-0.5,-0.12,26W22,05/27,1,1930,7.53,0.55,3,3037,2.55,0.86,1,437,1.71,0.12,1,3001,11.7,0.85
2345,智邦,2620.0,0.0,0.0,26W22,05/27,1,781,7.6,0.14,3,3207,5.01,0.57,1,12,0.12,0.0,1,1074,10.4,0.19
2376,技嘉,332.5,-3.5,-1.04,26W22,05/27,1,907,2.44,0.14,3,4136,1.75,0.62,1,121,0.33,0.02,1,1907,5.13,0.28
2489,瑞軒,50.7,-1.0,-1.93,26W22,05/27,-1,-5174,-2.41,-0.85,3,1471,0.25,0.24,1,22,0.01,0.0,-1,-4677,-2.18,-0.77
2492,華新科,361.0,32.5,9.89,26W22,05/27,4,52780,14.2,10.9,3,5710,2.36,1.18,5,3126,0.76,0.64,4,61334,16.5,12.6
3004,豐達科,124.0,-13.5,-9.82,26W22,05/27,-5,-1132,-5.94,-1.76,3,418,3.26,0.65,-3,-18,-0.14,-0.03,-1,-215,-4.47,-0.33
3017,奇鋐,2700.0,-25.0,-0.92,26W22,05/27,1,530,3.25,0.13,3,5027,7.32,1.28,-3,-314,-0.46,-0.08,1,1376,8.45,0.35
3037,欣興,1080.0,-5.0,-0.46,26W22,05/27,2,22184,9.77,1.4,3,12119,3.24,0.76,-1,-469,-0.54,-0.03,3,28679,7.67,1.8
3081,聯亞,2885.0,-275.0,-8.7,26W22,05/27,-1,-125,-1.36,-0.13,3,950,2.65,1.03,1,63,0.68,0.07,3,997,2.78,1.08
3491,昇達科,2080.0,5.0,0.24,26W22,05/27,4,1223,2.67,1.78,3,470,1.3,0.68,-1,-5,-0.11,-0.01,3,1731,4.78,2.52
4904,遠傳,92.9,-1.1,-1.17,26W22,05/27,-2,-17730,-29.9,-0.49,3,7149,8.82,0.2,3,1641,2.02,0.05,-1,-9392,-35.4,-0.26
4938,和碩,82.1,0.7,0.86,26W22,05/27,-3,-39088,-21.6,-1.46,3,4660,2.58,0.17,1,454,1.14,0.02,-3,-35677,-19.7,-1.33
5536,聖暉*,1110.0,75.0,7.25,26W22,05/27,3,2663,8.55,2.15,3,1966,6.31,1.58,1,153,2.0,0.12,3,4699,15.1,3.79
6147,頎邦,265.0,4.5,1.73,26W22,05/27,1,20314,11.4,2.73,3,28429,3.45,3.82,1,252,0.14,0.03,1,22874,12.8,3.07
6415,矽力*-KY,665.0,35.0,5.56,26W22,05/27,-3,-1588,-1.26,-0.41,3,4065,3.21,1.05,2,319,0.4,0.08,-1,-651,-2.44,-0.17
6770,力積電,74.8,4.0,5.65,26W22,05/27,3,284680,9.86,6.71,3,4530,0.16,0.11,2,2766,0.16,0.07,3,290886,10.1,6.85
7734,印能科技,3840.0,230.0,6.37,26W22,05/27,-1,-25,-2.56,-0.09,3,292,4.83,1.04,-3,-42,-0.7,-0.15,2,139,4.95,0.49
8069,元太,249.0,14.0,5.96,26W22,05/27,4,50079,17.6,4.34,3,15326,7.15,1.33,2,576,1.21,0.05,4,66497,23.3,5.76
8996,高力,1215.0,-30.0,-2.41,26W22,05/27,-1,-365,-2.83,-0.39,3,1673,4.26,1.79,2,43,0.16,0.05,-1,-220,-1.71,-0.24
006201,元大富櫃50,49.88,0.34,0.69,26W22,05/27,-1,-25,-1.99,-0.13,2,133,4.21,0.67,2,433,13.7,2.17,2,587,18.6,2.94
00735,國泰臺韓科技,111.65,5.0,4.69,26W22,05/27,-1,-1994,-17.5,-2.88,2,180,0.78,0.26,-5,-11504,-18.2,-16.6,-5,-15554,-24.6,-22.4
00850,元大臺灣ESG永續,88.9,2.2,2.54,26W22,05/27,1,1479,31.1,0.35,2,1950,13.3,0.47,-2,-765,-5.23,-0.18,11,14093,20.8,3.38
00988A,主動統一全球創新,22.07,0.15,0.68,26W22,05/27,-1,-17520,-3.87,-0.88,2,7858,0.89,0.39,-18,-1113862,-26.4,-55.7,-14,-1108665,-29.4,-55.4
00997A,主動群益美國增長,13.3,0.27,2.07,26W22,05/27,-1,-18462,-20.5,-1.88,2,20592,9.22,2.1,3,8924,2.36,0.91,-1,-439,-0.49,-0.04
1216,統一,70.2,-0.6,-0.85,26W22,05/27,-2,-48521,-39.9,-0.85,2,24941,20.5,0.44,1,38,0.07,0.0,-2,-24095,-19.8,-0.42
1229,聯華,39.95,0.05,0.13,26W22,05/27,-3,-12226,-22.6,-0.68,2,84,0.27,0.0,1,30,0.2,0.0,-3,-12259,-22.7,-0.68
1513,中興電,169.0,4.0,2.42,26W22,05/27,-7,-27725,-11.1,-5.51,2,2618,2.57,0.52,2,391,0.38,0.08,-1,-5132,-6.64,-1.02
1717,長興,84.5,1.5,1.81,26W22,05/27,3,50645,7.65,4.32,2,1834,0.48,0.16,1,790,0.47,0.07,3,54749,8.27,4.67
1773,勝一,195.0,7.5,4.0,26W22,05/27,7,7819,12.4,2.61,2,1000,6.66,0.33,4,158,0.56,0.05,7,9029,14.4,3.01
1802,台玻,72.8,0.6,0.83,26W22,05/27,2,64966,6.38,2.23,2,1775,0.17,0.06,2,6800,0.67,0.23,2,73540,7.22,2.53
2002,中鋼,19.1,-0.4,-2.05,26W22,05/27,-6,-400801,-25.3,-2.55,2,1084,0.15,0.01,2,2826,0.38,0.02,-6,-404308,-25.6,-2.57
2301,光寶科,246.0,6.5,2.71,26W22,05/27,1,7167,4.62,0.31,2,6426,2.35,0.28,2,997,0.36,0.04,1,13968,9.01,0.6
2323,中環,10.3,0.1,0.98,26W22,05/27,-3,-17335,-14.2,-1.59,2,4087,5.45,0.38,1,197,0.53,0.02,-1,-931,-2.52,-0.09
2328,廣宇,53.8,-0.7,-1.28,26W22,05/27,3,9893,7.18,1.91,2,837,0.98,0.16,-1,-43,-0.09,-0.01,3,11839,8.59,2.28
2329,華泰,58.5,0.1,0.17,26W22,05/27,1,2394,4.54,0.36,2,192,0.18,0.03,1,630,1.19,0.1,1,3063,5.8,0.46
2351,順德,229.0,13.0,6.02,26W22,05/27,1,3933,13.0,2.16,2,1563,2.36,0.86,1,22,0.07,0.01,1,4130,13.7,2.27
2352,佳世達,27.55,-0.55,-1.96,26W22,05/27,-1,-2213,-6.28,-0.14,2,3302,3.34,0.21,-1,-297,-0.84,-0.02,-1,-1936,-5.49,-0.12
2356,英業達,62.0,-0.6,-0.96,26W22,05/27,-1,-61992,-15.2,-1.73,2,32847,4.84,0.92,-1,-1101,-0.27,-0.03,-1,-47527,-11.7,-1.32
2357,華碩,701.0,2.0,0.29,26W22,05/27,4,10630,9.73,1.43,2,2496,6.45,0.34,2,1087,2.81,0.15,4,13828,12.7,1.86
2382,廣達,312.0,-4.5,-1.42,26W22,05/27,-3,-103273,-22.9,-2.67,2,53893,16.7,1.4,1,941,0.69,0.02,-3,-53079,-11.8,-1.37
2409,友達,21.8,-0.2,-0.91,26W22,05/27,-1,-236589,-16.1,-3.13,2,148,0.01,0.0,-1,-1709,-0.12,-0.02,-1,-238180,-16.2,-3.16
2420,新巨,62.5,-0.2,-0.32,26W22,05/27,4,1290,8.34,0.84,2,149,1.52,0.1,-6,-54,-0.3,-0.04,4,1417,9.16,0.93
2421,建準,162.0,-3.0,-1.82,26W22,05/27,2,6958,9.86,2.42,2,5908,8.37,2.06,2,316,0.45,0.11,2,13182,18.7,4.59
2458,義隆,164.5,-1.5,-0.9,26W22,05/27,8,33461,22.5,11.0,2,462,1.31,0.15,-1,-26,-0.25,-0.01,2,5772,16.3,1.9
2493,揚博,158.0,-5.5,-3.36,26W22,05/27,2,2764,6.82,2.18,2,7,0.02,0.01,3,201,0.36,0.16,2,2962,7.31,2.34
2495,普安,50.6,4.55,9.88,26W22,05/27,2,14535,13.0,5.31,2,1020,0.91,0.37,2,737,0.66,0.27,2,16292,14.6,5.96
