"排名","代號","名稱","市場","股價日期","K線","成交","漲跌價","漲跌幅","成交張數","成交額(百萬)","昨收","開盤","最高","最低","振幅(%)","PER","PBR","1個月走勢圖","3個月走勢圖","1年走勢圖","3年走勢圖","10年走勢圖"
"601","00830","國泰費城半導體","市","05/11","","82.3","+3.7","+4.71","15,123","1,246","82.3","82.05","82.8","82","1.02","","1.0029","","","","",""
"602","3605","宏致","市","05/11","","82.3","-1","-1.2","7,787","630","82.3","82.5","83","77.2","6.96","23.3","1.69","","","","",""
"603","6284","佳邦","櫃","05/11","","82","+0.5","+0.61","1,412","114","81.5","82","82.4","79.2","3.93","18.8","1.6","","","","",""
"604","6028","公勝保經","櫃","05/11","","81.9","+3.2","+4.07","98","7.93","78.7","80.6","82.5","80","3.18","10.4","2.78","","","","",""
"605","4580","捷流閥業","櫃","05/11","","81.8","-0.3","-0.37","64","5.23","82.1","82.2","83.3","81.6","2.07","16.3","1.39","","","","",""
"606","6951","青新-創","市","05/11","","81.8","-0.2","-0.24","54","4.42","81.8","81.6","82.6","81.4","1.46","14.2","3.64","","","","",""
"607","4987","科誠","櫃","05/11","","81.5","0","0","52","4.27","81.5","81.5","81.6","81.5","0.12","12.8","2.06","","","","",""
"608","6245","立端","櫃","05/11","","81.3","+1.2","+1.5","1,150","94","80.1","80.3","83.4","80.3","3.87","18.6","1.92","","","","",""
"609","5520","力泰","櫃","05/11","","81.1","-0.1","-0.12","6","0.46","81.2","81.5","81.5","81.1","0.49","8.13","1.62","","","","",""
"610","6190","萬泰科","櫃","05/11","","80.9","+1","+1.25","11,496","918","79.9","80.6","81.5","77.2","5.38","36.9","3.76","","","","",""
"611","6923","中台","市","05/11","","80.9","-2.1","-2.53","193","15.7","80.9","83","83","80.6","2.89","26.7","2.85","","","","",""
"612","7811","民盛","櫃","05/11","","80.9","-0.3","-0.37","35","2.85","81.2","81.1","81.3","80","1.6","9.99","1.32","","","","",""
"613","00661","元大日經225","市","05/11","","80.8","-0.15","-0.19","135","11","80.8","81.2","81.4","80.75","0.8","","0.9993","","","","",""
"614","1319","東陽","市","05/11","","80.8","+0.6","+0.75","2,986","241","80.8","81.4","81.4","80","1.75","12.6","1.7","","","","",""
"615","1717","長興","市","05/11","","80.8","+2.9","+3.72","84,480","6,909","80.8","79.4","83.6","79.4","5.39","57.3","3.42","","","","",""
"616","1723","中碳","市","05/11","","80.8","+0.9","+1.13","1,171","95.1","80.8","80","82.3","80","2.88","32.6","2.33","","","","",""
"617","5306","桂盟","市","05/11","","80.8","-0.1","-0.12","156","12.6","80.8","80.9","81.5","80.3","1.48","10.5","1.15","","","","",""
"618","6577","勁豐","櫃","05/11","","80.8","-1.2","-1.46","60","4.82","82","82","82","80.6","1.71","14.3","3.25","","","","",""
"619","4905","台聯電","櫃","05/11","","80.7","+1","+1.25","40","3.24","79.7","80.2","84","80.2","4.77","29.2","0.82","","","","",""
"620","2374","佳能","市","05/11","","80.5","+2","+2.55","7,900","633","80.5","79","80.9","78.7","2.8","27.8","3.04","","","","",""
"621","5425","台半","櫃","05/11","","80.3","+7.3","+10","37,393","2,888","73","77.4","80.3","72.3","11","38.8","2.57","","","","",""
"622","6117","迎廣","市","05/11","","80.3","-0.4","-0.5","450","36.3","80.3","81.5","81.5","80.2","1.61","21.3","3.35","","","","",""
"623","5351","鈺創","櫃","05/11","","80.1","+5","+6.66","29,919","2,392","75.1","78.1","81.5","77.5","5.33","","6.67","","","","",""
"624","6576","逸達","櫃","05/11","","80.1","+1.1","+1.39","203","16.1","79","80","80.1","78.3","2.28","","13.58","","","","",""
"625","4126","太醫","櫃","05/11","","79.6","-0.2","-0.25","77","6.15","79.8","79.9","80.5","79.4","1.38","16.3","1.88","","","","",""
"626","5609","中菲行","櫃","05/11","","79.6","0","0","160","12.8","79.6","79.6","80","79.6","0.5","9.95","1.77","","","","",""
"627","5534","長虹","市","05/11","","79.4","+1","+1.28","716","56.7","79.4","78.4","79.8","77.8","2.55","13.2","1.11","","","","",""
"628","7721","微程式","市","05/11","","79.3","+7.2","+9.99","855","66.2","79.3","74.2","79.3","72","10.1","144","3.39","","","","",""
"629","1294","漢田生技","櫃","05/11","","79.2","+1.2","+1.54","20","1.58","78","78.3","79.2","78.1","1.41","17.2","2.89","","","","",""
"630","6918","愛派司","市","05/11","","79.2","+4.8","+6.45","171","13.5","79.2","79.5","80","76.6","4.57","15.3","2.14","","","","",""
