代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,外資 連續 買賣 日數,外資 連續 買賣 張數,外資 連續 買賣 佔 成交 (%),外資 連續 買賣 佔發 行量 (%),投信 連續 買賣 日數,投信 連續 買賣 張數,投信 連續 買賣 佔 成交 (%),投信 連續 買賣 佔發 行量 (%),自營 商 連續 買賣 日數,自營 商 連續 買賣 張數,自營 商 連續 買賣 佔 成交 (%),自營 商 連續 買賣 佔發 行量 (%),三大 法人 連續 買賣 日數,三大 法人 連續 買賣 張數,三大 法人 連續 買賣 佔 成交 (%),三大 法人 連續 買賣 佔發 行量 (%)
3017,奇鋐,2495.0,155.0,6.62,05/21,-6,-4203,-14.3,-1.08,10,4275,8.09,1.1,1,89,2.37,0.02,1,105,2.78,0.03
2330,台積電,2230.0,45.0,2.06,05/21,1,1014,4.07,0.0,8,36529,11.6,0.14,1,423,1.7,0.0,1,1608,6.45,0.01
6139,亞翔,784.0,64.0,8.89,05/21,1,1499,19.2,0.64,7,821,1.75,0.35,1,389,4.98,0.17,1,2078,26.6,0.88
6278,台表科,223.0,20.0,9.85,05/21,2,1394,4.98,0.48,7,9588,6.33,3.28,1,293,2.11,0.1,2,2368,8.45,0.81
6531,愛普*,876.0,-97.0,-9.97,05/21,-1,-2126,-12.2,-1.31,7,5968,8.49,3.66,1,109,0.63,0.07,-1,-1492,-8.59,-0.92
3028,增你強,83.3,-1.1,-1.3,05/21,-2,-1460,-8.88,-0.62,6,305,0.67,0.13,-2,-109,-0.66,-0.05,-2,-1562,-9.5,-0.66
3090,日電貿,196.0,17.5,9.8,05/21,1,557,0.91,0.19,6,7677,3.81,2.67,-3,-376,-0.31,-0.13,1,1271,2.08,0.44
5347,世界,163.5,4.5,2.83,05/21,-3,-48019,-28.3,-2.57,6,23078,5.39,1.24,1,1021,4.73,0.05,1,180,0.83,0.01
2327,國巨*,572.0,52.0,10.0,05/21,-4,-16612,-5.71,-0.8,5,28406,6.97,1.37,1,873,3.54,0.04,-1,-1720,-6.96,-0.08
2489,瑞軒,46.8,4.25,9.99,05/21,5,32380,13.4,5.31,5,996,0.41,0.16,1,844,0.87,0.14,5,32910,13.6,5.4
3189,景碩,554.0,50.0,9.92,05/21,1,11919,33.8,2.26,5,3448,2.08,0.65,1,1003,2.85,0.19,1,14699,41.7,2.79
3231,緯創,140.0,7.5,5.66,05/21,1,27615,51.4,0.87,5,1334,0.68,0.04,5,2974,1.52,0.09,1,29845,55.6,0.94
3533,嘉澤,2525.0,165.0,6.99,05/21,-3,-1876,-35.2,-1.67,5,1265,13.9,1.12,-3,-49,-0.92,-0.04,-3,-821,-15.4,-0.73
50,元大台灣50,95.85,3.35,3.62,05/21,1,12025,19.3,0.06,4,7481,1.71,0.04,1,5151,8.28,0.03,1,20946,33.7,0.11
2637,慧洋-KY,71.9,0.1,0.14,05/21,-1,-569,-25.3,-0.08,4,137,1.49,0.02,-6,-126,-0.91,-0.02,-1,-542,-24.1,-0.07
3363,上詮,818.0,41.0,5.28,05/21,2,84,1.96,0.07,4,81,0.82,0.07,2,3,0.08,0.0,2,118,2.77,0.1
3706,神達,83.5,3.2,3.99,05/21,1,4968,31.3,0.37,4,8416,20.9,0.63,4,738,1.83,0.06,1,8162,51.3,0.61
6147,頎邦,222.5,7.0,3.25,05/21,-3,-20118,-8.57,-2.7,4,24965,7.4,3.35,-9,-6902,-1.18,-0.93,-1,-6303,-7.7,-0.85
6679,鈺太,335.0,21.0,6.69,05/21,2,180,10.8,0.33,4,32,1.21,0.06,2,88,5.29,0.16,2,286,17.2,0.52
