排名,代號,名稱,市 場,股價 日期,K 線,成交,漲跌 價,漲跌 幅,成交 張數,成交額 (百萬),昨收,開盤,最高,最低,振幅 (%),PER,PBR,1個月 走勢圖,3個月 走勢圖,1年 走勢圖,3年 走勢圖,10年 走勢圖
301,3152,璟德,櫃,05/19,,163.5,-8.0,-4.66,1224,205.0,171.5,172.0,175.0,162.5,7.29,17.5,2.73,,,,,
302,3416,融程電,市,05/19,,163.5,-5.0,-2.97,275,45.5,168.5,170.5,170.5,162.5,4.75,22.4,4.05,,,,,
303,2597,潤弘,市,05/19,,162.5,0.0,0.0,629,103.0,162.5,162.5,165.0,162.5,1.54,14.3,5.42,,,,,
304,3090,日電貿,市,05/19,,162.5,14.5,9.8,32597,5254.0,148.0,157.0,162.5,155.5,4.73,33.2,2.65,,,,,
305,6438,迅得,市,05/19,,162.5,-3.5,-2.11,722,119.0,166.0,167.0,168.5,161.5,4.22,29.8,2.37,,,,,
306,6732,昇佳電子,櫃,05/19,,162.5,-3.5,-2.11,198,32.4,166.0,165.5,167.5,161.5,3.61,25.6,1.94,,,,,
307,2729,瓦城,櫃,05/19,,162.0,1.0,0.62,18,2.98,161.0,162.0,162.5,161.0,0.93,26.6,2.83,,,,,
308,3289,宜特,櫃,05/19,,162.0,-3.5,-2.11,2421,394.0,165.5,166.0,168.0,160.5,4.53,33.5,3.0,,,,,
309,5474,聰泰,櫃,05/19,,161.5,-3.0,-1.82,366,59.9,164.5,163.0,169.5,161.0,5.17,32.1,3.41,,,,,
310,6862,三集瑞-KY,市,05/19,,161.5,-7.0,-4.15,448,74.0,168.5,166.5,172.0,160.5,6.82,26.6,2.58,,,,,
311,2731,雄獅,市,05/19,,160.5,0.0,0.0,719,116.0,160.5,160.0,162.5,160.0,1.56,9.38,2.8,,,,,
312,6173,信昌電,櫃,05/19,,160.5,-5.5,-3.31,2071,332.0,166.0,166.0,166.0,157.0,5.42,43.0,3.08,,,,,
313,6957,裕慶-KY,市,05/19,,160.0,0.5,0.31,136,21.9,159.5,158.0,163.0,157.0,3.76,15.1,3.32,,,,,
314,1268,漢來美食,櫃,05/19,,159.5,0.5,0.31,130,20.8,159.0,159.5,160.5,158.5,1.26,13.8,2.64,,,,,
315,6924,榮惠-KY創,市,05/19,,159.5,14.5,10.0,529,83.1,145.0,159.5,159.5,148.5,7.59,23.9,6.33,,,,,
316,3430,奇鈦科,櫃,05/19,,158.5,-9.5,-5.65,3715,608.0,168.0,165.0,171.0,155.5,9.23,46.1,4.68,,,,,
317,6419,京晨科,櫃,05/19,,158.0,-17.5,-9.97,251,39.6,175.5,158.0,158.0,158.0,0.0,12.6,4.55,,,,,
318,6720,久昌,櫃,05/19,,158.0,0.5,0.32,155,24.5,157.5,162.0,162.0,155.0,4.44,57.7,5.44,,,,,
319,7772,耀穎,櫃,05/19,,158.0,14.0,9.72,517,80.5,144.0,145.5,158.0,142.0,11.1,163.0,5.39,,,,,
320,4536,拓凱,市,05/19,,157.5,1.5,0.96,717,114.0,156.0,156.0,163.0,156.0,4.49,11.7,1.52,,,,,
321,5347,世界,櫃,05/19,,157.5,-1.5,-0.94,102682,16450.0,159.0,159.5,165.5,152.5,8.18,37.5,4.3,,,,,
322,6933,AMAX-KY,市,05/19,,155.0,-5.5,-3.43,151,23.9,160.5,160.5,161.5,153.5,4.98,26.0,2.75,,,,,
323,6895,宏碩系統,櫃,05/19,,154.5,2.5,1.64,38,5.97,152.0,153.5,159.0,153.5,3.62,,5.46,,,,,
324,8255,朋程,櫃,05/19,,154.0,11.0,7.69,4091,630.0,143.0,143.5,157.0,141.5,10.8,27.0,1.99,,,,,
325,7712,博盛半導體,櫃,05/19,,152.5,-2.5,-1.61,858,130.0,155.0,156.0,157.5,147.0,6.77,27.6,2.55,,,,,
326,2645,長榮航太,市,05/19,,152.0,2.0,1.33,880,134.0,150.0,151.0,154.5,150.0,3.0,23.2,4.2,,,,,
327,8478,東哥遊艇,市,05/19,,152.0,-1.5,-0.98,149,22.8,153.5,152.5,154.5,152.0,1.63,9.26,1.49,,,,,
328,6955,邦睿生技-創,市,05/19,,151.0,0.0,0.0,0,0.02,151.0,151.0,151.0,151.0,0.0,36.4,5.96,,,,,
329,1513,中興電,市,05/19,,150.0,1.5,1.01,4397,660.0,148.5,149.0,152.0,149.0,2.02,18.2,3.58,,,,,
330,4169,泰宗,市,05/19,,150.0,-0.5,-0.33,123,18.7,150.5,153.5,154.5,150.0,2.99,,8.08,,,,,
331,4919,新唐,市,05/19,,150.0,1.5,1.01,19187,2838.0,148.5,148.0,153.0,141.0,8.08,,4.76,,,,,
332,5287,數字,櫃,05/19,,150.0,0.0,0.0,33,5.01,150.0,149.5,151.5,149.5,1.33,10.7,3.55,,,,,
333,3019,亞光,市,05/19,,149.5,2.5,1.7,12533,1884.0,147.0,147.5,154.0,146.5,5.1,21.9,2.92,,,,,
334,6854,錼創科技-KY創,市,05/19,,149.5,-1.0,-0.66,675,103.0,150.5,148.5,156.5,148.0,5.65,,4.81,,,,,
335,6579,研揚,市,05/19,,149.0,5.0,3.47,1198,180.0,144.0,147.0,155.0,146.0,6.25,20.2,2.42,,,,,
336,1232,大統益,市,05/19,,148.0,0.0,0.0,53,7.83,148.0,148.0,149.0,148.0,0.68,17.1,3.77,,,,,
337,3042,晶技,市,05/19,,148.0,1.0,0.68,7322,1070.0,147.0,147.0,149.5,143.0,4.42,28.3,3.16,,,,,
338,2458,義隆,市,05/19,,147.0,2.0,1.38,6139,913.0,145.0,145.5,153.0,145.0,5.52,16.2,4.35,,,,,
339,3691,碩禾,櫃,05/19,,147.0,-7.0,-4.55,3090,459.0,154.0,153.5,155.5,144.0,7.47,,2.34,,,,,
340,5432,新門,櫃,05/19,,147.0,4.5,3.16,211,30.9,142.5,142.5,148.5,140.5,5.61,62.0,8.15,,,,,
341,6877,鏵友益,櫃,05/19,,147.0,-9.0,-5.77,534,78.0,156.0,154.5,157.0,140.5,10.6,,8.05,,,,,
342,2480,敦陽科,市,05/19,,146.5,-1.5,-1.01,366,54.5,148.0,149.0,151.5,146.5,3.38,17.4,5.22,,,,,
343,4551,智伸科,市,05/19,,146.0,0.5,0.34,753,111.0,145.5,145.5,152.0,145.5,4.47,21.9,1.88,,,,,
344,5288,豐祥-KY,市,05/19,,146.0,-1.5,-1.02,138,20.3,147.5,147.5,150.0,145.0,3.39,12.1,1.67,,,,,
345,2421,建準,市,05/19,,145.0,4.5,3.2,4270,614.0,140.5,140.5,146.0,139.5,4.63,17.0,3.66,,,,,
346,2337,旺宏,市,05/19,,144.0,-16.0,-10.0,143651,21335.0,160.0,157.5,157.5,144.0,8.44,,5.63,,,,,
347,4572,駐龍,市,05/19,,144.0,1.0,0.7,19,2.79,143.0,145.0,145.0,142.5,1.75,54.5,3.09,,,,,
348,1785,光洋科,櫃,05/19,,143.0,-0.5,-0.35,18653,2680.0,143.5,144.0,149.5,140.0,6.62,28.2,5.7,,,,,
349,2412,中華電,市,05/19,,142.5,5.5,4.01,52962,7513.0,137.0,137.0,144.0,137.0,5.11,28.4,2.79,,,,,
350,6914,阜爾運通,市,05/19,,142.5,0.0,0.0,64,9.13,142.5,142.0,143.5,142.0,1.05,14.6,2.55,,,,,
351,1215,卜蜂,市,05/19,,141.5,0.0,0.0,1222,174.0,141.5,142.0,143.5,141.0,1.77,15.3,3.94,,,,,
352,8086,宏捷科,櫃,05/19,,141.5,-6.0,-4.07,4359,623.0,147.5,145.5,148.5,140.5,5.42,31.8,3.39,,,,,
353,8462,柏文,市,05/19,,139.5,0.0,0.0,74,10.3,139.5,138.5,139.5,138.5,0.72,15.0,4.08,,,,,
354,2316,楠梓電,市,05/19,,139.0,12.5,9.88,14483,1936.0,126.5,128.0,139.0,124.5,11.5,8.99,1.84,,,,,
