"代號","名稱","成交","漲跌價","漲跌幅","法人買賣週別","更新日期","外資連續買賣週數","外資連續買賣張數","外資連續買賣佔成交(%)","外資連續買賣佔發行量(%)","投信連續買賣週數","投信連續買賣張數","投信連續買賣佔成交(%)","投信連續買賣佔發行量(%)","自營商連續買賣週數","自營商連續買賣張數","自營商連續買賣佔成交(%)","自營商連續買賣佔發行量(%)","三大法人連續買賣週數","三大法人連續買賣張數","三大法人連續買賣佔成交(%)","三大法人連續買賣佔發行量(%)"
"2867","三商壽","7.82","-0.01","-0.13","26W20","05/11","+8","+103,141","34.7","1.75","0","0","0","0","+2","+5,598","11.4","0.09","+8","+108,283","36.5","1.84"
"2886","兆豐金","40.1","-0.1","-0.25","26W20","05/11","+8","+149,481","18","1.01","-1","-52","-0.25","0","-3","-4,900","-2.09","-0.03","+3","+26,501","11.3","0.18"
"7734","印能科技","3800","+170","+4.68","26W20","05/11","+8","+606","3.66","2.17","0","0","0","0","+2","+21","3.89","0.08","+8","+2,092","12.6","7.47"
"00655L","國泰中國A50正2","37","+0.71","+1.96","26W20","05/11","+7","+2,961","7.74","4","0","0","0","0","+15","+19,521","15.2","26.4","+15","+26,134","20.4","35.3"
"00712","復華富時不動產","9.02","-0.01","-0.11","26W20","05/11","+7","+211,181","29.9","4.32","0","0","0","0","+6","+95,876","16.7","1.96","+6","+284,410","49.5","5.82"
"00714","群益道瓊美國地產","21.43","-0.08","-0.37","26W20","05/11","+7","+784","17.9","3.26","0","0","0","0","-1","-76","-83.9","-0.32","+19","+3,522","20.9","14.6"
"00740B","富邦全球投等債","38.56","+0.08","+0.21","26W20","05/11","+7","+45,032","50","2.18","0","0","0","0","-11","-81,059","-38.4","-3.92","+2","+754","3.35","0.04"
"00755B","群益投資級公用債","32.88","+0.04","+0.12","26W20","05/11","+7","+891","18.8","0.32","-2","-588","-36.3","-0.21","-1","-10","-3.6","0","-2","-13","-0.78","0"
"00772B","中信高評級公司債","33.61","+0.04","+0.12","26W20","05/11","+7","+42,150","49.2","1.22","0","0","0","0","-1","-991","-25.3","-0.03","+38","+172,886","37.1","5"
"00773B","中信優先金融債","35.8","+0.07","+0.2","26W20","05/11","+7","+14,299","41.5","0.55","0","0","0","0","-1","-480","-43.4","-0.02","+28","+36,052","22.4","1.4"
"00861","元大全球未來通訊","82.85","+1.65","+2.03","26W20","05/11","+7","+1,498","22.4","2.17","0","0","0","0","+6","+654","11.8","0.95","+6","+2,117","38.2","3.07"
"00862B","中信投資級公司債","31.63","+0.06","+0.19","26W20","05/11","+7","+5,710","37.1","0.68","0","0","0","0","-7","-4,764","-30.9","-0.57","+21","+3,061","6.76","0.37"
"00908","富邦入息REITs+","14.34","+0.05","+0.35","26W20","05/11","+7","+2,357","35.2","6.38","0","0","0","0","+1","+30","27","0.08","+6","+1,807","32.7","4.89"
"00923","群益台ESG低碳50","38.78","+0.43","+1.12","26W20","05/11","+7","+38,043","18.7","4.43","0","0","0","0","+6","+71,526","38.7","8.33","+6","+108,879","58.8","12.7"
"00942B","台新美A公司債20+","14.29","+0.03","+0.21","26W20","05/11","+7","+26,180","60.1","1.27","0","0","0","0","-1","-1,558","-42.2","-0.08","+16","+265,476","79.7","12.9"
"00948B","中信優息投資級債","9.44","+0.02","+0.21","26W20","05/11","+7","+115,581","46.1","2.95","0","0","0","0","-1","-3,245","-14.9","-0.08","+42","+1,431,100","56.4","36.5"
"00950B","凱基A級公司債","14.01","0","0","26W20","05/11","+7","+61,239","38.2","1.5","0","0","0","0","-10","-60,444","-13.8","-1.48","+1","+2,613","34","0.06"
"00958B","永豐ESG銀行債15+","9.25","+0.01","+0.11","26W20","05/11","+7","+13,187","38.6","8.78","0","0","0","0","-1","-581","-25.5","-0.39","+36","+77,664","43.1","51.7"
"00959B","大華投等美債15Y+","9.33","+0.01","+0.11","26W20","05/11","+7","+22,753","40.6","3.97","0","0","0","0","+2","+2,564","19.6","0.45","+2","+7,882","60.4","1.37"
"00966B","統一ESG投等債15+","13.86","+0.02","+0.14","26W20","05/11","+7","+9,309","25.6","6.69","0","0","0","0","-1","-1,144","-44","-0.82","+27","+38,041","22.3","27.3"
"00970B","新光BBB投等債20+","9.35","+0.03","+0.32","26W20","05/11","+7","+23,619","44.8","5.61","0","0","0","0","-1","-909","-21.4","-0.22","+26","+95,606","42","22.7"
"1456","怡華","14.65","+0.45","+3.17","26W20","05/11","+7","+119","3.5","0.13","0","0","0","0","+1","+3","0.64","0","+7","+111","3.27","0.12"
"1459","聯發","11.95","+0.05","+0.42","26W20","05/11","+7","+569","13.7","0.16","0","0","0","0","-1","-4","-1.49","0","+7","+586","14.1","0.16"
"2248","華勝-KY","57.8","+2.2","+3.96","26W20","05/11","+7","+106","3.94","0.22","0","0","0","0","+1","+3","2.44","0.01","+7","+162","6.01","0.34"
"2433","互盛電","45.55","-0.2","-0.44","26W20","05/11","+7","+193","18.1","0.13","0","0","0","0","-1","-1","-2.69","0","0","0","0","0"
"2453","凌群","54.8","+0.2","+0.37","26W20","05/11","+7","+1,000","9.37","1","0","0","0","0","0","0","0","0","+7","+1,013","9.49","1.01"
"2601","益航","4.97","+0.06","+1.22","26W20","05/11","+7","+3,234","6.1","0.39","0","0","0","0","0","0","0","0","+7","+3,252","6.13","0.39"
"2615","萬海","78.5","+2","+2.61","26W20","05/11","+7","+37,810","16.4","1.35","-13","-40,685","-4.73","-1.45","+2","+497","1.11","0.02","+7","+33,111","14.3","1.18"
"2881C","富邦金丙特","51.4","0","0","26W20","05/11","+7","+138","2.79","0.04","0","0","0","0","0","0","0","0","+7","+138","2.79","0.04"
"4166","友霖","26.7","+0.65","+2.5","26W20","05/11","+7","+607","8.91","0.25","0","0","0","0","0","0","0","0","+7","+606","8.9","0.25"
"6183","關貿","92","-0.7","-0.76","26W20","05/11","+7","+246","25.2","0.16","0","0","0","0","-1","-1","-2.24","0","+7","+246","25.2","0.16"
"6201","亞弘電","49.95","-0.65","-1.28","26W20","05/11","+7","+152","14.4","0.17","0","0","0","0","-1","-6","-15.2","-0.01","-1","-5","-12.6","-0.01"
"6443","元晶","41.4","+1.45","+3.63","26W20","05/11","+7","+36,612","8.73","6.8","0","0","0","0","+3","+1,597","4.62","0.3","+7","+38,699","9.22","7.18"
"6558","興能高","30.2","+0.95","+3.25","26W20","05/11","+7","+1,159","7.56","1.24","0","0","0","0","-1","-1","-0.09","0","+7","+1,163","7.59","1.24"
"6771","平和環保-創","43.9","+0.1","+0.23","26W20","05/11","+7","+78","6.69","0.25","0","0","0","0","-2","-6","-2.93","-0.02","0","0","0","0"
"6908","宏碁遊戲-創","39.45","-0.65","-1.62","26W20","05/11","+7","+66","6.23","0.18","0","0","0","0","0","0","0","0","+5","+73","13.1","0.2"
"6916","華凌","18.55","-0.25","-1.33","26W20","05/11","+7","+108","8.11","0.16","0","0","0","0","-1","-9","-26.5","-0.01","-1","-1","-2.94","0"
"006208","富邦台50","224.45","+0.15","+0.07","26W20","05/11","+6","+12,056","9.36","0.65","0","0","0","0","+6","+20,506","15.9","1.11","+6","+32,563","25.3","1.76"
"00647L","元大S&P500正2","130.5","+1","+0.77","26W20","05/11","+6","+40","1.1","0.62","0","0","0","0","+4","+818","42.5","12.7","+6","+1,110","30.5","17.3"
"00701","國泰股利精選30","31.61","0","0","26W20","05/11","+6","+4,838","17.5","2.64","0","0","0","0","+19","+33,541","28.1","18.3","+19","+46,633","39.1","25.4"
"00757","統一FANG+","127.85","+2.95","+2.36","26W20","05/11","+6","+14,841","20.9","4.87","0","0","0","0","+6","+24,622","34.6","8.07","+6","+39,463","55.5","12.9"
"00770","國泰北美科技","63.9","+1.5","+2.4","26W20","05/11","+6","+5,601","26.5","6.67","0","0","0","0","+6","+4,714","22.3","5.61","+6","+10,314","48.7","12.3"
"00850","元大臺灣ESG永續","83.2","+1","+1.22","26W20","05/11","+6","+3,600","10.7","0.86","-1","-20","-1.81","0","+9","+8,356","17.3","1.99","+9","+11,342","23.5","2.7"
"00858","永豐美國500大","35.35","+0.49","+1.41","26W20","05/11","+6","+4,191","16.7","3.32","0","0","0","0","+6","+9,294","37.1","7.35","+6","+13,485","53.8","10.7"
"00895","富邦未來車","49.29","+0.79","+1.63","26W20","05/11","+6","+3,316","15.2","2.1","0","0","0","0","+12","+9,498","21.3","6.01","+23","+21,537","25.3","13.6"
"00900","富邦特選高股息30","17.26","+0.34","+2.01","26W20","05/11","+6","+142,373","31.7","7.55","0","0","0","0","+6","+182,583","40.7","9.68","+6","+333,456","74.3","17.7"
"00909","國泰數位支付服務","47.89","+0.37","+0.78","26W20","05/11","+6","+35,440","25.1","22.8","0","0","0","0","+6","+20,023","14.2","12.9","+6","+55,463","39.3","35.6"
"00918","大華優利高填息30","25.38","+0.28","+1.12","26W20","05/11","+6","+175,330","21.2","5.28","0","0","0","0","+6","+405,861","49.1","12.2","+6","+581,191","70.4","17.5"
"00922","國泰台灣領袖50","36.68","+0.21","+0.58","26W20","05/11","+6","+201,870","38","10.1","0","0","0","0","-3","-10,635","-6.96","-0.53","+6","+239,329","45","12"
"00924","復華S&P500成長","31.75","+0.26","+0.83","26W20","05/11","+6","+16,869","23.7","3.69","0","0","0","0","+6","+11,343","15.9","2.48","+6","+28,212","39.7","6.17"
"00930","永豐ESG低碳高息","21.91","+0.4","+1.86","26W20","05/11","+6","+24,694","31.2","15.2","0","0","0","0","+6","+31,330","39.6","19.3","+6","+56,023","70.8","34.5"
"009811","統一美國50","12.73","+0.15","+1.19","26W20","05/11","+6","+19,072","18.2","6.31","0","0","0","0","-1","-25","-0.85","-0.01","-1","-18","-0.61","-0.01"
"00983A","主動中信ARK創新","11.76","+0.09","+0.77","26W20","05/11","+6","+24,409","21.7","10.5","0","0","0","0","+6","+34,671","30.8","14.9","+6","+59,080","52.5","25.4"
"00986A","主動台新龍頭成長","14.43","+0.24","+1.69","26W20","05/11","+6","+5,831","26.9","13.5","0","0","0","0","+1","+32","6.35","0.07","+1","+34","6.75","0.08"
"00989A","主動摩根美國科技","17.21","+0.34","+2.02","26W20","05/11","+6","+29,105","37.2","34.2","0","0","0","0","+7","+14,216","16.7","16.7","+6","+42,321","54.1","49.7"
"00993A","主動安聯台灣","13.31","+0.41","+3.18","26W20","05/11","+6","+89,776","13.9","9.68","0","0","0","0","+13","+473,978","23.7","51.1","+13","+649,823","32.4","70.1"
"1233","天仁","28.75","-0.05","-0.17","26W20","05/11","+6","+117","24.2","0.13","0","0","0","0","-1","-1","-4.53","0","0","0","0","0"
"1413","宏洲","9.63","-0.02","-0.21","26W20","05/11","+6","+119","23","0.09","0","0","0","0","0","0","0","0","+6","+122","23.5","0.09"
"1423","利華","40.55","-0.3","-0.73","26W20","05/11","+6","+152","10.9","0.15","0","0","0","0","-1","-6","-9.1","-0.01","-1","-3","-4.55","0"
"1457","宜進","14.45","-0.05","-0.34","26W20","05/11","+6","+419","9.44","0.13","0","0","0","0","-1","-1","-0.5","0","+6","+441","9.94","0.14"
"1470","大統新創","22.25","-0.3","-1.33","26W20","05/11","+6","+82","20.9","0.1","0","0","0","0","-1","-1","-2.7","0","+6","+85","21.7","0.1"
"1533","車王電","33.85","0","0","26W20","05/11","+6","+463","7.13","0.47","0","0","0","0","0","0","0","0","+6","+452","6.96","0.46"
"1570","力肯","39.95","+2.45","+6.53","26W20","05/11","+6","+556","3.34","1.08","0","0","0","0","0","0","0","0","+6","+555","3.34","1.08"
"1583","程泰","49","+1.5","+3.16","26W20","05/11","+6","+155","23.3","0.14","0","0","0","0","0","0","0","0","+6","+157","23.6","0.14"
"1593","祺驊","32.5","+1.6","+5.18","26W20","05/11","+6","+45","5.24","0.11","0","0","0","0","+1","0","0","0","+6","+45","5.25","0.11"
"1617","榮星","14.9","-0.15","-1","26W20","05/11","+6","+482","11.4","0.28","0","0","0","0","-4","-22","-0.74","-0.01","+6","+484","11.5","0.29"
"1736","喬山","124","-1","-0.8","26W20","05/11","+6","+2,046","10","0.67","0","0","0","0","-1","-1","-0.16","0","+6","+1,744","8.53","0.57"
"2007","燁興","7.32","-0.05","-0.68","26W20","05/11","+6","+836","9.43","0.16","0","0","0","0","-1","-3","-0.84","0","+6","+856","9.66","0.16"
"2008","高興昌","27.9","-0.25","-0.89","26W20","05/11","+6","+164","4.35","0.09","0","0","0","0","0","0","0","0","+6","+168","4.46","0.09"
"2250","IKKA-KY","63.9","+0.4","+0.63","26W20","05/11","+6","+261","13.5","0.72","0","0","0","0","-1","-2","-3.76","-0.01","+6","+264","13.6","0.72"
"2303","聯電","95","+3.7","+4.05","26W20","05/11","+6","+318,874","6.14","2.54","+2","+30,222","2.17","0.24","+2","+1,349","0.1","0.01","+2","+104,639","7.5","0.83"
"2395","研華","478.5","+2","+0.42","26W20","05/11","+6","+24,519","24.9","2.84","+2","+137","0.3","0.02","+3","+312","0.53","0.04","+9","+25,390","19","2.94"
"2450","神腦","30.1","+0.2","+0.67","26W20","05/11","+6","+518","11","0.2","0","0","0","0","+2","+171","14.2","0.07","+7","+702","13.9","0.27"
"2482","連宇","16.75","+0.05","+0.3","26W20","05/11","+6","+310","6.71","0.4","0","0","0","0","-3","-6","-0.35","-0.01","+6","+313","6.78","0.4"
"2545","皇翔","38.95","0","0","26W20","05/11","+6","+1,424","16.2","0.38","0","0","0","0","+3","+170","4.57","0.04","+6","+1,628","18.5","0.43"
"2642","宅配通","21.6","+0.1","+0.47","26W20","05/11","+6","+198","9.57","0.21","0","0","0","0","0","0","0","0","+3","+136","13.4","0.14"
"2706","第一店","12.35","-0.15","-1.2","26W20","05/11","+6","+520","15.8","0.1","0","0","0","0","0","0","0","0","+7","+532","14.7","0.11"
"2712","遠雄來","17","-0.4","-2.3","26W20","05/11","+6","+113","14","0.11","0","0","0","0","0","0","0","0","+6","+118","14.6","0.11"
"2849","安泰銀","13.85","-0.25","-1.77","26W20","05/11","+6","+1,777","57.5","0.09","0","0","0","0","-1","-7","-8.09","0","+6","+1,872","60.6","0.1"
"3015","全漢","51.1","+0.4","+0.79","26W20","05/11","+6","+1,453","18.9","0.78","-9","-1,197","-10.5","-0.64","-1","-1","-0.41","0","+2","+226","8.87","0.12"
"3023","信邦","302","-0.5","-0.17","26W20","05/11","+6","+15,218","27.7","6.34","-6","-4,837","-8.79","-2.01","-6","-273","-0.5","-0.11","-1","-56","-3.71","-0.02"
"3048","益登","45","+2.6","+6.13","26W20","05/11","+6","+9,351","7.36","3.47","0","0","0","0","+3","+994","1.38","0.37","+6","+10,513","8.27","3.9"
"3152","璟德","175.5","+1.5","+0.86","26W20","05/11","+6","+1,005","2.02","1.46","0","0","0","0","+3","+87","0.41","0.13","+3","+650","3.04","0.94"
"3266","昇陽","13.55","-0.2","-1.45","26W20","05/11","+6","+397","20.7","0.11","0","0","0","0","-1","-12","-9.98","0","-1","-2","-1.66","0"
"3501","維熹","47.15","-0.2","-0.42","26W20","05/11","+6","+419","12.7","0.35","0","0","0","0","0","0","0","0","+6","+429","13","0.36"
"3537","堡達","48.15","+1.45","+3.1","26W20","05/11","+6","+622","10.7","1.11","0","0","0","0","0","0","0","0","+6","+622","10.7","1.11"
"3661","世芯-KY","5375","+485","+9.92","26W20","05/11","+6","+9,920","15.2","12.2","+2","+113","0.73","0.14","+2","+249","1.6","0.31","+6","+11,573","17.8","14.2"
"3679","新至陞","120","-0.5","-0.41","26W20","05/11","+6","+204","13.3","0.32","0","0","0","0","0","0","0","0","+7","+211","12.4","0.34"
"4131","浩泰","35.3","-0.1","-0.28","26W20","05/11","+6","+269","13.6","0.68","0","0","0","0","0","0","0","0","+6","+269","13.6","0.68"
"4581","光隆精密-KY","51","+1","+2","26W20","05/11","+6","+56","13.6","0.17","0","0","0","0","-1","-1","-6.25","0","0","0","0","0"
"5007","三星","58","0","0","26W20","05/11","+6","+423","28.5","0.14","0","0","0","0","-1","-1","-3.73","0","+6","+429","28.8","0.15"
"5211","蒙恬","20.3","+0.15","+0.74","26W20","05/11","+6","+30","1.31","0.09","0","0","0","0","0","0","0","0","+5","+32","1.5","0.1"
"5285","界霖","67.8","+6.1","+9.89","26W20","05/11","+6","+1,707","13.2","1.67","0","0","0","0","+3","+61","0.88","0.06","+6","+1,770","13.7","1.74"
"5538","東明-KY","31","-0.15","-0.48","26W20","05/11","+6","+261","29.2","0.13","0","0","0","0","-1","-1","-3.56","0","+6","+281","31.5","0.14"
"6129","普誠","16.4","+0.25","+1.55","26W20","05/11","+6","+2,040","7.5","1.13","0","0","0","0","+4","+249","1.13","0.14","+6","+2,286","8.41","1.26"
"6166","凌華","92.7","+5.4","+6.19","26W20","05/11","+6","+7,100","12.6","3.26","0","0","0","0","+2","+247","1.03","0.11","+6","+7,437","13.2","3.42"
"6206","飛捷","130.5","+11.5","+9.66","26W20","05/11","+6","+3,952","11.1","2.76","-1","-9","-0.18","-0.01","+1","+19","0.37","0.01","+3","+2,563","12.7","1.79"
"6411","晶焱","82.4","+2.6","+3.26","26W20","05/11","+6","+1,252","11","1.26","0","0","0","0","+1","+1","0.1","0","+6","+1,284","11.2","1.29"
"6488","環球晶","835","+33","+4.11","26W20","05/11","+6","+30,219","11.8","6.32","+2","+3,295","3.39","0.69","-1","-56","-0.51","-0.01","+6","+41,771","16.4","8.74"
"6581","鋼聯","108","-2","-1.82","26W20","05/11","+6","+147","26.6","0.13","0","0","0","0","0","0","0","0","+2","+37","22","0.03"
"6728","上洋","114.5","-0.5","-0.43","26W20","05/11","+6","+89","11.2","0.3","0","0","0","0","0","0","0","0","+6","+89","11.2","0.3"
"6869","雲豹能源","86.9","-0.4","-0.46","26W20","05/11","+6","+1,782","12.2","1.29","0","0","0","0","-1","-6","-0.77","0","+6","+1,802","12.3","1.31"
"6958","日盛台駿","19","-0.05","-0.26","26W20","05/11","+6","+461","11.5","0.11","0","0","0","0","-1","-5","-6.92","0","+6","+473","11.8","0.12"
"7736","虎山","75.2","-1.5","-1.96","26W20","05/11","+6","+95","9.33","0.12","0","0","0","0","-1","-3","-5.7","0","+6","+95","9.41","0.13"
"8016","矽創","268.5","-4.5","-1.65","26W20","05/11","+6","+4,516","9.75","3.76","-1","-79","-3.09","-0.07","-1","-50","-1.96","-0.04","+6","+3,166","6.84","2.64"
"8045","達運光電","74.6","+1.3","+1.77","26W20","05/11","+6","+485","5.78","0.51","0","0","0","0","-1","-7","-1.6","-0.01","+6","+662","7.87","0.7"
"8462","柏文","147.5","-0.5","-0.34","26W20","05/11","+6","+297","9.69","0.37","0","0","0","0","-4","-11","-0.51","-0.01","+3","+249","16.5","0.31"
"8481","政伸","40.65","-0.25","-0.61","26W20","05/11","+6","+56","8.09","0.08","0","0","0","0","0","0","0","0","+6","+58","8.38","0.09"
"8487","愛爾達-創","77.8","-0.9","-1.14","26W20","05/11","+6","+51","3.88","0.19","+1","+5","5.04","0.02","+9","+93","5.87","0.35","+9","+161","10.1","0.61"
"9912","偉聯","12.35","-0.3","-2.37","26W20","05/11","+6","+100","4.07","0.19","0","0","0","0","+2","+15","1.42","0.03","+2","+42","4.02","0.08"
"9926","新海","49.2","-0.15","-0.3","26W20","05/11","+6","+262","22.6","0.15","0","0","0","0","0","0","0","0","+6","+263","22.6","0.15"
"9930","中聯資源","69.8","-0.2","-0.29","26W20","05/11","+6","+243","13.7","0.1","0","0","0","0","-2","-27","-5.42","-0.01","+6","+228","12.9","0.09"
"9937","全國","56.6","-0.5","-0.88","26W20","05/11","+6","+531","46.6","0.17","0","0","0","0","-4","-10","-1.61","0","+6","+539","47.3","0.17"
"00904","新光臺灣半導體30","39.43","+0.72","+1.86","26W20","05/11","+5","+8,851","6.99","5.13","0","0","0","0","+1","+120","3.87","0.07","+4","+15,950","16.5","9.24"
"1773","勝一","176","+3.5","+2.03","26W20","05/11","+5","+6,077","13.9","2.03","0","0","0","0","+2","+29","0.32","0.01","+5","+6,159","14.1","2.05"
"2064","晉椿","12.6","-0.2","-1.56","26W20","05/11","+5","+11","1.7","0.02","0","0","0","0","0","0","0","0","+5","+11","1.7","0.02"
"2317","鴻海","252","+2","+0.8","26W20","05/11","+5","+415,410","22.6","2.97","+4","+17,262","1.1","0.12","-1","-321","-0.51","0","+5","+432,973","23.6","3.1"
"2401","凌陽","25.65","+0.35","+1.38","26W20","05/11","+5","+22,614","10.7","3.82","+2","+35","0.06","0.01","+1","+70","0.84","0.01","+5","+23,506","11.1","3.97"
"2929","淘帝-KY","5.51","-0.01","-0.18","26W20","05/11","+5","+356","5.79","0.33","0","0","0","0","-1","-13","-4.4","-0.01","-1","-1","-0.34","0"
"3016","嘉晶","128.5","+11.5","+9.83","26W20","05/11","+5","+17,854","13","6.19","0","0","0","0","+1","+84","1.52","0.03","+5","+18,300","13.3","6.34"
"3122","笙泉","38.5","-1.7","-4.23","26W20","05/11","+5","+798","3.01","1.96","0","0","0","0","0","0","0","0","+7","+837","3.1","2.05"
"3372","典範","19.75","0","0","26W20","05/11","+5","+1,124","6.99","0.64","0","0","0","0","0","0","0","0","+5","+1,128","7.01","0.64"
"3492","長盛","22.9","+0.15","+0.66","26W20","05/11","+5","+103","6.72","0.29","0","0","0","0","+1","0","0.01","0","+5","+103","6.72","0.29"
"3581","博磊","236.5","+1.5","+0.64","26W20","05/11","+5","+2,332","9.75","4.57","0","0","0","0","-3","-87","-1.59","-0.17","+5","+2,430","10.2","4.76"
"4502","健信","15.65","-0.8","-4.86","26W20","05/11","+5","+40","4.76","0.07","0","0","0","0","+3","+3","0.55","0","+5","+42","5.07","0.07"
