"排名","代號","名稱","市場","股價日期","K線","成交","漲跌價","漲跌幅","成交張數","成交額(百萬)","昨收","開盤","最高","最低","振幅(%)","PER","PBR","1個月走勢圖","3個月走勢圖","1年走勢圖","3年走勢圖","10年走勢圖"
"601","6117","迎廣","市","05/14","","81.5","+2.7","+3.43","598","48.2","78.8","79.9","81.9","79.3","3.3","21.6","3.4","","","","",""
"602","6245","立端","櫃","05/14","","81.5","-1.3","-1.57","912","74.4","82.8","83.3","83.4","80.8","3.14","20","1.88","","","","",""
"603","7811","民盛","櫃","05/14","","81.4","+0.1","+0.12","66","5.33","81.3","79.3","83.4","78.5","6.03","10","1.33","","","","",""
"604","00661","元大日經225","市","05/14","","81.2","-0.45","-0.55","356","29.2","81.65","82.2","82.4","81.2","1.47","","1.0005","","","","",""
"605","3706","神達","市","05/14","","81.2","-0.9","-1.1","12,014","982","82.1","82.4","82.5","81.2","1.58","15.8","1.57","","","","",""
"606","5469","瀚宇博","市","05/14","","81.2","0","0","2,040","167","81.2","82","82.6","81.2","1.72","13.4","1.09","","","","",""
"607","6874","倍力","櫃","05/14","","81.2","-0.5","-0.61","56","4.54","81.7","82","82","80","2.45","25.7","3.74","","","","",""
"608","3219","倚強科","櫃","05/14","","81.1","-5.7","-6.57","1,694","139","86.8","86.7","86.7","79.5","8.29","39.4","4.02","","","","",""
"609","5520","力泰","櫃","05/14","","81","+0.2","+0.25","2","0.12","80.2","81","81","81","0","8.12","1.62","","","","",""
"610","1723","中碳","市","05/14","","80.7","+0.5","+0.62","749","60.5","80.2","79.8","81.5","79.5","2.49","32.5","2.33","","","","",""
"611","6823","濾能","櫃","05/14","","80.6","-4.3","-5.06","609","49.8","84.9","85.3","85.4","80.2","6.12","","4.49","","","","",""
"612","2374","佳能","市","05/14","","80.3","+0.4","+0.5","11,776","958","79.9","80.6","82.9","80.2","3.38","27.7","3.03","","","","",""
"613","5609","中菲行","櫃","05/14","","80.3","+1","+1.26","384","30.8","79.3","79.7","80.4","79.6","1.01","10","1.78","","","","",""
