代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,外資 連續 買賣 日數,外資 連續 買賣 張數,外資 連續 買賣 佔 成交 (%),外資 連續 買賣 佔發 行量 (%),投信 連續 買賣 日數,投信 連續 買賣 張數,投信 連續 買賣 佔 成交 (%),投信 連續 買賣 佔發 行量 (%),自營 商 連續 買賣 日數,自營 商 連續 買賣 張數,自營 商 連續 買賣 佔 成交 (%),自營 商 連續 買賣 佔發 行量 (%),三大 法人 連續 買賣 日數,三大 法人 連續 買賣 張數,三大 法人 連續 買賣 佔 成交 (%),三大 法人 連續 買賣 佔發 行量 (%)
00950B,凱基A級公司債,13.89,0.07,0.51,05/21,23,52945,36.7,1.3,0,0,0.0,0.0,-1,-1161,-23.3,-0.03,4,3952,16.3,0.1
009820,元大納斯達克精選,10.17,0.13,1.29,05/21,15,191243,32.5,10.7,0,0,0.0,0.0,14,159901,28.9,8.93,14,351087,63.5,19.6
2606,裕民,65.0,0.5,0.78,05/21,15,35608,36.5,4.21,-2,-55,-0.68,-0.01,-2,-267,-3.29,-0.03,3,2020,16.7,0.24
00909,國泰數位支付服務,47.25,1.4,3.05,05/21,14,16127,27.0,11.3,0,0,0.0,0.0,3,2048,24.7,1.44,23,63767,55.2,44.8
00943,兆豐電子高息等權,20.61,0.77,3.88,05/21,14,2461,51.6,5.81,0,0,0.0,0.0,1,4,1.57,0.01,19,2364,35.4,5.58
00725B,國泰投資級公司債,34.55,0.18,0.52,05/21,12,22681,40.2,0.6,0,0,0.0,0.0,4,4432,22.0,0.12,4,10785,53.6,0.29
1590,亞德客-KY,1420.0,15.0,1.07,05/21,12,1780,13.4,0.89,-3,-27,-1.16,-0.01,1,6,0.74,0.0,6,428,7.17,0.21
3026,禾伸堂,433.5,39.0,9.89,05/21,12,5563,5.28,3.35,-1,-1,-0.05,0.0,1,9,0.43,0.01,14,15240,11.3,9.19
3034,聯詠,484.5,12.0,2.54,05/21,12,20695,19.8,3.4,1,21,0.34,0.0,-1,-77,-1.26,-0.01,6,9524,24.4,1.57
6284,佳邦,93.4,5.4,6.14,05/21,11,8806,24.6,5.91,-1,-6,-0.08,0.0,12,281,0.76,0.19,11,9080,25.3,6.09
2379,瑞昱,575.0,8.0,1.41,05/21,10,9866,17.7,1.91,-4,-1067,-6.69,-0.21,-1,-6,-0.2,0.0,10,8122,14.6,1.58
4991,環宇-KY,740.0,40.0,5.71,05/21,10,4450,29.6,3.68,0,0,0.0,0.0,1,8,0.83,0.01,9,3544,41.0,2.93
00937B,群益ESG投等債20+,14.61,0.09,0.62,05/21,9,227271,39.5,1.28,0,0,0.0,0.0,3,32463,16.7,0.18,4,99594,37.4,0.56
00948B,中信優息投資級債,9.31,0.05,0.54,05/21,9,54006,47.1,1.4,0,0,0.0,0.0,3,10554,35.3,0.27,4,19065,48.1,0.49
6277,宏正,74.6,2.2,3.04,05/21,9,341,11.6,0.29,0,0,0.0,0.0,-1,-5,-1.24,0.0,9,335,11.4,0.28
3498,陽程,146.5,3.0,2.09,05/21,8,4247,13.6,6.93,0,0,0.0,0.0,2,27,1.21,0.04,8,4474,14.3,7.3
6182,合晶,63.6,5.7,9.84,05/21,8,9473,8.1,1.6,0,0,0.0,0.0,3,3719,7.34,0.63,8,12483,10.7,2.1
8069,元太,230.5,0.5,0.22,05/21,8,49205,26.4,4.26,3,2855,14.3,0.25,-1,-16,-0.29,0.0,8,60701,32.5,5.26
8162,微矽電子-創,55.3,1.2,2.22,05/21,8,742,18.0,1.08,0,0,0.0,0.0,-2,-9,-0.92,-0.01,8,736,17.8,1.07
8464,億豐,318.0,9.0,2.91,05/21,8,1850,17.3,0.63,-4,-181,-3.28,-0.06,1,3,0.2,0.0,8,1633,15.3,0.56
0051,元大中型100,132.55,4.35,3.39,05/21,7,33,4.71,0.14,0,0,0.0,0.0,4,118,31.3,0.48,4,150,39.8,0.61
2453,凌群,55.7,1.0,1.83,05/21,7,482,13.6,0.48,0,0,0.0,0.0,-1,-2,-0.33,0.0,7,474,13.4,0.47
2492,華新科,266.0,24.0,9.92,05/21,7,22237,16.6,4.58,-1,-1,-0.01,0.0,3,618,2.37,0.13,3,8506,32.6,1.75
2891,中信金,57.5,-0.3,-0.52,05/21,7,159253,38.9,0.81,-6,-65473,-18.5,-0.33,-1,-1178,-1.63,-0.01,5,77589,24.7,0.39
3147,大綜,181.0,2.5,1.4,05/21,7,509,19.8,1.17,0,0,0.0,0.0,4,17,0.97,0.04,6,517,21.3,1.18
4979,華星光,593.0,31.0,5.52,05/21,7,957,8.08,0.67,1,46,4.18,0.03,-1,-63,-5.67,-0.04,7,541,4.57,0.38
5213,亞昕,26.9,0.8,3.07,05/21,7,987,20.9,0.14,0,0,0.0,0.0,1,40,3.32,0.01,7,1064,22.5,0.15
5236,凌陽創新,177.0,5.0,2.91,05/21,7,923,15.2,1.54,0,0,0.0,0.0,4,59,1.24,0.1,7,970,16.0,1.62
5464,霖宏,71.5,4.0,5.93,05/21,7,909,10.3,1.28,0,0,0.0,0.0,0,0,0.0,0.0,7,908,10.3,1.28
00401A,主動摩根台灣鑫收,12.72,0.55,4.52,05/21,6,7246,12.2,2.79,0,0,0.0,0.0,2,1545,9.26,0.6,9,14502,14.2,5.59
00922,國泰台灣領袖50,36.2,1.4,4.02,05/21,6,12876,19.4,0.65,0,0,0.0,0.0,2,2922,13.4,0.15,2,8764,40.3,0.45
00929,復華台灣科技優息,26.49,1.42,5.66,05/21,6,34318,14.2,0.73,0,0,0.0,0.0,2,28098,34.6,0.6,2,49756,61.3,1.06
1304,台聚,12.25,0.1,0.82,05/21,6,3688,11.6,0.31,0,0,0.0,0.0,-3,-24,-0.18,0.0,5,3582,13.2,0.3
1526,日馳,14.6,0.05,0.34,05/21,6,147,16.6,0.25,0,0,0.0,0.0,0,0,0.0,0.0,6,140,15.8,0.23
1591,駿吉-KY,34.4,-3.8,-9.95,05/21,6,220,5.25,0.58,0,0,0.0,0.0,0,0,0.0,0.0,6,220,5.25,0.58
2027,大成鋼,42.35,1.2,2.92,05/21,6,111499,44.5,4.31,-6,-5011,-2.0,-0.19,1,164,0.47,0.01,6,105251,42.0,4.07
2342,茂矽,40.45,2.2,5.75,05/21,6,3351,10.4,2.13,0,0,0.0,0.0,-2,-15,-0.22,-0.01,6,3332,10.3,2.12
2483,百容,24.6,1.2,5.13,05/21,6,643,20.4,0.6,0,0,0.0,0.0,2,10,1.02,0.01,6,647,20.5,0.6
2882,國泰金,78.7,0.8,1.03,05/21,6,87291,39.1,0.6,-6,-79424,-35.6,-0.54,1,61,0.15,0.0,1,4109,9.82,0.03
3665,貿聯-KY,2155.0,190.0,9.67,05/21,6,4928,16.8,2.53,-6,-6298,-21.5,-3.23,6,397,1.36,0.2,1,478,19.0,0.25
3704,合勤控,41.4,2.7,6.98,05/21,6,10915,30.0,2.63,0,0,0.0,0.0,1,74,0.6,0.02,6,10977,30.2,2.64
4951,精拓科,132.5,9.5,7.72,05/21,6,113,4.46,0.33,0,0,0.0,0.0,-1,-6,-0.75,-0.02,-1,-4,-0.5,-0.01
4956,光鋐,44.15,1.15,2.67,05/21,6,2564,13.8,2.55,0,0,0.0,0.0,2,4,0.07,0.0,6,2538,13.7,2.53
6192,巨路,131.0,5.0,3.97,05/21,6,521,17.7,0.54,0,0,0.0,0.0,-1,-4,-0.58,0.0,6,523,17.8,0.54
6248,沛波,18.25,0.0,0.0,05/21,6,75,18.7,0.08,0,0,0.0,0.0,0,0,0.0,0.0,6,70,17.3,0.07
6411,晶焱,94.6,8.6,10.0,05/21,6,1096,12.2,1.1,0,0,0.0,0.0,2,35,0.75,0.04,6,1138,12.7,1.15
6690,安碁資訊,168.5,2.0,1.2,05/21,6,79,24.1,0.26,0,0,0.0,0.0,0,0,0.0,0.0,6,79,24.1,0.26
6806,森崴能源,10.3,-1.1,-9.65,05/21,6,5890,83.6,2.14,0,0,0.0,0.0,0,0,0.0,0.0,6,5890,83.6,2.14
6811,宏碁資訊,209.0,3.5,1.7,05/21,6,186,33.1,0.45,0,0,0.0,0.0,0,0,0.0,0.0,6,186,33.1,0.45
6909,創控,53.2,2.5,4.93,05/21,6,505,11.0,0.75,0,0,0.0,0.0,1,3,0.38,0.0,6,506,11.0,0.75
8415,大國鋼,36.25,-0.2,-0.55,05/21,6,3661,42.7,0.35,0,0,0.0,0.0,-12,-3051,-25.0,-0.3,-1,-44,-2.83,0.0
006201,元大富櫃50,45.82,1.82,4.14,05/21,5,58,2.25,0.29,2,65,12.1,0.33,-1,-55,-27.6,-0.28,-1,-12,-6.13,-0.06
00885,富邦越南,19.26,0.16,0.84,05/21,5,3180,18.6,0.49,0,0,0.0,0.0,15,19096,28.0,2.91,7,13117,53.7,2.0
00916,國泰全球品牌50,28.0,0.33,1.19,05/21,5,311,15.4,0.5,0,0,0.0,0.0,4,465,41.0,0.75,32,5728,38.2,9.18
00980A,主動野村臺灣優選,22.49,1.09,5.09,05/21,5,7874,6.98,1.02,0,0,0.0,0.0,2,219,0.95,0.03,2,4634,20.2,0.6
2312,金寶,30.1,1.8,6.36,05/21,5,64087,35.9,4.26,-3,-8147,-6.03,-0.54,2,2693,2.32,0.18,2,51056,43.9,3.39
2415,錩新,27.5,1.05,3.97,05/21,5,151,15.7,0.17,0,0,0.0,0.0,-1,-3,-1.68,0.0,5,150,15.6,0.17
2430,燦坤,18.3,0.1,0.55,05/21,5,92,16.1,0.08,0,0,0.0,0.0,0,0,0.0,0.0,5,92,16.1,0.08
2431,聯昌,10.3,-0.05,-0.48,05/21,5,248,16.4,0.22,0,0,0.0,0.0,1,12,5.83,0.01,5,254,16.8,0.23
2434,統懋,29.4,-0.3,-1.01,05/21,5,21,13.4,0.06,0,0,0.0,0.0,0,0,0.0,0.0,5,21,13.4,0.06
2489,瑞軒,46.8,4.25,9.99,05/21,5,32380,13.4,5.31,5,996,0.41,0.16,1,844,0.87,0.14,5,32910,13.6,5.4
2506,太設,8.68,0.04,0.46,05/21,5,186,19.0,0.05,0,0,0.0,0.0,0,0,0.0,0.0,5,184,18.8,0.05
2851,中再保,35.55,0.65,1.86,05/21,5,5255,28.5,0.66,0,0,0.0,0.0,-2,-37,-0.6,0.0,4,5049,31.0,0.63
3040,遠見,40.2,0.15,0.37,05/21,5,108,19.4,0.17,0,0,0.0,0.0,0,0,0.0,0.0,5,107,19.2,0.17
