排名,代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,當日 買賣超 佔 成交,2日 買賣超 佔 成交,3日 買賣超 佔 成交,5日 買賣超 佔 成交,10日 買賣超 佔 成交,1個月 買賣超 佔 成交,3個月 買賣超 佔 成交,半年 買賣超 佔 成交,1年 買賣超 佔 成交,3年 買賣超 佔 成交,10年 買賣超 佔 成交,今年 買賣超 佔 成交
1,6806,森崴能源,11.4,-1.25,-9.88,05/20,6.33,12.3,11.9,85.3,63.1,32.8,8.19,2.43,0.15,0.14,,3.58
2,00717,富邦美國特別股,14.9,-0.08,-0.53,05/20,12.6,82.4,55.2,59.7,85.0,84.7,73.8,65.9,56.0,42.4,,66.8
3,1439,雋揚,25.5,0.05,0.2,05/20,72.0,75.2,68.6,54.3,45.0,25.3,6.63,0.94,-0.12,0.79,-0.73,2.64
4,00984B,大華優利美A債15,16.02,-0.09,-0.56,05/20,43.4,39.4,49.9,52.8,63.2,47.0,15.9,8.94,6.32,,,11.4
5,00857B,永豐20年美公債,22.61,-0.09,-0.4,05/20,-28.8,10.8,28.9,49.4,48.5,52.7,46.4,44.7,31.0,9.74,,47.1
6,8415,大國鋼,36.45,0.55,1.53,05/20,58.1,54.4,48.2,48.0,44.2,20.0,9.18,9.15,4.21,1.25,,10.2
7,910322,康師傅-DR,24.7,0.05,0.2,05/20,51.1,50.0,9.82,47.2,52.9,47.0,37.6,15.3,4.53,-0.09,-0.23,34.0
8,009820,元大納斯達克精選,10.04,-0.02,-0.2,05/20,48.6,30.8,33.0,45.2,45.2,,,,,,,
9,2027,大成鋼,41.15,1.15,2.88,05/20,45.3,44.2,35.2,44.8,35.7,27.2,6.04,-2.78,-2.75,1.29,0.32,3.78
10,00746B,富邦A級公司債,34.83,-0.18,-0.51,05/20,-6.16,12.2,29.4,44.5,62.5,59.4,53.5,58.2,58.0,44.3,,55.4
11,00875,國泰網路資安,44.38,0.19,0.43,05/20,-71.2,44.0,19.6,44.5,12.9,20.2,11.6,9.9,14.1,16.2,,11.3
12,00948B,中信優息投資級債,9.26,-0.05,-0.54,05/20,17.7,14.7,30.0,43.9,45.7,48.6,58.0,50.0,47.2,,,50.1
13,3045,台灣大,115.0,-1.5,-1.29,05/20,8.32,36.1,38.5,43.1,33.8,15.5,22.3,-3.22,-1.63,0.14,-4.9,16.0
14,3465,進泰電子,26.75,0.1,0.38,05/20,64.9,42.6,46.4,41.8,20.2,11.3,5.23,3.07,2.67,7.81,1.88,4.16
15,00681R,元大美債20反1,21.76,0.18,0.83,05/20,64.0,54.6,49.7,41.6,26.2,27.8,8.93,8.47,5.94,3.38,,9.1
16,00897,富邦基因免疫生技,9.44,0.01,0.11,05/20,-11.7,50.9,37.5,40.9,35.4,33.9,29.1,25.2,21.9,15.8,,26.6
17,2891,中信金,57.8,2.4,4.33,05/20,44.1,46.3,42.5,40.8,20.1,19.7,0.42,8.28,1.65,-1.25,-0.26,2.31
18,4502,健信,15.75,0.1,0.64,05/20,85.0,55.4,50.5,38.9,18.1,10.3,4.67,1.9,1.26,3.54,0.97,1.94
19,00714,群益道瓊美國地產,21.38,0.08,0.38,05/20,72.1,72.0,70.8,38.9,58.8,33.8,18.7,12.8,5.38,1.48,,16.7
