排名,代號,名稱,成交,漲跌 價,漲跌 幅,成交 張數,更新 日期,當日 增減 張數,2日 增減 張數,3日 增減 張數,5日 增減 張數,10日 增減 張數,1個月 增減 張數,3個月 增減 張數,半年 增減 張數,1年 增減 張數,今年 增減 張數
1,00988A,主動統一全球創新,19.26,-0.26,-1.33,104298,05/18,430,3206,8450,30114,28720.0,30739.0,31186.0,28681.0,,31232.0
2,00403A,主動統一升級50,9.84,-0.16,-1.6,1280137,05/18,3431,951,-6437,4096,,,,,,
3,5347,世界,159.0,-17.5,-9.92,169494,05/18,2928,3256,3289,3240,3314.0,2873.0,2952.0,3268.0,696.0,3350.0
4,4919,新唐,148.5,-6.0,-3.88,17042,05/18,152,1194,1112,2249,2754.0,3442.0,4220.0,4224.0,4186.0,4292.0
5,3149,正達,59.0,1.6,2.79,52944,05/18,949,1743,1982,2069,2060.0,2143.0,1994.0,2048.0,-3010.0,2052.0
6,2303,聯電,111.0,1.0,0.91,264201,05/18,407,527,1814,1936,2536.0,2966.0,1164.0,4088.0,744.0,3934.0
7,2441,超豐,103.5,-3.0,-2.82,17762,05/18,-19,59,294,1882,1919.0,2105.0,1892.0,2102.0,2109.0,2029.0
8,2498,宏達電,44.2,-1.1,-2.43,43882,05/18,1254,1574,1604,1619,1370.0,1734.0,829.0,-3719.0,1313.0,-925.0
9,6207,雷科,84.9,7.7,9.97,39612,05/18,989,1060,1277,1311,1461.0,1613.0,1568.0,1507.0,1703.0,1605.0
10,2882,國泰金,76.8,-1.1,-1.41,26109,05/18,1293,1287,1292,1297,1300.0,1298.0,589.0,887.0,-721.0,459.0
11,2887,台新新光金,23.45,-0.35,-1.47,75575,05/18,50,939,939,971,946.0,975.0,-13022.0,-289.0,-28699.0,-8324.0
12,00631L,元大台灣50正2,30.91,-0.35,-1.12,206250,05/18,-631,900,1525,969,847.0,3760.0,14082.0,13089.0,11959.0,14477.0
13,2353,宏碁,27.4,-0.3,-1.08,17393,05/18,-48,-66,-78,939,954.0,117.0,-138.0,404.0,789.0,170.0
14,6116,彩晶,10.35,0.1,0.98,57701,05/18,331,-96,36,901,1169.0,1022.0,743.0,1161.0,1065.0,1000.0
