"排名","代號","名稱","市場","股價日期","K線","成交","漲跌價","漲跌幅","成交張數","成交額(百萬)","昨收","開盤","最高","最低","振幅(%)","PER","PBR","1個月走勢圖","3個月走勢圖","1年走勢圖","3年走勢圖","10年走勢圖"
"301","4919","新唐","市","05/13","","166","-15","-8.29","29,760","4,980","181","170","175","163","6.63","","5.27","","","","",""
"302","6419","京晨科","櫃","05/13","","165.5","+15","+9.97","1,946","319","150.5","156","165.5","156","6.31","17.3","4.77","","","","",""
"303","6732","昇佳電子","櫃","05/13","","165.5","-5","-2.93","242","40.1","170.5","169","169","164","2.93","26.1","1.98","","","","",""
"304","8147","正淩","櫃","05/13","","165.5","-17.5","-9.56","3,155","534","183","181.5","184.5","165","10.7","53.7","4.63","","","","",""
"305","5209","新鼎","櫃","05/13","","165","0","0","30","5.01","165","164.5","165","164.5","0.3","9.22","5.38","","","","",""
"306","8478","東哥遊艇","市","05/13","","165","+5","+3.12","661","110","160","166","169.5","163.5","3.75","10","1.62","","","","",""
"307","7772","耀穎","櫃","05/13","","164.5","-10.5","-6","464","76.8","175","168","169.5","161.5","4.57","88.4","5.61","","","","",""
"308","2729","瓦城","櫃","05/13","","164","-0.5","-0.3","30","4.88","164.5","164.5","165","164","0.61","24.3","2.86","","","","",""
"309","6706","惠特","市","05/13","","164","-4.5","-2.67","4,715","770","168.5","165.5","168","160","4.75","","3.36","","","","",""
"310","6720","久昌","櫃","05/13","","164","+0.5","+0.31","86","13.8","163.5","161","164","159","3.06","59.9","5.65","","","","",""
"311","6890","來億-KY","市","05/13","","163.5","-5","-2.97","411","67.7","168.5","170","170","162.5","4.45","16.3","1.65","","","","",""
"312","6877","鏵友益","櫃","05/13","","163","-6","-3.55","307","50.2","169","166","167.5","161.5","3.55","","8.92","","","","",""
"313","5236","凌陽創新","櫃","05/13","","162.5","-4","-2.4","458","74.4","166.5","164.5","165.5","161","2.7","17","4.24","","","","",""
"314","5474","聰泰","櫃","05/13","","162.5","-1","-0.61","367","59.1","163.5","161.5","163.5","159","2.75","32.3","3.43","","","","",""
"315","2597","潤弘","市","05/13","","161","-1.5","-0.92","576","92.6","162.5","163","163.5","159.5","2.46","14.2","5.37","","","","",""
"316","6862","三集瑞-KY","市","05/13","","161","-7","-4.17","1,239","196","168","157","162","155","4.17","26.5","2.57","","","","",""
"317","2640","大車隊","櫃","05/13","","160","-3.5","-2.14","76","12.2","163.5","163.5","163.5","159","2.75","17.8","4.33","","","","",""
"318","2731","雄獅","市","05/13","","160","+2","+1.27","818","131","158","159","161","158","1.9","9.15","3.01","","","","",""
"319","1268","漢來美食","櫃","05/13","","159","-0.5","-0.31","23","3.6","159.5","160","160","159","0.63","13.7","2.63","","","","",""
"320","6173","信昌電","櫃","05/13","","159","+12","+8.16","3,386","522","147","141","159","141","12.2","42.6","3.05","","","","",""
"321","6957","裕慶-KY","市","05/13","","159","0","0","55","8.74","159","159.5","159.5","156.5","1.89","15.6","3.3","","","","",""
"322","5288","豐祥-KY","市","05/13","","158","+1","+0.64","202","31.8","157","156","160","154.5","3.5","13.1","1.81","","","","",""
"323","6895","宏碩系統","櫃","05/13","","157.5","-2","-1.25","65","10.2","159.5","159","159.5","157","1.57","","5.56","","","","",""
"324","6955","邦睿生技-創","市","05/13","","157","-2.5","-1.57","12","1.89","159.5","157","160","157","1.88","38","6.07","","","","",""
"325","8086","宏捷科","櫃","05/13","","157","-1","-0.63","6,558","1,030","158","156","161","153","5.06","35.3","3.76","","","","",""
"326","6762","達亞","櫃","05/13","","156.5","0","0","1","0.19","156.5","156.5","156.5","156.5","0","","4.29","","","","",""
"327","2645","長榮航太","市","05/13","","156","-1","-0.64","1,214","190","157","157","159.5","155","2.87","28.6","4.31","","","","",""
"328","1513","中興電","市","05/13","","155.5","-1.5","-0.96","4,179","650","157","157","157","154.5","1.59","19.3","3.72","","","","",""
"329","3138","耀登","市","05/13","","155","-5.5","-3.43","795","124","160.5","158","159.5","154","3.43","103","3.74","","","","",""
"330","1785","光洋科","櫃","05/13","","154","-4.5","-2.84","24,036","3,648","158.5","157.5","157.5","147","6.62","49","6.14","","","","",""
"331","3691","碩禾","櫃","05/13","","154","-1","-0.65","4,298","653","155","155","157","146.5","6.77","","2.45","","","","",""
"332","4551","智伸科","市","05/13","","153","-2.5","-1.61","1,121","172","155.5","153.5","156.5","150.5","3.86","22.9","1.97","","","","",""
"333","7712","博盛半導體","櫃","05/13","","153","-9","-5.56","2,688","421","162","158","163.5","152","7.1","27.7","2.56","","","","",""
"334","4536","拓凱","市","05/13","","152.5","+0.5","+0.33","335","50.9","152","152.5","153","150.5","1.64","10.2","1.47","","","","",""
"335","4169","泰宗","市","05/13","","152","-3.5","-2.25","126","19.3","155.5","159","159","152","4.5","","8.19","","","","",""
"336","6693","廣閎科","櫃","05/13","","151","-11","-6.79","1,711","262","162","159.5","160.5","150","6.48","111","5.98","","","","",""
"337","6579","研揚","市","05/13","","150.5","+9.5","+6.74","1,606","237","141","143","151.5","143","6.03","20.4","2.44","","","","",""
"338","5287","數字","櫃","05/13","","150","0","0","95","14.3","150","150","150","149","0.67","10.8","3.55","","","","",""
"339","2480","敦陽科","市","05/13","","148.5","+0.5","+0.34","319","47.3","148","148","149","146","2.03","17.7","5.29","","","","",""
"340","5483","中美晶","櫃","05/13","","148.5","-6.5","-4.19","13,170","1,967","155","152","154.5","146.5","5.16","22.1","1.84","","","","",""
"341","1232","大統益","市","05/13","","148","+0.5","+0.34","96","14.2","147.5","148","148.5","147.5","0.68","17.1","3.77","","","","",""
"342","4572","駐龍","市","05/13","","148","+3.5","+2.42","67","9.6","144.5","144","148","142","4.15","56.1","3.18","","","","",""
"343","2421","建準","市","05/13","","146.5","-2.5","-1.68","6,060","880","149","146.5","148","143.5","3.02","17.2","3.7","","","","",""
"344","3042","晶技","市","05/13","","146.5","-3","-2.01","8,619","1,269","149.5","147","153.5","144","6.35","27.7","3.13","","","","",""
"345","8462","柏文","市","05/13","","146","-0.5","-0.34","91","13.3","146.5","147.5","148.5","146","1.71","15.7","4.27","","","","",""
"346","6230","尼得科超眾","市","05/13","","145","-5","-3.33","143","20.7","150","146","149","141","5.33","","2.18","","","","",""
"347","8255","朋程","櫃","05/13","","145","-3.5","-2.36","649","94.4","148.5","146","148.5","143.5","3.37","22.9","1.87","","","","",""
"348","5432","新門","櫃","05/13","","144.5","-2.5","-1.7","90","13","147","146","151","143.5","5.1","61","8.01","","","","",""
"349","6854","錼創科技-KY創","市","05/13","","144.5","-3","-2.03","529","76.8","147.5","149.5","149.5","144","3.73","","4.65","","","","",""
"350","6914","阜爾運通","市","05/13","","143.5","-2","-1.37","114","16.4","145.5","145","145","143","1.37","14.9","2.57","","","","",""
"351","4577","達航科技","櫃","05/13","","143","0","0","992","141","143","141.5","145.5","138.5","4.9","","7.39","","","","",""
"352","2316","楠梓電","市","05/13","","142.5","+7","+5.17","22,250","3,151","135.5","140","146","135.5","7.75","10.7","2.06","","","","",""
"353","2458","義隆","市","05/13","","142.5","-3","-2.06","3,885","555","145.5","145.5","147.5","141","4.47","15.7","4.22","","","","",""
"354","7820","立盈","櫃","05/13","","141","-5","-3.42","119","16.9","146","146","146","140","4.11","80.1","6.23","","","","",""
"355","3019","亞光","市","05/13","","140.5","-3.5","-2.43","3,902","548","144","142.5","142.5","139.5","2.08","20.5","2.75","","","","",""
"356","3231","緯創","市","05/13","","140.5","-1","-0.71","26,883","3,762","141.5","139","141.5","138","2.47","14","2.35","","","","",""
"357","6417","韋僑","櫃","05/13","","140.5","-6","-4.1","266","37.6","146.5","145","146","136.5","6.48","26.9","3.31","","","","",""
"358","8033","雷虎","市","05/13","","140","-1.5","-1.06","2,997","424","141.5","142","144","139","3.53","241","11.35","","","","",""
"359","2236","百達-KY","市","05/13","","139","-0.5","-0.36","285","39.1","139.5","140","140.5","135","3.94","","3.9","","","","",""
"360","6712","長聖","櫃","05/13","","139","0","0","255","35.5","139","139.5","140.5","138.5","1.44","27.9","4.75","","","","",""
"361","6735","美達科技","櫃","05/13","","139","+3.5","+2.58","513","70.1","135.5","131.5","140","131.5","6.27","248","6.62","","","","",""
"362","6206","飛捷","市","05/13","","138.5","-1.5","-1.07","3,607","501","140","138.5","141.5","137","3.21","19.4","3.57","","","","",""
"363","3402","漢科","櫃","05/13","","138","-1","-0.72","1,006","140","139","139","142","138","2.88","18.4","4.46","","","","",""
"364","6588","東典光電","櫃","05/13","","138","-3.5","-2.47","1,649","232","141.5","139","145.5","137","6.01","","6.26","","","","",""
"365","7786","東方風能","市","05/13","","138","-0.5","-0.36","132","18","138.5","138","138","135.5","1.81","12.4","2.46","","","","",""
"366","8039","台虹","市","05/13","","138","-0.5","-0.36","11,560","1,616","138.5","136.5","143.5","136","5.42","58.2","3.43","","","","",""
"367","2412","中華電","市","05/13","","137.5","+2","+1.48","14,253","1,953","135.5","136.5","137.5","135.5","1.48","27.4","2.69","","","","",""
"368","3014","聯陽","市","05/13","","137.5","-2.5","-1.79","2,237","307","140","139","140","135.5","3.21","14.4","3.68","","","","",""
"369","4755","三福化","市","05/13","","137.5","-3.5","-2.48","572","78.6","141","138.5","139.5","136.5","2.13","38.1","2.48","","","","",""
"370","6655","科定","市","05/13","","137.5","-0.5","-0.36","10","1.41","138","138","138","136.5","1.09","35.1","4.26","","","","",""
"371","1215","卜蜂","市","05/13","","135.5","+0.5","+0.37","921","125","135","136","136.5","134","1.85","13","3.21","","","","",""
"372","1788","杏昌","櫃","05/13","","135","0","0","68","9.12","135","135","135","134.5","0.37","16.3","1.97","","","","",""
"373","8467","波力-KY","市","05/13","","134","-2.5","-1.83","8","1.1","136.5","136.5","136.5","133.5","2.2","13.4","2.34","","","","",""
"374","0051","元大中型100","市","05/13","","133.75","-0.85","-0.63","77","10.2","134.6","133.9","133.9","131.85","1.52","","1.0017","","","","",""
"375","3088","艾訊","櫃","05/13","","133.5","+1.5","+1.14","1,532","201","132","129.5","133.5","127.5","4.55","23.6","2.83","","","","",""
"376","2850","新產","市","05/13","","133","0","0","170","22.6","133","132.5","133.5","132.5","0.75","10.8","2.03","","","","",""
"377","6605","帝寶","市","05/13","","132.5","+4","+3.11","558","73","128.5","128","132.5","127","4.28","9.48","1.1","","","","",""
"378","6785","昱展新藥","櫃","05/13","","132.5","-1.5","-1.12","52","6.92","134","133","133.5","132","1.12","","3.74","","","","",""
"379","3010","華立","市","05/13","","132","-9","-6.38","4,187","550","141","132","133","129","2.84","14.9","1.43","","","","",""
"380","6913","鴻呈","櫃","05/13","","132","-7.5","-5.38","888","119","139.5","139","139.5","131","6.09","30.4","3.7","","","","",""
