代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,外資 連續 買賣 日數,外資 連續 買賣 張數,外資 連續 買賣 佔 成交 (%),外資 連續 買賣 佔發 行量 (%),投信 連續 買賣 日數,投信 連續 買賣 張數,投信 連續 買賣 佔 成交 (%),投信 連續 買賣 佔發 行量 (%),自營 商 連續 買賣 日數,自營 商 連續 買賣 張數,自營 商 連續 買賣 佔 成交 (%),自營 商 連續 買賣 佔發 行量 (%),三大 法人 連續 買賣 日數,三大 法人 連續 買賣 張數,三大 法人 連續 買賣 佔 成交 (%),三大 法人 連續 買賣 佔發 行量 (%)
00950B,凱基A級公司債,13.98,-0.06,-0.43,05/28,28,64080,36.0,1.58,0,0,0.0,0.0,-6,-11651,-30.1,-0.29,1,684,9.83,0.02
009820,元大納斯達克精選,10.16,-0.09,-0.88,05/28,20,230391,30.3,13.5,0,0,0.0,0.0,19,230409,31.8,13.5,19,460743,63.5,27.0
00909,國泰數位支付服務,49.57,0.19,0.38,05/28,19,21301,27.7,16.0,0,0,0.0,0.0,8,8840,34.9,6.64,28,75732,57.1,56.9
00725B,國泰投資級公司債,34.86,-0.1,-0.29,05/28,17,41201,48.0,1.1,0,0,0.0,0.0,-1,-1583,-21.2,-0.04,9,27187,54.9,0.73
00937B,群益ESG投等債20+,14.72,-0.04,-0.27,05/28,14,410249,45.0,2.33,0,0,0.0,0.0,-1,-17454,-21.5,-0.1,9,302757,50.3,1.72
00948B,中信優息投資級債,9.39,-0.03,-0.32,05/28,14,89332,50.8,2.15,0,0,0.0,0.0,-1,-3465,-22.9,-0.08,9,59959,59.3,1.44
2492,華新科,390.0,29.0,8.03,05/28,12,32564,18.5,6.71,8,2636,3.86,0.54,8,1602,2.34,0.33,8,21520,31.5,4.44
2882,國泰金,84.8,-0.6,-0.7,05/28,11,200710,40.2,1.37,-11,-176325,-35.3,-1.2,2,935,0.71,0.01,-1,-3295,-5.32,-0.02
6806,森崴能源,6.1,-0.67,-9.9,05/28,11,5995,64.9,2.18,0,0,0.0,0.0,0,0,0.0,0.0,11,5995,64.9,2.18
2434,統懋,36.5,3.3,9.94,05/28,10,61,5.13,0.16,0,0,0.0,0.0,1,3,0.54,0.01,10,64,5.42,0.17
2506,太設,8.63,-0.02,-0.23,05/28,10,357,21.2,0.09,0,0,0.0,0.0,0,0,0.0,0.0,10,355,21.1,0.09
3349,寶德,17.9,-0.25,-1.38,05/28,10,537,25.6,1.17,0,0,0.0,0.0,0,0,0.0,0.0,10,537,25.6,1.17
6598,ABC-KY,24.75,-0.2,-0.8,05/28,10,477,20.4,0.46,0,0,0.0,0.0,0,0,0.0,0.0,10,494,21.1,0.48
8358,金居,553.0,-7.0,-1.25,05/28,10,13514,33.3,5.35,-3,-4,-0.04,0.0,-1,-77,-1.58,-0.03,10,14139,34.8,5.6
00701,國泰股利精選30,33.53,-0.36,-1.06,05/28,9,1890,15.7,1.07,0,0,0.0,0.0,1,532,21.7,0.3,32,15495,36.8,8.78
00720B,元大投資級公司債,32.81,-0.08,-0.24,05/28,9,33190,42.0,0.8,0,0,0.0,0.0,2,2777,20.3,0.07,9,43659,55.3,1.05
00724B,群益投資級金融債,33.46,-0.08,-0.24,05/28,9,2526,6.35,0.08,0,0,0.0,0.0,2,152,2.18,0.0,8,2677,7.81,0.09
00757,統一FANG+,130.55,-1.05,-0.8,05/28,9,3395,16.5,1.15,0,0,0.0,0.0,1,1891,61.5,0.64,3,3439,48.2,1.17
00795B,中信美國公債20年,26.37,-0.12,-0.45,05/28,9,27969,37.7,1.6,0,0,0.0,0.0,-1,-753,-11.3,-0.04,9,34308,46.2,1.96
00931B,統一美債20年,13.25,-0.06,-0.45,05/28,9,24337,45.2,1.1,0,0,0.0,0.0,2,2918,24.3,0.13,9,26544,49.3,1.2
00933B,國泰10Y+金融債,15.88,-0.05,-0.31,05/28,9,43276,35.8,0.65,0,0,0.0,0.0,-1,-438,-4.58,-0.01,9,68962,57.1,1.04
00984B,大華優利美A債15,16.25,-0.04,-0.25,05/28,9,13726,61.1,8.1,0,0,0.0,0.0,-1,-2761,-66.7,-1.63,9,13042,58.1,7.7
1709,和益,19.6,0.4,2.08,05/28,9,2854,31.1,0.6,0,0,0.0,0.0,2,5,0.14,0.0,9,2878,31.4,0.6
2404,漢唐,1160.0,-75.0,-6.07,05/28,9,13543,27.3,7.11,-3,-626,-3.58,-0.33,-3,-473,-2.7,-0.25,9,12763,25.8,6.7
2885,元大金,59.1,-0.4,-0.67,05/28,9,67732,24.8,0.51,-14,-81227,-20.6,-0.61,1,177,0.47,0.0,-1,-2048,-5.43,-0.02
3607,谷崧,15.2,0.0,0.0,05/28,9,1233,25.4,1.01,0,0,0.0,0.0,0,0,0.0,0.0,9,1232,25.4,1.01
