"排名","代號","名稱","成交","漲跌價","漲跌幅","成交張數","更新日期","當日增減(%)","2日增減(%)","3日增減(%)","5日增減(%)","10日增減(%)","1個月增減(%)","3個月增減(%)","半年增減(%)","1年增減(%)","今年增減(%)"
"181","5439","高技","381","-10","-2.56","5,899","05/18","-8.97","-9.21","-8.54","-14.8","-14.6","-11.9","-26.2","-48.6","-58.3","-41.1"
"182","3289","宜特","165.5","-1.5","-0.9","2,466","05/18","-5.87","-10.4","-10.2","-14.7","-27.9","-40.5","+3.22","+36.6","+74","+34.5"
"183","1303","南亞","84.2","-1.1","-1.29","43,497","05/18","-7.93","-7.82","-6.34","-14.7","+10.7","-8.29","+7.73","+31.1","+234","-20.9"
"184","3709","鑫聯大投控","81.3","+0.2","+0.25","2,314","05/18","+1.82","-1.16","-3.28","-14.7","-0.87","+0.68","+9.94","-39.1","+25.2","+0.66"
"185","1737","臺鹽","31.4","-0.05","-0.16","66","05/18","-12.5","-12.5","-12.5","-14.6","-10.3","-10.3","-16.7","-54.5","-69.8","-55.1"
"186","1785","光洋科","143.5","-9.5","-6.21","24,502","05/18","-4.76","-4.37","-9.92","-14.6","-9.68","-9.37","+79.5","+50.4","+42.8","+34.5"
"187","2069","運錩","19.5","-0.2","-1.02","515","05/18","-8.06","-15.7","-20","-14.6","-7.08","+5.3","+30.3","-18.7","-0.85","-9.02"
"188","6024","群益期","56","-0.5","-0.88","285","05/18","-10.9","-9.04","-6.04","-14.5","-12.3","-39.4","-23","+134","+14","+11"
"189","6509","聚和","47.55","+1.7","+3.71","5,151","05/18","+0.99","-2.62","-0.76","-14.4","-11.8","-28.1","+48.5","+51.3","+43.6","+46.6"
"190","4551","智伸科","145.5","-5.5","-3.64","990","05/18","-0.4","-4.3","-3.71","-14.3","-18.8","-22.6","-21.8","-25","+137","-26.9"
"191","6672","騰輝電子-KY","180.5","-1","-0.55","2,402","05/18","+2.6","-12.9","-14.3","-14.2","-24.3","+6.31","+62.7","+67.6","+184","+52.1"
"192","6716","應廣","93.9","+1.9","+2.07","457","05/18","-5.16","-3.33","-1.64","-14.1","+10.1","+133","+35.9","+167","+165","+302"
"193","2458","義隆","145","+2.5","+1.75","2,088","05/18","+1.08","+0.5","-2.07","-14","-8.78","-10.2","+43.1","+28.1","+103","+48.1"
"194","3374","精材","250.5","-27.5","-9.89","21,226","05/18","-1.72","-6.29","+3.2","-13.9","+10","+44","-8.8","+32.8","+44.4","+54.2"
"195","9946","三發地產","16.8","0","0","936","05/18","-0.85","+0.49","-2.44","-13.9","-1.92","-7.61","-16.9","-39.1","-54.9","-29.5"
"196","6282","康舒","50.8","+1.2","+2.42","19,529","05/18","-2.67","-4.5","-4.58","-13.7","-2.37","-9.57","-10.1","+26.1","+68.1","+1.59"
"197","6425","易發","84.7","-4.3","-4.83","3,116","05/18","-2.61","-7.47","-9.12","-13.7","-6.56","-18","-13.3","-22.9","+23.4","-25.3"
"198","00947","台新臺灣IC設計","35.25","-0.44","-1.23","9,045","05/18","-2.78","-2.82","-25.2","-13.6","+110","+273","-10.8","+1,113","+299","+452"
"199","1904","正隆","19.1","-1.25","-6.14","4,919","05/18","+4.09","-10.2","-21","-13.6","-20.1","-20.9","+46.6","+98.3","+24.9","+88.1"
"200","00955","中信日本商社","16.01","-0.48","-2.91","10,792","05/18","-2.72","-9.57","-12.4","-13.6","-37.5","-35.6","-65.2","+81.5","-45.4","+17.2"
"201","1762","中化生","37.15","+1.3","+3.63","670","05/18","-1.48","-14.4","-2.27","-13.5","-1.6","-0.12","+16.9","-3.25","+28","-8.58"
"202","6115","鎰勝","46.65","-0.05","-0.11","242","05/18","-1.69","-4.92","-14.7","-13.4","-40.8","-38.3","+107","+123","+132","+65.7"
"203","1591","駿吉-KY","47.1","-3.5","-6.92","1,048","05/18","-5.46","-8.32","-10.4","-13.4","-18.4","+17.4","-9.14","-9.61","+1.82","+1.11"
"204","6240","松崗","17.95","+0.15","+0.84","8","05/18","+0.5","-1.15","-0.66","-13.4","-9.46","-14.3","-24.9","-34.3","-30.2","-42.2"
"205","2892","第一金","28.75","-0.55","-1.88","28,921","05/18","-4.34","-5.03","-14.1","-13.3","-40.9","+24.5","+42.7","+302","+139","+24.5"
"206","6127","九豪","49.2","+2.75","+5.92","16,187","05/18","+15.5","+5.21","-12.1","-13.2","+12.2","-19.4","+19.1","+243","+59.8","+17.5"
"207","3042","晶技","147","+3","+2.08","16,677","05/18","+0.47","+2.21","+2.95","-13.2","-3.96","-13.4","+321","+294","+816","+305"
"208","2601","益航","4.8","+0.05","+1.05","1,104","05/18","0","0","-10.1","-13.2","-20","-33.6","-68.8","-76.6","-87.2","-73.6"
"209","3628","盈正","62.9","0","0","136","05/18","0","-5.17","-12.3","-13.2","-14","-18.4","-16","-35.5","+130","-28.8"
"210","9908","大台北","29.1","0","0","282","05/18","-5.31","-0.43","-3.73","-13.1","-23.4","-52.5","+527","+1,350","+1,833","+527"
"211","7721","微程式","73.2","+0.2","+0.27","328","05/18","-2.26","-24.6","-28.6","-13.1","-12.6","-41","+751","","",""
"212","3543","州巧","36.9","+0.45","+1.23","764","05/18","-0.62","-3.12","-5.08","-13","-18.1","-26.2","-16.6","+70.7","+281","+40.6"
"213","1315","達新","60.3","-0.2","-0.33","16","05/18","0","0","-1.64","-13","-14.3","-29.4","-4.76","0","+20","-13"
"214","2301","光寶科","207.5","+3","+1.47","26,981","05/18","+2.69","+10.6","+16.9","-13","+4.28","+13.5","+5.14","-18.8","+116","-9.36"
"215","1434","福懋","15.15","-0.05","-0.33","1,241","05/18","0","-0.15","-17.1","-12.9","-9.7","-5.84","+9.34","+71.8","+78.7","+42.2"
"216","8358","金居","428","+38.5","+9.88","3,174","05/18","-2.36","-5.5","-8.55","-12.9","-8.61","-0.7","+36.3","-19.1","+183","+1.4"
"217","6265","方土昶","45.75","+0.75","+1.67","6,824","05/18","+0.85","+1.58","-6.16","-12.8","-0.24","+8.07","+15.4","+24.8","+173","-3.92"
"218","4764","雙鍵","300","+8.5","+2.92","579","05/18","-4.69","-6.63","-7.51","-12.8","+7.81","-19.1","+42.3","+584","+4,916","+14.3"
"219","1319","東陽","80","+1.4","+1.78","2,705","05/18","-9.17","-9.1","-10","-12.7","-8.19","-8.02","+14.7","+19.2","+170","+6.16"
"220","3093","港建*","51","+0.5","+0.99","1,166","05/18","-3.48","-4.1","-9.75","-12.6","-7.94","-45.7","+191","+177","+259","+184"
"221","3024","憶聲","17.8","+0.95","+5.64","7,458","05/18","-0.26","-2.77","-2.84","-12.6","-13.9","-9.02","-17.3","-35.3","-25.4","-29.3"
"222","7709","榮田","83.8","+7.6","+9.97","680","05/18","-3.88","-4.09","-4.29","-12.5","-27.5","-34.7","+656","","",""
"223","4977","眾達-KY","209","-17.5","-7.73","6,661","05/18","+0.06","-1.52","-8.42","-12.5","-2.55","+0.76","-4.01","-0.15","+37.9","-12.8"
"224","6658","聯策","203","+9","+4.64","524","05/18","+0.77","-5.32","-8.57","-12.5","-21.3","-11.5","+1.81","+53.8","+18.7","-2.11"
"225","4737","華廣","57","-3.6","-5.94","115","05/18","+2.52","-5.59","-10.9","-12.4","-25.9","-30","-3.89","+15.3","+28.1","+17.1"
"226","6170","統振","50.3","0","0","131","05/18","-0.08","-1.37","-5.94","-12.3","-23.7","-23.1","-22.9","-41","-44.3","-37.3"
"227","4416","三圓","11.55","0","0","213","05/18","-3.17","-10.8","-10.1","-12.3","-12.3","-1.83","-67.6","+74","-17.1","-3.6"
"228","3467","台灣精材","62.7","-2.5","-3.83","183","05/18","-1.13","-11.1","-11.9","-12.3","+64.6","+107","+335","+2,262","","+412"
"229","6796","晉弘","60.4","-0.5","-0.82","135","05/18","+1.66","-0.65","+5.86","-12.3","-16.1","-15.2","+18.5","+42.1","+62.4","+55.1"
"230","2340","台亞","34.9","+0.1","+0.29","4,746","05/18","+0.26","-3.9","-6.69","-12.1","-16.3","+12.8","+58.9","+15.6","+51.3","+37"
"231","4973","廣穎","120.5","+3.5","+2.99","4,848","05/18","+2.52","-3.25","+5.86","-12.1","-0.9","+20.4","+2.52","+13.5","+89.8","+32.3"
"232","8155","博智","411","+12","+3.01","2,224","05/18","-2.36","-9.39","-8.9","-12","-16.6","-13.2","-10.2","-8.24","-27.4","-29.5"
"233","1235","興泰","38.85","-0.75","-1.89","12","05/18","-12","-12","-12","-12","-12","-14","-27.7","-29.1","-36.6","-27.4"
"234","8042","金山電","107.5","+9.4","+9.58","2,307","05/18","-7.69","-9.97","-17.2","-12","+61.9","+51.1","+69.8","+176","+649","+69.8"
"235","6526","達發","689","+1","+0.15","1,201","05/18","+0.1","-4.82","-3.53","-11.9","+22.3","+43.6","+54.3","+66.2","+91.7","+71.1"
"236","8089","康全電訊","20.1","+0.1","+0.5","207","05/18","-1.03","-1.98","-11.8","-11.8","-12.3","-32.3","-41.4","-56.7","-54.1","-44.5"
"237","2426","鼎元","63.8","+1.9","+3.07","3,927","05/18","-4.3","-6.88","-7.83","-11.8","-11.4","+12","+269","+289","+357","+261"
"238","009804","聯邦台精彩50","20.64","-0.09","-0.43","1,650","05/18","+1.69","+1.69","-6.25","-11.8","-11.1","-75.7","+37.9","-13","+39.5","+90.5"
"239","1295","生合","52.2","+1.6","+3.16","93","05/18","-0.66","-1.96","-5.66","-11.8","-3.23","+41.5","+134","","","+525"
"240","8433","弘帆","52.9","+0.7","+1.34","17","05/18","0","-2.47","-9.2","-11.7","-5.95","-74.6","-26.9","-10.7","-64.2","-10.2"
"241","4749","新應材","1005","-10","-0.99","2,048","05/18","-0.68","-5.92","-7.64","-11.7","+19","+61.4","+96.1","+133","","+125"
"242","2357","華碩","635","-6","-0.94","3,968","05/18","-6.43","-7.83","-10.6","-11.7","-3.71","-2.52","-21.3","+63.5","+118","+19.3"
"243","00701","國泰股利精選30","31.62","-0.23","-0.72","996","05/18","0","0","-7.14","-11.7","-9.9","-21.6","-42.4","-84.9","-52.8","-70.7"
"244","6276","安鈦克","28.45","-0.7","-2.4","79","05/18","+0.23","-0.46","-0.69","-11.6","-12.9","-11.8","-9.41","-21","-5.04","-14.1"
"245","5488","松普","10.3","+0.1","+0.98","208","05/18","+0.08","-11.2","-6.96","-11.6","+12.8","+11.6","+11.5","-37.8","-53.4","-24.3"
"246","2027","大成鋼","39.4","-0.45","-1.13","37,469","05/18","+5.12","+1.13","-11.3","-11.6","-14.9","-20.4","-3.34","+4.44","+83.1","-5.76"
"247","2324","仁寶","28.25","-0.4","-1.4","56,236","05/18","+0.66","+5.04","+3.86","-11.5","-5.82","+13.3","+57.9","+45.8","+232","+54.8"
"248","9927","泰銘","66.7","-0.3","-0.45","108","05/18","-9.8","-14.8","-11.5","-11.5","-49.5","-55.3","-40.3","-68.9","-85.3","-39.5"
"249","8450","霹靂","15.8","0","0","19","05/18","-1.68","-1.68","-4.88","-11.4","-18.8","-24","-48.2","-67.7","-57.1","-64.7"
"250","9906","欣巴巴","32.15","+0.25","+0.78","315","05/18","-0.26","+0.26","-0.26","-11.4","-10.1","-5.34","-15.9","-21.5","-5.34","-24.9"
"251","00950B","凱基A級公司債","13.89","-0.05","-0.36","5,916","05/18","-0.79","-0.79","-0.79","-11.3","+2.46","-50.8","-82.8","-82.7","-89.1","-82.3"
"252","2701","萬企","10.2","-0.1","-0.97","216","05/18","-12.1","-11.1","-11.1","-11.3","-13.5","-14","-4.87","-12.9","+6.47","+2.98"
"253","1436","華友聯","46.3","+0.1","+0.22","306","05/18","-0.99","+5.24","+5.37","-11.3","-10.5","-1.2","-3.73","-26.5","-33.7","-0.55"
"254","6922","宸曜","187","-2.5","-1.32","142","05/18","+0.49","-9.29","-6.39","-11.3","-17.3","+38.5","+211","","","+754"
"255","3450","聯鈞","410","+14.5","+3.67","4,302","05/18","+2.75","-0.13","-1.7","-11.2","+1.74","+7.29","+7.21","-13.8","+50.9","-12.8"
"256","2816","旺旺保","31.25","+0.95","+3.14","315","05/18","-0.31","-6.88","-20.9","-11.2","+14.4","+17.3","+7.26","-25.5","-65.7","-15.8"
"257","8016","矽創","275","+1","+0.36","1,577","05/18","-1.87","-29.9","-4.39","-11.2","+29.2","+26.2","+28.2","-8.37","+7.28","-1.55"
"258","2489","瑞軒","39.75","-0.6","-1.49","22,811","05/18","-1.18","-4.33","-5.79","-11.1","-13.1","-5.37","+9.98","+314","+202","+309"
"259","00903","富邦元宇宙","21.4","-0.36","-1.65","988","05/18","-27.3","-11.1","-92.3","-11.1","+14.3","-11.1","-61.9","-80.5","-86","-65.2"
"260","00987B","野村10+澳洲公債","15.7","-0.12","-0.76","2,056","05/18","0","0","0","-11.1","-11.1","-11.1","-87.5","","",""
"261","5222","全訊","123.5","-2","-1.59","441","05/18","-1.33","-4.86","-7.08","-11","-8.42","-22.7","-6.55","+24.7","-10.3","+18.2"
"262","00928","中信上櫃ESG30","35.7","-0.37","-1.03","1,361","05/18","+10.6","-30.5","-30.5","-11","-6.41","-41.1","-23.2","+421","-37.1","+329"
"263","4960","誠美材","33.5","-0.75","-2.19","12,565","05/18","-6.17","-6.64","-8.52","-11","+12.2","-14.4","+88.3","+59.9","+51.3","+79.5"
"264","3611","鼎翰","188.5","+0.5","+0.27","38","05/18","0","-1.21","-2.4","-10.9","+2.52","+6.54","-1.21","-18.5","-22.7","-20.5"
"265","6205","詮欣","76.2","-0.6","-0.78","1,700","05/18","-2.49","-4.1","-4.63","-10.9","-23.5","+38.9","+227","+242","+168","+99.3"
"266","2480","敦陽科","148","-0.5","-0.34","265","05/18","+1.14","-1.77","-10.1","-10.9","-15.8","-3.9","+12.4","+128","+48.7","+38.4"
"267","1515","力山","22.1","-0.5","-2.21","240","05/18","+0.51","+2.5","+4.07","-10.8","+12.9","+16","+5.64","+5.75","-29.3","-0.76"
"268","5386","青雲","445","+30","+7.23","378","05/18","-1.55","-2.95","-5.44","-10.8","-3.19","+38.2","-20","+4.92","+55.3","-0.8"
"269","4956","光鋐","41.95","-0.05","-0.12","2,395","05/18","-0.71","-2.48","-8.73","-10.8","-9.81","-23.6","+8.08","+15.1","-9.67","-0.35"
"270","4770","上品","231","+4.5","+1.99","406","05/18","+1.84","-0.82","+0.53","-10.8","-3.41","+2.86","-10.6","+65","+38.5","+14.2"
"271","6292","迅德","52.3","-0.3","-0.57","269","05/18","-2.93","-6.5","-4.34","-10.8","+2.8","+21.7","+159","+89.1","-26.8","+169"
"272","5609","中菲行","79.7","+0.5","+0.63","115","05/18","-3.12","-11.4","-9.71","-10.6","-16.2","-7.92","-33.1","-40","-65.8","0"
"273","9935","慶豐富","18.35","+0.15","+0.82","257","05/18","-3.66","-4.17","-8.84","-10.5","-13.8","-3.33","-16.1","-25.5","-74.1","-16.2"
"274","5546","永固-KY","15.8","-0.25","-1.56","19","05/18","0","0","0","-10.5","-10.5","-10.5","-15","-29.2","-15","-26.1"
"275","1563","巧新","45.15","+0.4","+0.89","498","05/18","+0.57","-5.16","-0.74","-10.4","-10.6","+32.7","+124","+96.5","+135","+102"
"276","3555","博士旺","206","+1","+0.49","187","05/18","-0.68","+1.38","+2.4","-10.4","+1.99","-15.8","+34.2","","","+49"
"277","00962","台新AI優息動能","13.37","+0.01","+0.07","730","05/18","-24","-9.52","+66.7","-10.4","+41.8","+265","-56","-37.5","-52","-64.3"
"278","5457","宣德","30","-3.3","-9.91","2,048","05/18","-6.11","-7.55","-7.41","-10.3","-10.9","-6.25","+2.24","-1.65","+41.3","+7.09"
"279","1604","聲寶","23.1","+0.3","+1.32","288","05/18","0","-1.14","+3.98","-10.3","-27.9","-31","-23.5","-28.3","-37.3","-24.6"
"280","4576","大銀微系統","258.5","-7","-2.64","8,985","05/18","+1.56","+3.52","+2.68","-10.3","-8.61","-14.5","+30.5","+29.9","+26.1","+39.2"
"281","3303","岱稜","48.75","-0.4","-0.81","297","05/18","-3.92","-3.08","-3.53","-10.2","+25.3","+41.2","+20.6","-17.3","-45.9","+3.99"
"282","1340","勝悅-KY","5.44","0","0","347","05/18","-10.2","-10.1","-10.3","-10.2","-7.9","-0.62","+20.5","+9.63","+184","-8.77"
"283","3532","台勝科","221.5","0","0","1,094","05/18","-2.88","-5.13","-6.4","-10.2","+5.26","+34.4","+87.6","+66.1","+205","+45.7"
"284","4991","環宇-KY","698","+56","+8.72","786","05/18","-2.51","-4.11","-5.5","-10.1","-16.5","-12.9","-22","-58.2","-32.7","-36.4"
"285","4951","精拓科","121.5","+1","+0.83","228","05/18","-1.29","-8.59","-10.3","-10","-1.92","+96.3","+81.2","+105","+89","+124"
"286","1587","吉茂","28.55","+0.05","+0.18","369","05/18","-2.06","-7.04","-6.71","-10","-14.2","-18.9","-23.2","+5.87","+38.5","-14.1"
"287","00737","國泰AI機器人","36.71","-0.14","-0.38","234","05/18","0","0","+10.2","-10","-1.82","+1.89","-12.9","-26","-44.3","-29.9"
"288","00960","野村全球航運龍頭","17.32","+0.03","+0.17","536","05/18","-1.56","-1.56","-3.08","-10","-36.4","-49.2","-89","-93.6","-97.1","-92.5"
"289","1259","安心","57.2","-1.8","-3.05","25","05/18","0","0","-10","-10","-11.8","-15.1","-10","+7.14","+125","+15.4"
"290","2712","遠雄來","15.5","-0.15","-0.96","9","05/18","0","0","0","-10","-18.2","-83.3","-60.9","-18.2","-67.9","-40"
"291","6182","合晶","55","-0.2","-0.36","9,317","05/18","-2.42","-7.16","-4.45","-9.94","+32.4","+164","+172","+163","+353","+186"
"292","1527","鑽全","32.25","+0.2","+0.62","205","05/18","-0.18","+0.18","-4.89","-9.92","-9.92","-8.4","-17.2","+68.2","+21.7","+8.78"
"293","3704","合勤控","38.6","+0.4","+1.05","3,310","05/18","-2.64","-9.47","-13.2","-9.88","-15","-20.6","-42.8","-41.7","-42.7","-31.4"
"294","6187","萬潤","1135","+10","+0.89","1,304","05/18","-0.77","-4.71","-5.97","-9.83","-25.3","-37.1","-32.8","-48.1","-48.2","-39.8"
"295","7714","創泓科技","126","+0.5","+0.4","130","05/18","-8.33","-11.7","-11.2","-9.78","-19.7","-27","-40.7","","","-27.6"
"296","3680","家登","544","-24","-4.23","3,608","05/18","+1.82","-1.07","+0.93","-9.76","-17.3","+41.8","+103","+27.7","+134","+19.6"
"297","8070","長華*","43.55","-1.6","-3.54","4,998","05/18","-0.57","-0.59","-1.23","-9.71","-17.2","-16.2","-25.1","-39.1","-44.5","-34.8"
"298","6776","展碁國際","57","+0.3","+0.53","181","05/18","-1.01","-5.25","-5.25","-9.68","-7.91","-25","+3.94","+219","+323","+70.9"
"299","00999A","主動野村臺灣高息","10.19","-0.07","-0.68","49,849","05/18","+12.4","-1.69","-12.6","-9.68","","","","","",""
"300","6285","啟碁","286","+26","+10","38,831","05/18","+10.1","+4.45","-1.52","-9.65","-24.7","-16.3","-29.4","+124","+206","+113"
