排名,代號,名稱,成交,漲跌 價,漲跌 幅,持股 資料 週別,更新 日期,持股 800張 以下 (%),800張 以下 增減,持股 1千張 以下 (%),1千張 以下 增減,持股 超過 1千張 (%),超過 1千張 增減
1201,8410,森田,32.7,-0.05,-0.15,26W34,08/21,47.0,0.0,49.3,0.0,50.7,0.0
1202,3311,閎暉,31.95,0.25,0.79,26W34,08/21,47.4,-0.24,49.2,-0.1,50.8,0.1
1203,3372,典範,15.1,0.2,1.34,26W34,08/21,48.8,0.03,49.2,0.03,50.8,-0.03
1204,6589,台康生技,51.2,-0.4,-0.78,26W34,08/21,47.8,0.22,49.2,-0.35,50.8,0.35
1205,4924,欣厚-KY,9.59,-0.17,-1.74,26W34,08/21,41.5,0.0,49.2,0.0,50.8,0.0
1206,6414,樺漢,395.0,-7.5,-1.86,26W34,08/21,46.4,0.82,49.0,1.28,51.0,-1.28
1207,2916,滿心,40.25,0.0,0.0,26W34,08/21,43.4,0.0,48.9,0.0,51.1,0.0
1208,3630,新鉅科,25.5,0.1,0.39,26W34,08/21,48.5,0.0,48.9,0.0,51.1,0.0
1209,00651R,復華香港反1,5.09,-0.01,-0.2,26W34,08/21,46.4,0.76,48.9,0.68,51.1,-0.68
1210,3511,矽瑪,19.5,0.05,0.26,26W34,08/21,47.7,0.0,48.9,0.0,51.1,0.0
1211,8171,天宇,19.45,0.0,0.0,26W34,08/21,45.6,0.03,48.9,0.87,51.1,-0.87
1212,6895,宏碩系統,134.0,6.5,5.1,26W34,08/21,48.8,0.0,48.8,0.0,51.2,0.0
1213,00683L,期元大美元指正2,21.06,-0.05,-0.24,26W34,08/21,41.0,-6.73,48.8,1.09,51.2,-1.09
1214,5519,隆大,27.95,0.05,0.18,26W34,08/21,47.4,0.0,48.8,0.0,51.2,0.0
1215,00795B,中信美國公債20年,25.93,-0.26,-0.99,26W34,08/21,47.8,0.16,48.8,0.17,51.2,-0.17
1216,3447,展達,27.45,0.15,0.55,26W34,08/21,46.6,0.0,48.8,0.0,51.2,0.0
1217,2745,五福,89.7,1.4,1.59,26W34,08/21,48.7,0.0,48.7,0.0,51.3,0.0
1218,6278,台表科,187.0,7.0,3.89,26W34,08/21,44.3,-2.13,48.7,-1.23,51.3,1.23
1219,9949,琉園,23.3,-0.1,-0.43,26W34,08/21,36.7,0.0,48.7,0.0,51.3,0.0
1220,2364,倫飛,80.8,-1.3,-1.58,26W34,08/21,48.6,0.0,48.6,0.0,51.4,0.0
1221,5432,新門,151.0,-0.5,-0.33,26W34,08/21,48.6,0.0,48.6,0.0,51.4,0.0
1222,6142,友勁,8.99,-0.01,-0.11,26W34,08/21,46.8,0.02,48.6,-0.01,51.4,0.01
1223,6823,濾能,62.8,-0.1,-0.16,26W34,08/21,48.6,0.16,48.6,0.16,51.4,-0.16
1224,4138,曜亞,51.1,-0.1,-0.2,26W34,08/21,48.6,0.0,48.6,0.0,51.4,0.0
1225,3416,融程電,177.0,-1.0,-0.56,26W34,08/21,45.2,0.1,48.5,0.14,51.5,-0.14
1226,6668,中揚光,36.4,0.2,0.55,26W34,08/21,48.5,0.0,48.5,0.0,51.5,0.0
1227,00852L,國泰美國道瓊正2,34.96,-0.9,-2.51,26W34,08/21,36.9,-0.09,48.4,0.34,51.6,-0.34
