排名,代號,名稱,成交,漲跌 價,漲跌 幅,持股 資料 週別,更新 日期,持股 800張 以下 (%),800張 以下 增減,持股 1千張 以下 (%),1千張 以下 增減,持股 超過 1千張 (%),超過 1千張 增減
1801,2538,基泰,9.13,-0.04,-0.44,26W32,08/07,31.9,0.58,33.5,0.01,66.5,-0.01
1802,2754,亞洲藏壽司,72.4,-0.6,-0.82,26W32,08/07,31.6,0.0,33.5,0.0,66.5,0.0
1803,2887I,台新新光辛特,9.51,-0.01,-0.11,26W32,08/07,31.6,-0.13,33.4,-0.19,66.6,0.19
1804,4192,杏國,19.0,0.0,0.0,26W32,08/07,33.4,0.0,33.4,0.0,66.6,0.0
1805,1713,國化,44.9,0.9,2.05,26W32,08/07,32.8,-0.05,33.4,0.0,66.6,0.0
1806,6914,阜爾運通,147.5,-0.5,-0.34,26W32,08/07,32.0,0.0,33.3,0.0,66.7,0.0
1807,6988,威力暘-創,12.7,0.15,1.2,26W32,08/07,29.5,-0.01,33.3,-0.01,66.7,0.01
1808,4958,臻鼎-KY,490.0,19.5,4.14,26W32,08/07,31.4,0.18,33.3,-0.04,66.7,0.04
1809,2109,華豐,14.65,0.05,0.34,26W32,08/07,30.7,0.0,33.3,0.0,66.7,0.0
1810,3664,安瑞-KY,6.1,-0.57,-8.55,26W32,08/07,33.2,0.0,33.2,0.0,66.8,0.0
1811,6177,達麗,48.25,-0.25,-0.52,26W32,08/07,30.0,0.17,33.2,0.19,66.8,-0.19
1812,1504,東元,67.4,0.2,0.3,26W32,08/07,32.6,-0.22,33.2,-0.18,66.8,0.18
1813,3284,太普高,20.95,0.4,1.95,26W32,08/07,32.4,-0.03,33.2,-0.05,66.8,0.05
1814,3168,眾福科,42.15,-0.5,-1.17,26W32,08/07,29.4,0.0,33.2,0.0,66.8,0.0
1815,2603,長榮,218.0,4.0,1.87,26W32,08/07,31.3,-0.02,33.0,-0.02,67.0,0.02
1816,5212,凌網,47.45,0.0,0.0,26W32,08/07,30.3,0.0,33.0,0.0,67.0,0.0
1817,6196,帆宣,510.0,3.0,0.59,26W32,08/07,32.2,0.45,33.0,0.5,67.0,-0.5
1818,4707,磐亞,30.0,-1.95,-6.1,26W32,08/07,31.7,-0.47,33.0,-0.73,67.0,0.73
1819,8349,恒耀,39.7,-0.05,-0.13,26W32,08/07,31.9,-0.03,33.0,-0.02,67.0,0.02
1820,2477,美隆電,21.95,-0.1,-0.45,26W32,08/07,30.9,0.0,33.0,0.0,67.0,0.0
1821,2317,鴻海,263.0,-1.5,-0.57,26W32,08/07,32.2,-0.86,33.0,-0.82,67.0,0.82
1822,9941,裕融,85.4,0.2,0.23,26W32,08/07,32.3,0.06,32.9,-0.08,67.1,0.08
1823,4154,樂威科-KY,12.2,0.85,7.49,26W32,08/07,32.9,0.0,32.9,0.0,67.1,0.0
1824,3016,嘉晶,101.5,-5.5,-5.14,26W32,08/07,31.3,0.32,32.9,0.35,67.1,-0.35
1825,2344,華邦電,178.0,-1.5,-0.84,26W32,08/07,32.2,-1.48,32.8,-1.53,67.2,1.53
1826,9928,中視,18.25,0.05,0.27,26W32,08/07,28.9,0.0,32.8,0.0,67.2,0.0
1827,1437,勤益控,30.4,0.1,0.33,26W32,08/07,28.2,-0.95,32.8,-0.96,67.2,0.96
1828,6592B,和潤企業乙特,95.0,0.1,0.11,26W32,08/07,24.8,0.0,32.8,0.0,67.2,0.0
1829,1104,環泥,26.65,0.0,0.0,26W32,08/07,31.9,0.33,32.8,0.21,67.2,-0.21
1830,5469,瀚宇博,75.9,0.0,0.0,26W32,08/07,31.3,-0.95,32.7,-1.31,67.3,1.31
1831,2543,皇昌,39.3,0.4,1.03,26W32,08/07,31.5,-0.12,32.7,0.26,67.3,-0.26
1832,4764,雙鍵,240.5,8.5,3.66,26W32,08/07,31.6,1.61,32.7,1.61,67.3,-1.61
1833,7734,印能科技,3230.0,-225.0,-6.51,26W32,08/07,26.6,0.0,32.7,0.0,67.3,0.0
1834,3709,鑫聯大投控,71.6,-7.9,-9.94,26W32,08/07,30.2,-0.75,32.7,-0.07,67.3,0.07
1835,6264,富裔,6.06,0.0,0.0,26W32,08/07,31.2,-0.02,32.7,-0.02,67.3,0.02
1836,6219,富旺,12.35,-0.2,-1.59,26W32,08/07,32.7,-0.39,32.7,-0.39,67.3,0.39
1837,6556,勝品,60.2,-1.5,-2.43,26W32,08/07,29.4,-0.03,32.5,-0.03,67.5,0.03
1838,2440,太空梭,15.75,-0.1,-0.63,26W32,08/07,32.4,-0.08,32.4,-0.08,67.6,0.08
1839,6227,茂綸,131.0,6.0,4.8,26W32,08/07,31.2,0.09,32.4,0.0,67.6,0.0
1840,8466,美吉吉-KY,16.6,-0.1,-0.6,26W32,08/07,31.3,-0.05,32.4,-0.05,67.6,0.05
1841,6781,AES-KY,1175.0,-20.0,-1.67,26W32,08/07,32.3,-0.13,32.3,-0.13,67.7,0.13
1842,6005,群益證,30.0,0.45,1.52,26W32,08/07,31.1,0.23,32.3,0.17,67.7,-0.17
1843,3066,李洲,21.6,-0.95,-4.21,26W32,08/07,31.1,-0.06,32.3,0.0,67.7,0.0
1844,6919,康霈*,108.0,-3.0,-2.7,26W32,08/07,30.0,-0.24,32.2,-0.06,67.8,0.06
1845,5529,鉅陞,21.35,-0.1,-0.47,26W32,08/07,30.5,-0.02,32.2,-0.02,67.8,0.02
1846,3652,精聯,37.35,0.7,1.91,26W32,08/07,32.2,0.0,32.2,0.0,67.8,0.0
1847,6184,大豐電,42.15,-0.05,-0.12,26W32,08/07,31.1,0.0,32.2,0.0,67.8,0.0
1848,3005,神基,114.5,0.0,0.0,26W32,08/07,30.3,-0.7,32.1,-0.12,67.9,0.12
1849,2739,寒舍,34.3,-0.1,-0.29,26W32,08/07,30.0,0.02,32.0,0.0,68.0,0.0
1850,7718,友鋮,47.35,-0.15,-0.32,26W32,08/07,28.3,-0.03,32.0,-0.03,68.0,0.03
