排名,代號,名稱,成交,漲跌 價,漲跌 幅,持股 資料 週別,更新 日期,持股 800張 以下 (%),800張 以下 增減,持股 1千張 以下 (%),1千張 以下 增減,持股 超過 1千張 (%),超過 1千張 增減
1201,2413,環科,44.25,-0.6,-1.34,26W32,08/07,47.4,0.0,49.4,0.0,50.6,0.0
1202,6028,公勝保經,87.0,1.7,1.99,26W32,08/07,49.4,0.0,49.4,0.0,50.6,0.0
1203,5312,寶島科,88.7,-0.8,-0.89,26W32,08/07,47.9,0.06,49.3,0.06,50.7,-0.06
1204,8424,惠普,69.0,0.0,0.0,26W32,08/07,44.3,0.0,49.3,0.0,50.7,0.0
1205,8410,森田,31.9,0.45,1.43,26W32,08/07,47.0,0.0,49.3,0.0,50.7,0.0
1206,3372,典範,16.25,-0.15,-0.91,26W32,08/07,48.4,0.4,49.2,0.0,50.8,0.0
1207,4924,欣厚-KY,9.98,-0.02,-0.2,26W32,08/07,39.3,0.48,49.2,0.0,50.8,0.0
1208,00926,凱基全球菁英55,27.05,-0.12,-0.44,26W32,08/07,47.2,-3.79,49.1,-2.8,50.9,2.8
1209,00410A,主動永豐科技趨勢,10.79,0.04,0.37,26W32,08/07,46.6,-34.5,49.0,-36.0,51.0,36.0
1210,2916,滿心,40.9,-0.15,-0.37,26W32,08/07,43.4,0.0,48.9,0.0,51.1,0.0
1211,3630,新鉅科,25.95,0.0,0.0,26W32,08/07,47.7,-0.41,48.9,0.0,51.1,0.0
1212,3511,矽瑪,20.5,0.2,0.99,26W32,08/07,47.8,0.0,48.9,0.0,51.1,0.0
1213,6895,宏碩系統,118.0,-0.5,-0.42,26W32,08/07,48.8,0.0,48.8,0.0,51.2,0.0
1214,3447,展達,27.15,-0.25,-0.91,26W32,08/07,46.6,0.0,48.8,0.0,51.2,0.0
1215,3003,健和興,70.5,1.8,2.62,26W32,08/07,47.7,-0.62,48.8,-0.09,51.2,0.09
1216,2745,五福,88.8,-1.1,-1.22,26W32,08/07,48.7,0.0,48.7,0.0,51.3,0.0
1217,9949,琉園,24.0,-0.05,-0.21,26W32,08/07,36.7,0.62,48.7,2.58,51.3,-2.58
1218,6142,友勁,9.35,-0.28,-2.91,26W32,08/07,46.8,-0.03,48.6,-0.05,51.4,0.05
1219,5519,隆大,27.75,-0.1,-0.36,26W32,08/07,47.9,0.0,48.6,0.0,51.4,0.0
1220,2364,倫飛,76.0,-0.1,-0.13,26W32,08/07,48.6,0.0,48.6,0.0,51.4,0.0
1221,00985D,主動貝萊德優投等,10.01,-0.06,-0.6,26W32,08/07,44.1,1.73,48.6,1.65,51.4,-1.65
1222,1731,美吾華,21.05,-0.1,-0.47,26W32,08/07,46.5,-0.02,48.6,0.0,51.4,0.0
1223,5432,新門,115.0,3.0,2.68,26W32,08/07,48.6,0.0,48.6,0.0,51.4,0.0
1224,4138,曜亞,51.1,0.0,0.0,26W32,08/07,48.6,0.0,48.6,0.0,51.4,0.0
1225,2537,聯上發,10.95,-0.05,-0.45,26W32,08/07,46.5,-0.26,48.5,0.05,51.5,-0.05
1226,6208,日揚,81.9,0.2,0.24,26W32,08/07,43.8,0.04,48.5,0.04,51.5,-0.04
1227,3416,融程電,186.0,-10.0,-5.1,26W32,08/07,46.2,-0.25,48.5,-0.25,51.5,0.25
1228,3285,微端,37.3,-0.7,-1.84,26W32,08/07,43.8,-0.07,48.5,-0.07,51.5,0.07
1229,6668,中揚光,35.7,0.45,1.28,26W32,08/07,48.4,0.05,48.4,0.05,51.6,-0.05
