排名,代號,名稱,成交,漲跌 價,漲跌 幅,持股 資料 週別,更新 日期,持股 800張 以下 (%),800張 以下 增減,持股 1千張 以下 (%),1千張 以下 增減,持股 超過 1千張 (%),超過 1千張 增減
1,00640L,富邦日本正2,109.9,1.05,0.96,26W32,08/07,87.5,1.32,100.0,0.0,0.0,0.0
2,00783,富邦中証500,29.33,0.35,1.21,26W32,08/07,100.0,0.0,100.0,0.0,0.0,0.0
3,0057,富邦摩台,313.1,1.95,0.63,26W32,08/07,100.0,0.0,100.0,0.0,0.0,0.0
4,00643K,群益深証中小+R,3.97,0.0,0.0,26W32,08/07,100.0,0.0,100.0,0.0,0.0,0.0
5,00728,第一金工業30,64.65,-0.15,-0.23,26W32,08/07,100.0,0.0,100.0,0.0,0.0,0.0
6,00847B,中信美國市政債,25.2,-0.13,-0.51,26W32,08/07,78.1,-2.26,100.0,0.0,0.0,0.0
7,006204,永豐臺灣加權,225.2,1.1,0.49,26W32,08/07,100.0,0.0,100.0,0.0,0.0,0.0
8,00678,群益那斯達克生技,42.43,0.52,1.24,26W32,08/07,100.0,0.0,100.0,0.0,0.0,0.0
9,00703,台新MSCI中國,20.25,-0.06,-0.3,26W32,08/07,91.2,-0.01,100.0,0.0,0.0,0.0
10,00731,復華富時高息低波,91.1,-0.45,-0.49,26W32,08/07,96.1,5.58,100.0,5.76,0.0,-5.76
11,0051,元大中型100,142.7,0.1,0.07,26W32,08/07,100.0,0.0,100.0,0.0,0.0,0.0
12,00657,國泰日經225,79.2,0.0,0.0,26W32,08/07,87.5,2.88,100.0,15.4,0.0,-15.4
13,00657K,國泰日經225+U,24.64,-0.02,-0.08,26W32,08/07,100.0,0.0,100.0,0.0,0.0,0.0
14,00668K,國泰美國道瓊+U,19.71,-0.05,-0.25,26W32,08/07,100.0,0.0,100.0,0.0,0.0,0.0
15,00860B,群益1-5Y投資級債,38.81,0.0,0.0,26W32,08/07,100.0,0.0,100.0,0.0,0.0,0.0
16,8349A,恒耀甲特,45.45,0.05,0.11,26W32,08/07,100.0,0.0,100.0,0.0,0.0,0.0
17,00636K,國泰中國A50+U,8.92,0.12,1.36,26W32,08/07,100.0,0.0,100.0,0.0,0.0,0.0
18,00899,FT潔淨能源,23.85,-0.09,-0.38,26W32,08/07,94.3,-0.03,100.0,0.0,0.0,0.0
19,006207,復華滬深,33.47,0.22,0.66,26W32,08/07,95.4,-0.18,100.0,0.0,0.0,0.0
20,00886,永豐美國科技,47.38,0.33,0.7,26W32,08/07,100.0,0.0,100.0,0.0,0.0,0.0
21,00625K,富邦上証+R,8.94,0.0,0.0,26W32,08/07,100.0,0.0,100.0,0.0,0.0,0.0
22,00793B,群益AAA-A醫療債,30.12,-0.26,-0.86,26W32,08/07,100.0,0.0,100.0,0.0,0.0,0.0
23,00961,FT臺灣永續高息,13.13,0.01,0.08,26W32,08/07,96.9,2.92,97.1,2.49,4.05,-1.34
24,00861,元大全球未來通訊,87.55,-0.3,-0.34,26W32,08/07,95.4,-1.47,96.7,-1.47,3.3,1.47
25,009822,華南永昌未來金融,9.47,-0.04,-0.42,26W32,08/07,94.2,0.78,96.1,1.73,3.9,-1.73
26,4951,精拓科,80.4,1.0,1.26,26W32,08/07,87.1,0.0,95.5,0.0,4.48,0.0
27,009804,聯邦台精彩50,22.0,0.09,0.41,26W32,08/07,93.8,-1.2,95.5,-1.21,4.49,1.21
28,00944,野村趨勢動能高息,20.9,0.17,0.82,26W32,08/07,93.7,0.8,95.4,1.02,4.59,-1.02
29,00737,國泰AI機器人,41.64,0.39,0.95,26W32,08/07,90.9,0.0,95.1,0.0,4.88,0.0
30,00939,統一台灣高息動能,22.26,-0.11,-0.49,26W32,08/07,94.2,0.53,94.9,0.54,5.08,-0.54
31,3141,晶宏,77.7,-2.3,-2.88,26W32,08/07,92.3,0.01,94.8,0.0,5.21,0.0
32,6494,九齊,54.9,-0.3,-0.54,26W32,08/07,94.8,0.0,94.8,0.0,5.23,0.0
33,9103,美德醫療-DR,5.18,-0.1,-1.89,26W32,08/07,93.3,-0.16,94.7,-1.11,5.31,1.11
34,00701,國泰股利精選30,38.73,-0.27,-0.69,26W32,08/07,94.7,0.64,94.7,0.64,5.34,-0.64
35,2314,台揚,11.5,-0.55,-4.56,26W32,08/07,93.7,-0.01,94.5,0.0,5.51,0.0
36,00893,國泰智能電動車,43.57,-0.45,-1.02,26W32,08/07,93.5,-0.06,94.3,-0.53,5.7,0.53
37,00690,兆豐藍籌30,77.25,0.65,0.85,26W32,08/07,92.2,-0.97,94.2,-1.0,5.77,1.0
38,00904,台新臺灣半導體30,40.0,0.17,0.43,26W32,08/07,89.5,-1.37,94.1,-0.76,5.94,0.76
39,00952,凱基台灣AI50,18.12,-0.13,-0.71,26W32,08/07,90.6,-1.55,94.0,-1.2,5.98,1.2
40,00670L,富邦NASDAQ正2,204.2,-1.35,-0.66,26W32,08/07,91.8,-4.43,94.0,-3.47,6.01,3.47
41,00930,永豐ESG低碳高息,24.13,0.02,0.08,26W32,08/07,93.2,1.02,93.9,0.27,6.13,-0.27
42,00905,FT臺灣Smart,25.93,0.11,0.43,26W32,08/07,93.6,-0.66,93.8,-0.44,6.17,0.44
43,00901,永豐智能車供應鏈,45.0,0.09,0.2,26W32,08/07,92.2,-2.91,93.7,-1.47,6.32,1.47
44,00896,中信綠能及電動車,27.52,0.07,0.26,26W32,08/07,92.9,-0.98,93.4,-1.19,6.62,1.19
