排名,代號,名稱,成交,漲跌 價,漲跌 幅,持股 資料 週別,更新 日期,持股 800張 以下 (%),800張 以下 增減,持股 1千張 以下 (%),1千張 以下 增減,持股 超過 1千張 (%),超過 1千張 增減
1,00783,富邦中証500,28.3,-0.18,-0.63,26W34,08/21,87.9,-12.1,100.0,0.0,0.0,0.0
2,00793B,群益AAA-A醫療債,29.85,-0.22,-0.73,26W34,08/21,100.0,0.0,100.0,0.0,0.0,0.0
3,00643K,群益深証中小+R,3.92,0.0,0.0,26W34,08/21,100.0,0.0,100.0,0.0,0.0,0.0
4,00678,群益那斯達克生技,44.08,-1.14,-2.52,26W34,08/21,100.0,0.0,100.0,0.0,0.0,0.0
5,00875,國泰網路資安,53.7,-0.7,-1.29,26W34,08/21,92.9,4.17,100.0,11.2,0.0,-11.2
6,00703,台新MSCI中國,19.82,-0.06,-0.3,26W34,08/21,91.2,0.01,100.0,0.0,0.0,0.0
7,00899,FT潔淨能源,23.47,-0.28,-1.18,26W34,08/21,94.3,-0.01,100.0,0.0,0.0,0.0
8,00709,富邦歐洲,41.08,-0.15,-0.36,26W34,08/21,87.8,-4.21,100.0,7.99,0.0,-7.99
9,00657K,國泰日經225+U,24.5,0.06,0.25,26W34,08/21,100.0,0.0,100.0,0.0,0.0,0.0
10,00668K,國泰美國道瓊+U,19.3,-0.26,-1.33,26W34,08/21,100.0,0.0,100.0,0.0,0.0,0.0
11,00847B,中信美國市政債,24.68,-0.22,-0.88,26W34,08/21,78.4,0.05,100.0,0.0,0.0,0.0
12,8349A,恒耀甲特,45.6,0.0,0.0,26W34,08/21,100.0,0.0,100.0,0.0,0.0,0.0
13,00636K,國泰中國A50+U,8.82,0.07,0.8,26W34,08/21,100.0,0.0,100.0,0.0,0.0,0.0
14,006207,復華滬深,32.6,0.11,0.34,26W34,08/21,95.4,-0.14,100.0,0.0,0.0,0.0
15,00731,復華富時高息低波,91.7,1.75,1.95,26W34,08/21,100.0,7.89,100.0,0.0,0.0,0.0
16,0051,元大中型100,142.0,0.2,0.14,26W34,08/21,100.0,0.0,100.0,0.0,0.0,0.0
17,00728,第一金工業30,66.45,-0.15,-0.23,26W34,08/21,100.0,2.54,100.0,2.54,0.0,-2.54
18,006204,永豐臺灣加權,225.0,1.8,0.81,26W34,08/21,100.0,0.0,100.0,0.0,0.0,0.0
19,0057,富邦摩台,312.0,2.25,0.73,26W34,08/21,100.0,0.0,100.0,0.0,0.0,0.0
20,00625K,富邦上証+R,8.68,0.0,0.0,26W34,08/21,100.0,0.0,100.0,0.0,0.0,0.0
21,00640L,富邦日本正2,106.6,0.7,0.66,26W34,08/21,100.0,14.4,100.0,0.0,0.0,0.0
22,00860B,群益1-5Y投資級債,38.08,-0.05,-0.13,26W34,08/21,100.0,0.0,100.0,0.0,0.0,0.0
23,00886,永豐美國科技,46.58,-0.27,-0.58,26W34,08/21,100.0,0.0,100.0,0.0,0.0,0.0
24,009818,華南永昌NASDAQxT,19.73,-0.14,-0.7,26W34,08/21,97.0,7.96,97.0,7.96,2.97,-7.96
25,00701,國泰股利精選30,37.34,0.7,1.91,26W34,08/21,96.0,0.68,97.0,1.69,3.0,-1.69
26,00700,富邦恒生國企,17.64,-0.09,-0.51,26W34,08/21,96.8,-0.22,96.8,-3.16,3.16,3.16
27,009822,華南永昌未來金融,9.67,0.1,1.04,26W34,08/21,95.6,0.76,96.7,-0.15,3.32,0.15
28,00861,元大全球未來通訊,86.05,0.1,0.12,26W34,08/21,94.0,-1.09,96.3,-0.08,3.7,0.08
29,009825,聯邦美國金融創新,10.08,-0.05,-0.49,26W34,08/21,92.3,6.36,95.8,6.94,4.18,-6.94
30,4951,精拓科,76.6,-0.7,-0.91,26W34,08/21,84.6,-2.54,95.5,0.0,4.48,0.0
31,00690,兆豐藍籌30,75.05,-0.25,-0.33,26W34,08/21,92.1,-0.29,95.3,0.83,4.68,-0.83
32,00939,統一台灣高息動能,22.54,0.33,1.49,26W34,08/21,94.4,0.03,95.1,0.1,4.87,-0.1
33,00737,國泰AI機器人,40.81,-0.26,-0.63,26W34,08/21,91.3,0.03,95.1,0.0,4.88,0.0
34,9103,美德醫療-DR,5.25,0.04,0.77,26W34,08/21,93.1,-0.2,95.0,-0.21,5.05,0.21
35,6494,九齊,54.8,-0.4,-0.72,26W34,08/21,94.8,0.0,94.8,0.0,5.23,0.0
36,009808,華南永昌優選50,29.85,0.22,0.74,26W34,08/21,92.1,0.53,94.6,0.83,5.43,-0.83
37,2314,台揚,10.85,-0.25,-2.25,26W34,08/21,93.7,0.0,94.5,0.0,5.51,0.0
38,00893,國泰智能電動車,42.66,-0.2,-0.47,26W34,08/21,93.4,0.35,94.5,0.34,5.52,-0.34
39,00961,FT臺灣永續高息,13.14,0.04,0.31,26W34,08/21,93.5,-4.39,94.4,-4.35,5.61,1.45
40,00944,野村趨勢動能高息,20.63,0.09,0.44,26W34,08/21,94.2,-0.76,94.2,-0.76,5.81,0.76
41,00905,FT臺灣Smart,25.81,0.06,0.23,26W34,08/21,93.7,0.4,94.0,0.39,6.02,-0.39
