排名,代號,名稱,成交,漲跌 價,漲跌 幅,持股 資料 週別,更新 日期,持股 100張 以下 (%),100張 以下 增減,持股 200張 以下 (%),200張 以下 增減,持股 400張 以下 (%),400張 以下 增減,持股 600張 以下 (%),600張 以下 增減
301,6204,艾華,87.6,4.3,5.16,26W34,08/21,68.2,0.22,70.3,1.03,70.3,0.0,70.3,0.0
302,00983D,主動富邦複合收益,9.93,-0.05,-0.5,26W34,08/21,45.1,0.91,58.7,1.45,70.2,1.49,80.4,2.55
303,3441,聯一光,107.0,9.7,9.97,26W34,08/21,57.5,-10.2,63.4,-8.76,70.2,-7.7,74.8,-6.66
304,3402,漢科,120.0,-1.5,-1.23,26W34,08/21,60.6,0.17,64.9,0.15,70.1,0.63,72.9,-0.02
305,8024,佑華,13.3,0.1,0.76,26W34,08/21,54.2,0.0,61.6,0.0,70.1,0.0,74.5,0.0
306,3338,泰碩,61.0,-0.6,-0.97,26W34,08/21,59.0,0.31,64.2,0.35,70.1,0.34,72.4,0.5
307,3615,安可,36.5,0.0,0.0,26W34,08/21,62.5,0.34,65.2,-0.48,69.9,0.27,73.2,0.28
308,1310,台苯,8.21,0.11,1.36,26W34,08/21,57.5,-0.19,64.4,-0.11,69.8,-0.22,73.2,-0.32
309,4976,佳凌,38.0,-0.15,-0.39,26W34,08/21,59.3,-0.2,65.0,-0.96,69.8,-0.82,71.1,-0.21
310,00660,元大歐洲50,46.6,-0.01,-0.02,26W34,08/21,37.9,-0.07,46.2,1.99,69.6,1.99,83.7,-3.98
311,00647L,元大S&P500正2,138.1,-2.65,-1.88,26W34,08/21,54.4,0.11,57.3,0.01,69.6,-0.79,69.6,-0.79
312,00685L,群益臺灣加權正2,11.37,0.12,1.07,26W34,08/21,43.4,2.0,56.9,2.75,69.6,3.57,75.7,3.94
313,3390,旭軟,21.65,0.2,0.93,26W34,08/21,51.4,-0.1,60.6,0.28,69.6,0.8,72.0,0.81
314,00781B,國泰A級科技債,27.15,-0.28,-1.02,26W34,08/21,54.6,2.98,66.6,3.69,69.6,-3.39,82.0,9.06
315,3325,旭品,11.3,0.0,0.0,26W34,08/21,53.8,-0.27,60.8,-0.06,69.5,0.01,76.5,0.0
316,1528,恩德,18.6,-0.05,-0.27,26W34,08/21,61.9,0.06,65.5,-0.13,69.4,-0.42,71.1,-0.07
317,8936,國統,51.1,0.1,0.2,26W34,08/21,57.7,0.5,64.6,0.56,69.3,0.59,72.4,1.0
318,00719B,元大美債1-3,31.23,-0.02,-0.06,26W34,08/21,49.0,0.48,59.2,0.47,69.3,0.55,72.1,0.36
319,911608,明輝-DR,2.74,-0.03,-1.08,26W34,08/21,46.3,0.01,60.5,0.01,69.3,0.0,76.5,0.0
320,5315,光聯,19.3,0.1,0.52,26W34,08/21,51.0,0.09,61.1,0.07,69.2,0.08,72.9,0.04
321,6462,神盾,100.0,1.5,1.52,26W34,08/21,59.6,0.02,64.8,-0.02,69.2,-0.71,72.7,-0.23
322,8011,台通,16.0,0.1,0.63,26W34,08/21,59.0,0.03,63.3,-0.2,69.1,0.0,72.0,-0.02
323,2480,敦陽科,160.0,0.0,0.0,26W34,08/21,54.2,0.12,61.7,-0.29,69.0,-0.22,75.2,-1.24
324,1582,信錦,74.0,0.1,0.14,26W34,08/21,58.6,-0.16,64.0,-0.36,69.0,-0.65,71.7,-0.68
325,6169,昱泉,12.5,0.0,0.0,26W34,08/21,59.6,-0.02,63.0,-0.02,69.0,-0.02,73.6,0.0
326,8033,雷虎,185.5,-2.0,-1.07,26W34,08/21,59.4,2.05,63.9,2.33,69.0,2.68,72.6,2.25
327,8071,能率網通,24.05,0.35,1.48,26W34,08/21,58.6,-0.13,66.4,0.17,69.0,0.24,72.1,0.0
328,00408A,主動第一金優股息,10.23,-0.12,-1.16,26W34,08/21,55.8,2.13,64.7,1.79,69.0,1.8,74.1,2.4
329,3236,千如,44.0,-0.5,-1.12,26W34,08/21,59.9,-0.56,64.1,-0.24,68.9,0.1,71.8,0.55
330,6122,擎邦,47.9,0.15,0.31,26W34,08/21,57.9,0.25,63.7,-0.08,68.8,0.0,70.1,-0.02
331,00887,永豐中國科技50大,16.52,0.01,0.06,26W34,08/21,48.3,1.18,60.2,1.3,68.7,1.21,73.9,1.78
332,4540,全球傳動,57.8,-1.0,-1.7,26W34,08/21,62.1,0.04,65.2,-0.58,68.7,-0.43,70.1,-0.57
333,00752,中信中國50,23.62,-0.15,-0.63,26W34,08/21,53.7,0.01,63.3,0.34,68.7,0.54,71.2,0.53
334,00635U,期元大S&P黃金,46.96,0.45,0.97,26W34,08/21,58.6,-0.78,64.3,-1.14,68.6,-1.27,70.0,-0.91
335,3014,聯陽,130.0,-0.5,-0.38,26W34,08/21,55.0,0.23,61.0,-0.01,68.5,0.39,73.6,0.84
336,6672,騰輝電子-KY,267.5,-20.0,-6.96,26W34,08/21,59.2,-3.36,63.1,-3.92,68.5,-2.63,72.5,-1.86
337,00922,國泰台灣領袖50,40.26,0.21,0.52,26W34,08/21,60.2,0.3,65.7,0.33,68.4,0.35,69.5,0.28
338,3317,尼克森,65.5,-1.0,-1.5,26W34,08/21,61.3,0.05,64.6,-0.33,68.4,-0.27,73.2,-0.08
339,2601,益航,7.39,0.67,9.97,26W34,08/21,56.0,0.18,62.5,0.26,68.3,0.29,70.8,0.23
340,1609,大亞,37.05,0.15,0.41,26W34,08/21,60.2,0.17,65.3,0.28,68.2,0.52,69.8,0.26
341,009809,富邦淨零ESG50,17.42,0.16,0.93,26W34,08/21,55.2,-0.6,59.1,-0.93,68.2,-0.93,73.2,-0.93
342,00706L,期元大S&P日圓正2,19.01,-0.12,-0.63,26W34,08/21,43.5,0.25,57.9,0.48,68.1,0.71,72.2,0.42
343,2929,淘帝-KY,5.75,0.04,0.7,26W34,08/21,51.8,-0.05,62.8,-0.31,68.1,-0.02,70.9,-0.01
344,5222,全訊,107.0,1.5,1.42,26W34,08/21,53.0,0.51,60.5,0.62,68.1,0.32,73.0,0.32
345,6799,來頡,79.1,-0.1,-0.13,26W34,08/21,57.3,0.6,62.8,0.75,68.0,0.16,70.2,0.1
346,3484,崧騰,49.9,-0.8,-1.58,26W34,08/21,49.4,-0.94,57.4,-1.06,68.0,-0.85,71.0,-1.08
347,3213,茂訊,128.0,-3.0,-2.29,26W34,08/21,53.7,-0.29,63.0,0.0,67.9,-0.02,73.6,-0.94
348,3419,譁裕,12.2,0.1,0.83,26W34,08/21,54.0,-0.11,60.9,-0.12,67.9,-0.1,71.0,-0.1
349,6830,汎銓,462.0,42.0,10.0,26W34,08/21,52.0,0.2,57.8,0.45,67.8,-0.17,73.0,-0.19
350,2369,菱生,30.75,-0.15,-0.49,26W34,08/21,61.2,0.25,64.9,-0.04,67.8,0.25,69.6,0.2
351,3128,昇銳,22.25,0.1,0.45,26W34,08/21,53.9,0.13,60.1,-0.6,67.8,-0.17,70.0,0.0
352,00712,復華富時不動產,8.89,-0.05,-0.56,26W34,08/21,40.5,-0.09,55.4,-0.08,67.8,-0.04,73.6,0.04
353,3710,連展投控,5.25,0.0,0.0,26W34,08/21,49.2,-0.09,59.2,-0.1,67.8,-0.05,73.1,-0.03
354,00652,富邦印度,33.27,0.07,0.21,26W34,08/21,58.5,0.4,65.2,0.45,67.7,0.03,73.1,0.19
355,00757,統一FANG+,137.3,-0.5,-0.36,26W34,08/21,58.9,0.97,64.7,1.15,67.7,1.1,69.1,1.29
356,6269,台郡,62.4,-1.2,-1.89,26W34,08/21,57.1,-0.42,61.9,-0.54,67.6,-0.82,71.1,-1.24
357,6215,和椿,97.3,-1.9,-1.92,26W34,08/21,61.0,1.15,63.9,0.87,67.6,-0.09,69.5,0.0
358,6432,今展科,66.1,-0.4,-0.6,26W34,08/21,59.6,4.04,66.4,4.54,67.6,2.3,71.1,2.16
359,2399,映泰,45.7,1.25,2.81,26W34,08/21,59.5,-0.06,63.7,0.25,67.4,-0.13,68.9,-0.14
360,6438,迅得,144.0,0.5,0.35,26W34,08/21,54.9,0.12,59.5,0.28,67.4,-0.08,69.0,-0.08
361,3548,兆利,75.1,-0.1,-0.13,26W34,08/21,56.4,-0.02,61.7,0.44,67.4,0.31,71.0,-0.49
362,00943,兆豐電子高息等權,21.22,-0.06,-0.28,26W34,08/21,62.2,0.02,65.1,0.03,67.3,0.87,67.3,-0.37
363,8176,智捷,9.95,0.0,0.0,26W34,08/21,47.9,0.09,56.8,0.27,67.3,-0.03,72.2,-0.05
364,8440,綠電,20.25,-0.15,-0.74,26W34,08/21,62.3,-0.16,65.2,-0.17,67.3,-0.17,69.0,0.0
365,4171,瑞基,17.25,0.2,1.17,26W34,08/21,56.8,-0.44,62.9,0.0,67.2,0.0,68.3,0.0
366,3587,閎康,244.0,0.5,0.21,26W34,08/21,56.5,0.47,60.4,-0.44,67.2,-1.4,68.3,-0.26
367,3260,威剛,422.5,21.5,5.36,26W34,08/21,57.7,0.64,62.7,0.66,67.1,0.56,69.8,0.99
368,0061,元大寶滬深,24.41,0.02,0.08,26W34,08/21,48.8,-0.05,57.0,0.05,67.1,0.05,71.8,-0.54
369,6231,系微,214.5,-2.5,-1.15,26W34,08/21,54.0,0.76,61.0,1.41,67.1,-0.32,71.9,-0.35
370,8049,晶采,24.45,-0.05,-0.2,26W34,08/21,57.3,0.44,62.9,0.4,67.1,-0.04,69.1,-0.53
371,5274,信驊,15350.0,-400.0,-2.54,26W34,08/21,43.7,0.48,55.2,1.04,67.0,1.49,77.6,1.84
372,5289,宜鼎,1560.0,70.0,4.7,26W34,08/21,51.6,0.21,57.8,0.35,66.9,0.45,73.5,0.57
373,3095,及成,36.55,0.3,0.83,26W34,08/21,49.3,0.77,58.9,2.04,66.9,0.0,76.8,0.0
374,4721,美琪瑪,73.2,-0.2,-0.27,26W34,08/21,57.2,0.65,60.5,0.3,66.9,0.59,70.0,-0.08
375,3607,谷崧,14.05,0.05,0.36,26W34,08/21,48.5,-0.35,56.9,-0.62,66.9,-0.19,70.5,-0.12
376,6244,茂迪,24.55,-0.4,-1.6,26W34,08/21,56.9,0.01,62.3,-0.01,66.9,0.29,70.0,0.31
377,4966,譜瑞-KY,566.0,-1.0,-0.18,26W34,08/21,47.5,1.97,57.1,2.68,66.9,-0.06,73.2,0.97
378,3056,富華新,14.4,0.2,1.41,26W34,08/21,53.1,-0.09,60.4,-0.2,66.8,-0.17,69.5,0.05
379,00633L,富邦上証正2,49.01,0.79,1.64,26W34,08/21,38.8,0.8,52.1,1.5,66.8,2.66,72.9,2.97
380,009810,玉山全球藍籌100,21.31,-0.16,-0.75,26W34,08/21,54.4,0.68,58.9,0.04,66.8,1.44,71.7,-1.01
381,6532,瑞耘,85.9,-1.5,-1.72,26W34,08/21,52.5,0.22,57.2,-1.14,66.7,-0.02,74.1,-0.05
382,1527,鑽全,32.8,-0.1,-0.3,26W34,08/21,57.0,0.1,62.8,-0.11,66.7,-0.59,68.8,-0.66
383,2439,美律,82.5,0.5,0.61,26W34,08/21,58.5,0.62,63.0,0.58,66.6,0.05,70.5,0.33
384,5251,天鉞電,25.0,0.2,0.81,26W34,08/21,56.6,0.23,61.4,-0.03,66.5,0.0,68.3,0.0
385,3430,奇鈦科,116.5,-3.0,-2.51,26W34,08/21,54.4,0.19,60.0,-0.02,66.5,0.0,66.5,0.0
386,3455,由田,235.5,-7.5,-3.09,26W34,08/21,50.7,-2.64,59.5,-1.64,66.5,-3.22,75.6,-0.67
387,4749,新應材,761.0,0.0,0.0,26W34,08/21,50.9,0.3,57.4,0.04,66.5,0.13,71.3,0.13
388,8104,錸寶,30.7,-0.2,-0.65,26W34,08/21,55.6,-0.05,61.3,-0.08,66.4,-0.1,67.4,-0.01
389,3234,光環,151.0,0.0,0.0,26W34,08/21,52.4,-0.63,58.3,-1.68,66.0,-0.95,70.6,-1.01
390,3051,力特,22.6,0.15,0.67,26W34,08/21,51.3,-0.16,57.9,-0.49,66.0,-0.39,70.3,-0.06
391,5410,國眾,36.25,0.35,0.97,26W34,08/21,56.6,-0.4,61.7,-0.01,65.8,-0.02,68.0,-0.59
392,3546,宇峻,71.9,-0.3,-0.42,26W34,08/21,52.8,0.11,61.1,0.58,65.7,-0.26,68.3,-1.0
393,4768,晶呈科技,337.0,23.0,7.32,26W34,08/21,49.5,-0.51,53.2,-0.06,65.6,0.05,74.0,1.27
394,7402,邑錡,106.5,-1.5,-1.39,26W34,08/21,51.2,0.63,58.1,1.01,65.6,0.01,70.8,0.01
395,1536,和大,49.25,-1.05,-2.09,26W34,08/21,56.5,0.23,60.7,0.29,65.6,0.35,68.2,0.54
396,3491,昇達科,1280.0,-5.0,-0.39,26W34,08/21,45.9,-0.01,54.9,0.55,65.5,1.05,77.1,1.05
397,3268,海德威,17.85,-0.15,-0.83,26W34,08/21,49.1,0.07,56.6,0.73,65.5,0.18,71.6,0.2
398,3057,喬鼎,17.1,0.1,0.59,26W34,08/21,52.7,-0.26,59.9,-0.58,65.5,-0.28,66.1,-0.28
399,5309,系統電,52.4,-0.1,-0.19,26W34,08/21,56.8,0.1,61.7,0.13,65.3,0.44,68.9,0.78
400,00989B,台新美國非投等債,10.07,-0.05,-0.49,26W34,08/21,42.7,-5.02,54.5,-4.26,65.3,-1.58,69.7,-0.2
