排名,代號,名稱,成交,漲跌 價,漲跌 幅,持股 資料 週別,更新 日期,持股 800張 以下 (%),800張 以下 增減,持股 1千張 以下 (%),1千張 以下 增減,持股 超過 1千張 (%),超過 1千張 增減
1801,2754,亞洲藏壽司,71.1,0.7,0.99,26W32,08/07,31.6,0.0,33.5,0.0,66.5,0.0
1802,2887I,台新新光辛特,9.51,0.0,0.0,26W32,08/07,31.6,-0.13,33.4,-0.19,66.6,0.19
1803,4192,杏國,19.2,0.05,0.26,26W32,08/07,33.4,0.0,33.4,0.0,66.6,0.0
1804,1713,國化,43.55,-0.25,-0.57,26W32,08/07,32.8,-0.05,33.4,0.0,66.6,0.0
1805,6914,阜爾運通,147.5,1.0,0.68,26W32,08/07,32.0,0.0,33.3,0.0,66.7,0.0
1806,6988,威力暘-創,12.65,0.0,0.0,26W32,08/07,29.5,-0.01,33.3,-0.01,66.7,0.01
1807,4958,臻鼎-KY,473.0,-9.0,-1.87,26W32,08/07,31.4,0.18,33.3,-0.04,66.7,0.04
1808,2109,華豐,14.45,0.0,0.0,26W32,08/07,30.7,0.0,33.3,0.0,66.7,0.0
1809,3664,安瑞-KY,7.28,0.58,8.66,26W32,08/07,33.2,0.0,33.2,0.0,66.8,0.0
1810,6177,達麗,48.8,1.0,2.09,26W32,08/07,30.0,0.17,33.2,0.19,66.8,-0.19
1811,1504,東元,66.0,-0.7,-1.05,26W32,08/07,32.6,-0.22,33.2,-0.18,66.8,0.18
1812,3284,太普高,21.2,-0.6,-2.75,26W32,08/07,32.4,-0.03,33.2,-0.05,66.8,0.05
1813,3168,眾福科,42.45,-0.4,-0.93,26W32,08/07,29.4,0.0,33.2,0.0,66.8,0.0
1814,2603,長榮,207.5,3.5,1.72,26W32,08/07,31.3,-0.02,33.0,-0.02,67.0,0.02
1815,5212,凌網,47.45,0.45,0.96,26W32,08/07,30.3,0.0,33.0,0.0,67.0,0.0
1816,6196,帆宣,493.5,-14.5,-2.85,26W32,08/07,32.2,0.45,33.0,0.5,67.0,-0.5
1817,4707,磐亞,31.9,-1.95,-5.76,26W32,08/07,31.7,-0.47,33.0,-0.73,67.0,0.73
1818,8349,恒耀,39.7,0.0,0.0,26W32,08/07,31.9,-0.03,33.0,-0.02,67.0,0.02
1819,2477,美隆電,22.35,0.65,3.0,26W32,08/07,30.9,0.0,33.0,0.0,67.0,0.0
1820,2317,鴻海,260.0,-4.5,-1.7,26W32,08/07,32.2,-0.86,33.0,-0.82,67.0,0.82
1821,9941,裕融,84.3,2.4,2.93,26W32,08/07,32.3,0.06,32.9,-0.08,67.1,0.08
1822,4154,樂威科-KY,11.3,-0.05,-0.44,26W32,08/07,32.9,0.0,32.9,0.0,67.1,0.0
1823,3016,嘉晶,98.0,-5.5,-5.31,26W32,08/07,31.3,0.32,32.9,0.35,67.1,-0.35
1824,2344,華邦電,163.5,-7.5,-4.39,26W32,08/07,32.2,-1.48,32.8,-1.53,67.2,1.53
1825,9928,中視,18.2,0.05,0.28,26W32,08/07,28.9,0.0,32.8,0.0,67.2,0.0
1826,1437,勤益控,29.7,0.25,0.85,26W32,08/07,28.2,-0.95,32.8,-0.96,67.2,0.96
1827,6592B,和潤企業乙特,94.8,0.1,0.11,26W32,08/07,24.8,0.0,32.8,0.0,67.2,0.0
1828,1104,環泥,26.6,0.15,0.57,26W32,08/07,31.9,0.33,32.8,0.21,67.2,-0.21
1829,5469,瀚宇博,71.4,0.9,1.28,26W32,08/07,31.3,-0.95,32.7,-1.31,67.3,1.31
1830,2543,皇昌,39.25,1.55,4.11,26W32,08/07,31.5,-0.12,32.7,0.26,67.3,-0.26
1831,4764,雙鍵,236.5,-26.0,-9.9,26W32,08/07,31.6,1.61,32.7,1.61,67.3,-1.61
1832,7734,印能科技,3375.0,-15.0,-0.44,26W32,08/07,26.6,0.0,32.7,0.0,67.3,0.0
1833,3709,鑫聯大投控,79.4,-0.1,-0.13,26W32,08/07,30.2,-0.75,32.7,-0.07,67.3,0.07
1834,6264,富裔,6.06,0.0,0.0,26W32,08/07,31.2,-0.02,32.7,-0.02,67.3,0.02
1835,6219,富旺,12.55,0.15,1.21,26W32,08/07,32.7,-0.39,32.7,-0.39,67.3,0.39
1836,6556,勝品,68.5,0.2,0.29,26W32,08/07,29.4,-0.03,32.5,-0.03,67.5,0.03
1837,2440,太空梭,15.25,0.1,0.66,26W32,08/07,32.4,-0.08,32.4,-0.08,67.6,0.08
1838,6227,茂綸,123.0,-2.0,-1.6,26W32,08/07,31.2,0.09,32.4,0.0,67.6,0.0
1839,8466,美吉吉-KY,16.65,-0.2,-1.19,26W32,08/07,31.3,-0.05,32.4,-0.05,67.6,0.05
1840,6781,AES-KY,1145.0,55.0,5.05,26W32,08/07,32.3,-0.13,32.3,-0.13,67.7,0.13
1841,6005,群益證,33.85,-0.7,-2.03,26W32,08/07,31.1,0.23,32.3,0.17,67.7,-0.17
1842,3066,李洲,23.95,1.75,7.88,26W32,08/07,31.1,-0.06,32.3,0.0,67.7,0.0
1843,6919,康霈*,105.0,-2.5,-2.33,26W32,08/07,30.0,-0.24,32.2,-0.06,67.8,0.06
1844,5529,鉅陞,21.25,0.05,0.24,26W32,08/07,30.5,-0.02,32.2,-0.02,67.8,0.02
1845,3652,精聯,33.9,-0.3,-0.88,26W32,08/07,32.2,0.0,32.2,0.0,67.8,0.0
1846,6184,大豐電,42.1,-0.2,-0.47,26W32,08/07,31.1,0.0,32.2,0.0,67.8,0.0
1847,3005,神基,115.0,-0.5,-0.43,26W32,08/07,30.3,-0.7,32.1,-0.12,67.9,0.12
1848,2739,寒舍,34.2,0.1,0.29,26W32,08/07,30.0,0.02,32.0,0.0,68.0,0.0
1849,7718,友鋮,47.25,0.0,0.0,26W32,08/07,28.3,-0.03,32.0,-0.03,68.0,0.03
1850,1233,天仁,28.8,0.05,0.17,26W32,08/07,30.9,-0.04,32.0,-0.04,68.0,0.04
1851,2892,第一金,35.55,0.05,0.14,26W32,08/07,31.0,-0.16,31.9,-0.14,68.1,0.14
1852,2385,群光,101.5,-2.0,-1.93,26W32,08/07,30.4,-0.2,31.9,0.01,68.1,-0.01
1853,4950,金耘國際,15.7,0.05,0.32,26W32,08/07,29.1,0.0,31.9,0.0,68.1,0.0
1854,3037,欣興,955.0,-18.0,-1.85,26W32,08/07,29.6,-1.26,31.8,-1.26,68.2,1.28
1855,3252,海灣,15.85,0.05,0.32,26W32,08/07,30.1,-0.03,31.8,-0.03,68.2,0.03
1856,1410,南染,26.35,0.9,3.54,26W32,08/07,28.9,0.0,31.8,0.0,68.2,0.0
1857,00695B,富邦美債7-10,35.23,-0.17,-0.48,26W32,08/07,27.3,-2.14,31.7,-0.07,68.3,0.07
1858,6166,凌華,141.0,-4.0,-2.76,26W32,08/07,27.6,-0.14,31.7,-0.05,68.3,0.05
1859,3703,欣陸,20.4,0.05,0.25,26W32,08/07,30.5,0.04,31.7,-0.06,68.3,0.06
1860,3189,景碩,823.0,-30.0,-3.52,26W32,08/07,30.0,-1.98,31.7,-1.67,68.3,1.67
1861,6577,勁豐,78.7,-0.1,-0.13,26W32,08/07,30.0,0.0,31.7,0.0,68.3,0.0
1862,1603,華電,28.7,0.0,0.0,26W32,08/07,30.1,0.01,31.6,0.11,68.4,-0.11
1863,2029,盛餘,20.7,0.25,1.22,26W32,08/07,31.1,0.0,31.6,0.0,68.4,0.0
1864,2388,威盛,77.9,-1.5,-1.89,26W32,08/07,30.5,-2.89,31.6,-2.91,68.4,2.91
1865,3188,鑫龍騰,23.15,0.0,0.0,26W32,08/07,29.6,0.0,31.5,-0.01,68.5,0.01
1866,1434,福懋,17.25,0.15,0.88,26W32,08/07,30.7,0.11,31.5,0.27,68.5,-0.27
1867,6715,嘉基,333.5,-26.5,-7.36,26W32,08/07,27.6,-1.16,31.5,0.09,68.5,-0.09
1868,2520,冠德,34.7,0.6,1.76,26W32,08/07,30.5,0.0,31.5,0.15,68.5,-0.15
1869,1457,宜進,14.05,0.0,0.0,26W32,08/07,30.0,0.0,31.4,0.0,68.6,0.0
1870,8374,羅昇,80.9,1.0,1.25,26W32,08/07,29.9,0.0,31.4,0.0,68.6,0.0
1871,6835,圓裕,30.9,0.0,0.0,26W32,08/07,31.2,-0.01,31.2,-0.01,68.8,0.01
1872,5465,富驊,21.55,-0.05,-0.23,26W32,08/07,31.2,0.0,31.2,0.0,68.8,0.0
1873,6862,三集瑞-KY,146.0,2.0,1.39,26W32,08/07,31.2,0.0,31.2,0.0,68.8,0.0
1874,1773,勝一,155.0,-4.0,-2.52,26W32,08/07,30.2,-0.19,31.2,-0.18,68.8,0.18
1875,2536,宏普,19.4,1.45,8.08,26W32,08/07,28.1,-0.07,31.1,-0.03,68.9,0.03
1876,6789,采鈺,417.0,-39.5,-8.65,26W32,08/07,29.2,-0.47,31.1,0.04,68.9,-0.04
1877,1475,業旺,27.3,0.2,0.74,26W32,08/07,29.8,0.0,31.0,0.0,69.0,0.0
1878,2948,寶陞,38.65,0.65,1.71,26W32,08/07,28.2,0.0,31.0,0.0,69.0,0.0
1879,8069,元太,196.0,0.0,0.0,26W32,08/07,28.8,-0.52,31.0,-0.37,69.0,0.37
1880,3229,晟鈦,46.55,0.55,1.2,26W32,08/07,31.0,0.0,31.0,0.0,69.0,0.0
1881,2884,玉山金,38.15,0.2,0.53,26W32,08/07,29.8,-0.16,30.9,-0.17,69.1,0.17
1882,1617,榮星,18.2,-0.2,-1.09,26W32,08/07,27.6,-0.01,30.9,-0.01,69.1,0.01
1883,8070,長華*,47.35,0.1,0.21,26W32,08/07,29.9,-0.24,30.8,-0.38,69.2,0.38
1884,1473,台南,19.85,0.05,0.25,26W32,08/07,30.2,0.0,30.8,0.0,69.2,0.0
1885,5607,遠雄港,48.95,0.1,0.2,26W32,08/07,28.5,-0.04,30.7,-0.08,69.3,0.08
1886,4584,君帆,39.7,0.75,1.93,26W32,08/07,21.3,0.0,30.7,0.0,69.3,0.0
1887,8131,福懋科,62.7,-1.6,-2.49,26W32,08/07,29.5,-0.98,30.7,-0.14,69.3,0.14
1888,3044,健鼎,394.0,-3.5,-0.88,26W32,08/07,28.5,0.87,30.7,0.82,69.3,-0.82
1889,4545,銘鈺,32.75,-0.85,-2.53,26W32,08/07,29.4,0.01,30.7,0.01,69.3,-0.01
1890,8059,凱碩,15.1,-0.05,-0.33,26W32,08/07,29.7,0.0,30.6,0.0,69.4,0.0
1891,6884,海柏特,31.8,0.4,1.27,26W32,08/07,30.6,0.0,30.6,0.0,69.4,0.0
1892,3516,亞帝歐,26.5,0.1,0.38,26W32,08/07,27.6,0.03,30.6,0.03,69.4,-0.03
1893,1413,宏洲,9.39,0.12,1.29,26W32,08/07,27.6,-0.08,30.6,-0.08,69.4,0.08
1894,1905,華紙,13.25,-0.25,-1.85,26W32,08/07,30.2,0.07,30.5,-0.17,69.5,0.17
