排名,代號,名稱,成交,漲跌 價,漲跌 幅,持股 資料 週別,更新 日期,持股 800張 以下 (%),800張 以下 增減,持股 1千張 以下 (%),1千張 以下 增減,持股 超過 1千張 (%),超過 1千張 增減
301,00981T,平衡凱基雙核收息,12.02,-0.02,-0.17,26W33,08/14,75.4,1.25,79.0,1.57,21.0,-1.57
302,6799,來頡,84.6,-1.5,-1.74,26W33,08/14,74.9,0.0,79.0,0.0,21.0,0.0
303,6752,叡揚,100.0,-1.0,-0.99,26W33,08/14,73.9,-0.01,78.9,0.0,21.1,0.0
304,3149,正達,67.1,-1.2,-1.76,26W33,08/14,76.4,-7.42,78.9,-6.58,21.1,6.58
305,6909,創控,40.4,-1.2,-2.88,26W33,08/14,73.4,0.11,78.8,0.11,21.2,-0.11
306,00924,復華S&P500成長,33.89,-0.04,-0.12,26W33,08/14,78.3,0.36,78.7,0.36,21.3,-0.36
307,6462,神盾,99.5,-1.5,-1.49,26W33,08/14,76.0,0.14,78.7,0.14,21.3,-0.14
308,00712,復華富時不動產,8.9,0.0,0.0,26W33,08/14,76.8,0.02,78.7,0.03,21.3,-0.03
309,00404A,主動聯博動能50,9.68,-0.06,-0.62,26W33,08/14,77.8,0.52,78.6,0.58,21.4,-0.58
310,1312A,國喬特,20.9,0.0,0.0,26W33,08/14,73.9,0.0,78.6,0.0,21.4,0.0
311,00951,台新日本半導體,18.38,-0.29,-1.55,26W33,08/14,77.6,-0.17,78.5,-0.18,21.5,0.18
312,9110,越南控-DR,3.11,0.03,0.97,26W33,08/14,72.1,-0.01,78.4,-0.01,21.6,0.01
313,3607,谷崧,14.2,-0.1,-0.7,26W33,08/14,74.1,-0.17,78.4,-0.17,21.6,0.17
314,6438,迅得,144.5,-3.0,-2.03,26W33,08/14,71.5,-0.08,78.3,-0.01,21.7,0.01
315,8066,來思達,14.75,0.0,0.0,26W33,08/14,72.8,0.0,78.2,0.0,21.8,0.0
316,3587,閎康,246.0,-4.0,-1.6,26W33,08/14,74.3,-0.02,78.2,-0.02,21.8,0.0
317,00713,元大台灣高息低波,60.85,-0.25,-0.41,26W33,08/14,77.7,0.07,78.2,0.13,21.8,-0.13
318,6411,晶焱,77.2,-2.4,-3.02,26W33,08/14,73.5,-0.96,78.1,0.0,21.9,0.0
319,3540,曜越,20.7,-0.2,-0.96,26W33,08/14,77.2,0.06,78.1,0.0,21.9,0.0
320,3234,光環,136.5,-4.5,-3.19,26W33,08/14,76.6,-1.93,78.1,-1.16,21.9,1.16
321,00631L,元大台灣50正2,35.69,-0.6,-1.65,26W33,08/14,76.3,-1.7,78.1,-1.65,21.9,1.65
322,8176,智捷,10.1,-0.1,-0.98,26W33,08/14,74.2,-0.05,78.1,-0.05,21.9,0.05
323,3710,連展投控,5.15,-0.09,-1.72,26W33,08/14,76.7,-0.01,78.0,-0.01,22.0,0.01
324,6122,擎邦,47.15,0.1,0.21,26W33,08/14,75.6,-0.05,77.9,-0.05,22.1,0.05
325,00685L,群益臺灣加權正2,11.76,-0.15,-1.26,26W33,08/14,75.3,0.01,77.9,0.1,22.1,-0.1
326,6657,華安,30.65,-0.9,-2.85,26W33,08/14,74.6,0.0,77.9,0.0,22.1,0.0
327,4971,IET-KY,480.0,-14.0,-2.83,26W33,08/14,75.8,2.13,77.9,0.02,22.1,-0.02
328,5315,光聯,18.9,-0.15,-0.79,26W33,08/14,76.3,0.05,77.8,0.05,22.2,-0.05
329,4906,正文,36.3,-0.3,-0.82,26W33,08/14,76.0,0.09,77.7,0.48,22.3,-0.48
330,2349,錸德,11.6,0.5,4.5,26W33,08/14,75.5,-0.07,77.6,0.09,22.4,-0.09
331,6885,全福生技,20.3,-0.7,-3.33,26W33,08/14,72.7,-0.01,77.5,0.0,22.5,0.0
332,4714,永捷,10.45,-0.1,-0.95,26W33,08/14,76.0,-0.1,77.5,-0.1,22.5,0.1
333,6151,晉倫,37.8,0.9,2.44,26W33,08/14,71.3,0.01,77.5,0.0,22.5,0.0
334,6423,億而得,81.4,-0.4,-0.49,26W33,08/14,74.5,-0.1,77.5,-0.1,22.5,0.1
335,009810,玉山全球藍籌100,21.7,-0.04,-0.18,26W33,08/14,72.7,-0.01,77.5,-0.11,22.5,0.11
336,5222,全訊,123.0,1.0,0.82,26W33,08/14,73.4,0.19,77.4,0.19,22.6,-0.19
337,5274,信驊,17690.0,200.0,1.14,26W33,08/14,77.4,-0.06,77.4,-0.06,22.6,0.06
338,00714,群益道瓊美國地產,22.35,0.23,1.04,26W33,08/14,77.4,0.77,77.4,-3.71,22.6,3.71
339,8936,國統,50.7,-0.3,-0.59,26W33,08/14,73.8,0.23,77.3,0.58,22.7,-0.58
340,00633L,富邦上証正2,49.81,-1.44,-2.81,26W33,08/14,73.4,-0.76,77.3,-2.13,22.7,2.13
341,6596,寬宏藝術,93.9,-0.4,-0.42,26W33,08/14,77.3,0.0,77.3,0.0,22.7,0.0
342,00982T,平衡兆豐台美動能,15.51,-0.16,-1.02,26W33,08/14,72.1,-2.32,77.2,-6.98,22.8,6.98
343,4909,新復興,39.0,0.0,0.0,26W33,08/14,77.1,0.37,77.1,0.37,22.9,-0.37
344,8071,能率網通,24.4,-0.75,-2.98,26W33,08/14,75.7,1.53,77.1,0.0,22.9,0.0
345,00408A,主動第一金優股息,10.67,0.1,0.95,26W33,08/14,73.5,-1.72,77.1,-2.18,22.9,2.18
