排名,代號,名稱,成交,漲跌 價,漲跌 幅,持股 資料 週別,更新 日期,持股 100張 以下 (%),100張 以下 增減,持股 200張 以下 (%),200張 以下 增減,持股 400張 以下 (%),400張 以下 增減,持股 600張 以下 (%),600張 以下 增減
901,2250,IKKA-KY,59.7,0.4,0.67,26W35,08/28,41.4,0.45,45.8,0.14,48.6,-0.03,48.6,-0.03
902,00981B,第一金優選非投債,9.14,-0.03,-0.33,26W35,08/28,21.8,-0.26,35.1,-0.39,48.6,-0.31,56.6,-0.5
903,4138,曜亞,52.8,0.5,0.96,26W35,08/28,44.7,-0.25,47.6,0.0,48.6,0.0,48.6,0.0
904,1718,中纖,10.75,0.05,0.47,26W35,08/28,39.7,-0.43,44.7,-0.41,48.5,-0.42,50.6,-0.47
905,6615,慧智,34.5,0.1,0.29,26W35,08/28,41.6,0.02,46.2,0.02,48.5,0.0,61.3,0.0
906,4137,麗豐-KY,85.9,-2.0,-2.28,26W35,08/28,37.2,0.45,43.8,0.62,48.5,0.8,50.7,0.27
907,4702,中美實,9.62,0.03,0.31,26W35,08/28,39.9,0.06,44.7,0.07,48.4,-0.48,52.6,0.0
908,6435,大中,260.0,-3.5,-1.33,26W35,08/28,39.7,0.89,44.9,0.43,48.4,1.16,49.7,0.0
909,1537,廣隆,119.0,-0.5,-0.42,26W35,08/28,41.3,0.09,43.8,0.14,48.4,0.13,50.7,0.77
910,8255,朋程,152.0,3.0,2.01,26W35,08/28,39.2,-0.26,43.5,-0.07,48.4,-0.05,50.8,-0.63
911,6141,柏承,58.2,3.3,6.01,26W35,08/28,35.2,1.14,41.9,1.5,48.4,2.78,50.7,1.63
912,5457,宣德,27.95,0.25,0.9,26W35,08/28,38.7,0.26,42.9,0.14,48.4,0.23,49.8,0.29
913,00650L,復華香港正2,17.29,0.02,0.12,26W35,08/28,29.0,0.42,37.4,0.0,48.4,0.02,54.7,0.01
914,4744,皇將,27.5,-0.25,-0.9,26W35,08/28,30.4,-0.14,39.4,-0.15,48.3,-0.15,54.5,-0.19
915,3114,好德,33.9,0.1,0.3,26W35,08/28,35.5,0.13,40.3,-0.37,48.2,0.0,51.8,0.0
916,2468,華經,33.9,-0.35,-1.02,26W35,08/28,43.1,0.47,46.8,0.27,48.2,0.24,49.0,1.01
917,6186,新潤,32.5,-0.45,-1.37,26W35,08/28,38.0,0.16,44.0,0.18,48.2,0.18,50.1,-0.04
918,3294,英濟,31.0,-0.25,-0.8,26W35,08/28,40.6,-0.03,44.0,-0.15,48.2,-0.02,49.3,-0.02
919,4991,環宇-KY,520.0,-18.0,-3.35,26W35,08/28,37.3,-0.3,41.2,-0.39,48.1,-0.96,50.7,-1.71
920,1305,華夏,12.1,-0.3,-2.42,26W35,08/28,39.5,-0.28,44.1,-0.21,48.1,-0.47,50.3,-0.32
921,6515,穎崴,6250.0,145.0,2.38,26W35,08/28,29.2,0.77,39.8,0.64,48.1,-0.74,54.5,0.09
922,8040,九暘,72.3,0.7,0.98,26W35,08/28,38.3,-0.03,43.0,-0.12,48.1,-0.1,52.3,-0.07
923,5015,華祺,22.1,0.1,0.45,26W35,08/28,39.6,-0.06,43.2,-0.01,48.0,-0.01,52.9,0.0
924,6708,天擎,37.1,-0.4,-1.07,26W35,08/28,35.0,-0.04,45.1,-0.02,47.9,0.0,52.5,0.0
925,3623,富晶通,22.2,0.25,1.14,26W35,08/28,40.3,-0.07,44.2,-0.04,47.9,-0.03,51.8,0.0
926,4562,穎漢,31.65,-0.6,-1.86,26W35,08/28,43.0,-0.11,45.3,0.05,47.9,0.05,49.2,0.05
927,3032,偉訓,79.8,0.1,0.13,26W35,08/28,36.4,-0.08,42.2,0.03,47.8,0.01,52.6,-0.01
928,4554,橙的,29.8,1.0,3.47,26W35,08/28,35.9,0.76,41.7,0.79,47.8,0.0,49.4,0.0
929,911622,泰聚亨-DR,3.62,0.02,0.56,26W35,08/28,36.0,-0.06,42.6,-0.08,47.8,-0.08,53.3,-0.01
930,00638R,元大滬深300反1,6.59,-0.04,-0.6,26W35,08/28,23.6,0.17,38.7,-0.13,47.7,-1.17,55.8,-1.17
931,2065,世豐,36.65,-0.3,-0.81,26W35,08/28,40.7,-0.11,44.1,-0.46,47.7,-0.15,50.2,-0.15
932,2455,全新,434.0,1.0,0.23,26W35,08/28,34.0,-1.36,40.0,-1.82,47.7,-1.25,52.1,-1.54
933,6598,ABC-KY,28.75,-0.25,-0.86,26W35,08/28,29.8,-0.04,37.4,-0.32,47.7,0.04,55.0,0.02
934,6649,台生材,35.1,-0.05,-0.14,26W35,08/28,25.8,0.28,35.0,-0.02,47.6,-0.02,57.5,0.0
935,1569,濱川,46.3,1.55,3.46,26W35,08/28,35.5,0.11,41.7,-0.2,47.6,0.08,53.1,0.04
936,9942,茂順,116.0,0.0,0.0,26W35,08/28,35.1,0.07,40.7,0.1,47.6,-0.03,50.3,0.0
937,2488,漢平,48.5,0.0,0.0,26W35,08/28,33.8,0.0,38.1,-0.26,47.5,0.55,53.2,-0.05
938,1336,台翰,16.7,-0.35,-2.05,26W35,08/28,31.8,-0.25,39.8,0.21,47.5,-0.01,53.9,1.46
939,4952,凌通,51.9,-0.7,-1.33,26W35,08/28,41.0,0.03,44.5,-0.21,47.5,-0.1,48.3,-0.57
940,1786,科妍,48.8,-0.8,-1.61,26W35,08/28,36.4,-0.02,40.3,0.03,47.4,0.04,52.2,0.01
941,00763U,期街口道瓊銅,35.01,-0.07,-0.2,26W35,08/28,38.3,-0.12,41.9,0.1,47.4,0.46,47.4,0.46
942,5609,中菲行,77.9,-0.3,-0.38,26W35,08/28,38.8,-0.05,42.3,0.2,47.4,-0.04,49.8,-0.04
943,4147,中裕,64.1,-4.0,-5.87,26W35,08/28,33.8,-0.36,40.5,-0.23,47.4,0.12,50.1,0.17
944,4912,聯德控股-KY,99.2,1.0,1.02,26W35,08/28,34.1,0.37,41.7,-0.69,47.4,-1.21,55.3,-1.43
945,1707,葡萄王,89.3,-1.3,-1.43,26W35,08/28,37.7,0.21,41.8,0.1,47.4,-0.03,50.4,-0.28
946,00953B,群益優選非投等債,9.63,-0.05,-0.52,26W35,08/28,22.4,0.07,34.8,0.24,47.4,0.34,54.4,0.35
947,6516,勤崴國際,58.3,0.2,0.34,26W35,08/28,31.4,-0.09,38.4,0.18,47.3,0.81,49.8,0.05
948,6840,東研信超,98.4,0.1,0.1,26W35,08/28,29.7,-1.66,35.8,-2.0,47.3,-2.5,51.9,0.44
949,1308,亞聚,13.85,-0.25,-1.77,26W35,08/28,38.7,-0.41,43.3,-0.43,47.2,-0.47,49.0,-0.32
950,6155,鈞寶,59.2,1.4,2.42,26W35,08/28,40.7,-0.18,43.4,-0.43,47.2,-0.05,49.4,0.06
951,8933,愛地雅,4.68,0.04,0.86,26W35,08/28,36.9,-0.05,42.5,-0.15,47.2,-0.08,49.5,-0.08
952,8215,明基材,26.2,1.35,5.43,26W35,08/28,39.8,0.01,43.6,0.08,47.2,-0.05,48.7,-0.23
953,6405,悅城,40.25,-0.05,-0.12,26W35,08/28,33.8,0.51,39.4,0.59,47.2,0.43,53.8,-0.05
954,00980T,平衡凱基美國TOP,11.75,0.06,0.51,26W35,08/28,37.7,-0.48,42.6,-0.33,47.1,-0.33,49.6,-0.31
955,2743,山富,59.3,-0.8,-1.33,26W35,08/28,41.7,-0.32,45.0,0.03,47.1,0.0,48.2,0.0
956,2063,世鎧,23.95,-0.3,-1.24,26W35,08/28,30.1,0.19,36.3,0.18,47.1,0.18,53.4,1.35
957,009829,大華韓國KOSPI50,10.41,-0.13,-1.23,26W35,08/28,35.4,-7.71,41.2,-7.48,47.1,-5.11,49.8,-4.45
958,4949,有成精密,74.4,-1.8,-2.36,26W35,08/28,34.6,-0.44,39.7,0.06,47.0,-0.04,56.3,-0.11
959,5202,力新,11.9,-0.1,-0.83,26W35,08/28,36.5,0.1,42.3,0.39,47.0,0.6,48.2,0.01
960,1597,直得,152.0,4.5,3.05,26W35,08/28,37.1,-1.1,39.9,-0.92,46.9,-0.85,50.8,-1.4
961,4908,前鼎,190.0,-5.5,-2.81,26W35,08/28,38.1,-1.06,42.3,-0.39,46.9,0.08,48.2,0.66
962,2634,漢翔,67.8,-2.5,-3.56,26W35,08/28,39.9,2.44,44.7,2.66,46.9,2.58,47.9,2.43
963,5348,正能量智能,16.25,0.0,0.0,26W35,08/28,29.8,0.0,38.2,0.0,46.9,0.0,50.3,0.0
964,1611,中電,11.95,-0.05,-0.42,26W35,08/28,38.9,0.06,42.5,0.01,46.9,-0.06,50.9,0.13
965,6962,奕力-KY,31.15,-0.2,-0.64,26W35,08/28,35.7,-0.07,42.6,0.01,46.8,0.21,49.5,-0.04
966,2002,中鋼,19.05,-0.1,-0.52,26W35,08/28,37.6,-0.06,42.3,-0.08,46.8,-0.08,48.8,-0.08
967,1723,中碳,86.3,-0.3,-0.35,26W35,08/28,40.8,-0.22,43.6,-0.25,46.8,-0.39,50.1,-0.22
968,6195,詩肯,27.9,0.05,0.18,26W35,08/28,40.6,-0.04,43.3,-0.04,46.7,0.0,47.6,0.0
969,6113,亞矽,23.05,-0.25,-1.07,26W35,08/28,36.6,-0.29,40.5,-0.45,46.7,-0.02,47.8,0.0
970,5215,科嘉-KY,39.0,-0.1,-0.26,26W35,08/28,35.8,-0.03,42.4,-0.35,46.7,-0.04,50.6,-0.04
971,2459,敦吉,67.1,0.0,0.0,26W35,08/28,32.9,-0.14,39.8,0.12,46.6,0.04,53.9,0.04
972,3716,中化控股,34.85,-0.3,-0.85,26W35,08/28,39.8,0.42,44.1,0.04,46.6,0.31,49.4,-0.18
973,4735,豪展,38.9,0.55,1.43,26W35,08/28,38.8,0.36,42.5,-0.1,46.6,0.0,51.0,0.0
974,6861,睿生光電,193.5,-0.5,-0.26,26W35,08/28,35.8,-0.26,39.1,-0.31,46.6,0.52,48.8,0.47
975,2426,鼎元,96.1,-0.5,-0.52,26W35,08/28,38.1,-6.34,42.4,-6.61,46.6,-5.99,48.4,-6.33
976,2404,漢唐,1075.0,0.0,0.0,26W35,08/28,31.9,0.01,38.1,0.41,46.5,-0.07,52.4,-0.59
977,00634R,富邦上証反1,3.11,-0.01,-0.32,26W35,08/28,23.2,0.97,33.6,1.0,46.5,2.23,49.0,2.35
978,3105,穩懋,439.0,-6.5,-1.46,26W35,08/28,39.1,-4.21,42.7,-3.79,46.5,-4.1,50.2,-3.53
979,8109,博大,130.5,0.0,0.0,26W35,08/28,31.4,0.36,38.0,0.41,46.5,0.59,52.7,0.0
980,7712,博盛半導體,160.0,4.0,2.56,26W35,08/28,30.0,0.81,37.8,1.2,46.4,-1.35,53.7,0.0
981,1714,和桐,16.7,0.15,0.91,26W35,08/28,36.3,0.08,41.6,0.05,46.4,0.25,48.6,0.26
982,2030,彰源,22.8,-0.2,-0.87,26W35,08/28,39.8,-1.18,43.7,-1.73,46.4,-1.43,48.6,-1.59
983,6874,倍力,82.8,0.8,0.98,26W35,08/28,34.8,0.08,38.3,0.0,46.4,0.0,53.1,0.0
984,2427,三商電,22.6,-0.25,-1.09,26W35,08/28,39.2,-0.08,42.5,-0.06,46.4,-0.07,47.3,-0.38
985,3372,典範,15.35,0.25,1.66,26W35,08/28,38.7,0.19,42.8,0.09,46.4,0.39,47.6,0.0
986,3511,矽瑪,20.0,-0.1,-0.5,26W35,08/28,40.9,0.1,43.4,-0.13,46.2,0.06,46.8,0.02
987,8107,大億金茂,12.45,-0.15,-1.19,26W35,08/28,36.0,0.01,40.3,0.0,46.2,0.01,48.2,0.01
988,2605,新興,35.05,0.65,1.89,26W35,08/28,38.0,0.8,42.5,1.37,46.1,1.35,49.3,1.66
989,6792,詠業,59.5,0.5,0.85,26W35,08/28,33.6,-0.04,39.3,-0.45,46.1,0.0,48.4,0.0
990,00680L,元大美債20正2,6.48,-0.08,-1.22,26W35,08/28,22.9,0.2,34.1,0.28,46.0,0.32,53.1,0.46
991,6234,高僑,36.8,0.1,0.27,26W35,08/28,39.4,-0.1,43.1,-0.44,46.0,-0.17,46.6,-0.75
992,3230,錦明,46.35,-1.0,-2.11,26W35,08/28,37.1,-1.7,43.1,-1.35,46.0,-1.35,47.0,-1.35
993,3570,大塚,164.5,0.0,0.0,26W35,08/28,39.3,-0.05,43.4,-0.04,46.0,-0.04,46.0,-0.04
994,1512,瑞利,6.41,-0.05,-0.77,26W35,08/28,33.1,0.27,39.5,0.19,46.0,-0.03,49.9,-0.03
995,3591,艾笛森,22.2,0.0,0.0,26W35,08/28,36.7,-0.6,41.6,-0.66,46.0,-0.59,48.9,-0.72
996,6969,成信實業*-創,35.15,0.35,1.01,26W35,08/28,26.5,0.29,35.8,0.07,46.0,-0.93,51.5,0.0
997,5701,劍湖山,4.3,0.27,6.7,26W35,08/28,34.6,0.01,41.0,-0.24,46.0,0.1,48.3,0.12
998,3167,大量,783.0,41.0,5.53,26W35,08/28,30.3,1.83,35.5,1.66,46.0,2.86,53.6,1.23
999,8240,華宏,44.8,-0.9,-1.97,26W35,08/28,36.7,0.21,41.1,-0.04,45.9,0.48,49.0,0.05
1000,4169,泰宗,154.0,-2.5,-1.6,26W35,08/28,28.5,0.14,35.6,-0.05,45.9,-0.02,50.3,-0.02
1001,5432,新門,152.5,-1.0,-0.65,26W35,08/28,44.5,1.12,45.9,0.0,45.9,0.0,48.6,0.0
1002,6210,慶生,18.05,0.0,0.0,26W35,08/28,33.9,-0.03,38.5,-0.03,45.9,0.0,49.6,0.0
1003,2038,海光,12.8,-0.1,-0.78,26W35,08/28,38.7,-0.09,42.3,-0.05,45.8,0.0,48.0,-0.03
1004,5603,陸海,14.25,-0.1,-0.7,26W35,08/28,36.2,0.26,42.0,0.2,45.8,0.5,48.0,0.64
