排名,代號,名稱,成交,漲跌 價,漲跌 幅,更新 日期,當日 增減 (%),2日 增減 (%),3日 增減 (%),5日 增減 (%),10日 增減 (%),1個月 增減 (%),3個月 增減 (%),半年 增減 (%),1年 增減 (%),今年 增減 (%)
1,8121,越峰,29.2,-2.5,-7.89,07/28,0.0,500.0,500.0,500.0,,,,,-94.7,
2,00406A,主動中信台灣收益,8.53,-0.6,-6.57,07/28,54.8,217.0,219.0,191.0,246.0,111500.0,,,,
3,3152,璟德,218.5,-13.5,-5.82,07/28,67.9,80.8,104.0,161.0,422.0,,-97.2,-97.9,-91.8,-97.1
4,6139,亞翔,704.0,-58.0,-7.61,07/28,20.0,48.7,66.4,101.0,153.0,221.0,266.0,160.0,55.6,172.0
5,5351,鈺創,75.3,-8.3,-9.93,07/28,21.7,34.3,45.8,100.0,72.5,141.0,-19.9,46.6,-19.0,-17.4
6,4442,竣邦-KY,62.5,2.8,4.69,07/28,16.9,61.7,85.4,100.0,94.9,100.0,90.0,15.2,,46.2
7,6226,光鼎,20.5,1.85,9.92,07/28,6.71,16.8,35.8,83.5,83.5,15.2,,,,
8,6138,茂達,287.5,-30.5,-9.59,07/28,8.04,20.4,30.9,79.8,36.4,304.0,353.0,446.0,182.0,356.0
9,00741B,富邦全球非投等債,37.88,-0.12,-0.32,07/28,1.19,77.1,77.1,77.1,77.1,77.1,77.1,-24.1,-76.5,-24.1
10,6830,汎銓,374.0,-0.5,-0.13,07/28,16.5,23.5,63.4,75.3,48.8,30.9,64.1,61.9,14.5,7.37
11,5386,青雲,223.5,-24.5,-9.88,07/28,3.43,3.43,6.2,71.7,11.0,-26.6,23.4,-31.3,93.8,-29.0
12,7709,榮田,65.0,-3.4,-4.97,07/28,5.65,9.36,16.9,68.5,64.0,160.0,65.5,,,
13,6579,研揚,162.5,-7.0,-4.13,07/28,1.0,13.6,46.1,67.9,111.0,142.0,47.6,25.4,105.0,33.9
14,8084,巨虹,42.45,-0.55,-1.28,07/28,0.0,4.35,9.09,65.5,1500.0,0.0,0.0,0.0,-40.7,0.0
