代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,外資 連續 買賣 日數,外資 連續 買賣 張數,外資 連續 買賣 佔 成交 (%),外資 連續 買賣 佔發 行量 (%),投信 連續 買賣 日數,投信 連續 買賣 張數,投信 連續 買賣 佔 成交 (%),投信 連續 買賣 佔發 行量 (%),自營 商 連續 買賣 日數,自營 商 連續 買賣 張數,自營 商 連續 買賣 佔 成交 (%),自營 商 連續 買賣 佔發 行量 (%),三大 法人 連續 買賣 日數,三大 法人 連續 買賣 張數,三大 法人 連續 買賣 佔 成交 (%),三大 法人 連續 買賣 佔發 行量 (%)
8415,大國鋼,38.4,0.1,0.26,07/30,18,5827,40.6,0.56,0,0,0.0,0.0,-1,-45,-4.48,0.0,18,5304,37.0,0.51
2618,長榮航,41.75,0.3,0.72,07/30,17,426019,45.2,7.89,-2,-2906,-2.9,-0.05,5,2821,1.12,0.05,19,381256,37.3,7.06
2603,長榮,201.0,-0.5,-0.25,07/30,16,69103,41.3,3.19,5,381,0.93,0.02,3,634,2.32,0.03,5,11075,27.1,0.51
8482,商億-KY,51.4,1.7,3.42,07/30,16,65,54.6,0.06,0,0,0.0,0.0,1,1,14.0,0.0,14,66,58.5,0.06
00931B,統一美債20年,13.26,-0.28,-2.07,07/30,15,9246,25.8,0.42,0,0,0.0,0.0,5,4643,32.7,0.21,5,8604,60.6,0.39
3045,台灣大,114.0,0.5,0.44,07/30,15,126712,47.4,3.4,5,1164,1.82,0.03,4,1475,2.94,0.04,15,117347,43.9,3.15
4904,遠傳,105.5,-1.0,-0.94,07/30,15,71115,32.1,1.97,-2,-2109,-6.13,-0.06,1,291,1.93,0.01,11,54030,32.4,1.5
5213,亞昕,21.4,0.0,0.0,07/30,15,1292,31.3,0.18,0,0,0.0,0.0,-1,0,0.0,0.0,15,1291,31.3,0.18
00857B,永豐20年美公債,22.94,-0.44,-1.88,07/30,14,8761,37.8,1.67,0,0,0.0,0.0,4,4648,49.0,0.88,5,7469,74.8,1.42
1788,杏昌,129.5,0.0,0.0,07/30,14,104,24.4,0.23,0,0,0.0,0.0,0,0,0.0,0.0,14,104,24.4,0.23
3034,聯詠,491.0,-14.0,-2.77,07/30,14,22015,27.5,3.62,-1,-22,-0.51,0.0,1,181,4.26,0.03,17,19220,19.5,3.16
3679,新至陞,109.5,-5.5,-4.78,07/30,14,207,26.4,0.33,0,0,0.0,0.0,-1,-2,-2.42,0.0,5,118,29.8,0.19
00717,富邦美國特別股,14.77,-0.04,-0.27,07/30,13,1455,64.4,1.19,0,0,0.0,0.0,-1,-50,-41.8,-0.04,3,415,76.5,0.34
00859B,群益0-1年美債,41.74,0.08,0.19,07/30,13,2225,7.1,8.9,0,0,0.0,0.0,2,240,5.24,0.96,3,788,11.7,3.15
1402,遠東新,27.15,-0.1,-0.37,07/30,13,116631,41.6,2.18,5,5795,6.83,0.11,1,822,5.89,0.02,13,134221,47.8,2.51
2002,中鋼,18.95,0.0,0.0,07/30,13,218371,37.5,1.39,3,165,0.13,0.0,2,627,0.68,0.0,13,225064,38.7,1.43
8027,鈦昇,144.0,-13.5,-8.57,07/30,13,4018,19.7,3.63,0,0,0.0,0.0,-3,-131,-1.03,-0.12,13,4017,19.7,3.63
9945,潤泰新,26.7,0.65,2.5,07/30,13,26870,33.3,0.94,-1,-4,-0.04,0.0,2,131,0.69,0.0,13,27037,33.5,0.95
1525,江申,68.0,0.1,0.15,07/30,12,50,25.7,0.07,0,0,0.0,0.0,-1,-1,-1.65,0.0,6,30,26.0,0.04
