排名,代號,名稱,成交,漲跌 價,漲跌 幅,更新 日期,當日 增減 (%),2日 增減 (%),3日 增減 (%),5日 增減 (%),10日 增減 (%),1個月 增減 (%),3個月 增減 (%),半年 增減 (%),1年 增減 (%),今年 增減 (%)
1,4139,馬光-KY,42.0,2.05,5.13,07/22,,,,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2,5904,寶雅,631.0,-2.0,-0.32,07/22,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
3,8450,霹靂,15.05,-0.05,-0.33,07/22,,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
4,00939,統一台灣高息動能,21.68,0.28,1.31,07/22,-1.31,-1.31,-61.9,-62.3,-59.2,-75.0,-83.3,-74.6,81.1,-53.9
5,00404A,主動聯博動能50,9.6,0.19,2.02,07/22,0.0,0.0,0.0,-60.1,-49.3,,,,,
6,00988B,玉山嚴選非投債,20.0,0.01,0.05,07/22,0.0,-51.1,-51.1,-50.1,203.0,814.0,,,,
7,2347,聯強,88.2,2.9,3.4,07/22,-4.01,-14.0,-23.5,-48.9,-35.1,-37.9,36.1,75.0,-34.7,22.7
8,4908,前鼎,144.5,6.5,4.71,07/22,-14.8,-20.0,-23.0,-48.1,-49.0,-46.8,-13.0,-58.9,-27.9,-57.7
9,4991,環宇-KY,420.5,38.0,9.93,07/22,-4.27,-4.74,-21.3,-45.9,-37.8,-6.58,-7.03,-55.7,-67.1,-26.3
10,4551,智伸科,182.0,-0.5,-0.27,07/22,2.41,0.79,2.13,-45.4,-49.9,-50.1,-56.1,-65.4,-49.9,-70.8
11,8481,政伸,40.2,-0.05,-0.12,07/22,0.0,-14.7,-39.6,-43.1,-51.7,-55.4,-40.8,-12.1,-12.1,11.5
12,2404,漢唐,1175.0,25.0,2.17,07/22,-0.77,-6.8,-42.6,-42.9,-43.6,-53.5,-74.4,-15.4,5.79,-28.2
13,4764,雙鍵,290.5,-2.5,-0.85,07/22,-3.9,-3.9,-21.8,-41.8,-34.3,-46.7,28.2,-14.2,885.0,9.24
14,2027,大成鋼,43.75,2.6,6.32,07/22,0.89,-13.6,-12.2,-40.5,-47.3,-70.3,-90.2,-82.5,1.53,-73.9
15,1402,遠東新,27.2,-0.15,-0.55,07/22,-16.3,-20.6,-25.6,-39.9,3.1,35.8,-68.8,234.0,280.0,168.0
16,2375,凱美,145.5,6.5,4.68,07/22,4.99,2.06,-5.48,-38.8,-42.9,-2.42,-28.2,-23.2,39.2,-55.8
17,2105,正新,31.25,-1.0,-3.1,07/22,-7.6,-15.8,-22.0,-38.0,-52.3,-62.0,14.3,-65.3,-36.1,-62.8
18,4568,科際精密,39.55,-0.2,-0.5,07/22,0.0,0.0,0.0,-37.9,-37.9,-44.0,-41.1,-34.4,-30.4,-34.4
19,6415,矽力*-KY,483.5,22.0,4.77,07/22,1.62,-3.77,-8.91,-36.2,-44.2,-47.5,-67.8,-29.0,-56.4,101.0
20,5607,遠雄港,50.0,-0.3,-0.6,07/22,0.0,-4.65,-2.8,-35.7,-36.2,-42.3,-54.4,-52.4,-73.9,-57.8
21,3711,日月光投控,656.0,23.0,3.63,07/22,1.25,-31.5,-32.5,-35.2,-52.8,-63.0,-58.8,-33.8,-71.6,-29.2
22,6121,新普,381.5,11.0,2.97,07/22,0.92,-6.43,-11.4,-35.1,-26.8,-31.9,-20.2,49.2,3.42,2.73
23,2062,橋椿,18.9,-0.05,-0.26,07/22,0.18,0.36,2.65,-33.5,-31.1,-30.7,-32.1,-26.7,-68.8,-34.8
