代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 週別,更新 日期,外資 連續 買賣 週數,外資 連續 買賣 張數,外資 連續 買賣 佔 成交 (%),外資 連續 買賣 佔發 行量 (%),投信 連續 買賣 週數,投信 連續 買賣 張數,投信 連續 買賣 佔 成交 (%),投信 連續 買賣 佔發 行量 (%),自營 商 連續 買賣 週數,自營 商 連續 買賣 張數,自營 商 連續 買賣 佔 成交 (%),自營 商 連續 買賣 佔發 行量 (%),三大 法人 連續 買賣 週數,三大 法人 連續 買賣 張數,三大 法人 連續 買賣 佔 成交 (%),三大 法人 連續 買賣 佔發 行量 (%)
0050,元大台灣50,108.8,-0.55,-0.5,26W27,07/02,-2,-316676,-25.6,-1.53,22,200923,1.39,0.97,1,539,0.15,0.0,1,10601,2.91,0.05
2542,興富發,43.1,0.75,1.77,26W27,07/02,-1,-15106,-38.5,-0.7,9,96032,14.4,4.42,-2,-974,-1.02,-0.04,-1,-3224,-8.22,-0.15
2376,技嘉,338.5,1.0,0.3,26W27,07/02,-3,-12659,-13.0,-1.89,8,23179,4.02,3.46,1,188,0.7,0.03,1,990,3.7,0.15
2492,華新科,561.0,-42.0,-6.97,26W27,07/02,1,4602,37.6,0.95,8,20404,4.41,4.21,-2,-3987,-4.93,-0.82,1,4133,33.7,0.85
6770,力積電,74.7,0.4,0.54,26W27,07/02,-5,-409074,-7.97,-8.69,8,11123,0.12,0.24,-1,-343,-0.04,-0.01,-1,-65153,-7.78,-1.38
1216,統一,74.9,0.4,0.54,26W27,07/02,-3,-51611,-28.3,-0.91,7,116504,22.0,2.05,2,2274,1.9,0.04,2,11186,9.35,0.2
2351,順德,213.0,7.5,3.65,26W27,07/02,1,459,1.92,0.25,7,4633,1.73,2.54,-2,-129,-0.13,-0.07,1,873,3.65,0.48
2352,佳世達,31.9,-0.45,-1.39,26W27,07/02,-2,-14757,-7.17,-0.93,7,31999,5.76,2.02,1,338,0.21,0.02,4,16970,6.08,1.07
2382,廣達,369.0,-3.0,-0.81,26W27,07/02,-8,-282386,-18.7,-7.31,7,312391,22.6,8.09,3,1493,0.7,0.04,1,10461,22.9,0.27
2886,兆豐金,46.0,-0.15,-0.33,26W27,07/02,-3,-309263,-45.6,-2.08,7,475481,30.6,3.21,4,9046,1.04,0.06,10,153950,8.28,1.04
