代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 週別,更新 日期,外資 連續 買賣 週數,外資 連續 買賣 張數,外資 連續 買賣 佔 成交 (%),外資 連續 買賣 佔發 行量 (%),投信 連續 買賣 週數,投信 連續 買賣 張數,投信 連續 買賣 佔 成交 (%),投信 連續 買賣 佔發 行量 (%),自營 商 連續 買賣 週數,自營 商 連續 買賣 張數,自營 商 連續 買賣 佔 成交 (%),自營 商 連續 買賣 佔發 行量 (%),三大 法人 連續 買賣 週數,三大 法人 連續 買賣 張數,三大 法人 連續 買賣 佔 成交 (%),三大 法人 連續 買賣 佔發 行量 (%)
0050,元大台灣50,108.35,-0.45,-0.41,26W27,07/03,-2,-336663,-25.6,-1.62,22,203723,1.4,0.98,-12,-768189,-10.1,-3.7,-2,-438852,-33.3,-2.11
2542,興富發,43.65,0.55,1.28,26W27,07/03,-1,-11565,-24.6,-0.53,9,96370,14.3,4.43,-2,-803,-0.78,-0.04,5,30933,7.36,1.42
2376,技嘉,338.5,0.0,0.0,26W27,07/03,-3,-13815,-13.6,-2.06,8,24214,4.17,3.61,1,349,1.14,0.05,1,1031,3.37,0.15
1216,統一,76.3,1.4,1.87,26W27,07/03,1,4205,7.4,0.07,7,116548,21.3,2.05,2,2788,2.05,0.05,2,20482,15.1,0.36
2351,順德,207.5,-5.5,-2.58,26W27,07/03,-3,-4739,-3.86,-2.6,7,4633,1.7,2.54,-2,-112,-0.11,-0.06,1,272,0.97,0.15
2352,佳世達,32.2,0.3,0.94,26W27,07/03,-2,-19012,-8.31,-1.2,7,37921,6.55,2.4,1,438,0.24,0.03,4,18737,6.2,1.19
2382,廣達,377.0,8.0,2.17,26W27,07/03,1,1127,1.92,0.03,7,314366,22.5,8.14,3,1896,0.83,0.05,1,14067,23.9,0.36
2886,兆豐金,45.5,-0.5,-1.09,26W27,07/03,-3,-311525,-44.5,-2.1,7,480153,30.5,3.24,4,11283,1.26,0.08,10,158597,8.43,1.07
2892,第一金,32.4,0.3,0.93,26W27,07/03,-2,-194543,-35.4,-1.35,7,359818,16.7,2.5,9,7110,0.28,0.05,5,376194,26.3,2.62
2912,統一超,231.0,2.5,1.09,26W27,07/03,1,783,5.36,0.08,7,59860,27.1,5.76,-2,-295,-0.85,-0.03,2,2055,5.94,0.2
3045,台灣大,116.5,-2.0,-1.69,26W27,07/03,-1,-43779,-49.1,-1.18,7,77198,15.8,2.07,2,1894,1.41,0.05,-1,-18652,-20.9,-0.5
6138,茂達,400.0,-18.5,-4.42,26W27,07/03,-3,-2994,-7.38,-3.96,7,1355,1.82,1.79,1,54,0.23,0.07,-2,-2717,-7.65,-3.59
8926,台汽電,75.0,2.0,2.74,26W27,07/03,-2,-20429,-23.3,-2.46,7,14151,3.31,1.7,1,26,0.07,0.0,-2,-10422,-11.9,-1.26
1303,南亞,197.0,0.0,0.0,26W27,07/03,1,17012,8.79,0.21,6,122287,5.38,1.54,-2,-6713,-1.08,-0.08,6,288700,12.7,3.64
2377,微星,143.0,0.0,0.0,26W27,07/03,-1,-9478,-7.95,-1.12,6,42556,5.07,5.04,-2,-2846,-1.6,-0.34,5,36359,5.78,4.3
2379,瑞昱,783.0,-28.0,-3.45,26W27,07/03,-2,-12420,-18.1,-2.41,6,35265,18.5,6.84,-2,-639,-0.93,-0.12,-2,-5563,-8.1,-1.08
2633,台灣高鐵,26.8,0.4,1.52,26W27,07/03,-11,-170260,-22.8,-3.03,6,92202,15.4,1.64,1,220,0.43,0.0,-2,-4596,-3.23,-0.08
2880,華南金,37.65,1.05,2.87,26W27,07/03,-2,-95411,-29.6,-0.69,6,424999,28.0,3.05,4,10663,1.66,0.08,1,6626,7.07,0.05
2890,永豐金,39.7,0.2,0.51,26W27,07/03,-2,-153103,-24.2,-1.06,6,283257,16.3,1.95,2,5055,0.8,0.03,6,435462,25.1,3.0
4961,天鈺,173.0,7.0,4.22,26W27,07/03,1,38,0.71,0.03,6,1271,4.02,1.05,1,6,0.11,0.0,1,474,8.79,0.39
6274,台燿,1790.0,100.0,5.92,26W27,07/03,1,254,0.89,0.09,6,12138,6.17,4.1,1,131,0.46,0.04,1,1268,4.44,0.43
00679B,元大美債20年,27.06,0.1,0.37,26W27,07/03,-1,-30127,-21.3,-0.46,5,1150,0.12,0.02,29,1466340,26.4,22.2,34,2217771,35.1,33.5
00687B,國泰20年美債,28.15,0.12,0.43,26W27,07/03,3,225950,49.5,4.61,5,1150,0.15,0.02,26,1020631,24.3,20.8,28,2442300,54.9,49.8
00795B,中信美國公債20年,27.24,0.08,0.29,26W27,07/03,11,151861,36.5,9.5,5,400,0.21,0.03,1,5891,18.7,0.37,15,220347,37.1,13.8
1210,大成,58.0,0.4,0.69,26W27,07/03,2,4257,13.1,0.48,5,48198,36.5,5.39,3,820,1.75,0.09,5,18403,13.9,2.06
1402,遠東新,29.1,0.7,2.46,26W27,07/03,-2,-60311,-25.8,-1.13,5,221889,21.3,4.15,1,276,0.27,0.01,3,75008,20.8,1.4
2855,統一證,51.9,2.15,4.32,26W27,07/03,-5,-107090,-27.5,-6.69,5,74254,19.1,4.64,0,0,0.0,0.0,-5,-32837,-8.44,-2.05
2884,玉山金,33.7,0.0,0.0,26W27,07/03,-2,-118192,-18.1,-0.73,5,139913,9.01,0.87,4,6200,0.51,0.04,1,20467,6.74,0.13
6670,復盛應用,259.0,4.5,1.77,26W27,07/03,1,101,2.52,0.07,5,3891,16.6,2.79,1,29,0.72,0.02,2,1220,9.81,0.88
1476,儒鴻,323.5,8.5,2.7,26W27,07/03,1,212,3.15,0.08,4,2474,7.11,0.9,-1,-11,-0.17,0.0,2,729,4.45,0.27
1560,中砂,756.0,-13.0,-1.69,26W27,07/03,-1,-46,-0.68,-0.03,4,1351,4.67,0.9,1,9,0.13,0.01,5,3529,9.38,2.36
2903,遠百,22.05,0.0,0.0,26W27,07/03,-2,-15356,-35.3,-1.08,4,13555,17.9,0.96,-2,-267,-0.61,-0.02,-2,-5505,-12.7,-0.39
