排名,代號,名稱,成交,漲跌 價,漲跌 幅,更新 日期,當日 增減 (%),2日 增減 (%),3日 增減 (%),5日 增減 (%),10日 增減 (%),1個月 增減 (%),3個月 增減 (%),半年 增減 (%),1年 增減 (%),今年 增減 (%)
1,1459,聯發,11.8,0.2,1.72,07/15,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,,-100.0
2,6276,安鈦克,22.0,0.0,0.0,07/15,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
3,8923,時報,18.75,0.0,0.0,07/15,,,,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
4,3152,璟德,257.0,-1.0,-0.39,07/15,-22.2,75.0,-77.4,-79.4,,,-99.6,-99.6,-98.8,-99.6
5,6838,台新藥,24.2,0.6,2.54,07/15,0.0,0.0,0.0,-66.7,-66.7,-74.5,-95.2,-99.1,-99.3,-99.2
6,2867,三商壽,8.85,0.02,0.23,07/15,-47.4,-66.1,-69.1,-65.2,-66.2,-77.1,-16.2,,,
7,6899,創為精密,52.6,-0.1,-0.19,07/15,0.0,0.0,-58.3,-57.7,-58.9,-57.1,100.0,-9.09,-9.09,-9.09
8,3149,正達,90.2,2.9,3.32,07/15,-15.1,-27.4,-41.9,-50.5,-40.7,-27.9,-9.76,-38.1,132.0,-28.6
9,5386,青雲,373.5,26.5,7.64,07/15,-32.0,-35.8,-39.0,-48.2,-52.9,-54.6,43.5,-57.6,14.6,-56.5
10,6907,雅特力-KY,232.5,21.0,9.93,07/15,6.72,10.4,17.6,-42.5,-43.0,-19.1,,,,
11,2618,長榮航,42.15,1.35,3.31,07/15,-23.8,-34.1,-40.9,-41.5,-42.1,-64.3,-31.4,-19.9,-15.8,-42.1
12,1464,得力,10.8,0.25,2.37,07/15,-40.2,-39.5,-40.2,-40.2,-39.7,-47.1,-42.5,-19.9,-34.4,-30.8
13,5356,協益,25.2,-0.15,-0.59,07/15,2.52,-41.8,-40.1,-40.1,-40.1,-48.7,-62.5,-63.0,-82.2,-66.5
14,00950B,凱基A級公司債,14.04,0.01,0.07,07/15,0.0,0.0,0.0,-39.8,-40.1,-47.8,-1.5,-45.3,-58.7,-54.1
15,00942B,台新美A公司債20+,14.14,-0.01,-0.07,07/15,0.0,-29.6,-29.6,-38.6,-39.1,106.0,101.0,158.0,59.9,158.0
16,4306,炎洲,14.9,0.35,2.41,07/15,0.11,-1.27,-37.2,-36.9,-36.4,-46.5,-48.3,-53.3,-60.5,-60.0
17,6614,資拓宏宇,39.25,1.15,3.02,07/15,0.0,0.0,-38.5,-34.7,-22.0,433.0,,,,
18,8443,阿瘦,11.4,0.05,0.44,07/15,-33.3,-33.3,-33.3,-33.3,-33.3,-33.3,-89.8,-92.1,-66.7,-91.7
19,8467,波力-KY,110.0,4.0,3.77,07/15,0.0,0.0,0.0,-33.0,-33.4,-34.7,-44.0,-45.8,-15.6,-40.8
