單位名稱,買進金額,賣出金額,買賣差額
自營商(自行買賣),"11,575,219,543","5,834,500,922","5,740,718,621"
自營商(避險),"45,330,466,137","67,330,709,348","-22,000,243,211"
投信,"40,543,869,582","4,523,759,339","36,020,110,243"
外資及陸資(不含外資自營商),"401,328,253,700","333,774,428,539","67,553,825,161"
外資自營商,0,0,0
合計,"498,777,808,962","411,463,398,148","87,314,410,814"
